,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,AVER,BAGL,BAGR,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,train_test_label,time_in_seconds,tau
0,-0.8561526812139373,-0.9479337061322061,0.885513377849908,-0.930473445499097,-0.8805686280980006,-0.7103343477718465,-0.810968791298486,0.6045472223318671,-0.03549427417287021,-0.09475238027082122,-0.1604826255904741,-0.002152249494433489,-0.619599273992381,-0.8986214561810805,-0.924901807879694,-0.946443525097328,-0.9648586720230493,0.9543816702583923,0.8188019016996881,0.7850900591666437,0.8156860600473443,-0.6523632600165721,-0.5285963358362966,-0.5886864726015499,0.43970210150369726,-0.6847477874697672,-0.7082004994213071,0.08938933428375706,-0.05674777806252029,train,0.0,1
1,-0.8385540197035034,-0.9424179066480283,1.0000000000000002,-0.9207924590234038,-0.878584604689242,-0.7337246815563422,-0.8607493006099066,0.44431520303032923,0.1879043974748833,-0.14038357695613757,-0.10957011480992218,-0.06254647357854048,-0.5711391043828314,-0.8705004789895381,-0.9400008585103414,-0.9344414870553095,-0.9529424175337814,0.872416196291895,0.845799598191622,0.7176525767355073,0.9292963226275204,-0.6887432058045833,-0.6289992849001005,-0.5392705426985382,0.34363715203767553,-0.6503224250441892,-0.6589509701482669,0.039469865131236626,-0.27835892272648044,train,0.6172069825436409,1
2,-0.846588206882117,-0.9624797807603704,0.7111784838675879,-0.9252124551451851,-0.8561386036854968,-0.7216806970957874,-0.8502763598212383,0.5737989047497167,-0.020682764185301683,-0.017179854946375195,-0.08702720130459785,0.08637160582706493,-0.5961985770913887,-0.8692314267201242,-0.9081179307039069,-0.9325837533659445,-0.9944704308528299,0.8171779728756718,0.8258624774665266,0.3980616511248094,0.8046390987429586,-0.716409459031406,-0.6254825605126045,-0.5615793116804597,0.34409579643097676,-0.5848009464703241,-0.6526017813006992,0.11209706111710638,-0.14789455210555125,train,1.2344139650872819,1
3,-0.8583674652046155,-0.9486846791105112,0.5831967294372686,-0.9144626809989858,-0.8800373723147645,-0.7076743520159174,-0.826286679889572,0.5868739289842977,0.18039719383954145,-0.06715206321084433,-0.039419248591451406,0.12175091882575928,-0.5640456538695664,-0.8769702006397065,-0.912904125857616,-0.9287167925782835,-0.9773925630901639,0.7226793477333058,0.7518001915890202,0.5199301577661823,0.8546629270541175,-0.7138147711564993,-0.602875732057214,-0.6352380421748632,0.31074068443954217,-0.6549302341418052,-0.6947258708087604,0.08161105505236321,-0.08523285921663237,train,1.8516209476309227,1
4,-0.8478412339773683,-0.9632979977498137,0.5346274270131639,-0.9139737458899369,-0.9038244588516376,-0.7066736989424582,-0.8696977077373147,0.41749713484869666,-0.06357750034640819,-0.09930674540203732,-0.09441583128079312,0.054284320619388815,-0.6881109972755863,-0.8790719513798149,-0.8900570193951793,-0.9349448226681513,-0.9502111608044939,0.7738357306972907,0.6540334433809232,0.5595257487264973,0.8505144571441965,-0.7093788895168661,-0.6513512258316672,-0.518138149905198,0.5137462007322007,-0.6895823116209812,-0.6878049062539862,0.09295501956437424,-0.1328027932304663,train,2.4688279301745637,1
5,-0.8388531892875399,-0.9411835960125639,0.7688479266781607,-0.9168597661030305,-0.8699327741297807,-0.7109165889313309,-0.8653117760741422,0.5873595607212039,-0.1077134635267224,-0.2568963733031703,-0.12936624328861224,0.11553080200129817,-0.5620406986414676,-0.8871120747377633,-0.9104037144880773,-0.9320771738865643,-0.9339051932512762,0.6971730771253986,0.8436887010392293,0.2813386204120918,0.5832623692372596,-0.6429682653495378,-0.5113095772556409,-0.5326095150142529,0.4695406246587699,-0.727825256845837,-0.6425783938098191,0.08862595404766238,0.018558064147445097,train,3.0860349127182043,1
6,-0.8378070612841828,-0.9239016851305355,0.513527285751838,-0.9210515966302584,-0.8600468294974879,-0.7171044490291131,-0.8384555117024179,0.5281828824972314,-0.046720401562555525,-0.05823007794263879,-0.08925471975566346,0.09458529375001734,-0.6269964419367734,-0.8610780264350046,-0.8993396624623506,-0.9104137095170249,-0.9814381643851691,0.7998920185056979,0.7169460551571742,0.369204902662007,0.7035367463808311,-0.5384795426704627,-0.47605890025882724,-0.5549815900313214,0.4952088338765299,-0.7230555988337315,-0.5714667273460106,0.1520125363943321,-0.17198336833341543,train,3.7032418952618453,1
7,-0.8548014535310757,-0.9535576072870616,0.5767993951843298,-0.9191332085034657,-0.8378639160810835,-0.7218803588838194,-0.8359755819909058,0.7892526892937448,-0.11786802847486011,-0.24345547543923063,-0.02536441999138106,0.09585741162030592,-0.6149671305470752,-0.8847725773656392,-0.9288974580939638,-0.9370942846121797,-0.9663353794043057,0.8445977725553298,0.7844443755324535,0.5134595805364568,0.7475136524504098,-0.5276213125988003,-0.3909643277214573,-0.6344056636116304,0.3524426181685716,-0.6607555333017979,-0.6723619365295908,0.04542205986847869,-0.08446699610578157,train,4.320448877805486,1
8,-0.864343352948358,-0.9286316444572593,0.7085418347514822,-0.9165287998769587,-0.8733504821730455,-0.7397553164990707,-0.836927908514427,0.5610450087634846,-0.20006429683652227,-0.35972705251624804,-0.013390413694988945,0.12804524642917592,-0.7089403318058107,-0.8739331877904002,-0.9040757778461406,-0.9212138149341215,-0.9618191932676547,0.9478556181998479,0.740655957833273,0.422689265984461,0.6941069852108219,-0.41548570940496043,-0.4061570135227124,-0.5712652915417791,0.25017577763826515,-0.6262350723765902,-0.7135010123512108,0.08513764381876343,-0.19634474191343287,train,4.937655860349127,1
9,-0.863845810318345,-0.9128656921659993,0.49374364457826836,-0.9201965465560511,-0.8571639311350105,-0.7357208827116419,-0.8285444574571577,0.6497985724008912,-0.054869234090246244,-0.25864032477444043,-0.00040558342136831627,0.1835692115106129,-0.6257382341504709,-0.8883956950113813,-0.8881110626211751,-0.9302709323886558,-0.9662997922926758,0.9264754413309406,0.663083045310106,0.3560670609788723,0.636715911843061,-0.37102709011684476,-0.3496790933218312,-0.5863281798399793,0.49556839026407884,-0.6763963643885,-0.6344825728198196,0.16872100016924496,-0.07714374192931817,train,5.554862842892768,1
