,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,AVER,BAGL,BAGR,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,train_test_label,time_in_seconds,tau
0,-0.4525779596541356,-0.41706045700756916,-0.06520570216636154,-0.46339242191950053,-0.5170909383225004,-0.5195404805368342,-0.3625050887850652,-0.060987610266231417,-0.06576397170207003,-0.3465355041722329,0.016912997570783156,-0.02360299933070087,-0.12131026599516964,-0.4463824221783237,-0.488772173557466,-0.3591427361974596,-0.42935171674937445,-0.03997128589883481,-0.057362205970203195,-0.17193749566490799,-0.026624141806230683,-0.3644498857675532,-0.4472980517605666,-0.3656724811262848,-0.3999357763404611,-0.27650523036512425,-0.1944462567505154,-0.3283883453079859,-0.37880682948716804,train,0.0,1
1,-0.6871658241127057,-0.622683704765253,-0.045378128508722367,-0.6887955271823608,-0.7198221180036473,-0.690161858411863,-0.5577778001283377,-0.08791403636980599,-0.11612269877761627,-0.3998113162666353,0.10967819854762814,0.06730181769347643,-0.14084016958985934,-0.619563560140034,-0.6703738006138449,-0.43607476655485744,-0.5389397376068037,0.08350091458331013,0.024867039503782107,-0.125085096356067,0.08944688345378904,-0.4297121440308933,-0.5374171236280276,-0.4466606412071365,-0.49426973919089573,-0.3951985188095382,-0.3032449889694227,-0.41405428094376673,-0.5149893147841498,train,0.6172069825436409,1
2,-0.8059775631930874,-0.7270629053297816,-0.04041549405771884,-0.8039639805555701,-0.817479511666495,-0.7707564277272605,-0.6645155525888569,-0.11366176947802058,-0.15548906469964496,-0.42024131465573367,0.1655553450628641,0.11660253352543326,-0.14692897512277822,-0.7188111706653727,-0.781500770220941,-0.48119405354529865,-0.5918243052346949,0.15564852508538876,0.07102701404177772,-0.10100175823549257,0.15512500165662602,-0.4670763848313869,-0.5824405815487828,-0.48176734344986205,-0.5376030991997984,-0.453942180450581,-0.3614753692428623,-0.4461034860629641,-0.5749795616094837,train,1.2344139650872819,1
3,-0.8778161465130783,-0.7891734544988385,-0.03828758570399834,-0.8816410000869098,-0.8722965747325956,-0.8220852703867174,-0.7273288131722304,-0.12007735701256965,-0.17710150589529847,-0.43384503803213376,0.20115701374192654,0.1509486825834177,-0.14759082347657954,-0.7766210053689029,-0.8452423814767253,-0.5091378768111596,-0.6230422151860937,0.19868814622164907,0.09811798264771796,-0.0850466264701594,0.19144379914475806,-0.48701794702682444,-0.6134850634804176,-0.5000323711594968,-0.5673382946665195,-0.49500054014334993,-0.4035008751097938,-0.4700278069661421,-0.6120646651458465,train,1.8516209476309227,1
4,-0.9169837965889368,-0.8246004642061303,-0.03882554593973252,-0.9196640984744643,-0.9077846926954863,-0.8512107509673799,-0.7614014870338608,-0.13549319180007982,-0.19404065078186802,-0.4466781620939044,0.22059350514646534,0.16561941105970718,-0.15326370398643663,-0.8136216124743564,-0.8800589884830089,-0.5304824738224008,-0.6379441162079145,0.22034683498137134,0.10717780779946509,-0.0697873693371305,0.21512050250676484,-0.49536248535902627,-0.6228786850171997,-0.5104725080512343,-0.5857844673251273,-0.5227434965834341,-0.4260313956704808,-0.4832994954283357,-0.63444806359075,train,2.4688279301745637,1
5,-0.9339078223332167,-0.8439144290409455,-0.027040383774907722,-0.9414922557996851,-0.917162565606798,-0.8495486392582157,-0.775850385561422,-0.1387725890023499,-0.20272026629011117,-0.44548541924825513,0.22899988800844398,0.1795070535683866,-0.14842652271035442,-0.8234015154231248,-0.8984034421853339,-0.5313031617251863,-0.6437726553410381,0.23126739371413,0.11138822995691386,-0.06545786290693126,0.21922273872946546,-0.4984148944152693,-0.6157342306055389,-0.5144040245392162,-0.5853174613495001,-0.5186587676650465,-0.43865929139766213,-0.48281496309117167,-0.6299972055537878,train,3.0860349127182043,1
6,-0.9386067175693532,-0.8544543449092074,-0.028240103664832053,-0.9463776577490034,-0.9296470186140933,-0.8600954589629011,-0.7852936958779742,-0.1447371282378213,-0.20593795607669077,-0.4511870143175537,0.2350831779147293,0.18285704169483552,-0.1466990653542104,-0.8369981642432157,-0.9049327958194986,-0.5378634673098777,-0.6448750622999602,0.24105168076725428,0.1197433558520978,-0.0628542319477347,0.22611627342023438,-0.4938345292094859,-0.6180218843371041,-0.5154089280226944,-0.5880851146969801,-0.5319160373946556,-0.4468510347609764,-0.48435752260954534,-0.6360502389048113,train,3.7032418952618453,1
7,-0.9535845277637958,-0.8686984149652314,-0.029372188538597008,-0.9638953735376025,-0.9398252637113177,-0.8719650364733225,-0.7984713980137242,-0.13935274821734916,-0.21270113471299393,-0.45227844205738443,0.23953225053346186,0.19034000849278593,-0.1403903066628903,-0.8493343645598737,-0.9165555057875552,-0.5416043242035719,-0.6502612104900732,0.25623068303510665,0.13767719033299344,-0.05428876878931224,0.22895725407761464,-0.5011761553560873,-0.6229875971333165,-0.5227091950944103,-0.5982417276759866,-0.5346467779822601,-0.4585360917296967,-0.4918162738468741,-0.6399756349020492,train,4.320448877805486,1
8,-0.9641346487002744,-0.8811315970706131,-0.0234956811986613,-0.9786135899865377,-0.9581846236394276,-0.8773045435713667,-0.8073425844560898,-0.14260294436223675,-0.21817197571663247,-0.45732542086890227,0.24516855732013756,0.18851358079403135,-0.13606921801822303,-0.8567539641101474,-0.923858988712469,-0.5454103625472284,-0.6453389194614101,0.26354022089252194,0.1399044150257777,-0.046131433181497566,0.22917194017520548,-0.4984044717556225,-0.6119713155991355,-0.5315501529510019,-0.6052963446654329,-0.5412176337880492,-0.46798824479688805,-0.49640837966892326,-0.6427194711737048,train,4.937655860349127,1
9,-0.9600105627612529,-0.8795547077240234,-0.02389447262226324,-0.9788884363379275,-0.9508867091296868,-0.8745807296411303,-0.8057481531502392,-0.1444216640579623,-0.21625453580705983,-0.4626504286589658,0.24876576158626199,0.1907491640924916,-0.13762852792188102,-0.8537432155775275,-0.9226726531468311,-0.5491416547203922,-0.6470461912402257,0.2673996729223843,0.13885028685165782,-0.04774675712124424,0.23167692628945158,-0.49366285097030393,-0.6114981474213859,-0.5243843291383699,-0.6014167291446194,-0.5423731096854917,-0.4728917658407112,-0.49334087168401475,-0.6423893924633592,train,5.554862842892768,1
10,-0.9701665027078409,-0.8808181236868265,-0.014360827590369274,-0.987384248846974,-0.9560366713220334,-0.8749389634020754,-0.8125274289176131,-0.1428480066778617,-0.21398226013960173,-0.4550401787920524,0.26081994973150535,0.19977108458793963,-0.13207075043781868,-0.8509391397793337,-0.9221446848544816,-0.5409507168222178,-0.639444992168408,0.2731731662802457,0.1452265318592503,-0.04722241140657629,0.2491667463384784,-0.48661061977710557,-0.5967237191114648,-0.5185823376784999,-0.5902589852475941,-0.538482263289273,-0.46969056240058715,-0.48606629376825095,-0.6390540030253107,train,6.172069825436409,1
11,-0.9666965700415874,-0.875154719318253,-0.02262704316984053,-0.9914225742256769,-0.9546507134516536,-0.8769704206851348,-0.8066955453388229,-0.1397567399890402,-0.20917193736224401,-0.464182661468191,0.2588063881152646,0.19661177302842564,-0.13962361992060207,-0.8507587246750572,-0.9223265860273998,-0.5447316631927327,-0.6464173306791791,0.26883042548638536,0.1392469036323767,-0.047976418488616446,0.24796292251351776,-0.4886938634805316,-0.6075460561954338,-0.5163344938556983,-0.5960450333630589,-0.5458235040869426,-0.4724804608342125,-0.4914424308766602,-0.650520315934374,train,6.78927680798005,1
12,-0.9685479204729238,-0.8797221295673483,-0.023010786284136858,-0.9874767500780427,-0.9572621635970691,-0.8788742431634813,-0.8113045507035277,-0.14287812845630815,-0.2132003967346978,-0.47011014756579367,0.25949118893206646,0.19713273161335604,-0.14126759360752744,-0.8572962527435396,-0.9281120538126175,-0.549300714079311,-0.6520947293057062,0.2739048958814183,0.1422632649821998,-0.039751856828285664,0.25004435791472174,-0.4917216779826217,-0.6135734112456708,-0.5230348815748969,-0.5985458978986222,-0.5473382192190649,-0.47492974539272265,-0.49505781386738956,-0.6566254532434573,train,7.406483790523691,1
13,-0.9697563470439714,-0.8763073692855289,-0.01955346043922332,-0.9868289951738566,-0.9583809644633529,-0.8749048987651329,-0.8156916761103092,-0.14796393165657076,-0.20560599612839212,-0.4618575296027464,0.26293870904883143,0.2013952676796943,-0.1414445483894069,-0.8562121430603559,-0.9292327102459936,-0.5438945816726953,-0.654358693938399,0.27739558376793827,0.14440699752672162,-0.04153777258117858,0.2587457005861124,-0.4951217107438083,-0.6079259115876001,-0.5173627831186746,-0.5918347656396916,-0.543492539299497,-0.4713165325046729,-0.489175770976097,-0.6552755402747937,train,8.023690773067331,1
14,-0.9716974413993343,-0.8788662542331771,-0.027213246771338517,-0.9921810702809826,-0.9581736113376144,-0.8753688409552733,-0.8132097950322393,-0.13644885870378537,-0.2077675051246685,-0.46207811918968456,0.24991548485618711,0.20478703252179103,-0.13793795779309748,-0.8632720116701824,-0.9255210704688372,-0.5320749663870775,-0.6639042141168785,0.2774667960170265,0.1540360834019561,-0.04227362636666235,0.24949844614255268,-0.5045493494385074,-0.6171382885350789,-0.5198402845181822,-0.5963745763120344,-0.5333997000347067,-0.4713626785993987,-0.4930951051720428,-0.6517629466680078,train,8.640897755610972,1
15,-0.962331003311041,-0.8723751748274788,-0.02560882463139219,-0.9939715694342534,-0.9521092880967447,-0.8657294098948751,-0.8072067033309179,-0.135250711055859,-0.2060458033366753,-0.4697818339626402,0.24688797703864493,0.19250248174841306,-0.14459373071316978,-0.8599282887612661,-0.9294348504699029,-0.5349742773172109,-0.6645756868208832,0.2654011444920863,0.13622283211789268,-0.046911536894666706,0.23511033807269566,-0.5069770843849957,-0.6226895155699212,-0.5187126307745464,-0.5984416223127826,-0.5362019955085809,-0.48394612998668274,-0.4905548214988109,-0.6512663713995894,train,9.258104738154614,1
16,-0.9660984586830457,-0.8784418458482226,-0.024817217650340687,-0.9972251943280307,-0.9575003706414165,-0.8765748532348632,-0.8117055852011561,-0.13262509423189378,-0.2063947359390611,-0.48039700695301624,0.25544909413025874,0.1891184260270654,-0.14484572410705837,-0.8636600563734749,-0.9319294306653061,-0.5443027380803961,-0.6628361636955395,0.26941553154794107,0.133102582396778,-0.04374811276931362,0.23802591235395837,-0.5013859235636059,-0.6270520261615575,-0.5223807894319964,-0.6058452779035393,-0.5506200660104056,-0.4919533837192503,-0.4997225875757628,-0.6608163976526812,train,9.875311720698255,1
17,-0.9657948980004043,-0.8741226922920278,-0.025284179961782657,-0.9873480267982674,-0.960205127153394,-0.8703188486666822,-0.8100586187662352,-0.14362447730896064,-0.2066611721055812,-0.4738382597276607,0.2599298937055058,0.1828234815371126,-0.1438379052238838,-0.8665104483459272,-0.9342245265119908,-0.5442094728776223,-0.6571505741491973,0.26805976588262026,0.12890822977091818,-0.041176660694345085,0.2426288722626581,-0.5067669475072467,-0.6144890389150913,-0.5183088535154776,-0.5999374720593165,-0.5402238877946964,-0.4867660019915615,-0.48780962309665477,-0.6503820618375912,train,10.492518703241895,1
18,-0.9660355361724731,-0.8685922709573376,-0.028915466163554768,-0.9915104002463826,-0.9473052605063507,-0.8690682190181294,-0.8029489516875605,-0.1349066393245721,-0.202885267602538,-0.47297109863512354,0.26082021402533706,0.19108481640295255,-0.14185745933738048,-0.8583231453875505,-0.9276018661596622,-0.5364729513914438,-0.6634499716421165,0.2710810994677254,0.13510711105082726,-0.04629866238553826,0.24806396232474892,-0.5064752221273385,-0.6186793639751421,-0.5083395252917572,-0.595660811394625,-0.5355605088755765,-0.48216037704615544,-0.4875914332062904,-0.6480861431830736,train,11.109725685785536,1
19,-0.9692704906814733,-0.8673518713510253,-0.029030349219269974,-0.9946441269787872,-0.9495288408814461,-0.8699177919179086,-0.8064617358105451,-0.13598850616399594,-0.2057488801135706,-0.4661627438168976,0.26440605682308194,0.19146519477518698,-0.13951391505704674,-0.8593745344130372,-0.9297629434852136,-0.5340350485574905,-0.6570166150101242,0.2702879910095566,0.13698223077795277,-0.04521148279236295,0.2546544295618901,-0.5094920882543013,-0.6125418728731462,-0.5098793791031261,-0.5954205709080489,-0.5338583296571487,-0.47436136836248693,-0.4871945701136692,-0.6463240872730106,train,11.726932668329177,1
20,-0.9646153041751507,-0.8654051478512741,-0.02873882215576233,-0.98951838371362,-0.9476853475708535,-0.8644120268112121,-0.8024031578510088,-0.13828300475842256,-0.2044891676713311,-0.46518754036677057,0.2552835335658269,0.18583020254820637,-0.14256141416041418,-0.8609341462499157,-0.9315469255923486,-0.5330475403795107,-0.6599340022044985,0.26319027892370717,0.12649029198486675,-0.05088053661295272,0.24027989511076564,-0.5141608683099572,-0.6163346795652636,-0.5100199083905728,-0.5948808363657009,-0.5282017652239858,-0.4780526789376455,-0.4838010553626739,-0.6428344662520856,train,12.344139650872817,1
21,-0.9712106725416979,-0.8652194696428477,-0.025950099846808808,-0.988298795879854,-0.9559737080735224,-0.8690230346207193,-0.8047201703074817,-0.14678266621579744,-0.20507675037993253,-0.4606699385979933,0.2630184768915804,0.18207732614008698,-0.14516774794610926,-0.863798188554611,-0.9319899622410248,-0.5363634035713796,-0.6495698436710544,0.2551004029740672,0.11584079543212258,-0.05383249316567601,0.2480133375200682,-0.5103254180111312,-0.6081585330170326,-0.5076070270503386,-0.5906713611982369,-0.5346672753102106,-0.4745653676078825,-0.4804538619293368,-0.6413713439320721,train,12.96134663341646,1
22,-0.9666830511576497,-0.8613030653233712,-0.029549321731176775,-0.9886383566413833,-0.9496191138036418,-0.8676573665511969,-0.7984871966434712,-0.14556072055103375,-0.2028128922925544,-0.4626175948738901,0.259056092841742,0.18112965057172947,-0.15291426206629957,-0.859143375243013,-0.9349067979425538,-0.5379801965469546,-0.6590060193922804,0.2495027493976726,0.10934543107745262,-0.05745886938222111,0.24466712760722353,-0.5148848585107015,-0.6206965342762347,-0.5090543987895496,-0.5912987468388826,-0.534222693420513,-0.47445830973843556,-0.48295753496683225,-0.6488974541659162,train,13.5785536159601,1
23,-0.9677597739932106,-0.8538048645514165,-0.031001728279881402,-0.9941017057414492,-0.9439825613233088,-0.8666040138829028,-0.7933373639151587,-0.136299100505598,-0.19345367041014486,-0.461546387053623,0.2555902303465981,0.18359565578032894,-0.15345492074029118,-0.8540363634558042,-0.9337499511927408,-0.530136123677503,-0.6675132825198696,0.24591978919974897,0.10590073092804328,-0.062489644150584056,0.2459132459658438,-0.5175686887990483,-0.6227953614836178,-0.5033850413357155,-0.5908624791222019,-0.5323867017280878,-0.47109118941089756,-0.48362878400078624,-0.6476978031023164,train,14.19576059850374,1
24,-0.9616831177586848,-0.8483401562597332,-0.03339906471498441,-0.9851251735831821,-0.9433554861544109,-0.8640918536003628,-0.790216218518437,-0.14312555493361723,-0.1912505627445934,-0.45923468354599584,0.24950201632619137,0.17192670669469373,-0.15807313986129717,-0.8561617844122833,-0.9341791697037994,-0.5297272657738645,-0.6682781280165173,0.2350444713632405,0.09252006165137208,-0.061391208672146313,0.235351675787922,-0.5253103717384704,-0.6172793959050664,-0.5028739306815657,-0.5924652779595427,-0.5300660796369336,-0.4691568631173998,-0.48062652875267053,-0.6425019432539848,train,14.812967581047381,1
25,-0.9570405203850401,-0.8400470639556104,-0.03678706877282767,-0.9706177503229052,-0.9390746780682809,-0.8593410192713871,-0.784457497898715,-0.15163138298708534,-0.18966296752549835,-0.45662811050078767,0.24471160935809774,0.1617266738169763,-0.16504423825808473,-0.8578871680765363,-0.9315374950168972,-0.5294160969553909,-0.6639674264559974,0.2209672925631431,0.07633303831782437,-0.06554099738705166,0.23010180348811055,-0.5282104833365328,-0.6141241406725871,-0.4965791255824815,-0.5863390645842084,-0.5260410098984962,-0.4656631293713151,-0.47181122708976875,-0.6359567764982096,train,15.430174563591022,1
26,-0.9589600955792827,-0.8322661627391353,-0.03224413342724822,-0.9755326127262861,-0.9335909209788827,-0.8674791292692168,-0.7816856313420829,-0.14656544688532938,-0.1857527542782404,-0.45038924290800825,0.24805782893432873,0.16684125369727731,-0.16763947712921978,-0.8469690446844118,-0.9271404846086997,-0.5283212675262936,-0.6591985584693447,0.21307149379889725,0.07504086792654771,-0.06880590096054118,0.23838218921393906,-0.5167203631450761,-0.6122421949469603,-0.49189240237903686,-0.5835629384654084,-0.5352703877074677,-0.4599245744106019,-0.4753745329500487,-0.6421641879906934,train,16.047381546134662,1
27,-0.965251067957642,-0.8378074379236798,-0.03446834775479975,-0.9789971885990233,-0.932627581489805,-0.8746065237628271,-0.7819853069099655,-0.141570457390816,-0.1872119366229908,-0.45373884361384587,0.246937755452615,0.1695980796023796,-0.17301945776910443,-0.8470182245891784,-0.9264903069954902,-0.5314925790898424,-0.6649964540005961,0.20684890237106837,0.07138531022937891,-0.06454228931516437,0.23623770662521537,-0.5163411198812489,-0.616751359788033,-0.4966932157940478,-0.5886518602731136,-0.5407991883837172,-0.4586276571045918,-0.48061923176576105,-0.64433370072897,train,16.664588528678305,1
28,-0.9616115697979665,-0.830635279964597,-0.03590030904166833,-0.9753969004108028,-0.9229442928266002,-0.8722532574350659,-0.7749598615194947,-0.13588622156664504,-0.18098447978125115,-0.4457456256570408,0.22929818879648514,0.16698865110425876,-0.1749484352716137,-0.8434693727226176,-0.919816493541642,-0.527024544605099,-0.6714764452591142,0.1979903331778021,0.07064570040332971,-0.07215907755932152,0.2222957996548766,-0.5190239169158183,-0.617403050578893,-0.4959995068910469,-0.5863181345026856,-0.5328979783634908,-0.4542415132371753,-0.47949019966032314,-0.6361654702505835,train,17.281795511221944,1
29,-0.9562288689198138,-0.8266692481665724,-0.0283584706854966,-0.9733129080397094,-0.9182409502727498,-0.8654567436649101,-0.772998511228027,-0.14103365697240905,-0.1802117220691508,-0.4411692684093518,0.22584585590008763,0.16216809910810798,-0.17708881797563572,-0.8370105916439456,-0.920917015889504,-0.5282386151110615,-0.6659011411071848,0.1893971735073575,0.060923430461676004,-0.07468400409839773,0.21650348811535852,-0.5171088573038771,-0.607703102294622,-0.4959975665839318,-0.5822151014089698,-0.5305331544138231,-0.4557569088350395,-0.47379655586733294,-0.6306935709926036,train,17.899002493765586,1
30,-0.954717283604283,-0.8290586572152085,-0.027549727087808104,-0.971953703673282,-0.914793250238854,-0.8659263727781898,-0.7722678515588915,-0.14026181682789624,-0.1791333053545615,-0.4396735417622645,0.22641042619823923,0.1663367346059179,-0.1725128423472524,-0.8328012709326938,-0.9210529989256885,-0.5274394749134532,-0.6664523510751851,0.19700932793495593,0.06978974935622331,-0.07214515665615728,0.2219251488226286,-0.5152285394054645,-0.600642478822528,-0.49588393196619807,-0.5791528554752566,-0.5276422966763814,-0.45171354626651805,-0.4746964329638519,-0.6279912477605282,train,18.51620947630923,1
31,-0.9537564161394868,-0.8316680117287856,-0.027515201930222458,-0.9660510609539696,-0.9295278683872535,-0.8647078135147395,-0.7708275745307485,-0.14394825469450478,-0.18072513187323505,-0.443845745497931,0.22595026498365048,0.16204193127402688,-0.1702606612061099,-0.8370502459794803,-0.9186862566509387,-0.5302740611425402,-0.6600424174777464,0.1927835755868403,0.06375132961142047,-0.06703629571440725,0.21737148955757446,-0.5103652732565314,-0.595557414299148,-0.5013184603364841,-0.584246828988599,-0.5296342580891228,-0.45176279180082624,-0.47360539469882346,-0.6288662357602451,train,19.133416458852867,1
