,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB2,train_test_label,time_in_seconds,tau
10,0.38108113334374893,0.3273310965042644,-0.27145783693182635,0.32646811497645434,0.08566284466553231,0.4139601051405605,0.4174203263331522,-0.7945218148604906,-0.9116699840170521,-0.7127625430232059,-0.7376128987468722,-0.652211010465042,-0.7941331125184594,-0.8610314258700469,-0.7003492885472495,-0.7463368189918691,-0.47718960280702427,-0.0019198981408429239,-0.7685320899858997,-0.8195572233452562,-0.4568226103858023,-0.5795958145972164,-0.722453593863096,-0.5787965195205298,-0.8794785507635411,-0.9435870198967973,-0.7562094381162054,-0.6497637668767313,-0.8665093943208708,-0.29076846966045655,-0.5304160423862667,train,3.574975173783516,1
11,0.43002561216966506,0.3946285155981315,-0.4010450950002369,0.23958573670215477,0.2754658796769085,0.3834008088908861,0.44294397192160284,-0.820433583611754,-0.8487812724227458,-0.6751964840023277,-0.7180986057262602,-0.9469143463340026,-0.7056640611070706,-0.8949535975301638,-0.706398569277455,-0.7029288555761579,-0.4453138378530964,0.14999657479476114,-0.758632906345958,-0.8381328519854475,-0.1114301627203097,-0.6792591330759383,-0.6165389145313285,-0.7519885195430792,-0.9150586590379505,-0.968128446893313,-0.7327002967359049,-0.48562508741240173,-0.8823563776797649,-0.1920345292688519,-0.5301673757742706,train,3.932472691161867,1
12,0.4818858783620614,0.4886453792597367,-0.3233245622781188,0.6295856294690441,0.3558908881294849,0.3862194601556964,0.3935865748563232,-0.806629886429313,-0.954876611301053,-0.6119320064670047,-0.7185793377331644,-0.7428873521298673,-0.755534777876322,-0.8993359814397327,-0.579755804359492,-0.8597083778447318,-0.291201561010487,0.20555908032946113,-0.7621411418798214,-0.8029031199667713,-0.6500143703571333,-0.7363920078909476,-0.7560736627451803,-0.34869235462234893,-0.9446404591755869,-0.9456015360511861,-0.8519689863118598,-0.6487763503433435,-0.841464883831965,-0.20739847148405777,-0.5829412302438063,train,4.289970208540219,1
13,0.5728092938319402,0.45914878828426753,-0.3526913221128726,0.5142450752300032,0.3215794060458812,0.438917073461382,0.4893875717159617,-0.7463729774619702,-0.9417059889102628,-0.6439171469143443,-0.6975446017409219,-0.881818470963097,-0.8193395337098706,-0.91836456460902,-0.593822431867393,-0.838291716650091,-0.20266285494985048,0.33383429298740674,-0.7510280857633227,-0.7514791008327004,-0.4261257381543899,-0.7424671075775701,-0.6926042989969445,-0.8226265369549045,-0.9228465925013224,-0.9447599387051013,-0.8132057049870776,-0.6785147851052524,-0.816922154454033,-0.09356819305846942,-0.6210384674909797,train,4.64746772591857,1
14,0.5897384631853784,0.46080290473583574,-0.26936431356299595,0.5309811777248215,0.4662549482453682,0.4348512724641166,0.47651023599310927,-0.7877242127727041,-0.9102132119088212,-0.5093846617841992,-0.6064269412595145,-0.778956917280139,-0.6933900704611669,-0.8984196682769157,-0.6397729653345539,-0.8484274544690665,-0.12897140234391702,0.3302976435901104,-0.76010001117544,-0.8547853591562306,-0.04122833732162279,-0.7806197287828556,-0.7059876860135565,-0.7143925189477097,-0.9307961516440981,-0.9323800318525983,-0.8555604479754952,-0.592793676493961,-0.8242392399328763,-0.1186260673931927,-0.5885205304592972,train,5.004965243296922,1
15,0.5562475125116342,0.5341484083971564,-0.35948017942919774,0.4299852883529809,0.6567441052747032,0.3531289299164405,0.4208520772215627,-0.7985900692084198,-0.9157465577202799,-0.43665589403505456,-0.661219086883469,-0.894879147525317,-0.7692131744852588,-0.875892010225932,-0.5313612617924607,-0.766214783380819,-0.07308698261762037,0.48999470288218916,-0.7938945312416464,-0.8558102837365585,-0.4668999334316122,-0.830296495213616,-0.7061249808670171,-0.659942537457898,-0.9394148399805067,-0.9286807701659529,-0.8420599215085671,-0.7515196094210177,-0.7810619547435281,-0.018267104074384477,-0.6441059691304276,train,5.362462760675274,1
16,0.5904271121622746,0.5043433448509409,-0.3119551930266614,0.35769208618081993,0.7019396977043693,0.33360887838308073,0.44493084110542447,-0.8070174519089008,-0.9814187035682193,-0.39935987269401163,-0.6048048782456366,-0.9327869802476211,-0.6223352231107608,-0.9349084411719351,-0.5381066541295119,-0.6905069881787527,0.03505148134368685,0.5469535534316206,-0.7639160009176493,-0.8301151421783572,-0.1060987556016586,-0.844384296523157,-0.8765702228339509,-0.65098585801106,-0.9237107144819533,-0.9440540950816826,-0.8667713219105962,-0.5792238238483334,-0.8180730283542845,-0.02854930926312005,-0.6693462200644827,train,5.719960278053625,1
17,0.7414578428180536,0.5003151588068793,-0.47915832776584777,0.34173705750853745,0.48802101932745057,0.3874313654709528,0.444773916423161,-0.7686143726847479,-0.91905822992443,-0.34687341079955936,-0.58069169315321,-0.9457913131884749,-0.46553932602206827,-0.9035381989336174,-0.5271362965161589,-0.806758209616018,0.09540542015224607,0.49289158472322114,-0.7791758748483717,-0.9017110889641262,-0.10143742410914558,-0.8653167267129909,-0.7678262200184773,-0.7044920258262359,-0.9186067339547503,-0.9460323622551156,-0.8326945534603236,-0.6620979476829727,-0.8337415257489097,-0.05863932447549636,-0.7386627860456687,train,6.077457795431976,1
18,0.635591396212186,0.5873685862903493,-0.27547367977748216,0.2977861649238496,0.4186640955347014,0.38807337349648974,0.4251592504066799,-0.8189568791016144,-0.8466396720314027,-0.24728917240560744,-0.47098528917404414,-0.8763441024313869,-0.5491012397236936,-0.8912401229755367,-0.5298595382370312,-0.7317432706398677,0.190717350365869,0.6500374531714923,-0.7645121964264292,-0.8090944704010814,-0.170763725570529,-0.872874604874319,-0.7528154698310523,-0.4644181040084029,-0.9153949091864192,-0.9335071610695487,-0.86875466641141,-0.6342448298606964,-0.8061602813479789,-0.03387333070272813,-0.733947812281518,train,6.434955312810328,1
19,0.6811754229895135,0.44720970580051556,-0.3970111555922403,0.33697520082730104,0.5705170661285213,0.42039512806441326,0.44648072931379557,-0.8094689326580118,-0.9067134726849151,-0.016119377450489303,-0.38701616511625603,-0.8595770747600354,-0.45098825416079114,-0.9029447550458762,-0.5575566290461128,-0.59748632297581,0.23561163434254584,0.5265731262411799,-0.7080214766657793,-0.7818890033006792,-0.2287746328957907,-0.9186702557938317,-0.8753050391514325,-0.7261453851883597,-0.9388223080240463,-0.9382595625076133,-0.8569464918158323,-0.6950840338591537,-0.8010157958747349,-0.0623195666902564,-0.7170727698751903,train,6.7924528301886795,1
20,0.7302159382720035,0.5263010395180916,-0.29902067570016666,0.2901629275823765,0.38196782631262405,0.37141297402627427,0.5111101787449299,-0.7954705542674247,-0.830662353953631,0.00694536175872007,-0.2638899809575129,-0.976304893531131,-0.5296897802645724,-0.8511794186653183,-0.5381397228191122,-0.6321101549619876,0.297152787608558,0.770055719494954,-0.7847965192002384,-0.8408775578871256,-0.3174751223726475,-0.9022893357899321,-0.6683434108614916,-0.8144905831664121,-0.8950483481031982,-0.9398748897408453,-0.7883488082703167,-0.5285702305472608,-0.8461358198781765,-0.004384500478058273,-0.7239230065601532,train,7.149950347567032,1
21,0.7590569920878851,0.5823452025355667,-0.3702455877502817,0.3091040220504899,0.3915315180281249,0.3677334219599714,0.4934209526725519,-0.7594884681751637,-0.9415357617660821,0.09911989143079625,-0.23871858825588,-0.7531299474199603,-0.5835175211390999,-0.8987496016223566,-0.5845423777390326,-0.6212880097289304,0.31957733051205506,0.7186513413210365,-0.718573886307432,-0.8397635447045595,-0.5000513045936438,-0.9260797480859932,-0.8136632083527782,-0.6430713027156381,-0.9109566510132401,-0.9380980191108924,-0.7525337417440413,-0.5364825890803512,-0.8369073540204472,-0.058129111585067283,-0.7435612564234932,train,7.507447864945383,1
22,0.7486944331728069,0.5453003844276316,-0.253430787111131,0.29327998655323406,0.4265139219916707,0.352622240850171,0.49333110473288055,-0.8534934340517012,-0.8286685631948797,0.28502167760226027,-0.18692804530471452,-0.6609705524673104,-0.6434210287037769,-0.8840347745071802,-0.5639369412846614,-0.7106345770917367,0.2359658378248406,0.6898557278316755,-0.7334383557555948,-0.7962751407378658,-0.3420887719696304,-0.8685112050477664,-0.792555751389935,-0.5227018789497175,-0.9467403222617803,-0.928570050437406,-0.8998985354647266,-0.6849461765242066,-0.8660954362611952,0.09779591048698144,-0.7544232287286715,train,7.864945382323734,1
23,0.7628193139064647,0.5212533754728985,-0.3289436397298249,0.2657617206565235,0.1865074576899599,0.47128039439484015,0.49698120501597565,-0.7775658437354531,-0.8946017819263382,0.20264339420238642,-0.10995064947436572,-0.8408464928263095,-0.6564682691563157,-0.9104342124917337,-0.6399277089397706,-0.727690718715113,0.3369858442965705,0.6402560375430595,-0.7004388897332925,-0.9904737176083238,-0.46541929868683596,-0.9274332351743625,-0.6890226246094597,-0.6045382730293869,-0.9382391672036761,-0.9557978544269502,-0.8525816023738872,-0.6933434790885677,-0.8048545303428989,0.017677184850120264,-0.7800923587904471,train,8.222442899702086,1
24,0.7586930263440284,0.585227397052684,-0.4605664212317697,0.3277765722227477,0.15928843951632277,0.3839076372420335,0.4013372870401464,-0.7975196878304631,-0.9221156955877583,0.3053558104607832,-0.03297817614140608,-0.8145872516324435,-0.6294623044425263,-0.8819749841215545,-0.6192364589595457,-0.5982641095682749,0.3366914670106347,0.65304764756171,-0.7783409066612462,-0.8465613384862813,-0.02350139082146019,-0.9391900319406203,-0.8445438514284398,-0.6869745234199947,-0.9502082914267406,-0.9328951518212909,-0.7854618550780128,-0.6624154415341116,-0.7845346143628708,-0.00956453093806009,-0.7588269138895337,train,8.579940417080438,1
25,0.7057554533805821,0.569738600572447,-0.5343594507958269,0.21450020417660443,0.11634407539180902,0.4124204945203901,0.4484208842359485,-0.7848191668061952,-0.7849653366632854,0.21125936139921042,-0.05512168402304796,-0.5776731837156039,-0.6928494436133401,-0.8802225429421375,-0.6029018707742635,-0.6864291862587845,0.32317036006012634,0.6898418933400201,-0.7790322223425351,-0.7753981569852172,-0.6587878493619002,-0.9105431966135409,-0.7900619659431353,-0.5074060322896016,-0.9235565738178175,-0.905122145504255,-0.815342203503398,-0.6091946673848303,-0.7615069464011535,0.06660768778658199,-0.8264152256839544,train,8.937437934458789,1
26,0.770604457546388,0.4751228863010817,-0.42926213858038,0.1908856400623551,-0.06062239470604691,0.36328428742285246,0.3185157584811298,-0.7812193012601178,-0.7509854729414198,0.21799906153226045,0.015504212498981484,-0.19761564379624375,-0.6379347584813897,-0.8402582068681432,-0.6132358807015235,-0.6284510981100294,0.339969410245915,0.5422498542878287,-0.7480196172332494,-0.7913315794340318,-0.38375326522796827,-0.9313703913724098,-0.7724494580702593,-0.530854791929767,-0.9555929871166405,-0.9521416659894921,-0.8910692064707572,-0.6737904325857473,-0.6598363366327288,0.06824630647398355,-0.8382627411563908,train,9.29493545183714,1
27,0.7136397864298658,0.4629408161371156,-0.4189104107266117,0.16382134096727174,-0.06205693207348473,0.31060439136307105,0.4296537069307911,-0.7631177628336479,-0.8507003613246544,0.25851249660496545,-0.012195413883847817,-0.2619422797697426,-0.6713306738113447,-0.8657364680495028,-0.6737435283988654,-0.6193722896503376,0.31945687175420456,0.5896931078124197,-0.759206436094779,-0.718895434991641,-0.4536383039939412,-0.9560763399203678,-0.8235809895621493,-0.5307367988761346,-0.9443800004555795,-0.9086257072293391,-0.8466162534698956,-0.46388817144565686,-0.6403787380220216,0.052607354142326423,-0.8059040427677506,train,9.652432969215493,1
28,0.7225013109763452,0.4096751604256774,-0.529200315311164,0.087972876614697,-0.16388736503244328,0.2941061331968099,0.39240976285679996,-0.7878366941873789,-0.7868706663920872,0.25104010653895537,0.09353723762709754,-0.30084564734656927,-0.6072201795202996,-0.9231739959180877,-0.6331718495385177,-0.597409440113903,0.3137180154019261,0.5112640544022333,-0.7477315680324579,-0.8038790544781179,-0.2828726503901242,-0.9573277615489931,-0.7155760162295175,-0.8043366155324372,-0.9152193801436777,-0.941663432236238,-0.8421901024217477,-0.584369341690209,-0.670952285866943,-0.017273753490333332,-0.8230461446220054,train,10.009930486593843,1
29,0.6500066508362508,0.483389637643832,-0.6357325212667126,0.07999142877290621,-0.13108977121343546,0.31015871632769476,0.30132778164597807,-0.8378729571235961,-0.8300922079327738,0.42370405930850596,0.04900929608864413,-0.27401963067496893,-0.4820976042059414,-0.8496325285748958,-0.7246731217949014,-0.5683241036421968,0.2815892465132661,0.4009085615645416,-0.8018953444563053,-0.8103249933319296,-0.1607195558469967,-0.9729780516031672,-0.5841079158889266,-0.5578781761108819,-0.9031297070006347,-0.9225513370858157,-0.8400995501100793,-0.5401099689381834,-0.7248725408720198,0.02405967693442279,-0.8152286349238955,train,10.367428003972195,1
30,0.7589343338039729,0.5188669495822313,-0.6847969913879561,0.11933479274595937,0.0013233451720346956,0.32739444437263254,0.28055991324860785,-0.832936989426984,-0.7826698455779153,0.36378527897981816,0.1818232644078328,-0.313282533668791,-0.5397490368496458,-0.8409864239970333,-0.6257027036039242,-0.7376879010220545,0.308162137199711,0.5515943960210814,-0.7715514172754667,-0.9097969278627507,-0.41261509237874505,-0.957024912513616,-0.6306474440943268,-0.5241212698183866,-0.8819159715454248,-0.9126243131283325,-0.8323422992246579,-0.5402888381488604,-0.7186134121132788,0.04927613204690151,-0.8665712667669155,train,10.724925521350547,1
31,0.6528365565652672,0.5661764280596422,-0.5650981879432503,0.1333404837677432,-0.142138595883337,0.30474009231287813,0.30838951676953563,-0.7309220537781764,-0.8609835347186666,0.45240276859894757,0.1446347803152226,-0.4019318648137994,-0.42895416953035936,-0.8828405162029047,-0.5835945327942917,-0.5732628338610811,0.2601032164783601,0.4471861968045705,-0.7672927230305331,-0.8801657045950009,-0.48863217594063446,-0.951500027332054,-0.6360381773502518,-0.4313767708634917,-0.8905307690879107,-0.9076332377610075,-0.8370900737053699,-0.5238034022418279,-0.6876948124252142,0.03739055774348454,-0.8189870137117672,train,11.082423038728898,1
32,0.7455310073702925,0.5129034522935545,-0.5505814779033458,0.13809634566924944,-0.09522695200251263,0.31177482545397883,0.3741531192195162,-0.7752431623592202,-0.9143968945439978,0.3802922556517878,0.11162720976249862,-0.4845627084782692,-0.6069886906082164,-0.8514684213098983,-0.6498057102262997,-0.8239749737359249,0.25190842481705134,0.45423823931378227,-0.7874839861554659,-0.9191464086549282,-0.5077466039812083,-0.9694524834899941,-0.7884984542957205,-0.6345057450860201,-0.9460608294084354,-0.9596832474102605,-0.8236890973485211,-0.5247802470217844,-0.6549938747604104,0.03471815721212179,-0.8429739778435642,train,11.43992055610725,1
33,0.7804168621111063,0.4175640833134404,-0.6237566606899057,0.0369936524804666,-0.17179607008144893,0.29446966389090623,0.3343764660594222,-0.8945199774907668,-0.9875448117656737,0.4383567140408826,0.19481208692097063,-0.5250624591151563,-0.5555216561936027,-0.873703907021643,-0.703078070311496,-0.6648868470934053,0.2883481925037259,0.5302036504498153,-0.7738323129103506,-0.836685469889507,-0.1304550466481521,-0.9481133485914531,-0.7072223250147157,-0.5998318641812196,-0.9314305463671768,-0.9250357175648825,-0.8891394658753708,-0.5869394571461166,-0.7305098027712084,0.13443144353253578,-0.8885866491183849,train,11.797418073485602,1
34,0.705448598243311,0.3742194574844542,-0.6106821366780173,0.15377181614670477,0.01882889065940585,0.35040154448437055,0.4165712427233996,-0.8337396665766514,-0.8704410113027725,0.3218659793214411,0.26057909452217864,-0.7717134111359052,-0.5086821087199819,-0.8645531405120033,-0.6495586696333733,-0.6247359645787525,0.36888924601186956,0.531620334449824,-0.7876089459109885,-0.9665087768451658,-0.21393734504598694,-0.9820458440700081,-0.6876730421337818,-0.5404446381989005,-0.8981406566858274,-0.902897898846556,-0.8114444338087489,-0.5394823809309532,-0.8597831668329405,0.09414455177210845,-0.883022969601547,train,12.154915590863952,1
35,0.787573339027652,0.532100920716454,-0.3917420544971373,-0.031114127152184645,-0.014446700555207248,0.28710068100480657,0.41697181655632476,-0.7912877736236149,-0.8155817900375257,0.3799690039756216,0.20602656699899335,-0.5740038840450488,-0.7372393207106118,-0.8128884512395393,-0.6066778005538886,-0.31841975874889406,0.2177475553628121,0.5533937454097939,-0.7814732386682499,-0.7928140287393817,-0.3142720787022767,-0.9656487701221992,-0.7442676451371625,-0.5516169514424651,-0.8947847279624297,-0.9243521228936651,-0.7016712931942184,-0.5121023201991195,-0.8584238260403714,0.12226924115727966,-0.8963084198116106,train,12.512413108242304,1
36,0.7964004425669482,0.4817982379567356,-0.4692232032189181,0.0058872427004026395,0.058962751501471455,0.3524960770383311,0.433037578974776,-0.8230821928356683,-0.9197184816598305,0.3857696578147869,0.23261358120369513,-0.6772299877091092,-0.6268510804565751,-0.8236819591354922,-0.6007560458396163,-0.5354682169278253,0.20473068859439514,0.5212898487568056,-0.7467952100795566,-0.7339037701436155,-0.14125329223367278,-0.9835543688117692,-0.8027119158781495,-0.5804997827813657,-0.8493963756223111,-0.9321039012071678,-0.7773523499569254,-0.7429426927223319,-0.8163249378690904,0.1367998059243125,-0.8874097789343673,train,12.869910625620657,1
37,0.7625972816126936,0.501329929394271,-0.21341695896663548,-0.030471137058236564,0.10503555239693463,0.36393443646534573,0.4690140921365704,-0.8305946978205458,-0.78580671898697,0.43843119026038924,0.23537576736776078,-0.5916087750569948,-0.2188708874863704,-0.8596188504663038,-0.5883355201940001,-0.6190735373585685,0.2774408557649575,0.46694119535959167,-0.7904844486509979,-0.774903653614883,-0.47237423549855473,-0.991509066149985,-0.7260082612482748,-0.6426338487738525,-0.8877895642377787,-0.903575687729633,-0.6985928974825307,-0.6925333761918946,-0.8061815938838078,0.18987087524569235,-0.8927412713106019,train,13.227408142999007,1
38,0.8071471115933613,0.4728313918890765,-0.3649727312338674,0.055128006160958476,0.20847161275271064,0.2782577875890814,0.36175955687598593,-0.7946557305584475,-0.7582718344033731,0.3730943068186532,0.21309150812239364,-0.5097412770083245,-0.12414609292596912,-0.8286429354165938,-0.6046172914706658,-0.7210664965817786,0.2790063678934227,0.4689714733733148,-0.7581508198352414,-0.8359742758330999,-0.5517817205542951,-0.9396594891485383,-0.7099028820700459,-0.6298162472311759,-0.9109492534747248,-0.8790937210901238,-0.8547793624964104,-0.6974938572166975,-0.7662296774943304,0.1945571014913665,-0.9290364990045562,train,13.584905660377359,1
39,0.6744155148831259,0.45695068317736465,-0.2728402723608585,0.001664769155357737,0.38070581409493776,0.2654477032467232,0.40178970957585913,-0.8666412366112557,-0.9114013952073673,0.24755982408980315,0.21686785222454485,-0.6574839766593847,-0.09788094928906765,-0.8934517478465845,-0.6377155195731268,-0.7146781591706413,0.1975274462065384,0.4100536689237917,-0.768739350656225,-0.852633175493461,-0.1859791829195897,-0.9392987513031894,-0.8365647157449194,-0.6923915057556491,-0.8652197478239387,-0.8802134237342457,-0.7448913563702497,-0.7179033958440535,-0.7654854008458664,0.08578683930553832,-0.9008401234516011,train,13.942403177755711,1
40,0.7725157277398471,0.4260724555529567,-0.30131512059870236,0.10732656689282982,0.48059196637970447,0.2905318486062861,0.3568240031891643,-0.82364565200357,-0.8101961120151262,0.3159570433761587,0.2731165592551874,-0.6996289326715375,-0.07302031748443039,-0.8584037610356909,-0.5771370849573918,-0.5480173108327095,0.2341430143493406,0.39042427271113955,-0.7501790500012608,-0.8412390044308726,-0.45456368642690825,-0.944763337588075,-0.7020766788452777,-0.5354388027806878,-0.9548104005419082,-0.9134317683791349,-0.8283220063176031,-0.6387750390896976,-0.6994218327134607,0.046229596075640034,-0.8919910436703562,train,14.299900695134063,1
41,0.6955183271877265,0.46231192816246147,-0.18371844315714536,0.05435531923848247,0.5604244442921689,0.2994803346999998,0.30086385636062296,-0.825754638847574,-0.7629904232038882,0.33354214055379106,0.24210615965225246,-0.512981047102806,-0.19406045824417417,-0.8305886131400994,-0.5770589589893971,-0.5010401850511584,0.20137656538377047,0.36163846479824646,-0.771419715806699,-0.7874078356370182,-0.12969841208317168,-0.9289206422327134,-0.7238919157808837,-0.5538969663445504,-0.8688370085091481,-0.9327271875760677,-0.8641447305446539,-0.7332810581817062,-0.6568293731370582,0.1299455758582051,-0.8854783377018246,train,14.657398212512414,1
42,0.7465697676221648,0.47653364393320596,-0.15044993599971668,0.1346199798780905,0.457853437901675,0.32291816959831443,0.351861496320661,-0.8337133467461162,-0.8677698654315487,0.40523520875037944,0.17221302804384453,-0.16830852809664631,-0.21395392628625376,-0.90094385059567,-0.5774011575684338,-0.3242237593709295,0.21812164957311242,0.399399565483435,-0.7824649666921257,-0.8463838228723084,-0.25077784392068947,-0.9648756799994705,-0.7199902789784367,-0.7242167829799754,-0.8820527191366043,-0.9485144284772914,-0.7206011295108643,-0.5644170184932473,-0.5940326101910086,0.04346037201792741,-0.9267610036857323,train,15.014895729890766,1
