,AFDL,AFDR,AIBL,AIBR,ALA,AS1,ASJR,ASKL,ASKR,AVAL,AVAR,AVEL,AVER,AVFL,AVFR,AWBR,AWCL,AWCR,BAGL,BAGR,IL2DL,OLQDL,RIBL,RIBR,RID,RIFL,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABD,SABVL,SABVR,SIBDL,SIBVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXR,URYDL,URYDR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.0070731130851924146,0.00849472943370233,-0.180278478586908,-0.21801912701482082,-0.08558799753962544,-0.18547523618151154,-0.08542780756612506,-0.35090408084912583,-0.1449746213207044,-0.31797660405709377,-0.28975819535086145,-0.339895978976833,-0.2853982029010979,-0.19443089348119555,-0.12302521440712227,-0.24301312938075287,-0.1452888938126817,-0.026059788581127827,-0.5910644739242218,-0.538658369094937,-0.36920236714976135,-0.26100808104301093,-0.34344082614444243,-0.3414266637667165,-0.22520056238380254,-0.3796715425519866,-0.2952683469046868,-0.3742954467204516,-0.2556628214079481,-0.45448505131210015,-0.4593605751711259,-0.18337135222074402,-0.32476297785155733,-0.414249809855958,-0.2797219480897807,-0.26152617482102514,-0.21262464203566128,-0.24202872243260704,-0.12227142622900165,-0.2858050772303966,-0.22122830438788943,-0.4128042954791538,-0.38968571434391314,-0.5904777195080138,-0.4037639332963405,-0.4358289228930381,-0.4732974342802177,-0.30585293285837106,-0.49663508073546614,-0.4803538468322044,-0.04227254921294346,-0.11402009727190554,-0.2595154577016318,-0.24869226170965825,-0.36909998825370194,train,0.0,1
1,0.02089920451513052,-0.024693674329878963,-0.22969290713407053,-0.2922680304746917,-0.11135075388053131,-0.27612445303135313,-0.17232427101767672,-0.46569779146340273,-0.213749242383388,-0.40124665254667413,-0.4067014878760689,-0.4559633831434456,-0.37630282317559033,-0.20569189027642737,-0.1710903069128536,-0.36117242288403134,-0.1693142978371324,-0.057849522362229816,-0.7668320842967317,-0.6880164684697403,-0.475188134389528,-0.3520735719570797,-0.4312232446333813,-0.44802013559200493,-0.2945491668900481,-0.5567651740355357,-0.4314950402656033,-0.47082613606577317,-0.2812056577414618,-0.5767798141440262,-0.5836575546720545,-0.26735026875814966,-0.3994273816396006,-0.5113658764918448,-0.3679340530579135,-0.3217064820830944,-0.29376858999833827,-0.30948056417961756,-0.212106944144811,-0.4047615244307757,-0.24179759234726445,-0.5521496039943607,-0.5563818432794935,-0.7193329493411731,-0.5223193504905868,-0.6162034398323785,-0.6139086942242404,-0.41630794409876354,-0.623529968014237,-0.6152709277973352,-0.05078819816970511,-0.13423117190837008,-0.3536133124973564,-0.3665788539429344,-0.4341081898290168,train,0.41779497098646035,1
2,0.015505503846123647,-0.035078746136398505,-0.27072075428184217,-0.3400283756280005,-0.1300378173954621,-0.3147091886071548,-0.23209296955085162,-0.5342612747679325,-0.2652219419786942,-0.4702363537600423,-0.49374025142318234,-0.5340616956588707,-0.4317642050196966,-0.20441555431203806,-0.1861119581836806,-0.4291783674090508,-0.1950019359568895,-0.07397203773558543,-0.8659524465528751,-0.7649201543970469,-0.5513173031014664,-0.39708461226521014,-0.46484251347467737,-0.4673631127646517,-0.3379582045767209,-0.6420500643157008,-0.5043116442739208,-0.5344038630955218,-0.27983524791731434,-0.6430569483846953,-0.6421888313480596,-0.30506354119387175,-0.4150076488619594,-0.5628923286324743,-0.39974445335793457,-0.3499509246195791,-0.3353980372041865,-0.3504792436596576,-0.2513460335900346,-0.4647458619433574,-0.24084661783951417,-0.6097078182765236,-0.6567345059077201,-0.7837847661806183,-0.595615084771149,-0.7154814869644402,-0.6927240773613876,-0.4944603476676383,-0.6884171885626118,-0.6751313035210753,-0.06485263218667825,-0.1656101984693347,-0.4153616099911754,-0.42177214437526217,-0.4512538262760547,train,0.8355899419729207,1
3,0.020920510551579077,-0.043233594675493404,-0.29827087242857725,-0.35345882660130173,-0.1440991112469474,-0.31740093952992554,-0.26095550552390173,-0.5592875403093395,-0.2961520848293658,-0.4992613531583965,-0.5215143443729625,-0.5635436023525713,-0.4471452574387015,-0.2054359155783036,-0.20483069611859006,-0.46633171509829313,-0.20758158358798112,-0.08446413835354302,-0.9257969902594495,-0.8128489269715676,-0.5926039721848965,-0.4244733516369653,-0.4826147864692599,-0.47453384274197197,-0.3656595182255913,-0.6860036821604256,-0.5439663272380764,-0.5662321439204279,-0.29156172256809976,-0.6884547907250635,-0.6746492988536892,-0.34005523163814577,-0.4427879453440692,-0.5954767440362231,-0.41959248835451646,-0.36566351015384035,-0.35613124080995806,-0.38005614921571085,-0.27661576167778706,-0.49770730465236684,-0.24626750398345948,-0.6455567730778271,-0.705777214704056,-0.8006432582408158,-0.6300986729234134,-0.7690503077766295,-0.7158912127409274,-0.5322319805093003,-0.7076462816392604,-0.6984408662572159,-0.061475255591190714,-0.17093618230727892,-0.43085041099233584,-0.45564699329795083,-0.47828557724556214,train,1.253384912959381,1
4,0.016933623050558955,-0.061848022922851735,-0.293824548546527,-0.3880917497953385,-0.15800415998044365,-0.3216650836865355,-0.2782447677800628,-0.5741577282572761,-0.29711908579061963,-0.5103413982912038,-0.5652383454996849,-0.5834532804902525,-0.4846121182576218,-0.21431086101011637,-0.21278750956421127,-0.4878057991629449,-0.22315729328422612,-0.07805047357400186,-0.9516470860524219,-0.8368903037610051,-0.6159234486218276,-0.43404085626894645,-0.48089992982696816,-0.5080075866052911,-0.38637926742904094,-0.7334857206538968,-0.5691078454441805,-0.5850385311259552,-0.29750348873138754,-0.7005660821819222,-0.6945391147063112,-0.3612565714134831,-0.43612142120213515,-0.605039580982716,-0.4406059669462189,-0.36093823556547816,-0.35915217351219825,-0.3918790968503012,-0.30363034235692576,-0.514417613215141,-0.2430307759511498,-0.6690564576280373,-0.7486553343490924,-0.8321976884184834,-0.6744772749112578,-0.7906450509057071,-0.7440249939489149,-0.5691129746256647,-0.738780144141783,-0.7245952273926122,-0.06164727954031988,-0.17959729926354534,-0.4510876465597402,-0.4623774214653227,-0.4955128222317529,train,1.6711798839458414,1
5,0.015724938778713976,-0.07052528645521669,-0.30150331309645184,-0.3993137685265277,-0.1748974076687629,-0.32545859074402095,-0.2989316911061847,-0.5842319787739588,-0.3061757158990786,-0.5207491025692499,-0.5870551477191397,-0.6006246434529224,-0.49216892692364406,-0.20837418986898276,-0.2174033371399286,-0.5024795041872178,-0.22289867390532386,-0.0753618627308933,-0.9660927158381949,-0.8569574535026441,-0.6318312907704426,-0.45697185641645355,-0.4863080981850626,-0.5187726784192808,-0.40299376230223705,-0.7560124445148485,-0.5840657988225201,-0.5816211809313923,-0.2866635707225511,-0.7079762979668403,-0.7061522025362413,-0.3698547661692588,-0.4372533485679726,-0.5973625038749127,-0.4533696992050583,-0.37131854107228646,-0.36189250707665555,-0.3987245576392705,-0.30618889515373887,-0.5199237418721863,-0.24051954444446674,-0.6803326970498034,-0.7675044689087389,-0.8396281407683519,-0.6895550238297113,-0.8066225147741529,-0.755088141706654,-0.581974955708357,-0.7545797380766848,-0.7355609101001302,-0.07106574038981671,-0.17760623475521525,-0.4445261427999343,-0.4751281112106769,-0.49220474599682057,train,2.0889748549323017,1
6,0.002641932908513972,-0.07951043803950772,-0.3052733600863451,-0.4090687368281434,-0.1723644664445517,-0.31287644200795495,-0.2986575180824099,-0.5906978818562972,-0.31102583661593014,-0.5276778918849543,-0.6123381362473671,-0.6052178172443812,-0.5059082284435626,-0.20878506461827528,-0.21575065504994267,-0.5034515626544789,-0.2384613811293337,-0.07410155305552298,-0.9803646831111571,-0.8720088857628778,-0.6375021574995297,-0.4537649200029195,-0.48287632030944555,-0.5058384977674873,-0.41435939359825624,-0.7573212417677163,-0.592567217776017,-0.5944304455575905,-0.28940616488323784,-0.7086668228700117,-0.705544557434351,-0.37949099244673834,-0.42596452676938196,-0.6048990564830904,-0.46605706421902665,-0.367450878731627,-0.3513907377115418,-0.40623982575941836,-0.3081983259359473,-0.5177898988516412,-0.24139840500508558,-0.6831121034771466,-0.7741015760731759,-0.8429957682561104,-0.6982624180505586,-0.8085276749705526,-0.755588049936679,-0.5888173137556125,-0.7511765530159472,-0.7338083965797687,-0.07203700577037789,-0.19325468621212394,-0.44544373941577137,-0.4733472868070448,-0.5032792468525291,train,2.506769825918762,1
7,-0.007188316655980204,-0.08214521374913544,-0.31284445982752596,-0.40858880904603945,-0.1730369023323625,-0.31098365574558845,-0.3068670580613163,-0.596645141750008,-0.3175266535008495,-0.5431165174906848,-0.6145759974603998,-0.6203782328118038,-0.514620385958015,-0.20556167578944815,-0.2180690314936672,-0.5083828642494542,-0.23404251833161213,-0.061517875942487754,-0.9876675772183404,-0.8776024989544825,-0.6356446510376291,-0.45868416024536374,-0.4850573546863101,-0.5010483739359948,-0.41444950715055284,-0.7556912423628164,-0.6090501792766079,-0.5937614396311608,-0.2806815454207342,-0.7094369753009884,-0.704456043629828,-0.3667979852738156,-0.4148476448216103,-0.5993350710880359,-0.4654037995523315,-0.37246589543024444,-0.3551527723210184,-0.40190501658291594,-0.31490363361687296,-0.5115354901881546,-0.23909664778490658,-0.6846989459353505,-0.7765108431618628,-0.841829490243494,-0.698031345847407,-0.8101415060663425,-0.7589651678241709,-0.6004528149606598,-0.7523213127311605,-0.7310618945535549,-0.07802795986547023,-0.2017837691093799,-0.4481462553325048,-0.4824052835354296,-0.4954238978609102,train,2.9245647969052224,1
8,0.0006117787360981654,-0.08439918656111856,-0.30864024306034404,-0.40344322173489394,-0.15633993717350897,-0.31729025134559313,-0.3124040597797966,-0.6033509460687547,-0.3143517829860342,-0.5391305308426155,-0.617784845022945,-0.6199587592224631,-0.5071414029662251,-0.2065304476402623,-0.21522096032455967,-0.5067368167255702,-0.2520077384054301,-0.055315804931461,-1.0015488805830575,-0.8642865367324671,-0.6399171416373675,-0.4604722808525088,-0.4863893147085025,-0.5108550814901912,-0.4030785395208417,-0.7545699298465519,-0.6086463989056635,-0.6023291660441737,-0.29075392151360047,-0.7149093466522869,-0.7029993019186002,-0.3549189013859436,-0.41762977496644893,-0.595572382064258,-0.4621496649420089,-0.3579427719945553,-0.3684428170964072,-0.41002220799534783,-0.316216249170194,-0.5161887838320707,-0.22846820355931696,-0.6923422647329858,-0.787879276102686,-0.845635486448848,-0.6996615070363776,-0.8129010168980381,-0.7629925992982359,-0.6102159435872374,-0.7584914777452136,-0.7221353276824503,-0.0678558122944163,-0.1898483810148458,-0.44505532729090574,-0.48375861761517147,-0.49298870079800516,train,3.3423597678916828,1
9,0.007175561687894037,-0.08356880084896173,-0.31022892175469374,-0.41156595860494655,-0.17220527016540516,-0.3273405056334358,-0.3109433263098766,-0.6022540738409183,-0.3279799128490268,-0.5432400154646905,-0.6100826861107039,-0.6285944335820965,-0.5078294397692752,-0.21360902676473417,-0.2143505633210146,-0.5066328701245899,-0.24354284005507626,-0.06891849547713678,-0.9970055987090721,-0.8683285795339252,-0.6489386041538739,-0.4675769270270066,-0.5009892053229763,-0.5106576054393869,-0.4031606871498872,-0.7705424760644427,-0.6118543764617964,-0.6030581787803654,-0.2794599864624308,-0.7148339688941674,-0.7025792079748763,-0.35435139337795435,-0.41316986725672156,-0.59585521745881,-0.461942331026922,-0.36763765991192915,-0.3700562176217859,-0.40834008375512515,-0.3178928934817392,-0.5186651039210769,-0.240191807841162,-0.695383718096479,-0.7855179425990048,-0.852758729227411,-0.6995631205307838,-0.8222519836551689,-0.7671215318132597,-0.6060261260114443,-0.7579802907288546,-0.731844708347486,-0.0745231559777165,-0.18012726241983434,-0.43497958318927465,-0.4815074312966253,-0.498892167460586,train,3.760154738878143,1
