,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,AVER,BAGL,BAGR,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,train_test_label,time_in_seconds,tau
0,-0.39217209875755527,-0.49217438924428547,-0.007593752161743633,-0.4301151025033467,-0.5583317454523642,-0.4380855770527804,-0.3181907243319528,-0.05022773357882045,0.01725999694432432,-0.3156625521570434,-0.12959644946471624,-0.044263601677508826,-0.12934463361922938,-0.44520364977971616,-0.4375535946501454,-0.4228709156345877,-0.4044771031816333,-0.00036101615900915873,-0.08828757127302184,-0.10751776083239069,-0.06785376419942898,-0.4234337053099512,-0.36129041564876796,-0.40072632953626103,-0.40263850703990545,-0.3412443932661874,-0.3399820693662439,-0.34315225330539934,-0.41146535631460956,train,0.0,1
1,-0.5936891773792731,-0.6885728251429676,-0.021123554589850373,-0.6465513234180434,-0.7675497204703852,-0.6254822505347499,-0.49231398803440113,-0.05310901101329409,-0.005263253377834308,-0.44295127889706065,-0.08718615260339393,0.020634899556630393,-0.10985894024227005,-0.6350919271708332,-0.65168144024598,-0.5350191816105833,-0.5237411728272253,0.0712924264290177,-0.045154489086257715,-0.07993700459865624,0.04548416208278441,-0.5222763888958151,-0.4283009903536408,-0.4871315245232535,-0.5290973624431539,-0.5052359422913093,-0.4705156085830109,-0.4544385230931125,-0.5565051812733849,train,0.6172069825436409,1
2,-0.7011414058729707,-0.7770379306291125,-0.018550235176302894,-0.7771891007383012,-0.8673712691983196,-0.7122304636873371,-0.5879610552557115,-0.04521931244150163,-0.012877438423067468,-0.5093504799131551,-0.07051827006282027,0.054039664566421564,-0.110903728510642,-0.7356895487403462,-0.7693983461030011,-0.614035114098415,-0.5963623703352057,0.09213125447930953,-0.024486365260090154,-0.0652829458100138,0.11015705035996678,-0.5859621342524537,-0.4857818750403535,-0.5256490181239412,-0.595840637732862,-0.5932813544236202,-0.5543981488162166,-0.5247860950315884,-0.626055094707009,train,1.2344139650872819,1
3,-0.760138850733866,-0.8196653339557626,-0.0221130834475374,-0.8473401165183145,-0.9224240616576933,-0.760485919033274,-0.6338082205439379,-0.04091173065550445,-0.025406248787857612,-0.5483446833754967,-0.062497577428479584,0.07245748596742779,-0.11143637862503401,-0.789139130067356,-0.8304941570336868,-0.6651565082940293,-0.6434544516916063,0.09606648511571547,-0.020238202218479023,-0.05593806286209334,0.14689572296464162,-0.6288604712079838,-0.5210385005667579,-0.5456651396884428,-0.6271031053995825,-0.6431986365664274,-0.6039409922485629,-0.5616777325111159,-0.6639134372718877,train,1.8516209476309227,1
4,-0.7988950984188806,-0.8413609920993067,-0.027825345501595836,-0.8885634465053821,-0.9585468809921963,-0.7935893106937408,-0.6615661789658345,-0.04613959120367396,-0.026388333629751147,-0.5706504244932132,-0.05212965857738544,0.07845794737790143,-0.11638234432058507,-0.8225195479186365,-0.862909981912566,-0.69317594209343,-0.6698298639830931,0.09067108514793198,-0.017697233913883642,-0.054049149029577706,0.1780132967891093,-0.6526510659196423,-0.5430502900969318,-0.5507495145804306,-0.6502397151077527,-0.6673384806016126,-0.6347680519018846,-0.5877034117881381,-0.6870342292154862,train,2.4688279301745637,1
5,-0.8234956993384117,-0.8610703056376597,-0.029430607570502212,-0.9097434780047052,-0.9742798593952824,-0.813621539609374,-0.6818410510854442,-0.04494147199503797,-0.028106079645357572,-0.585962067147779,-0.04481859380890882,0.08118037851574383,-0.13025109335780835,-0.8403796929672975,-0.8912904616266788,-0.700401626676627,-0.6842337451038384,0.07939159251165892,-0.014433172779151099,-0.05260756311749283,0.1862932592158432,-0.6608316109445611,-0.5609964909432101,-0.5478532434236523,-0.6528228630068844,-0.6784641648997494,-0.6477310143309191,-0.6127020829266794,-0.6956021129907779,train,3.0860349127182043,1
6,-0.8352513927759805,-0.8607594761933179,-0.02811375580761199,-0.923640258512838,-0.9866612785555678,-0.8173674748325552,-0.6810295270723513,-0.0413006690480689,-0.027498471490282513,-0.5874161722464952,-0.04553242726547013,0.08309588231390552,-0.12709079644365956,-0.8479877973259083,-0.9019115277631863,-0.7127291620313162,-0.6962844573489189,0.07950559336310953,-0.008887014737065602,-0.04903951626850679,0.19783781639923712,-0.6646115205536909,-0.5714083232807707,-0.550236084478102,-0.6584737796406357,-0.6943583022639377,-0.6616032715683827,-0.6172878131537264,-0.7037079956796143,train,3.7032418952618453,1
7,-0.853407017933279,-0.872430387803108,-0.026743529866832184,-0.9363763606056962,-0.998418002911849,-0.8254213988887056,-0.6910171187508966,-0.041205122967174615,-0.03824410146686431,-0.5920081797400373,-0.03700564142184243,0.08567223512716826,-0.1352395546047983,-0.8576919517983321,-0.9188054455381,-0.7221279215782307,-0.7083179493427798,0.07402963506687885,-0.006025492040884123,-0.047131840321208596,0.20861032029324125,-0.6657513692183116,-0.576538300650385,-0.5452678235112461,-0.6555619967562788,-0.705322699148803,-0.6749541118143823,-0.6304962160958146,-0.7104351668558346,train,4.320448877805486,1
8,-0.869794222077988,-0.8812446314047545,-0.026284483027597748,-0.9423070625549911,-1.0088034120882603,-0.8316685327168332,-0.6929564710797714,-0.04295758369502372,-0.03830072325213577,-0.5971822043874518,-0.030123334921272893,0.0800227934114176,-0.14108606285683656,-0.865370411114176,-0.9320963982880671,-0.7259941405796083,-0.7106117057036694,0.07146545084116479,-0.003407283451225346,-0.03616882851301394,0.2159090709479705,-0.6655480459875109,-0.5802209714879369,-0.5510381300900646,-0.6544282369615186,-0.7181012148328445,-0.6855969794173091,-0.6398778927564499,-0.725878665689016,train,4.937655860349127,1
9,-0.8681917741073951,-0.8743133218250861,-0.02332350451958748,-0.9444717890596518,-1.010493472133036,-0.828570072582802,-0.6832439070690126,-0.04107083431088096,-0.039796935148213385,-0.5895597552172547,-0.031629245003440803,0.08449379020451547,-0.1385751917101854,-0.8590263027460956,-0.9262518422986196,-0.7292972554889572,-0.7085379899461232,0.07089734700582448,-0.0008012650815924505,-0.03488659626528387,0.21457901159768702,-0.6641933749425963,-0.582728072551572,-0.5438300625303443,-0.6496699143070317,-0.7118166828320781,-0.6906828288229758,-0.6427879851067865,-0.7190976681751002,train,5.554862842892768,1
10,-0.8752161918383885,-0.8810497755096485,-0.02716069626057841,-0.9429417485215607,-1.0136672385255876,-0.8327635305648753,-0.6843667477341175,-0.04133181696723449,-0.03326063349946667,-0.5907464758271713,-0.029745358467647698,0.08626372125601317,-0.14482565135506936,-0.8607212092759806,-0.9350087309879657,-0.7231363660347095,-0.7054932873192062,0.0738456213718057,0.004622243810805393,-0.029410767584297892,0.21925106112607276,-0.6576184063361834,-0.5776636141521523,-0.5400832966062029,-0.6483435722426765,-0.7156848547828897,-0.6875536694248143,-0.6431151219109437,-0.7175596656719915,train,6.172069825436409,1
11,-0.8620870140286148,-0.8661950715149456,-0.029861516877748503,-0.9339893652924189,-1.0117402638314243,-0.8244116634686147,-0.6727502884518325,-0.04489479702207256,-0.03725750649910375,-0.5856795130187086,-0.039081369361362556,0.08548147725438182,-0.13339275666174624,-0.8501418903692931,-0.9172258573275948,-0.7279378975293822,-0.7076148730520362,0.0756742934860278,0.00018752241699732108,-0.03202747111588583,0.2131219917950867,-0.6671303123981274,-0.5766744983353584,-0.5437947533695052,-0.6476756921828989,-0.7059473735901091,-0.6870004353767576,-0.6363319192658653,-0.7145738740449188,train,6.78927680798005,1
