,AIBL,AIBR,ALA,ALNR,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DA1,DA9,DB1,DB2,DVA,DVC,PDA,PHAR,RIBL,RIBR,RID,RIMR,RIVL,RIVR,RMED,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VA11,VB1,VB2,VD13
0,0.49497493938594983,0.5026196414574636,0.5204859206852337,0.5295663864450162,0.5008214669049316,0.5417969695695192,0.4699162757882196,0.48059473480755743,0.49416808285299907,0.47969185195072817,0.5030745445773748,0.5122822669257037,0.508801625083744,0.4986018376226814,0.5003759937310274,0.5102034399123379,0.5037617545854435,0.4852850489883802,0.491987521161212,0.47144325133656567,0.5172548532084306,0.48066156396260046,0.4847475592189648,0.49839347814973733,0.4578731498040786,0.4690889067086716,0.5225155535629417,0.48898874165156775,0.5131963461207669,0.5327456242038628,0.5220404490937212,0.4962681682504959,0.4721840609529116,0.4654029776069873,0.5105820762603693,0.5145296077147811,0.4996291098765044,0.4623790389380693,0.45069666860590557,0.46189689958702557,0.5116424607943711,0.5268770919017509,0.5156591038276561,0.48668063807127854,0.486073330541852,0.5049906825316268,0.4629963104031035
1,0.49115893435270513,0.5051411413558723,0.5278570196259607,0.5276911256445559,0.5010496610927366,0.5439544180499041,0.47318291672566576,0.4834275441923833,0.48894892686238467,0.4775479478567394,0.5128053668050255,0.5091635460226526,0.5016895703086098,0.4966706717076238,0.5059053619517625,0.5110989824135044,0.49687612986016155,0.48635145049172623,0.4858275067700624,0.46819536971197073,0.5212353830558016,0.4793285060880267,0.4860361797099676,0.49855369683842704,0.4492932510123975,0.4710375440436019,0.522189720017386,0.4919248087879299,0.5155928362008414,0.5335086141429156,0.5255160890970982,0.5007251274768019,0.4688792561892887,0.4714591970101318,0.5072422132695896,0.5194746403320682,0.506950310809081,0.466555079736567,0.4494990416295824,0.4586346403450019,0.5141526392935464,0.5172319815061943,0.5151493822526569,0.4907852889538451,0.49015774884589536,0.5027074767305668,0.4615246267061588
2,0.49077184603255736,0.5053331534901927,0.5284584073268005,0.5275586569741338,0.5010532603915735,0.5441100456364641,0.4735519328393379,0.4837567840384639,0.4887160357377986,0.4775058264860826,0.5135851008873763,0.5090970696164961,0.5010762790509751,0.4964439187376503,0.5063132729424881,0.5110132179197759,0.496175019362025,0.48637604122286504,0.4854519423453839,0.4681345486000874,0.5216124135542733,0.47924139678973665,0.4860520686335204,0.4986146683777369,0.4488984335530448,0.47116511302587105,0.52224493228501,0.49230911100700414,0.5158393362802219,0.5334595191760851,0.5258703974855823,0.5011813402151925,0.4687909110459969,0.47210164145092065,0.5069060326627798,0.5199059994644132,0.507482383988696,0.46693259935856596,0.44948374008677555,0.4584811345345029,0.5143764616699822,0.5164011742079041,0.5150456836132691,0.49108807522599374,0.49020320572189957,0.5023815042838949,0.46151846853705397
3,0.49056147497601715,0.5054251026254695,0.528704425014913,0.5274784298767202,0.5010255011088824,0.5441723670051036,0.47370605207680594,0.4838775773929532,0.48856106659809495,0.4774681808574633,0.5139485488399168,0.5090321501152424,0.5007666579314161,0.4963743044987652,0.5065383795521763,0.511038198177112,0.4958882529090766,0.48642190477294167,0.4852628032855428,0.46809367158308596,0.5218081064473299,0.47921469266940675,0.48607811276974505,0.4986417847989106,0.44866765270647807,0.47127190388442736,0.5222487480950627,0.49247214146055457,0.5159697521855876,0.5334498229011906,0.5260261276300003,0.5013531957057986,0.4687486648326851,0.472408557427346,0.5067613967256867,0.5200736975961056,0.5077355641019599,0.467111306880523,0.44945127177824107,0.4583713034469504,0.5144886821475078,0.5160747496302042,0.5150018559734466,0.4912221243324343,0.49024409867010305,0.5022761770550599,0.46148375748977144
4,0.49060548765612355,0.5053943348636034,0.5286070355702324,0.5274897385482661,0.5010204263666431,0.5441655298323848,0.47362113551033286,0.4837693774706567,0.48859603764967485,0.4774541209974067,0.5137646662861891,0.5090581309396839,0.5008576119411393,0.4963749985077371,0.506444049237933,0.5110487906050799,0.49602797375513913,0.48638790929038744,0.48536334492479183,0.4680886609524764,0.521725676391994,0.4792616764453467,0.4860858437915706,0.49862616189241493,0.448687434391524,0.4712550718036073,0.5222521984454392,0.49236883619244737,0.5159167070918438,0.5334623119935243,0.5259820672564779,0.5012376341895098,0.46877414771859044,0.47228342498014464,0.5068516398015894,0.5199772627039306,0.5076324314701616,0.4670341984787492,0.44940564195831406,0.45832989898274024,0.5144321387805538,0.516247365326672,0.5150018720687692,0.4911236447267439,0.49024999879162534,0.5023152174336523,0.4614356556598398
5,0.49112796096549083,0.5051415424309499,0.5277168120408361,0.5276412019745008,0.5009824014208938,0.5439713849775487,0.47303797496382244,0.483202372760089,0.48889513929969053,0.47746014386909336,0.5125898659987115,0.5091471897078815,0.5017111323479116,0.4966655473814559,0.5058549474980549,0.5112197465197434,0.497067417247522,0.4863460778440963,0.48593245509582067,0.46814318540352606,0.521145137296861,0.47943381073565294,0.4860965902325218,0.49852624659456807,0.4491844861831058,0.4711085383470104,0.5221870398723478,0.4917792143451112,0.5155515191407315,0.5335296264783445,0.5254923003082889,0.5005221597117535,0.4689128036208169,0.47132965616908223,0.5073851005996024,0.5193090184053586,0.5068290240607398,0.46645627867379036,0.4493805605932941,0.45844268027297264,0.5140785066153455,0.5175170778607789,0.5151183714873547,0.4906088617962062,0.49021457299202276,0.5027938651323182,0.461352066411138
6,0.49173108055268355,0.5048752910739462,0.5268448052706598,0.5278320834100904,0.5009895969836243,0.543771573246321,0.47248087414683676,0.48270961548663144,0.4892832374405692,0.4775146367454769,0.5114171167402941,0.5092808362248414,0.5026439740994805,0.49694078632723343,0.5052136633349803,0.511298763489057,0.4980607709930747,0.4862762978595767,0.4865134993507572,0.4682327438335458,0.5205300468915776,0.4795614833501832,0.4860709429079474,0.4984291214416968,0.4498157225967984,0.4708772259629516,0.5221453700429469,0.4912282202481146,0.5151585344590164,0.5335745860781288,0.5249881233405406,0.4998778904289607,0.4690514660111571,0.4703459985651733,0.5078915745871826,0.5186872847389177,0.5059980003814638,0.46586439887063696,0.4494386756086405,0.45867650996621634,0.5137153724622511,0.5187114011769178,0.5152429200642752,0.4901256257766334,0.4901314365002071,0.5032269076041126,0.46135647414295855
7,0.4920795210619284,0.5047207866680558,0.5263690984821723,0.52795046348467,0.5010077775963386,0.5436591816177654,0.4721791958564197,0.4824514270498352,0.4895199040949191,0.4775570393321388,0.5107611787235397,0.5093683357516666,0.5031769805102775,0.4970862101152154,0.5048405937807322,0.5113160836602182,0.49860466778310764,0.48622375604223567,0.48684343141556846,0.46829164583273203,0.5201835041354526,0.4796258100516024,0.48604716429526246,0.4983766796990383,0.45018972827272985,0.4707298298597129,0.5221267108898385,0.4909257916464124,0.5149348566202164,0.5335963844694515,0.5247067993575828,0.49953343400527267,0.469129202316504,0.46979583816359843,0.5081683339836869,0.5183532518106312,0.5055348723219985,0.46553643350483337,0.4494793855226193,0.4588288995419585,0.5135127664631742,0.5193560322227662,0.5153156538760911,0.48986391283024755,0.49007489418418826,0.5034535301837467,0.4613781538186921
8,0.49237615300214144,0.5045981219367792,0.5259623805300759,0.5280439871732897,0.5010177470136725,0.5435658060342315,0.4719208689915303,0.48223213253398306,0.4897181675976042,0.47758785559642114,0.5102140949820793,0.5094395073955932,0.5036257432325156,0.4972096665313661,0.5045334448605405,0.5113394387635882,0.49905770977310554,0.48618736501423593,0.48711673773562514,0.4683415858843298,0.5198853130972159,0.4796779470642855,0.48603108444762083,0.4983317962657655,0.4505136761793024,0.4706092518084424,0.5221132915034653,0.49068010384446153,0.5147454322014929,0.5336100426840696,0.5244707590411474,0.49924791178631756,0.4691950596151899,0.4693295694014158,0.5084007411025745,0.5180708264757312,0.5051357933396642,0.46525470497674354,0.4495255068231149,0.45895904835248985,0.513339783612085,0.5199012749664322,0.5153731239423298,0.4896394966231765,0.49002494134403474,0.5036490294531452,0.4613939395079786
9,0.49219514254798646,0.5046572180300545,0.5262346066255051,0.5280097008919342,0.5010332720394348,0.5436093974146914,0.4721049334301388,0.4824039051129807,0.4896050915058084,0.4775918518864173,0.510567470774034,0.5093995182775132,0.5033507819499666,0.49714344306968905,0.5047175308415699,0.51129935581018,0.498773388370275,0.48620007597149295,0.4869417028263404,0.4683229659728624,0.5200935981819337,0.4796340917874688,0.486025774289091,0.4983660045380341,0.45031943760462423,0.470672195669139,0.5221120171547804,0.4908335085560302,0.5148686366232363,0.5336108770149767,0.5246103812456713,0.4994419326386552,0.46914773502394247,0.4696360623507115,0.5082385723352701,0.51826589435161,0.5054122567532675,0.4654530206869967,0.44949242649416227,0.45891013167588796,0.513464035101377,0.5195316412614003,0.5153577935047294,0.4898130616901012,0.4900491107017417,0.5035214732073546,0.4614188318116363
