,AFDL,AFDR,AIBL,AIBR,ALA,AQR,ASKL,AVAL,AVAR,AVEL,AVFR,AWCL,BAGL,BAGR,RIBL,RID,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMER,SIBDR,SIBVL,SMDDL,SMDDR,SMDVR,URXL,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,-0.148619330439176,-0.11857801939542958,0.3216406745575351,0.2694938215478157,-0.13077373217436397,-0.1370293664810293,-0.08755517422998846,0.08977794363136715,0.17446942035779123,0.2137866044507905,-0.028856338021031783,-0.0548569200476086,-0.25641521498455877,-0.18476283868289167,-0.2024978769073525,-0.20349058123197183,0.17651128984081574,0.25002343574878794,-0.2804639759086113,-0.04138531217313579,-0.38751956535864623,-0.3451847432550861,-0.36007844165874214,-0.20855570855354622,-0.2676283727500538,-0.17824295976792923,-0.16022022925968907,-0.0716365019015223,-0.21662487468319833,0.11543420552084546,0.00748196590006335,-0.05755647661502673,-0.06885012115304229,-0.336066393236477,train,0.0,1
1,-0.14661898664939352,-0.15906277794110874,0.4467945955788003,0.42279559061601646,-0.1128455531298823,-0.14549055505947073,-0.07730891706213949,0.18557354720395747,0.24554962335417432,0.3272455187167691,-0.025171491689516594,-0.0488169713327115,-0.28367069305458487,-0.18265287107441225,-0.24611368469667216,-0.2255405366222027,0.29191320178604674,0.35917709974932316,-0.34579938778653024,-0.054566786080561855,-0.465876220405842,-0.3860849432793179,-0.41713219219595665,-0.23602774023827855,-0.3569282376388319,-0.17501385789010018,-0.16217166624331938,-0.023190580790438592,-0.24015516607983156,0.17164462870530472,0.0550485215476139,-0.010282788650618852,-0.03296851577058879,-0.4222552893440711,train,0.25647114699596296,1
2,-0.15320709978821676,-0.16638226154230598,0.5091217184116775,0.5019590439427388,-0.11440213578588485,-0.15916434235800903,-0.0670702993345132,0.2264933660945816,0.26896518966709637,0.3761137417538427,-0.017524433363513822,-0.04469504658669605,-0.29951008542208446,-0.1886860376320026,-0.2657525181255937,-0.2382709391717862,0.3202073661680719,0.4002401091479276,-0.3899925030399724,-0.06197671007401666,-0.49864601103352674,-0.4073137880191272,-0.4339047133642807,-0.2418032494633625,-0.3885155878096382,-0.1826932166601656,-0.16746144441702107,0.0018153198076642785,-0.2671664008626113,0.1921887648030891,0.07944896120642474,0.010523754047802175,-0.02639230297191761,-0.46010766459237995,train,0.5129422939919259,1
3,-0.1583307703514764,-0.1781720301850266,0.5201230073106445,0.5463930120860239,-0.10772901799686366,-0.19494469258100205,-0.0629329871041383,0.2500316894077635,0.2788166354831831,0.39222175529468434,-0.027463287423595453,-0.052126262579159505,-0.3222850971883503,-0.20961127419885425,-0.29218220998738936,-0.2715473153021208,0.33903554009022097,0.402638947962096,-0.42187616625238833,-0.08077866705937345,-0.5319256108381231,-0.4329400509856528,-0.45735039258144283,-0.2542990189593255,-0.4226422181249945,-0.20149039991568762,-0.19335528955473966,-0.007838373202804949,-0.30281832862182184,0.19959099989323595,0.0780475201302064,0.009458796232456018,-0.024439057084606114,-0.5082692542093854,train,0.7694134409878889,1
4,-0.16517898168530915,-0.18839750747153142,0.5117861441925063,0.5628229395301971,-0.11921860589312755,-0.21946496812363606,-0.060180592350614424,0.25154721446316874,0.2624990183201584,0.3906571724080883,-0.047770393699606714,-0.06467244544053077,-0.34036249528516704,-0.2335896848216945,-0.3105326795276638,-0.28787162480110473,0.32410782135119864,0.3850592512977149,-0.4490300550427262,-0.10540917113858347,-0.5522136547238375,-0.4436278056385583,-0.4855033541231174,-0.2617023253479538,-0.4438485430873269,-0.23330499407641525,-0.22125352182862584,-0.02150919323743472,-0.33309888390857256,0.18631320768039467,0.06502561736298378,0.004551711052511426,-0.0410665656183066,-0.534994421441761,train,1.0258845879838518,1
5,-0.17930418815255167,-0.1849405166350935,0.49823122080012844,0.5542383301428294,-0.1245309337001792,-0.24043977057865187,-0.059260717222824034,0.23531993068198004,0.24736427016830334,0.3763692084568744,-0.045593743097544846,-0.07628159939542203,-0.3521890543024576,-0.2501138829717423,-0.323394583416416,-0.3007265465635502,0.30056801482165607,0.366200629673914,-0.4518584499351876,-0.11120134976904458,-0.5573128169109266,-0.4460596584891001,-0.49237213897768234,-0.2609332640330345,-0.44421776352303954,-0.2481575816149276,-0.24701345520104062,-0.029162452444159576,-0.35587383299432607,0.1674200104189418,0.054541564517437593,-0.012075066968591397,-0.06153428024610727,-0.5384907025381415,train,1.2823557349798147,1
6,-0.19186289855357241,-0.20223612479991476,0.47011106361730864,0.5422328440401359,-0.13330589325421272,-0.2645470171494047,-0.06824306196237878,0.22547579067878964,0.22808054854128088,0.35299181235164934,-0.05335289741812879,-0.09064968906553841,-0.371405874090622,-0.27038282450636547,-0.3441904560890636,-0.3123032842556749,0.28228479951008767,0.32310888743633814,-0.45457607711102066,-0.12278724546150852,-0.5784203967926822,-0.4555723091281937,-0.5157682314567873,-0.2741835420277005,-0.45995182905189547,-0.27330282664193056,-0.2766659282150646,-0.05494120956170953,-0.38591717833871786,0.14869377676827472,0.041992278067923564,-0.029862567858355532,-0.07442527858695128,-0.5625678897725578,train,1.5388268819757778,1
7,-0.20855929550723817,-0.20178746344391646,0.445686281380493,0.5205129377049554,-0.13352667817943548,-0.28606828800673834,-0.060961544609989635,0.21207011366380546,0.21042243529329716,0.3218902990158275,-0.06384256963558552,-0.09979048406246857,-0.3777835910533728,-0.2992167060116796,-0.36571406455688016,-0.33304042841128156,0.2621751313654792,0.2928219555724397,-0.45807352839136106,-0.13120949842933388,-0.5803853933481857,-0.4666423118965478,-0.5178523488444478,-0.2619887077956486,-0.4646306972969743,-0.29211136713702485,-0.2947207679280669,-0.06897426142811042,-0.4122990052595544,0.13845410807117473,0.03540292809861158,-0.037200679209123455,-0.0852896012014546,-0.572820930360864,train,1.7952980289717406,1
8,-0.22136633607244313,-0.20149966847695525,0.41455304449380054,0.4790950133531496,-0.1492117358971618,-0.3174392752175158,-0.06485873064062235,0.18280459136534644,0.18939244619229442,0.2883135728581493,-0.06522172405715841,-0.1288474311560161,-0.39027508035144803,-0.33585560310697277,-0.3804936864845062,-0.3515730312569715,0.23066340938854427,0.23960654296942313,-0.45381689926962165,-0.1401848244761064,-0.585877068295859,-0.4749904533802559,-0.5203733833117445,-0.25748411150023975,-0.46282696949760566,-0.3132770675777312,-0.33342975854807283,-0.09630666567155131,-0.45700956016645056,0.11338754407529181,0.022656058026037776,-0.06362328680719287,-0.09581855956070592,-0.5837437154412125,train,2.0517691759677037,1
9,-0.23088558976824744,-0.20226123201536148,0.39452100030982795,0.4628641783760589,-0.13938431327830944,-0.3436955548086466,-0.05290734136651766,0.17282185994704258,0.18250446923166116,0.25821193962488675,-0.06971681128217166,-0.14487839999093213,-0.4111233691204932,-0.3527331186512037,-0.39563646949692105,-0.37321918419064876,0.23230298677680175,0.20948871368089583,-0.4624441348324343,-0.15047971513749148,-0.6090186987175081,-0.4919836709042149,-0.5306008061012382,-0.2507158949022009,-0.47467709691852916,-0.33323167133923104,-0.35390528958369505,-0.1143543577588853,-0.48688611595772513,0.0962571569890634,0.004359423533045484,-0.09143296438540006,-0.11263613835220536,-0.6037921209190871,train,2.3082403229636665,1
