,AFDL,AFDR,AIBL,AIBR,ALA,AQR,ASKL,AVAL,AVAR,AVEL,AVFR,AWCL,BAGL,BAGR,RIBL,RID,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMER,SIBDR,SIBVL,SMDDL,SMDDR,SMDVR,URXL,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.9999999999999996,1.0,1.0000000000000004,0.9999999999999998,0.9420492753441864,-0.8986439892816485,0.4289014859835534,1.0,1.0,1.0,0.6311167509624115,0.35523302247419575,-0.5253499863970131,0.5469853825657012,-0.10244631862823261,0.37863095314824635,0.9999999999999999,0.9493603554809518,0.03539527382209673,-0.15668190773109558,0.2678784343941356,-0.30062982083758916,0.5001614527240654,-0.2637336489156994,-1.0,-0.09101564914752003,-0.3354418559487343,-0.6312667419372009,-0.6883118095959897,0.751311604152364,1.0,0.2115286010345978,1.0,-0.9643674893570987,train,0.0,1
1,0.7497419618658996,0.9238498370175074,0.9266473333842044,0.9980760910954252,1.0,-0.8568666016599158,0.22879192339633114,0.9524629036604177,0.7591632635456971,0.8662268437130112,0.4375729309446462,0.20372463062095836,-0.5642818647081322,0.4165282794199585,-0.19479959999967766,0.6672556986879827,0.9970331249571472,0.9999999999999996,0.07481537022910556,0.0008261347006053299,0.31889703941659886,-0.10168315542609685,0.24796359970398796,-0.5487284763424084,-0.8651653934840063,-0.0785530354805839,-0.24462168425193354,-0.6683684419395359,-0.6569399908020712,0.6305347516781794,0.827821185977651,0.1912945602129823,0.9401517075553288,-0.8817944019675379,train,0.25647114699596296,1
2,0.5834083609129617,0.673149645198277,0.8001475019260517,0.9668219466698804,0.9063145634170876,-0.8903009596007478,0.05309674044898394,0.8266677288130979,0.6293993541475409,0.6694521219618268,0.33887012546006534,0.030528262574206044,-0.5150853463180076,0.4064161453938788,-0.2313186592899571,0.5660622265972233,0.9825205841566219,0.7070652435465434,-0.05365390692280747,-0.002225621762196872,0.28364219970482796,-0.12690127231586845,0.6561413484787371,-0.2661777175460286,-0.9627933677528694,-0.04587846497498671,-0.3057672181947815,-0.6818791518652297,-0.6680011265862077,0.6596678389003425,0.7467330714875253,0.2072024591992232,0.871439342650833,-0.9231980796118152,train,0.5129422939919259,1
3,0.47929575191334606,0.5216818543432253,0.6249387085739248,0.9515177541915227,0.8396207811039277,-0.920028082041812,-0.2291755330953985,0.6533837266775462,0.5299776642112379,0.5871541392229678,0.255016260763857,-0.012424478318080356,-0.6048863178358814,0.2950097415374653,-0.18126679808776813,0.3126112285563043,0.9226198688692088,0.572978045256868,-0.11478420574545478,-0.043784633920411986,0.2238245637900207,-0.2632729383146255,0.18830654326616392,-0.43951791670163254,-0.9574819401625378,-0.060770127338312885,-0.31905655712310044,-0.729098763316721,-0.6879961310565808,0.7345474885367602,0.7389551767214251,0.2356153702709276,0.822196316429325,-0.9324677312531177,train,0.7694134409878889,1
4,0.1893552326873189,0.5022035297778573,0.6218139269820878,0.9132623553204067,0.8531317068259135,-0.8994858868850457,0.042627137305512486,0.5352109018728377,0.3973430653002765,0.4045399120782798,0.03294612350941839,-0.041913180170130904,-0.4923958697635892,0.376783993945363,-0.3059374956494074,0.3827831046776904,0.930735887164868,0.4872568012837082,-0.09406783217660142,-0.3056170514527705,0.23102447744419563,-0.11395123203285684,0.05682134818581863,-0.36528448163970817,-0.8934325835767482,-0.0819988977147581,-0.26098815627292005,-0.7499163173419406,-0.698877070524548,0.5334215845068093,0.6577294342135918,0.1557348447349416,0.818340421804142,-0.9208759430911029,train,1.0258845879838518,1
5,0.2547663823089965,0.5199814661049285,0.5812444077916866,0.8353975953011923,0.7292308817910685,-0.9233032045945954,0.003663993965168366,0.4604456912500847,0.3065805187362538,0.24483464408381717,0.19857865184628165,-0.01582826917170521,-0.5151352222838499,0.2652327724211938,-0.27590834678802423,0.34235372848529644,0.8426498857372565,0.30937874097532814,-0.17083130400986335,-0.03607178890084328,0.1635553445649336,-0.06810117119789516,0.3019033799558348,-0.32204044680211275,-0.9138687556031196,-0.19706396514239066,-0.309551082608184,-0.6354021005866222,-0.732295520647847,0.4630749549930375,0.6705895420464192,0.06899762951241573,0.7621894282509684,-0.9170297257344041,train,1.2823557349798147,1
6,0.2670662504336585,0.3531363272501131,0.4721997092294953,0.8162287117802083,0.6561933769205729,-0.8898080326791662,0.04533449226536157,0.3702260835339404,0.2613460200662463,0.13542716599350646,0.05787044499174876,-0.11087816512401516,-0.470593360931018,0.33387148573909764,-0.4110127479216219,0.3519451241680762,0.8015782837352013,0.33877313321907,-0.10206200864804071,-0.14063346041244407,0.27481296605771943,-0.3092878356097063,-0.06315487850642132,-0.4548598025320225,-0.8284602940611661,-0.17055270262933386,-0.42560900466136986,-0.6842380040814602,-0.7746422892095803,0.30568474825739367,0.6993959052566701,-0.07438835844875258,0.8523980823840726,-0.885152588522225,train,1.5388268819757778,1
7,0.24719295557565313,0.3190344030946628,0.40356873234337287,0.6783957526641977,0.5327654812437529,-0.9184558572475787,-0.03808914854449974,0.31378575280409016,0.23278000355563644,0.08360147542673002,0.16186692485570708,-0.1515706958177473,-0.5877751904452931,0.5124765887975189,-0.47279420118132043,0.13931067982512269,0.7284108602947458,0.19018349526599865,-0.24033070871727402,-0.2667246487801308,0.1934673465647334,-0.08632659528942532,0.2434564109218289,-0.4057398594752085,-0.9250940061079697,-0.2866635894237094,-0.4740628712183621,-0.7210867017894478,-0.7473926295417674,0.5655247341399214,0.6226146777813193,0.32958784750154435,0.8121114918250122,-0.9491076896479127,train,1.7952980289717406,1
8,0.09804519512181398,0.26422844046267246,0.3328268796655446,0.598007250141867,0.3602427315707929,-0.9342828041410323,-0.13644139953228374,0.19439258848269692,0.14906619033203294,0.05735122071879828,0.23187045927144656,-0.3913598076644136,-0.700308570904917,0.3369267300760008,-0.48941341029330643,0.1756394863528732,0.6560456901943778,0.09690912360441195,-0.33737019706461613,-0.21199323282195714,0.017301894504735627,-0.3367064058795529,0.3065977392780179,-0.45467498041174914,-0.8044947825748998,-0.2597533742583602,-0.42343112710824105,-0.7507930904020399,-0.8268365110046073,0.6412715075602999,0.5826408440215187,0.17334629254995004,0.6394115526972056,-0.9402492064888056,train,2.0517691759677037,1
9,-0.040285310614873504,0.2646625158992406,0.33488587634584477,0.590330677146226,0.29451698396574943,-0.9309615191567617,-0.09559219467578928,0.12239617503395239,0.1015565561345686,-0.019492369370279317,0.2547587014067588,-0.40102114372785147,-0.6204814097028768,0.3206253539464936,-0.5299385754282047,-0.20144897703648523,0.5657026882441641,0.09865919772393772,-0.2569544536925463,0.08952995542063902,0.07914414593897745,-0.42304302818596784,0.017473472751226238,-0.4118584945411701,-0.9453464772753929,-0.26229087348568014,-0.5017405531956014,-0.7975371420847814,-0.8034996265392637,0.531450529143054,0.566291741107128,0.043372341512504464,0.7009778156755103,-0.9584293627499074,train,2.3082403229636665,1
