,ADAL,ADER,ADLL,AIAR,AIBL,AIBR,AIML,AINL,AIYL,AIYR,AIZL,ALA,AQR,ASEL,ASGL,ASJL,AUAL,AVAL,AVAR,AVDL,AVEL,AVER,AVHL,AVKL,AWAL,AWBL,AWCL,CEPDL,CEPDR,CEPVL,I1L,I2L,I2R,I3,IL1DL,IL1DR,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2VR,M3L,M3R,MCL,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,RIAL,RID,RIVL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SMDVL,URADL,URAVL,URXL,URXR,URYDL,URYVR,train_test_label,time_in_seconds,tau
0,-0.46980853066825,-0.05460431044925773,-0.923861877986613,-0.8080128940969113,-0.14983177164222083,-0.5104316678554497,-0.27668367986283693,-0.14667146262095954,-0.15848890124006276,-0.5721592002057803,-0.8578232013710122,-0.5010928773469607,-0.35124762888373473,-0.056297989766523004,-0.9094340816789701,0.6568796538660413,0.2837117383596022,0.12740322832850648,0.018379896610507318,-0.2867256814994863,-0.3695153624379097,-0.0597993037621638,0.03449038481595146,0.7571849667351298,-0.8033015881242396,-0.05987376821958912,-0.6509381472235093,0.41898768283125554,-0.6401702900334811,-0.35540758426841146,-0.8694413233750187,0.04537194897366792,0.17995436697991818,0.11096034150940182,-0.4543848185699533,-0.8643697063869867,-0.6745756359761987,-0.5009992780116123,-0.45645546965403694,-0.20206098591696042,0.19129641849168877,-0.5510702862019011,-0.864703537920081,-0.7859422820236691,-0.5513443805971865,-0.8983828489663797,-0.88360645868248,-0.620933361971583,-0.5956148366452383,-0.6127507025302679,-0.46569781893277806,-0.7439542984017308,-0.5341180227830779,-0.07242617800224638,-0.36851142186474806,0.08690508651147888,-0.4921790322653594,-0.034090246482065156,-0.22028564859384314,-0.3130996005779332,-0.33774866171459705,0.2051264781519011,-0.7517887264751077,0.4981842880562062,-0.10405507740141551,-0.008631313834444265,-0.7687932957723905,-0.8288359732324411,-0.8529665359096589,-0.9433578725929191,0.9737251576037411,-0.18303621558715166,train,0.0,1
1,-0.5997921654604645,-0.28939375368196507,-0.9750923192455467,-0.7841660497611176,-0.1629040279697449,-0.5521826887557791,-0.3693331822832868,-0.27740271651034965,-0.1530267757078685,-0.5423266784149334,-0.7768731550814689,-0.5144882852125721,-0.47171887267931534,-0.25035808967999795,-0.9135320927357873,0.5632076081479263,0.20810046327153353,-0.011330003284107049,-0.08906263516826152,-0.587803623189258,-0.3799123895352532,-0.1563631385567168,-0.1800828103671832,0.6928657052584821,-0.8795892178489207,-0.055462829695958504,-0.735427304117135,0.15394376853560532,-0.5879931122367716,-0.5431122182970094,-0.8905640679033437,-0.32628478272489536,-0.014378646110875026,-0.06083849951452014,-0.3330220305877174,-0.8643037911394014,-0.6882484889321807,-0.7482104996186238,-0.4414391246658378,-0.17928235204007037,0.1623536538012167,0.04387360016747621,-0.6679951838061594,-0.6347628726055753,-0.637833459230597,-0.9090178836250822,-0.898590602688174,-0.6181197411730127,-0.45136839667281947,-0.6439819157685851,-0.5149712729781639,-0.8247032692667775,-0.7477841207224537,-0.2768955083591833,-0.47344819924586756,-0.040852524843277394,-0.45252235703451493,-0.2338141959781268,-0.22010213746278517,-0.4556124194624127,-0.25779203261595507,0.027511285389042683,-0.7143092355950277,0.5199084788216308,-0.27297685376720104,-0.1447071981637953,-0.7487367580362058,-0.8474290842895333,-0.8249927812736089,-0.9999999999999999,0.5900870719987781,-0.27247291160855236,train,0.600019037083257,1
2,-0.6636448138372752,-0.27319511596128243,-0.9607177049479771,-0.6535367365932665,-0.1802210575251042,-0.6386441430253931,-0.43917176628539156,-0.2259812601349176,-0.19115111356812364,-0.6195403016161338,-0.7150791385733377,-0.5266264221627253,-0.4817592310668244,-0.37603055818035935,-0.8446829643152806,0.48575575634337964,0.0982915226380161,-0.081017692312638,-0.1677249388151012,-0.41970430551772875,-0.4806875302601401,-0.23011179578193786,-0.30144977067992174,0.6098033622649777,-0.8859828065361349,-0.25853360006813286,-0.6855937477421797,0.7088744573709782,-0.7407986336764034,-0.5725175562431257,-0.8873985243220772,-0.16560052748792953,-0.1841307719844083,0.00629179714411876,-0.26797921023591154,-0.6511652482841043,-0.6818908251726375,-0.7032399483697339,-0.5312460752115802,-0.14998287448584624,0.14322124266123026,-0.30212398137657426,-0.8509452644310371,-0.8338208982844847,-0.5350241040594234,-0.8983397111873108,-0.9244121463427397,-0.5183096857562177,-0.5455572548364138,-0.6342384939842743,-0.5617053012015013,-0.7984447974903337,-0.7208054620064109,-0.4112422184361364,-0.45821237488067124,0.10018177109060211,-0.6307689553641682,-0.06588164077334446,-0.2199186051574713,-0.4974945547790546,-0.4412553498871059,0.10322875691571753,-0.7591203557769237,0.43466111775370475,-0.20819970768574514,-0.156977275590507,-0.785338521864986,-0.8782800998909197,-0.8683557533658353,-0.8869107112140852,0.6126035763794095,-0.4165560480737107,train,1.2000379214296117,1
3,-0.5890387350929487,-0.1477349996777646,-0.9252289763325392,-0.7229122436407914,-0.26655476809557,-0.653845787517601,-0.5311532170615205,-0.18564381879993475,-0.30634957550084874,-0.6329713616894928,-0.7443656137021342,-0.5439117637139719,-0.40256980571107603,-0.469876387913192,-0.8842460874036446,0.671095486654361,-0.0015287367462613055,-0.16889999291535962,-0.14719436170795785,-0.20342290988667955,-0.507818756510776,-0.2598534683651894,0.029437504065934483,0.638517304853609,-0.8697460419603162,-0.3514022121942555,-0.6666186755360887,0.8447165051579093,-0.684605865887181,-0.6444282106747854,-0.8966088276464568,-0.29090157072054157,-0.23920549703358218,0.003393556333439296,-0.32163164904204766,-0.746573435629333,-0.6952221001699302,-0.7552596222581779,-0.5831553810319345,-0.41686071756856746,-0.1099370343049757,-0.2903439080225846,-0.817416510530174,-0.64412661010378,-0.5498636690264035,-0.9132285990361317,-0.9607026036387691,-0.4986940153514945,-0.5734193844704396,-0.6263029701565471,-0.6387094144982685,-0.8570658686485102,-0.6821177334441026,-0.34079006504787346,-0.386091433487209,0.13539369760115472,-0.5551028980066459,-0.15380201312631336,-0.015193677620648494,-0.5481756619183995,-0.18187511641254317,-0.024894612897222057,-0.7984558238468521,0.5422612115744365,-0.34023180678365317,-0.04633817945542407,-0.8492815066648332,-0.9214337653863452,-0.8021296161344593,-0.8237248092720981,0.5890638844364826,-0.4709621764071402,train,1.8000566821428947,1
4,-0.5450642794202094,-0.2802210842069224,-0.9440423584097105,-0.7705314869958675,-0.32729372291771863,-0.6586314508993502,-0.5940643142402574,-0.1688760676327019,-0.21771736818394016,-0.5433175686853082,-0.6174218174381132,-0.4825464303819733,-0.25090218078916005,-0.4995306211981507,-0.8542663284456123,0.32699492831177457,-0.08619749943059718,-0.1991372832988756,-0.21188792848745464,-0.3968281112430865,-0.5387486408643151,-0.25188355884635216,0.061872716864548316,0.6573090651676305,-0.9112819538818461,-0.17994769697382784,-0.662856021473325,0.5717205607830489,-0.7073746466138799,-0.6081373684257279,-0.899753300436691,-0.3583068011061057,-0.2681584219773736,-0.09644719089491693,-0.4189272921478123,-0.8015096343146547,-0.6831141406635654,-0.7425172587452434,-0.5253985373656953,-0.4262215221077452,-0.05603651151730382,-0.27823477073465186,-0.7503215566807646,-0.6708186150265995,-0.6683395596129359,-0.9149417334413495,-0.932487143834045,-0.5528216605775169,-0.5975363348318015,-0.6983747402891836,-0.5840754716911365,-0.8703067986178553,-0.7620836854598301,-0.4107295217121183,-0.3772018606810129,0.15550602763340726,-0.6353024071672799,-0.12812084499537546,0.2009827918718976,-0.5249560071824002,-0.4909002309502539,-0.03941975360982086,-0.8478860327902037,0.3738557517265799,-0.265692330325803,-0.12146305690920722,-0.9020035566884863,-0.9467442899439523,-0.8841518781037658,-0.8605267483768906,0.5727406758998761,-0.41153904364768856,train,2.4000755199231207,1
5,-0.5961499520582267,-0.33068216112274507,-0.9007912944018355,-0.589151075663148,-0.35694436475589786,-0.3824965832406786,-0.5558052471606356,-0.12688464203758754,-0.09445744300605385,-0.5782241872303311,-0.6252314394035347,-0.48859404886024205,-0.4346693374932247,-0.5402508413353082,-0.8247891535690698,0.1769463082426217,-0.24597178434842037,-0.25489563141419413,-0.2648703836708213,-0.3139338431477867,-0.598979540944518,-0.3537195757221596,-0.4191754133263488,0.6197457239664663,-0.9024725921985052,-0.08387128985628256,-0.5199577947487841,0.5946117040564491,-0.5066158017912477,-0.5337962683171016,-0.9065099936034197,-0.300976701074241,-0.2967300988130983,-0.11324179784779309,-0.7115310826428527,-0.9118137297286351,-0.6836998127446474,-0.523721757660671,-0.4960214477776429,-0.43211539992807,-0.06855923947830722,-0.35848102561840256,-0.7373320878772235,-0.7688829889198369,-0.6931765895217241,-0.9177942182766181,-0.9155438131935837,-0.5357134656049598,-0.5322344463885231,-0.6152369419730477,-0.6293792593771863,-0.8433742915000839,-0.8108338308206229,-0.4768415880904575,-0.27616046223847146,0.061926881002094314,-0.450485441181548,-0.14334818122891924,0.42959588901663004,-0.7452110943779786,-0.6196888820265938,-0.08343958511811733,-0.8962450061034419,0.11674402357715952,-0.277889698061506,-0.26392552968244143,-0.8498697596890425,-0.969753851275631,-0.8534514150804879,-0.9214513280089924,0.7444798161095583,-0.5055644594132305,train,3.000094431976322,1
6,-0.6877486718402657,-0.30013273624246994,-0.9326559510809389,-0.13712840799171344,-0.2780953268530273,-0.4540251512276132,-0.5926510107547314,0.04892921727563482,-0.2403490336764078,-0.66701122397568,-0.35864883876661824,-0.4940307893968805,-0.4586058333419747,-0.5074365277110372,-0.6870225795225356,-0.17961333341323837,0.05403889676918405,-0.3019068572794623,-0.19041048519980253,0.3157385928723291,-0.6537381088333742,-0.5628560013626299,-0.15051952052359807,0.5848718346816517,-0.8001695909459104,-0.5140825181004189,-0.5397008504896572,0.807290377852798,-0.7661208441178091,-0.5566883133485063,-0.8954159459899651,-0.2221324983306736,-0.32492810283108753,-0.12815991116585534,-0.7038175653700907,-0.6790219063032458,-0.764510966875279,-0.7409943104464418,-0.4321382914117985,-0.3404213434404175,-0.36756614395108067,-0.44885349986607836,-0.8133275881671526,-0.6119856422566838,-0.6503551741894564,-0.907210031156262,-0.8957765906973478,-0.5665180871248663,-0.3780267029150528,-0.15982540924656496,-0.5175554246245713,-0.7889392954577809,-0.7179566223461155,-0.5040511672711054,-0.17062494495327463,0.019243012090555345,-0.5755360400967937,-0.16284209376748682,-0.06435305175895922,-0.5376178981366244,-0.5510489825245675,-0.04949038915051229,-0.910193834445262,0.12598344646138693,-0.032302334076679706,-0.2966065793049706,-0.8982505618394727,-0.9038001175721939,-0.7847876777519454,-0.8093329912404417,0.4630431688716494,-0.22033631395583964,train,3.625114079215564,1
7,-0.6581780776099206,-0.27157564027287284,-0.9660741551151752,-0.30064564788952086,-0.418337594717314,-0.44501948428435134,-0.531245680635278,0.011233454447687086,-0.15293819366534933,-0.6712150475637235,-0.8174839561882032,-0.49894323128548046,-0.4515278362225923,-0.5735731094575512,-0.8378803305149245,-0.12216589806384293,-0.05914423165510696,-0.36682295581617774,-0.2474192899675891,-0.39848514243257993,-0.6715090238958866,-0.5439061405828897,0.030248295228225697,0.10285618219582071,-0.8780333025031036,-0.7353398749942257,-0.6623969589328255,0.8825978469291003,-0.6554928639530548,-0.6187008032777532,-0.895707249125255,-0.09324969193375554,-0.3527598099720535,-0.08671959180389743,-0.6645987637256573,-0.7095290830665539,-0.7542338222272693,-0.6959249521212802,-0.5088870353603542,-0.23636850091857986,-0.07159109698523825,-0.3637973307144562,-0.7508440465994752,-0.8049382650842317,-0.6365181665338089,-0.8932852197098898,-0.9400126307027814,-0.587598830906723,-0.4662742278295344,-0.31646782313001487,-0.5766208099448696,-0.8522052115949863,-0.7945184962050513,-0.5085301035541319,-0.12652740028747633,-0.09362579208138055,-0.4700902457599856,-0.4360226664674278,-0.04306367841562375,-0.7205271808935005,-0.5849353248238642,0.011437622813656345,-0.8456511241888343,0.24394214287252236,-0.3789725068759011,-0.38354455689119216,-0.8092195704591414,-0.9128213220461927,-0.6510502201891977,-0.8094720719334163,0.5063734936928195,-0.32855447193948495,train,4.175131292897277,1
8,-0.6674920060486478,-0.24482059180862814,-0.9594631435025618,-0.5683196551464048,-0.5285872178793662,-0.6288764829726525,-0.3188158282542024,-0.08536314577781279,-0.2495866240380713,-0.5991682533075591,-0.8477092999421834,-0.4818207178635425,-0.3932167312512782,-0.585758043325928,-0.9343747921097929,0.12423976988427698,0.03189704299439944,-0.3633911401963259,-0.36980795583427883,-0.6023424746540353,-0.6916688015058882,-0.562741736351626,0.249103286215707,0.5509465051371598,-0.8823179042177418,-0.528969710797274,-0.7105162693609848,0.6934724123414733,-0.7000778421215341,-0.6707876546003335,-0.8836656079932508,-0.2110634415892061,-0.38431850853958593,-0.03882489797976607,-0.171292389879796,-0.3850912285497785,-0.7438152302197371,-0.7797320986014799,-0.8135086629701586,-0.14693041742243906,0.22687976598232673,-0.2660543935508568,-0.9419628856256321,-0.8338797249521597,-0.7122614567972918,-0.8930837545343794,-0.9344695331660554,-0.5438511822935979,-0.38601602679245417,-0.4963421083684276,-0.6756223012676847,-0.9161143845704812,-0.7771772581120614,-0.320998962967741,-0.14803490798732577,-0.14836259754027448,-0.5941788737741345,-0.33246475506538853,-0.056151926648985384,-0.4759344229048177,-0.40715214181606707,0.17622567559914404,-0.7836499253413803,0.307666079950927,-0.25508346081791533,-0.35015792751048913,-0.8791824366179818,-0.8780408363148492,-0.6458007995888739,-0.8096738317840384,0.46156564275489087,-0.42812956511534583,train,4.8001507490407676,1
9,-0.6952565801126318,-0.2535286180354497,-0.8929844438635554,-0.61080907457513,-0.5657148985947433,-0.54961845719386,-0.3281898299602882,0.026858187767126118,-0.09477746915976182,-0.5796086087981023,-0.8286323929330552,-0.4663095446491985,-0.19631905183507103,-0.6470774299344751,-0.8892625821729697,0.07382424635422158,0.14332406028342914,-0.3599934784661609,-0.36114980433788246,-0.6260800843584757,-0.6907952695368176,-0.4571060332059047,0.1760793995622989,0.6345018336167583,-0.8127558831685467,-0.6500482451568776,-0.7574596681551994,0.4061076025169532,-0.5877400192973947,-0.38305306200836453,-0.8889249568476902,-0.0793672313727849,-0.13718475523500095,-0.1286753508357541,-0.11126387738918675,-0.561908143727959,-0.7257923729819635,-0.8285344495286844,-0.442739206770567,-0.14858377153734192,-0.19008644690648913,-0.277731625898757,-0.8917905465352405,-0.8627012601065364,-0.5608329711007176,-0.9121100591369917,-0.908492269930124,-0.5168061116339557,-0.45937423863530036,-0.5120246942807161,-0.6240373119524225,-0.8542240787641803,-0.6308443613493555,-0.20899800513997002,-0.11602906375322997,-0.19462493958306237,-0.2987733139323696,-0.40221029893818105,-0.15313131268974045,-0.5589014252665181,-0.34008876201579574,0.2611993491314051,-0.7778115245659506,0.6462420987674764,-0.19756871204078652,-0.19447062564371476,-0.9331996485010146,-0.8436430154130953,-0.6615768519894913,-0.7623147511963,0.6185737685632104,-0.3314355410868557,train,5.400169498927426,1
