,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AWCL,BAGR,RIBL,RIBR,RIGR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABVR,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
10,-0.19734428163220358,-0.23673277037076426,-0.16602799699934434,-0.45064121596412243,-0.2166190374256628,-0.3979684889674785,-0.3223861082858611,-0.44981331514312434,-0.6144158826681876,-0.415741088987472,-0.4111292416533816,-0.0022663324063370155,-0.8042497683071155,-0.6005650936520456,-0.5549049934482202,-0.06229903378682058,-0.46803818629486516,-0.4427507489680795,-0.5913020020351033,-0.48406399552148616,-0.5732231108953773,-0.3870889133920296,-0.6210263193964459,-0.49674319015260804,-0.4845517771001321,-0.3911220493420736,-0.4198439574324769,-0.6231597873980653,-0.7654878326106198,-0.7071669722399389,-0.7775956412847089,-0.7207125766101591,-0.802749232523665,-0.4953593278873801,-0.6921973339814644,-0.5781323277838933,-0.1144956242740621,-0.3334280230333033,-0.2905974896396486,-0.3941834393753399,-0.5277179653838073,-0.49143348994348257,train,3.843416370106762,1
11,-0.2019891427303029,-0.24282646050502493,-0.1586019690690773,-0.4593187897470248,-0.22805621089061096,-0.40511668628313674,-0.32407666216146,-0.45551603950680675,-0.6169151710168403,-0.4242004322579295,-0.4162904032607932,0.001541788453436388,-0.8109188680727025,-0.5985958442638822,-0.5558695780861221,-0.07014235402411567,-0.4794684387499608,-0.45491991726602793,-0.58929641287969,-0.48596553950638,-0.5755275322658902,-0.38283337660156114,-0.6192119793514479,-0.4997303326525093,-0.4781601500131729,-0.3869327712743793,-0.4212653260211042,-0.6279799531507829,-0.7709706445008128,-0.712806063379285,-0.7751735233157803,-0.7266778783594783,-0.8024763098052381,-0.5058526232314837,-0.7048566911391796,-0.5774745221365455,-0.12120916547233476,-0.3344743182353992,-0.29578588033858216,-0.3951928750423732,-0.5233504509470579,-0.4857920860443211,train,4.227758007117438,1
12,-0.20694872246746926,-0.24825775990399934,-0.16253299568289278,-0.47071782222312,-0.23128201280942728,-0.4127242098413728,-0.32793022075961425,-0.4590690316434124,-0.624579708993827,-0.42742796166130437,-0.42691222737653883,-0.003832308996185807,-0.8160500103968271,-0.605844412671392,-0.5619500033690138,-0.08047966088803887,-0.4918756467226677,-0.4647260988373911,-0.5837957300404577,-0.4881712191332775,-0.5834152015212051,-0.3805890669552433,-0.6223516173864816,-0.5052368273999163,-0.47699888032187576,-0.3832339738360522,-0.42299267132367313,-0.6470270659610495,-0.781657811221149,-0.7248994553214299,-0.7829186167497538,-0.7312287052592104,-0.819596562909337,-0.5032285734858485,-0.7236989855053888,-0.5844712060238041,-0.1174374805085992,-0.3342647971151696,-0.30851589387284695,-0.39779440101700125,-0.5277385645418006,-0.47872286297594047,train,4.612099644128114,1
13,-0.19780279757144437,-0.24173818740693967,-0.15992078822697645,-0.476552014920641,-0.22560643213085518,-0.4146363607062962,-0.32754727456021643,-0.4595096746884757,-0.6298347458295879,-0.4257480959818484,-0.4317594045179735,0.0030186543679672356,-0.815688344780829,-0.6161458296073231,-0.5731441814291517,-0.08410870979068646,-0.4961950871995784,-0.4663438149971217,-0.5842025864772293,-0.4880294821407294,-0.5865481488263324,-0.3906311563702627,-0.6305176584829885,-0.506688617176389,-0.48820905036110906,-0.38294596191274943,-0.42575089210496486,-0.6501211682812729,-0.7882799689806896,-0.7337934672978386,-0.7869913886157169,-0.734699328229094,-0.8238021549252188,-0.49979446626465096,-0.7283918087196533,-0.5948194487122176,-0.12126201011459638,-0.3375952350708591,-0.30296852467071367,-0.40813840693036,-0.5308011455398639,-0.48513566542017394,train,4.99644128113879,1
14,-0.20690988723452097,-0.24200799242016183,-0.14634200540457054,-0.4735255103580206,-0.2334943399713933,-0.41796191731349597,-0.3188450349758276,-0.46841887829533074,-0.6269258837251226,-0.4303442988129537,-0.4256670354903724,0.0002987367112088496,-0.819881414091433,-0.619601179590136,-0.5712776257719886,-0.08821136509372238,-0.4977768831461806,-0.47223056674636193,-0.5825761178998583,-0.4834129752323344,-0.5837832665928726,-0.37950792733719196,-0.6252166659957228,-0.5117010316866638,-0.47736515832728166,-0.3801936303950084,-0.4228321091664439,-0.6474964909454977,-0.7839686885188468,-0.7309736209300106,-0.7788831412690557,-0.7339958466543773,-0.8210157461828121,-0.4994882679673028,-0.7348868197647749,-0.588684964269459,-0.12965529961487623,-0.33344066410799816,-0.3126732989448381,-0.39948526681862334,-0.5174946844023851,-0.4816480787326407,train,5.380782918149467,1
15,-0.2155013316925013,-0.2400984953249607,-0.15542552657522174,-0.4756808012368831,-0.24337382663362067,-0.41640488271508125,-0.32600416417700034,-0.47515178255360596,-0.6292205238083146,-0.42585042233131687,-0.4352098109476646,-0.001715884154563016,-0.8286341959956324,-0.6198594899451935,-0.5697980398913185,-0.091376425910286,-0.4987159306164538,-0.47930402938734007,-0.5944155616508354,-0.49342287249991656,-0.5869238079395371,-0.39008230386621956,-0.6410797904149451,-0.524211408152829,-0.4785661818244482,-0.3904974746150802,-0.41845717448396924,-0.6644728353425166,-0.792909298534212,-0.7436008584126685,-0.7958360788535306,-0.7406931137468378,-0.8341493517607566,-0.5074097016591247,-0.7465212624820943,-0.5887082389652506,-0.11733464632531748,-0.3461298005056886,-0.3146600066711266,-0.4066614080294738,-0.5309981218644773,-0.4821880907905526,train,5.765124555160143,1
16,-0.20163124616607564,-0.23084170083073532,-0.14943166977923827,-0.4840308520701297,-0.2434198434435782,-0.40448188346922903,-0.3105948911922505,-0.4877492565111864,-0.6210393352242787,-0.4190652574821991,-0.42323834156562007,-0.0047378826432311755,-0.8286677224344773,-0.6249822344499886,-0.583925890896512,-0.09094078560276836,-0.48197363453542297,-0.4706664955738178,-0.6077847466239209,-0.48582164256799193,-0.580582090676169,-0.39989416655722354,-0.6497063241143736,-0.5360921568387889,-0.4838932504153709,-0.3839050893298823,-0.4273772220668085,-0.6677210248471424,-0.7942729275560504,-0.7386601353478625,-0.7959907089048751,-0.7340839623286276,-0.8362009849479611,-0.5036373916706054,-0.741018806865311,-0.592442380148289,-0.1285783873305028,-0.33615593605749844,-0.31804650925924954,-0.40143484830594384,-0.5296352601786767,-0.5025986240892469,train,6.149466192170819,1
17,-0.191697398956565,-0.22575768679167244,-0.14635361806509434,-0.48737378610011955,-0.24325751365274678,-0.3947080001506104,-0.3055172362993019,-0.4873664069368544,-0.6196121120764102,-0.41598617334583876,-0.4172495156388534,-0.0049642616198822265,-0.8255815103125523,-0.6199559548396839,-0.5935560468859261,-0.09244637095851832,-0.482285090526379,-0.46390020678856886,-0.6126284140397001,-0.4838477417475303,-0.5780916704372083,-0.4108002802007573,-0.6563457201664421,-0.5450441264316649,-0.4799085014587179,-0.3841821846996599,-0.4369221480676786,-0.6613718407453436,-0.7894133419187729,-0.7398073976068029,-0.789833215451102,-0.7342456395268598,-0.8234496512299811,-0.49623457051208686,-0.7323756639091583,-0.5928594909615066,-0.1389858681150754,-0.3303917281272959,-0.32132018580811395,-0.3950401082206654,-0.5281371302666784,-0.5097451659175783,train,6.533807829181495,1
18,-0.189295067484475,-0.21757665671557716,-0.1491177798197357,-0.48780773578045794,-0.25363610857365226,-0.3796614993794953,-0.29897190108687854,-0.4888565485257239,-0.6126260879503254,-0.4034524276327821,-0.4168854721409964,-0.008178283153188054,-0.8357805912092063,-0.6234379278625001,-0.6014854512360327,-0.09881939935148343,-0.4692622980413217,-0.4606058132696074,-0.6198697439794211,-0.47955625974076876,-0.5723669152626583,-0.4216202454189367,-0.6555367364356735,-0.5582223234407007,-0.47780736647573563,-0.3865575898182536,-0.4403895618055739,-0.668032907571261,-0.7869437222705886,-0.7353507019426324,-0.7867175463376567,-0.7324825837763418,-0.8276545554554581,-0.49260247601587104,-0.7300431951699555,-0.5906266173215571,-0.141093521259277,-0.3262614824698038,-0.31828671878431974,-0.3889723191167542,-0.5422099663118225,-0.5155493714054726,train,6.918149466192172,1
19,-0.1720704662196692,-0.20343256287882544,-0.14444037107615745,-0.5027534886644376,-0.2538785917201889,-0.3668851180102137,-0.2866960863014463,-0.49891232666783214,-0.6145257130563768,-0.3964879729278444,-0.4124590491694868,-0.013393466108376509,-0.8419588618633794,-0.6254544629830158,-0.6036659422737867,-0.09867987034526018,-0.4610694474888368,-0.4547534106439021,-0.6242241836047251,-0.4824526087882526,-0.5726942837450235,-0.43283763506743844,-0.6688448255501792,-0.5678951467691503,-0.48484523132666557,-0.37794740700757157,-0.444435336603729,-0.6719176520639788,-0.7863612298659564,-0.7343803773971366,-0.7918671156714527,-0.7280860150093053,-0.8314527619973383,-0.48525973719322807,-0.7321895510609522,-0.5946580119324738,-0.1483793184772805,-0.3207946193740933,-0.32182672537530976,-0.385715778696223,-0.5405646839349434,-0.5292734677365041,train,7.302491103202848,1
20,-0.16495526891542472,-0.19999007284695025,-0.15191008538833103,-0.5040142304409732,-0.25286436015818275,-0.3514310775011364,-0.27479540039325523,-0.49605723187232587,-0.6037324727290764,-0.3817442690402091,-0.400996313613804,-0.007778356519909879,-0.8450809121636939,-0.6228234691341525,-0.6067378861167584,-0.09588148156292864,-0.44581547632750673,-0.44372484786389166,-0.6352249639496719,-0.47703940532334427,-0.5714296567005777,-0.4361318611433547,-0.6756592706242613,-0.577024572271509,-0.4898219075518505,-0.3799321136416478,-0.443477403977944,-0.6664708377969641,-0.7851888624845386,-0.7288103280657732,-0.7833836739249137,-0.7144090161389414,-0.8268728032786385,-0.48891974371322716,-0.719137426546842,-0.5975066835850117,-0.14503042486123197,-0.31548622479039223,-0.32275995566037297,-0.3838704756619083,-0.5497700645783195,-0.5397220312534383,train,7.686832740213524,1
21,-0.1563888860552973,-0.1870912516051483,-0.14814629241047217,-0.5088198429523567,-0.24704910578613087,-0.3416099117953531,-0.26199863684230734,-0.5008954268088813,-0.5968528542234481,-0.37312777573830613,-0.39302388966954904,-0.005390312563295058,-0.8498475943755063,-0.6291204878869973,-0.6159782234165458,-0.098995944131587,-0.43034047341747284,-0.431636419454979,-0.6506743233054835,-0.4742509039678589,-0.5646459659039896,-0.4499716077224307,-0.6875374485437517,-0.5883724604746678,-0.4970753758141283,-0.3860351886054981,-0.4456548753397805,-0.6677886544086884,-0.7918460054804964,-0.7215722771013583,-0.7862216140124174,-0.707924175791292,-0.8251481513086513,-0.4903259711089798,-0.714245065024516,-0.5971654391004638,-0.1528979510828441,-0.31773375817719274,-0.32232469121926544,-0.3831905525974884,-0.5549787859087483,-0.5528220040412661,train,8.0711743772242,1
22,-0.14919947190995864,-0.16975524683487625,-0.14281646934059586,-0.5046628855883711,-0.24301006953027715,-0.31499869126176516,-0.2440339753479484,-0.5049450285294742,-0.5806643255501378,-0.35996081520081535,-0.3691516418508836,-0.015643778579572734,-0.8503623096092183,-0.6276435842724887,-0.6116348905864795,-0.09378010798188796,-0.41023469058005224,-0.4179126883549262,-0.6566541865421707,-0.4708435202393445,-0.5602674082726781,-0.4545760100229004,-0.6930289080158242,-0.5944815386817962,-0.5051101162388081,-0.3754070737868971,-0.4444207163589409,-0.6511881091974686,-0.7814832054642205,-0.7099956840102665,-0.7835556233347106,-0.6991337115758641,-0.8057071928392725,-0.47714701923756425,-0.6982342279701849,-0.5910719095099903,-0.1509679222705764,-0.31402102568843415,-0.3159427337698695,-0.37273951241045183,-0.5514636715819661,-0.567415021595245,train,8.455516014234876,1
23,-0.15162897894148533,-0.17438931936107388,-0.14498132904440175,-0.508160025041913,-0.23807458518750707,-0.3083181836824085,-0.2397438827513535,-0.4929346783354863,-0.5650901195557807,-0.3530528615992137,-0.3686155165481184,-0.01568476372081762,-0.8545586195740272,-0.6178949895423035,-0.6082398663916248,-0.08352354982960006,-0.41475187138323444,-0.4106498962877993,-0.6609934581252074,-0.46779769056002196,-0.5634167515886226,-0.45688816992857195,-0.6864981852430069,-0.5975844314997244,-0.5050242027991615,-0.37369210122754437,-0.44414254429709554,-0.6447405082179202,-0.7851050637897413,-0.7117922000544422,-0.7798095775333771,-0.6987453056572033,-0.7959796588630643,-0.4728674066696568,-0.6997829075677676,-0.5858751069324151,-0.14881339630219975,-0.31126882935645134,-0.32144178746249447,-0.36624516546393165,-0.5464674881637366,-0.5701411177699344,train,8.839857651245552,1
24,-0.1397590818685738,-0.16771650819923195,-0.14982072388894307,-0.5116732481048334,-0.23887722213334378,-0.29505956287772445,-0.23353090008325159,-0.49632718819165644,-0.5616746735134527,-0.3397677739278639,-0.3667123134549509,-0.015338282432920125,-0.8510440791583407,-0.6168431113783679,-0.6204550727576711,-0.08266298802300495,-0.3945639317578197,-0.39792590984932397,-0.6689417911840936,-0.4604278193048593,-0.5584958865998735,-0.4576956180463453,-0.6859479032255305,-0.6030328342090896,-0.5183710768527203,-0.37397563012827195,-0.4498671004550453,-0.6430569136917579,-0.7854235291679498,-0.7073182082331336,-0.7740540068286752,-0.6896390110522224,-0.8000269929269915,-0.47154844784599176,-0.6990660541391736,-0.583660246065602,-0.149592105340767,-0.2949303725593271,-0.3146419889125282,-0.3581094228335462,-0.5479720024320738,-0.5852511273979006,train,9.224199288256228,1
25,-0.1367303118005805,-0.16162905893759622,-0.14620172058061062,-0.5040375888647457,-0.2312353497425153,-0.28896243926392845,-0.2329701182659832,-0.48941962905761116,-0.5550663753394508,-0.34149313789248925,-0.3599039621791699,-0.01762677486410856,-0.8451991261331626,-0.6129642195063054,-0.621679330357698,-0.08125501481181635,-0.396479635738307,-0.3975626357872741,-0.6698993868670183,-0.4594761389746316,-0.5524522340179685,-0.4598677068764574,-0.680342208710826,-0.6029255402953646,-0.511326667833863,-0.37083645333953064,-0.45326183099043565,-0.6296095704402559,-0.7780516692460809,-0.6992269702771235,-0.7698843528683628,-0.6894879290008175,-0.7807722915849296,-0.4656680108617387,-0.6885255394655128,-0.5822920509137441,-0.15420796450524643,-0.29563386966172905,-0.3123834087865103,-0.3526627608411448,-0.5398803457611232,-0.5807083934926289,train,9.608540925266905,1
26,-0.13474102793787146,-0.14733054859976596,-0.1449386545331471,-0.5034310763780774,-0.22600260628353058,-0.2701537707238918,-0.22068533785565264,-0.49244734912352317,-0.5423552954282095,-0.32967357314593615,-0.34803176265371727,-0.017750472885457697,-0.8475758086512932,-0.6114639897490448,-0.6163434283119952,-0.07832794588711905,-0.3862040756703878,-0.384205231348101,-0.6717098306242639,-0.4583265067254578,-0.5496139582348644,-0.46653811018378777,-0.6821840996647396,-0.6071546668141719,-0.5181914518070629,-0.3683216881816388,-0.4501170635363124,-0.6266619892237846,-0.7732316373945521,-0.6992145794553373,-0.7670209758974273,-0.6853578630317138,-0.7786175497188829,-0.4570784500835042,-0.6918996689882757,-0.576295145504928,-0.15704199933662616,-0.29308252264477663,-0.3035222366285789,-0.3470040970398677,-0.5302053979824574,-0.5892611438883701,train,9.99288256227758,1
27,-0.1358293991569431,-0.14646938596820067,-0.15370311197355546,-0.5005107217770686,-0.2210068402975388,-0.2542404857071823,-0.21760558168303776,-0.48516331702630616,-0.5288571006088627,-0.31982961925317455,-0.33620516505808706,-0.02617630074038517,-0.8497718083606296,-0.6107781877596014,-0.6167494104638095,-0.07444231118047928,-0.3769699193164793,-0.37454834087629363,-0.6808753769181697,-0.45387655930129017,-0.5438425374176272,-0.47156271953487916,-0.6843693709413341,-0.6152990615636307,-0.5184806442721336,-0.37423574545381655,-0.44991286378000866,-0.6287347829064626,-0.7723226160462282,-0.6951962978803974,-0.7698812624815475,-0.6764574957485765,-0.772610326611709,-0.45067143534785786,-0.6871992506099163,-0.5807165572277793,-0.1472120143689039,-0.29055893125484344,-0.303061118641086,-0.34567547622408745,-0.5390009159850744,-0.6001315857915289,train,10.377224199288257,1
28,-0.12397402118689459,-0.13929444573103095,-0.15528104930794975,-0.4990628831482064,-0.21422424100760606,-0.25040004109391373,-0.21962566678101245,-0.47922904445808917,-0.5293876205075723,-0.31536153957495466,-0.3395490965953652,-0.01915887685898167,-0.8499282066976566,-0.6084582663119386,-0.6187063104940066,-0.0713658198403753,-0.37002077090519003,-0.37467492829689897,-0.6850221034050101,-0.4529221844207184,-0.5408559522489617,-0.4803339804083412,-0.6907264832654372,-0.6178358331891393,-0.5241893353880979,-0.37716148380954617,-0.44892483377463666,-0.6276635112443412,-0.772579194562262,-0.7002382871122506,-0.7673072480227225,-0.6729148213104577,-0.7731198543184233,-0.4504577103667727,-0.687060143039691,-0.5744545439406362,-0.14948572151933315,-0.28819375800542435,-0.30061518261276493,-0.34640993398608905,-0.5406316170498955,-0.6043916247685949,train,10.761565836298933,1
29,-0.11646630453861344,-0.12961552280010355,-0.14943452270852084,-0.4962810617659898,-0.21591489288689752,-0.23976826684792368,-0.20003919614605462,-0.4832113223896638,-0.5219521485421131,-0.30902612126100637,-0.32354642456194393,-0.02103133023574022,-0.8563187556945637,-0.6095988303190117,-0.628764469441343,-0.06727991534152178,-0.34790160087147876,-0.3592824010088936,-0.6978125954660569,-0.44168871513633273,-0.5340498694965183,-0.4870746106519389,-0.6956578338307278,-0.622613762506864,-0.524080202793988,-0.3741939089825551,-0.45149640934617247,-0.6280302683049227,-0.7692878347839779,-0.686498553795677,-0.7619010543920105,-0.6642678098807542,-0.7601515136752073,-0.4510599302967296,-0.6781975551146648,-0.5744253858824698,-0.15492263825669134,-0.2881525681391954,-0.29825311869970417,-0.3441489412219039,-0.5405113544913546,-0.6143816550436937,train,11.14590747330961,1
30,-0.10857718394772328,-0.1179375053874874,-0.1449819210770004,-0.49052097311225273,-0.2096005790494278,-0.2238757641989505,-0.19596894818107982,-0.47477813657851337,-0.511297055531801,-0.30425955122938286,-0.3084078731397287,-0.02195483466161019,-0.847947938972506,-0.60361685742846,-0.6310096362051064,-0.06323460455883523,-0.3432750619392423,-0.3544115427949241,-0.7066684708705765,-0.4367496663139773,-0.5216941910021697,-0.49040087877748684,-0.6934829390788871,-0.6267131151361862,-0.5235049976969403,-0.3680045263681493,-0.45591630403757843,-0.6118898054502097,-0.76165603446871,-0.6812839131993484,-0.759548168436026,-0.6609569917426172,-0.7376352207605804,-0.4409659080503322,-0.6693516185657487,-0.5674856824393942,-0.15736250992861966,-0.2807839353859772,-0.2958724969238769,-0.3353466209443751,-0.5370249042925783,-0.6190151009421943,train,11.530249110320286,1
