,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AWCL,BAGR,RIBL,RIBR,RIGR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABVR,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.030762399280231834,-0.4890175117629942,-0.7748194669272063,-0.252704431814992,-0.27319592668722137,0.016466359736180713,-0.09236284507415304,-0.9442151673024214,-0.6083465453971442,-0.4669913986537023,-0.2940145420244056,-0.6005760293251293,-0.902834278925652,-0.773933629336002,-0.8382016859804208,-0.6612213950923629,0.16549342618996654,-0.3274435425224551,-0.9642585482987583,-0.25570992010140325,-0.23815000243162388,-0.6398022438370801,-0.7859779031954658,-0.5730201856275419,-0.7627146011573419,-0.33693864046710875,-0.5371173289526009,-0.04136896645237742,-0.2770039838172691,-0.8732940097985833,-0.7656498030158843,-0.8316656997989783,-0.8102389978723169,-0.8018639212888433,-0.7109099173649891,-0.8019452647483002,0.2647390103693187,0.09686962034647817,-0.17593635780519257,-0.07570319320141106,-0.8560800631188243,-0.8704680325784537,train,0.0,1
1,0.011072928930546455,-0.6095670437789047,-0.7248073893277283,-0.1347734324086748,-0.10897107116231364,-0.09822143590041077,-0.14582215197595105,-0.9297941294347006,-0.40151422695951433,-0.554560583395662,-0.40511626511147014,-0.588423435726007,-0.8700232705326783,-0.8720840984386994,-0.6972126226975299,-0.7958898008525799,0.08404238704788769,-0.48394032901590045,-0.9681426551184851,-0.37115850941669615,-0.39864075769904816,-0.6579123665442705,-0.7944306792345306,-0.7414160937984355,-0.7410994856801038,-0.3346481065912881,-0.5784462172579438,0.07386475167021955,-0.1775817198555677,-0.9459371179530752,-0.7974773371786523,-0.8674810234394801,-0.8518004681959948,-0.5301301740147235,-0.7003598021124311,-0.8263426275667879,0.2544130119715148,0.08509857441076407,-0.26771273045007304,-0.23299340903398247,-0.8285952163875289,-0.8517941537261964,train,0.3843416370106762,1
2,0.01072116407777235,-0.5327592459331815,-0.7599874537175574,-0.11123595424752619,-0.3171996930667399,-0.18526289372023252,-0.17148541158013253,-0.9038984014420515,-0.6701252634580327,-0.5492744951383695,-0.4985738491441014,-0.655953393990967,-0.8698030334894313,-0.8224923165609284,-0.8158944817779549,-0.6169805518440752,-0.0025421817067033947,-0.532915348179013,-0.8825078622421418,-0.39623534551989015,-0.3782192417037812,-0.6431807196221262,-0.7341820257047846,-0.587243121022593,-0.8076823299531113,-0.4196767629182485,-0.4782343963585044,0.13536238953886914,0.06734970088777104,-0.8091869918168165,-0.7176701264744081,-0.8793998390192723,-0.8384275909784036,-0.5136951789738571,-0.7843163217693755,-0.8697462399560469,0.2717053734562501,0.06289497278162692,-0.23777087009318154,-0.2941538286363038,-0.7795501111535217,-0.836384753716624,train,0.7686832740213524,1
3,0.019526261603868944,-0.6769195586619984,-0.7779812743129288,-0.1564901530146129,-0.03682380827494014,-0.1864605067520987,-0.15484213353333576,-0.8941384481359135,-0.5240098485419886,-0.6729880329094989,-0.5319277339597952,-0.5571345701110303,-0.9141625605644725,-0.8245455517016915,-0.7794738711118965,-0.7480329155267118,-0.0809420243748663,-0.6036753867017826,-0.8065496272042866,-0.4230792697616639,-0.5090037468891808,-0.5241403288586619,-0.8171284909591258,-0.5831950547947705,-0.8739967492474092,-0.4768377419775791,-0.42200337100714524,0.26495433646443156,0.1630222677056885,-0.7896871140452707,-0.8572083855937841,-0.871035157282702,-0.7616989805792516,-0.6012289703203316,-0.7000593297946607,-0.8597022869308428,0.22399413278560287,0.42856015611167264,-0.06951971770863052,-0.27035926868420834,-0.8198187856633159,-0.8103663885988162,train,1.1530249110320285,1
4,-0.12189047446462276,-0.7163984033167154,-0.7284306691711162,-0.19702931672957724,-0.0052779540630462085,-0.3299788720933916,-0.35262569661890386,-0.8621613626134819,-0.7572420930450544,-0.7261480927449514,-0.6213249267603915,-0.6291698361070169,-0.9115327829833832,-0.9261936453343957,-0.7821200843736678,-0.7097516489576043,-0.20357409346205246,-0.6061204033098135,-0.8754297133757287,-0.4567098043036617,-0.37518507119774247,-0.5399709980241343,-0.6849028526307557,-0.6621688153024199,-0.7087052565796186,-0.4942524981191341,-0.41582878412491275,0.21235299323052503,0.04913238235781536,-0.781895217825279,-0.8510946402814406,-0.9013125354218874,-0.8304919491108244,-0.6504536166596884,-0.8107607906232246,-0.7981680516448044,0.3186939939789649,0.2113848571661613,-0.03295875014678229,-0.30496121612649985,-0.7950861238298776,-0.8166742053497391,train,1.5373665480427048,1
5,-0.13720188510512732,-0.6620013834598119,-0.8320204201562516,-0.3460208511847548,-0.21900189824077232,-0.4189404801890728,-0.4660519132824501,-0.8834978884718774,-0.667591037035399,-0.8148635003739717,-0.6287166593881623,-0.6107242575609495,-0.9017186337526142,-0.8686512447333223,-0.8231712682701113,-0.7589764798201522,-0.32868471741004035,-0.7030366162856974,-0.8303423899399983,-0.5120016964463562,-0.36833320919537504,-0.5020411624534655,-0.6536397569265608,-0.6307142466402873,-0.7910007692264968,-0.4692045998975338,-0.4235932144362413,0.09156374757330754,0.025531059182360982,-0.8370746898943662,-0.9253506448089254,-0.9443955783531996,-0.8109749345390299,-0.7044313509336644,-0.6789016059974916,-0.7167776938397086,0.3614070281280791,0.4501422713980846,-0.2125141778014864,-0.26663357728259096,-0.8184023742846345,-0.8262771518497257,train,1.921708185053381,1
6,-0.07806046608490358,-0.6248125532768849,-0.7895072699938349,-0.3458631095033444,-0.09690282629006075,-0.5256808494081986,-0.48386775018670625,-0.8938203184914698,-0.5590250252926914,-0.8279880329094991,-0.6733026498818434,-0.6911426462588566,-0.8897181669003373,-0.9291148095251976,-0.7563021400196406,-0.5858836503997791,-0.436312419381894,-0.7285048841368739,-0.7991804297223871,-0.43706093177325067,-0.44462359535833584,-0.42339662322023686,-0.6642476979625973,-0.15572290804325284,-0.781292395745366,-0.4041070929505556,-0.3867963346588237,0.19568293004115822,-0.10148463589234413,-0.7492345581986926,-0.6685356009812387,-0.9171660943980338,-0.8050848799575591,-0.7145568921657844,-0.6828540579128513,-0.7905964562873431,0.34013920675336806,0.09661385595344296,-0.12490380937045509,-0.4324003509772587,-0.8589717574594813,-0.7832675102339517,train,2.306049822064057,1
7,-0.1694294326617939,-0.5579832068430794,-0.7629942351995327,-0.40469845263253545,-0.16471100832766816,-0.5941117728674661,-0.4759873880728309,-0.879201922842845,-0.6434625307726456,-0.8692744951383695,-0.7399489399462318,-0.7376222538727365,-0.8713073473108881,-0.9539447051470137,-0.7360045539467229,-0.6881455324383364,-0.5087255542765916,-0.8317144597967727,-0.7763455878284475,-0.5630815181829163,-0.3763115336018211,-0.4102185324321803,-0.6042476969876698,-0.3972939953684286,-0.8138902846011428,-0.5823040742496539,-0.4773966507981431,0.04002187847046956,-0.20056703291134625,-0.8079015156611133,-0.7706685002077638,-0.929785632668012,-0.827818588892987,-0.7842972101032302,-0.6810352244352451,-0.800185426825081,0.36207606560344463,0.09835745808897844,-0.27928064005621434,-0.40397171273560584,-0.8567397331818546,-0.825217906230778,train,2.6903914590747333,1
8,-0.16450688628459753,-0.7111004201050916,-0.7262567012650836,-0.4352203887831525,-0.11363138163832787,-0.6246944980052478,-0.5660124758995313,-0.8741838900850043,-0.416947485884152,-0.8623354525056095,-0.8049298222377235,-0.7288599269128937,-0.9359397559445438,-0.991333663664539,-0.732158654009609,-0.8677334521006976,-0.5683308943042404,-0.7869140509837065,-0.7633820210531932,-0.5674587635769615,-0.43560312808979107,-0.36598288713821714,-0.5523388717440418,-0.22970040663007596,-0.7095608500889032,-0.4753380498442443,-0.26879959087101024,0.08358789578299541,-0.2009285187545825,-0.7855172574442709,-0.8059568032755732,-0.9109425950355268,-0.9719505368708452,-0.6548065346486518,-0.6397449569292168,-1.0,0.32096183859073146,0.27863829626171166,-0.4138001203230356,-0.36652405393543286,-0.8348336159257387,-0.8147256849473694,train,3.0747330960854096,1
9,-0.10076876344420593,-0.6190714440307841,-0.8354454110529863,-0.30452615746102074,0.13355719851063763,-0.6003240003978152,-0.5428409542230238,-0.9400800946160986,-0.7307713985282285,-0.9097494390426328,-0.8024776173901955,-0.5427022366279713,-0.9233267410112438,-0.9083136591953521,-0.7873921652455349,-0.6467360183241075,-0.6186770821885321,-0.8775447630653117,-0.6738005188964467,-0.6410751872101594,-0.38491691462092237,-0.3164081646498138,-0.5323138583945222,-0.38545978373844414,-0.6152495565677687,-0.4655814289920954,-0.2827254281912962,0.08108385699859144,-0.22378153175296078,-0.8182181968960869,-0.94198887840031,-0.9080712562286065,-0.8588731914687459,-0.746720084110557,-0.7961063280101514,-0.8106500240368104,0.3788934117481261,0.14540119016976905,-0.3690193608992255,-0.42253718949062724,-0.7949529916488599,-0.8084954579780151,train,3.459074733096086,1
