,AIBL,AIBR,ALA,ASKL,ASKR,AUAR,AVAL,AVAR,AVEL,AVER,AVFR,AWCR,BAGL,BAGR,DA1,DB1,DB2,OLQDL,OLQDR,RIBL,RIBR,RID,RIFR,RIML,RIMR,RIS,RIVL,RIVR,RMDL,RMED,RMER,RMEV,SABD,SABVL,SABVR,SIAVL,SIBDL,SIBVL,SMDDR,SMDVL,SMDVR,URADR,URAVR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.28971141316462357,-0.301936137529013,-0.13128819473340833,-0.4381432432466662,-0.30507498955965073,0.0012440799824377999,-0.3748093449694024,-0.35580506150234487,-0.40486284777997206,-0.32369152205191853,-0.17648926010979082,-0.012143457480946217,-0.5665007347470572,-0.6001713718245152,-0.13559064768519125,-0.3327800032568006,-0.28669972780510006,-0.3429327608113108,-0.08545358238680464,-0.2683468701377365,-0.2718793863159741,-0.20809523295137677,-0.2610446272187042,-0.4417498861213044,-0.4940863595945253,-0.2503789294307345,-0.43457219622131715,-0.5111921277057467,-0.15621408363844508,-0.07836305114413213,-0.3862211330390656,-0.1517905344202407,-0.25610881593993307,-0.25301090368531726,-0.3597038217048527,0.054906001512475884,-0.2425281150018123,-0.23655156814851125,-0.45322450102730694,-0.49529614453230925,-0.4179520509246963,-0.45208959382488084,-0.46606295273323617,-0.503618358415099,-0.5293832830449444,-0.08084749480184782,-0.13233981892814203,-0.24355976820402378,-0.1186072521550686,-0.31314956418319856,-0.27563905275655076,-0.29132854906812067,train,0.0,1
1,-0.4351379421446741,-0.4684033282713172,-0.16176786206207383,-0.5760810593984836,-0.4499932858404071,-0.022648749343311972,-0.5420158899059422,-0.5323947797306408,-0.5822890498737583,-0.4738687048879285,-0.21949869229484592,-0.046383204078579404,-0.7234035040265699,-0.7308401689817552,-0.17960072076017347,-0.42065034527183925,-0.3540450551195987,-0.49597172527056377,-0.12563402205887195,-0.33317054345794556,-0.32083955843232026,-0.26073741787364835,-0.3849337510869757,-0.6693417110236332,-0.6581261168348262,-0.22359989203270036,-0.5603105422051108,-0.644521679300027,-0.17659000182532564,-0.0766159372696215,-0.4646560143375835,-0.1438313567958606,-0.33379091167375896,-0.33352560238074574,-0.4934665945705449,0.07073680969575344,-0.3664129934001893,-0.31854368459779403,-0.6053724943202505,-0.6006151746145085,-0.5276371793291658,-0.6132282956002026,-0.5711329901409034,-0.6381136040348931,-0.6701851322107246,-0.11162522903840691,-0.18452470687036254,-0.404532752201836,-0.16995806414042786,-0.4701084853700487,-0.3712565426612013,-0.3200350642128037,train,0.4572396274343776,1
2,-0.50315402970818,-0.5510251371433041,-0.1677699466521017,-0.6167927567378291,-0.5160226232828673,-0.024841496218829737,-0.6029632200516389,-0.6175393462495069,-0.6737039356142733,-0.5697325310811001,-0.23720055277855023,-0.05854536913265293,-0.7936841609949119,-0.7828016747799038,-0.19813392877340974,-0.4727878836926529,-0.3813922924333066,-0.5903188549797704,-0.1526957137756841,-0.3676646701839039,-0.3525906855916753,-0.30009738942199693,-0.45686625040857065,-0.7913383491947431,-0.7392850053451512,-0.22863801728187075,-0.6311227309492444,-0.6944272153921796,-0.2052168537243131,-0.06359809386868705,-0.49749341002846326,-0.1336034941175043,-0.36792014995673195,-0.36111246389515306,-0.5654510927196088,0.08879513653022084,-0.4460789050407469,-0.3452744873302883,-0.6821601031573943,-0.6575703507989783,-0.5822350414984877,-0.7071183991160584,-0.6207252146507402,-0.7023020381495044,-0.7306355787951504,-0.12098173061087283,-0.21058361292780542,-0.4898602383210492,-0.19176992638101054,-0.5406166699895343,-0.41141579978554393,-0.3606270738843457,train,0.9144792548687553,1
3,-0.5497859033040366,-0.6061539374787638,-0.1777698967258752,-0.6131494390644333,-0.5385742725711916,-0.02917932384341134,-0.654946094420287,-0.6737652468621622,-0.7287880363614365,-0.6190423967409084,-0.2488798623491471,-0.05354433812654337,-0.8286923256073571,-0.7996982271192432,-0.19918634741872193,-0.5062823020313854,-0.38839021289325115,-0.6386744396508636,-0.15655047931946897,-0.3867878745981421,-0.3559419028048308,-0.3105375126197991,-0.48411803917124074,-0.8386467294968386,-0.7757386514846741,-0.22472022971912628,-0.6594464194430725,-0.7141670372784923,-0.21122861012396243,-0.06711414933719288,-0.511852361974356,-0.12311930745864064,-0.3998137681049815,-0.3765300900822472,-0.6007919738839028,0.09893705157551705,-0.4768809883648232,-0.36073432577730064,-0.7244376848227132,-0.6868796538903742,-0.6127534676317955,-0.7661713066096015,-0.6464620157985462,-0.7097626390663871,-0.7576852630259271,-0.14049798435952432,-0.2222003708630652,-0.531956858069035,-0.20546413387287632,-0.5727798370775941,-0.43273090378520235,-0.38054233410788485,train,1.371718882303133,1
4,-0.5680986316818847,-0.6333370273818121,-0.17872787530601525,-0.6253762836343308,-0.5570574697202417,-0.023777916474421124,-0.6795926729662931,-0.7043806057333794,-0.7576058275832964,-0.6550658044934996,-0.2516308395236919,-0.05019332911325347,-0.8525451066184572,-0.8208146400190403,-0.2062025140176198,-0.5157948831010519,-0.39893815634344,-0.6749152927185754,-0.15927033663028123,-0.4066223702669476,-0.3674435110079607,-0.32691780971688555,-0.5175599281009186,-0.8786667316256147,-0.802716466049946,-0.22757748795778526,-0.6848494164176613,-0.7276292538217173,-0.2206325184275686,-0.059290393675860066,-0.5187142288134552,-0.12320364587573046,-0.4141103667196536,-0.3849115518911313,-0.6229884320937243,0.09587612366187492,-0.48957611758093234,-0.36160399082457007,-0.7535299953820619,-0.7082507442985415,-0.6348713492608495,-0.8015161656830602,-0.6679770636977052,-0.7318573100102476,-0.7722434463515473,-0.14126864995079025,-0.22942165939831127,-0.556676058252367,-0.21096323750576876,-0.5919817856478419,-0.43875418114251374,-0.3908520705754509,train,1.8289585097375105,1
5,-0.580345192645191,-0.6459271600130235,-0.18610085648928804,-0.6302515762833151,-0.5635915705297376,-0.020322066787448897,-0.6942502150590003,-0.7186340047030978,-0.7827050605500043,-0.6736556506873139,-0.25338186337422275,-0.053027769810914824,-0.8664779805419998,-0.8337421288238993,-0.21435841939182207,-0.5241185737595433,-0.40321600697893983,-0.6922003740926185,-0.1671095405228221,-0.41152469438121686,-0.36404325173043334,-0.34072729514763245,-0.5276629365485295,-0.8970167344190766,-0.8112768422382853,-0.21940544922788316,-0.6917366867489105,-0.7244895479847118,-0.22130290953600812,-0.06220137957723247,-0.5284025514796918,-0.11812788338542396,-0.42602903735659126,-0.3747757984925946,-0.6319255825687354,0.09208838399043018,-0.4932892082716128,-0.36808848159295926,-0.7642703701652412,-0.719654341802362,-0.6455880645912927,-0.8250894196590821,-0.6759047632990671,-0.7389944739948409,-0.7795613993286247,-0.1394598425804805,-0.2378524214850336,-0.5663431633104145,-0.21679280657615657,-0.6043557681653737,-0.4383419277395652,-0.39399009829388076,train,2.2861981371718882,1
6,-0.5999916358098172,-0.6581341833222544,-0.1803898464821997,-0.6322440505130724,-0.5684345199736767,-0.01735469665798657,-0.6964328780429404,-0.7408545519141058,-0.7972154190271171,-0.6963065822327277,-0.25656456366939484,-0.05886796731874906,-0.8769929721326698,-0.8372691382704298,-0.21002282149794232,-0.5300594652837354,-0.4072877442819693,-0.7153487617214661,-0.1661650192947458,-0.41331485694302844,-0.3702294900219586,-0.34320747132037505,-0.5426064750184384,-0.9162981353048164,-0.8225047164294064,-0.21877563155516383,-0.697030659078054,-0.7337900836101937,-0.22601285666765314,-0.058204339287747674,-0.5258648053126428,-0.11819716104371565,-0.4332774311508515,-0.38959413869628834,-0.6532989719759424,0.09492981701222067,-0.49943035750778875,-0.3678158837051196,-0.7668965326757872,-0.7179070156753031,-0.6577276942165641,-0.8401219664614235,-0.6861388467498841,-0.7517352096281428,-0.7880912503332146,-0.14214952828354444,-0.24869674091212557,-0.5831370112538431,-0.21623730546977776,-0.6161450763176518,-0.4324515951164631,-0.39792072131291956,train,2.743437764606266,1
7,-0.6123763549631133,-0.6647090879187528,-0.17891903648086754,-0.6240927335487296,-0.5690773602375393,-0.021862300611589475,-0.7108727826417732,-0.7443065698533228,-0.8082038326477853,-0.6905322177120898,-0.2525501675138824,-0.06208455888396508,-0.8846253659162692,-0.834056532672495,-0.20608295604395954,-0.5343436095022168,-0.40854625966036223,-0.7117082058224857,-0.1724642677611586,-0.4191168988944586,-0.3548709543162482,-0.33506321952510265,-0.5421666703899657,-0.9251780865112924,-0.8252758278809972,-0.20872703670335857,-0.7000411162752391,-0.7342817310427359,-0.21793576583786922,-0.06353135153598967,-0.5266343778960955,-0.1161488206343901,-0.43779785124643844,-0.3953330210246859,-0.6598398576284736,0.10119010646068653,-0.510214036245884,-0.37053142147637225,-0.7729582207185497,-0.7216709969708649,-0.6481927972042644,-0.8405506885156466,-0.6813345727504944,-0.7396368765452472,-0.7907932746038792,-0.14664563718499557,-0.24814926038530505,-0.5852639264242632,-0.2202540786312069,-0.6162962964173361,-0.4394673390697298,-0.40776899101713243,train,3.2006773920406433,1
8,-0.6142717409084182,-0.6720810526008256,-0.1731997695007202,-0.6281409942254014,-0.5715336378551552,-0.014601858555303215,-0.7064366444193176,-0.741050675800325,-0.8210295057327281,-0.7013710859730147,-0.2511682575789917,-0.06202715572317091,-0.8904931403709131,-0.8407286694434759,-0.2097854066502715,-0.5299813244536141,-0.4097598156818759,-0.7110237316171176,-0.18360270307381674,-0.4198004812717321,-0.3711360651670713,-0.3430975646547151,-0.5484078061974977,-0.9445788865681045,-0.8362011485813267,-0.20918051377271965,-0.7064003139259081,-0.7209930254116917,-0.21571446422101634,-0.05977508503419415,-0.534962368401392,-0.11850853894150246,-0.4393648951412308,-0.3867735679292144,-0.6581586975704121,0.10125148721330486,-0.5122701636037317,-0.36625171405186224,-0.7722818250474623,-0.7368081150271938,-0.6558409085744754,-0.8394167125298537,-0.6869453277376159,-0.7390852645565756,-0.79186286312507,-0.14912337010870105,-0.24111165660232553,-0.5857640452175624,-0.21648406608589357,-0.6242024891408939,-0.4438693888343546,-0.4102403307862126,train,3.657917019475021,1
9,-0.6180653356739603,-0.6771519765407914,-0.18325217165375485,-0.6227685624232181,-0.5663531428390562,-0.0171768556793475,-0.7129749888348016,-0.7436974579280369,-0.8163374258066469,-0.7064460271103794,-0.25627719787881126,-0.06364307913311937,-0.8868336682204576,-0.8384380573407588,-0.20969929999933065,-0.5305588927963723,-0.4054309114763002,-0.7127143500904255,-0.18401237620372685,-0.41760204273257584,-0.36343839063535976,-0.3456782005726533,-0.5497810775901584,-0.935422142889924,-0.8313544502040805,-0.19882017690705148,-0.7052630356842831,-0.7211829862647327,-0.21370705324700245,-0.06998304646510592,-0.534770963287944,-0.12041105289058018,-0.44389960170645604,-0.379830711150826,-0.6601373175362178,0.0919775503848572,-0.5056542379436235,-0.36361089392047347,-0.7684959109054598,-0.7316766216327819,-0.6579011362817904,-0.8439061817211652,-0.6831684614232921,-0.7343885220379155,-0.7869693457194346,-0.14813867950567605,-0.24866582195505726,-0.5840370258731638,-0.2187073764698588,-0.6202075759780805,-0.4319801004481505,-0.412384415638451,train,4.115156646909399,1
