,AIBL,AIBR,ALA,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGR,RIBL,RID,RIML,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDVL,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.37811026565779216,0.45353538501477975,0.2683225007133212,0.9555830483245602,0.7002270518850228,-0.722108958825523,-0.7572489192711318,-0.1751060052314366,-0.6270286805833062,0.006104135508330444,-0.9167176470077795,-0.7391124050659135,0.4782431362723927,-0.18857656492518104,-0.46227193907451214,-0.13545424694745412,-0.8682542236278935,-0.813201380530201,-0.6688543129926721,-0.4097366774329809,-0.7079061139774099,-0.3285273631205332,-0.1591957325297363,-0.20125667105943357,-0.28361842968828344,-0.6051266874281143,train,0.0,1
1,0.3732341391464715,0.4705441202094739,-0.09613318445191854,0.9949429675507087,0.9056353550192798,-0.7511218135184221,-0.8431918741876983,-0.23322364354636504,-0.6006112240064794,-0.2550693888908214,-0.9424854977199855,-0.7542885891938089,0.5879198134763073,-0.23908786660767323,-0.3129182428906393,-0.15048953534984788,-0.8656221243598339,-0.814546196819141,-0.6724594979752836,-0.47353621136448476,-0.7167499505235646,-0.37469437240863945,-0.20977756054163,0.05483434900895756,-0.1943858902411495,-0.40646250496055103,train,0.6441119063109955,1
2,0.4846701622517713,0.3841089546183404,0.17622135623198787,1.0,0.9858679258741637,-0.7680033995882045,-0.8017603174691053,-0.08205953887819128,-0.6320165969619909,0.3325797363569971,-0.9158339877618256,-0.5695398807685601,0.8169735765402923,-0.21939395513608406,-0.42824993069520456,-0.4085395117509374,-0.9347230373177684,-0.734989638088341,-0.7323779301533073,-0.4043465219897958,-0.6715733295504593,-0.33512363508127474,-0.0991637864915107,-0.024808210833388133,-0.11829110553267974,-0.5542835619110396,train,1.288223812621991,1
3,0.3522904504560185,0.340280277130096,0.18453105196328679,0.9952578584601472,0.9822090692307625,-0.7636577950230432,-0.8519401566089441,-0.184437347514385,-0.6375822813747505,0.0076519077597299034,-0.9502446333248005,-0.5213052347923872,0.7692132201667452,-0.23092122811940863,-0.34886979214114466,-0.34136174469882996,-0.9030920764964845,-0.7808243088681127,-0.7493752447557191,-0.41893953887274826,-0.7075226884417176,-0.337902948741451,-0.06686058049249366,0.11917260660953621,-0.13651935450830222,-0.5550032621928664,train,1.9323357189329864,1
4,0.33217877021867825,0.3553733085182046,-0.14398330601504228,0.9819074950175377,0.9999999999999999,-0.7806658538682961,-0.8686528466140333,-0.11519551149088347,-0.6551009522447029,0.15982052798163582,-0.9538891853703053,-0.32259292651439786,0.8042015378530729,-0.1985104609913957,-0.2742942319588748,-0.31335340270118905,-0.8162106411892744,-0.7445257241201395,-0.7895630960365002,-0.42015663682104654,-0.719434444899982,-0.2746613677318984,-0.0467822679625608,0.1122121342293605,-0.11203751791158745,-0.5396003309276061,train,2.576447625243982,1
5,0.3173380807799038,0.3262045781001678,0.018330703446712837,0.9794013678254436,0.9178339511900823,-0.8109788486930303,-0.8081426972102482,-0.11945013033088192,-0.5671392606385841,0.26294737574345284,-0.9639594297722299,-0.32058844232427963,0.8290521487062101,-0.1938039007740059,-0.1783031754132134,-0.423787161025598,-0.946277579232743,-0.769240767499695,-0.7392551630530789,-0.4122817053489679,-0.7113423167173185,-0.2301539941169375,0.0003270275355421459,0.14854832407454577,-0.02312540472670943,-0.6461361511505119,train,3.2205595315549775,1
6,0.3403808781419597,0.34759393240399017,0.1663622919909853,0.972678880245037,0.8688390546144164,-0.7861598312347282,-0.824155895791864,-0.0839661541658483,-0.5969628199378523,0.40339466453340855,-0.9372081285080621,-0.5018553214761862,0.873576947464719,-0.18393125706218583,-0.23398545558688566,-0.425822418751181,-0.9025731707020261,-0.7541684477002395,-0.7732871882741953,-0.45943377065391444,-0.7073723894702668,-0.18620221738818088,0.035269489179842184,0.2269021772105202,0.007465099376361861,-0.6523982162194883,train,3.864671437865973,1
7,0.30576463296529943,0.31991632049543506,0.13026510540799485,0.9669321211477775,0.85819037418632,-0.7806607949572775,-0.753403266864502,-0.04426699591298722,-0.4639510981218211,-0.06173698306145814,-0.9431970531193461,-0.3783955515255908,0.8732762594601775,-0.18136654330533653,-0.25785369014278336,-0.47038586059833043,-0.955988505124379,-0.6952340830504937,-0.8038412863680107,-0.4940207521259774,-0.7102700775586077,-0.1409307844008192,0.07325131499353077,0.23160073876143406,0.05400063393474808,-0.6642564554424808,train,4.508783344176968,1
8,0.2822968194532294,0.2892920729191314,0.23476983774532578,0.9695241933357963,0.7852898579903415,-0.7748228116415659,-0.8395544968965155,-0.0009457236530264757,-0.4591729698096425,0.21847935723974787,-0.9586777218078713,-0.6592692291655788,0.8800539639768661,-0.16459217100571866,-0.14093273963457076,-0.48919882788214464,-0.8609352544696843,-0.7829882666302115,-0.8260684118746995,-0.4753474342014007,-0.6781949835692784,-0.13309437056869444,0.16449379338918435,0.3058797546846066,0.12381144441742076,-0.6429613985054449,train,5.152895250487964,1
9,0.2900807154268774,0.327995459452182,0.21998140856729242,0.9475518856801555,0.6324528096972374,-0.9371582073242913,-0.8612396894384459,0.1483633368649453,-0.4373019168630492,0.020607978852910103,-0.9309198299787546,-0.3845935336537415,0.855707668876585,-0.16220250815009452,-0.06660216847251454,-0.45976488392454395,-0.8424832634589813,-0.8063885469595319,-0.8273147427191851,-0.4684953694311528,-0.6496783189364932,0.07545082579987383,0.052068021197357206,0.2599450054727561,0.13190058834766294,-0.5689869714070481,train,5.797007156798959,1
