,AIBL,AIBR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVKR,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RIML,RIMR,RMED,RMEL,RMER,URYDL,URYDR,URYVR,train_test_label,time_in_seconds,tau
0,0.020854295623621254,-0.04567516270226263,-0.06626622678875993,-0.06759029876167863,-0.3779154664774772,-0.14759481734550006,-0.035837828671490136,-0.06522472622248587,-0.09816204484131591,-0.03504145684940328,0.09389959157585892,-0.29112113095122616,-0.33206028571595847,-0.33356991976301664,-0.2460052254084088,-0.10827650606821697,-0.14042038518160868,-0.25471025281866433,-0.31341659929299037,-0.21111215276614462,-0.04012120817602835,-0.10047641328428264,-0.13188903872852054,train,0.0,1
1,0.07525556730438113,0.01954718687227841,-0.03836503134734176,0.012632842740883221,-0.44192552469711466,-0.18595789431405083,0.007756743203854083,-0.07390404960524428,-0.09512380280339794,-0.04231516482166286,0.10938069611149492,-0.3300560309562601,-0.3594469741461036,-0.3907474781092396,-0.29064321006881544,-0.09518791362669898,-0.13683216397617362,-0.30172445160733885,-0.38815536130783457,-0.26172800245324707,-0.011996705056575109,-0.07489115921377906,-0.09246962945023825,train,0.5702764976958525,1
2,0.09582420333179159,0.04000520493162418,-0.0299968324851589,0.03960142572715744,-0.47466546890604855,-0.20913914107854403,0.014773094509890144,-0.08219766607770923,-0.0971957157024291,-0.04029921018144448,0.11641042809436966,-0.34677723704445157,-0.373046162212321,-0.4156013240157893,-0.3098978950118222,-0.097282211539546,-0.14463454123292835,-0.3151479739670224,-0.4156157967753725,-0.2917107054580136,-0.008318204561150455,-0.08022927303193361,-0.07439098953979269,train,1.140552995391705,1
3,0.1108384347060202,0.05697316620765844,-0.01691088096574961,0.06356406399999198,-0.4927528896848128,-0.2267942848123832,0.028042573991596376,-0.08852018325934116,-0.09806212813011,-0.03936995804941152,0.12040315423567302,-0.36404160858215384,-0.38258206169918624,-0.4340464080722485,-0.3287190522889327,-0.09873639201056053,-0.13763930815914283,-0.3261733541957717,-0.43558515204114223,-0.30861825074918325,0.0013446500345774687,-0.07645220873088737,-0.06221467898990041,train,1.7108294930875576,1
4,0.10840311105487707,0.047674640815958375,-0.02077244955586366,0.05812936528692944,-0.5005799969663643,-0.2337621094925611,0.016147237284470844,-0.10096832009629683,-0.0952433833049852,-0.043555022435175075,0.11694574816039599,-0.3731053892379441,-0.3903320465834469,-0.44017352810227334,-0.33529145800280524,-0.11216504092225617,-0.14717764565616703,-0.3278205063228672,-0.44570562012743686,-0.3208937830998394,-0.007551261383766078,-0.08197536577047555,-0.0672066688222693,train,2.28110599078341,1
5,0.1037862688856872,0.04158155012218029,-0.028090442917348836,0.04426803346723407,-0.5084743659871274,-0.2330420235580256,0.002130743109914665,-0.10545428462173609,-0.09656195961544399,-0.04041774049720209,0.10551916305407776,-0.3721690606147569,-0.39605574026518053,-0.44326739761323064,-0.33622757120687596,-0.12488065444323898,-0.16241162784195134,-0.3280370143946627,-0.4462981457457056,-0.3252860963432854,-0.020600858208226915,-0.09226831529314164,-0.07402506390398635,train,2.851382488479263,1
6,0.10164202475393802,0.044173106896637226,-0.026431436604136285,0.05174185816239624,-0.5082415746280629,-0.24257554351502852,0.0073275450737569775,-0.10763330913617086,-0.09439624453519356,-0.04163938427657548,0.11395392493596572,-0.37677345447898647,-0.3974186059603819,-0.44443150908645385,-0.3404279024794009,-0.12470267699416007,-0.16155943743161577,-0.32903506486660106,-0.4479420452240508,-0.3302908300538438,-0.024388044135957916,-0.09672087052824671,-0.07375032686832036,train,3.421658986175115,1
7,0.0930893373455961,0.03761960416676363,-0.031454504615453606,0.04321055477003749,-0.5086076369380796,-0.24221389820137168,-0.001651295014395024,-0.11435545706784497,-0.09433836209884484,-0.04266264978493096,0.11356158716206924,-0.38314819595035454,-0.3983850363616564,-0.4462306596585238,-0.34315443123544065,-0.13242774297294035,-0.16950445781085002,-0.3270272247170345,-0.44738049757368825,-0.3315723847250302,-0.03483711375186707,-0.10295153615487054,-0.08326935107872536,train,3.991935483870968,1
8,0.09742626463695966,0.041626206742430644,-0.02885102629662114,0.04544518680172538,-0.5130731314343562,-0.24335084701321005,-0.0006106703661926116,-0.11568476079180204,-0.09321196090957225,-0.04455786123146796,0.10933697355604217,-0.37895311963232625,-0.40180360408631416,-0.44172330105625995,-0.3448560240775841,-0.13053024151842857,-0.1681470675246711,-0.3270410695565995,-0.4491092590849909,-0.33489065122685446,-0.0350087856162597,-0.1018361526030881,-0.07736301001783942,train,4.56221198156682,1
9,0.1002719822122268,0.04866726440817515,-0.024485985941528718,0.05004509162740603,-0.5125580166489391,-0.2438414689222843,0.0013443334222883463,-0.11293714929548018,-0.09536811279550009,-0.04483166461764851,0.10700247590422779,-0.38048875133329885,-0.40096760818505295,-0.44285300689111223,-0.34088483953056015,-0.1259763688300891,-0.1662956366932521,-0.33220778460945,-0.4531936951629236,-0.33557900366428356,-0.024884259572166008,-0.10417774865627907,-0.0703018768121018,train,5.132488479262673,1
