,epochs,base_train_losses,base_test_losses,train_losses,test_losses,num_train_samples,num_test_samples,centered_train_losses,centered_test_losses
49,50,0.009116888058941425,0.00917410816512815,0.08985157711010294,0.11398981506988834,961,961,0.08073468905116152,0.10481570690476019
50,51,0.006566043645011641,0.0055434609354131255,0.12173195426266656,0.12728634593829716,1608,1608,0.11516591061765492,0.12174288500288404
51,52,0.004623971451623652,0.0034446666949903746,0.11635568191239348,0.10982546420353961,1654,1654,0.11173171046076984,0.10638079750854924
52,53,0.008138860172486452,0.005406737581916294,0.09127608753184065,0.06880193367285709,1534,1534,0.0831372273593542,0.0633951960909408
53,54,0.009781398227174536,0.008330369713612755,0.09396672311198864,0.07745457240816055,1654,1654,0.0841853248848141,0.06912420269454779
54,55,0.004751755774274587,0.001815089347480122,0.1117930364877436,0.15298260679695164,1654,1654,0.10704128071346901,0.15116751744947152
55,56,0.00264821523437188,0.0017882172400276368,0.11041616893941666,0.12720832278402655,1654,1654,0.10776795370504479,0.1254201055439989
56,57,0.006569346557635922,0.005542704400732637,0.1026218600779622,0.11434861152074965,1608,1608,0.09605251352032627,0.10880590712001702
57,58,0.0035801537948725475,0.0014063298591825224,0.10786787201877415,0.12001144263828811,1654,1654,0.10428771822390161,0.11860511277910558
58,59,0.010817371065540968,0.009649926443369837,0.12666795540410475,0.11655467740477848,962,962,0.11585058433856378,0.10690475096140864
59,60,0.00813868381798015,0.0054065169283289095,0.08154317656195798,0.07137417987881613,1534,1534,0.07340449274397783,0.06596766295048721
60,61,0.009781458022542301,0.008329741333336695,0.08759647130993457,0.0789642699491915,1654,1654,0.07781501328739227,0.07063452861585481
61,62,0.0054792212500556735,0.004419879493052476,0.11282916119228155,0.07992437553457227,1521,1521,0.10734993994222587,0.07550449604151979
62,63,0.006571208863106128,0.0055426219168486085,0.0935669144127434,0.1082413194540773,1608,1608,0.08699570554963727,0.1026986975372287
63,64,0.010197402664042439,0.008589098486754317,0.07915552480365684,0.09384141708216462,1654,1654,0.0689581221396144,0.0852523185954103
64,65,0.012307759251628787,0.010385953566547404,0.12894684833838216,0.12064842158743935,1251,1251,0.11663908908675337,0.11026246802089194
65,66,0.011390832614620972,0.009984975336371004,0.08664315611616438,0.09621202541482231,1654,1654,0.07525232350154341,0.0862270500784513
66,67,0.007562052602454279,0.006420861665421969,0.1289217794918671,0.13235344335597743,961,961,0.12135972688941281,0.12593258169055546
67,68,0.010417437922069244,0.009262369105558804,0.13629099425381141,0.10006277334332042,1129,1129,0.12587355633174216,0.09080040423776162
68,69,0.018820058682233874,0.0145154854795868,0.14542282596004832,0.09694371093756557,899,899,0.12660276727781444,0.08242822545797877
69,70,0.009780333669560269,0.008330014572862404,0.08334514354926095,0.07880942948149863,1654,1654,0.07356480987970068,0.07047941490863623
70,71,0.007551478773335103,0.00744617958267462,0.10003919326616156,0.11408414882825195,1055,1055,0.09248771449282646,0.10663796924557734
71,72,0.008785375047941732,0.008463852294518275,0.10122183215349602,0.0926961052959163,1052,1052,0.09243645710555429,0.08423225300139803
72,73,0.009740773569541327,0.010199301157922933,0.07936304480679121,0.08409956636788776,1350,1350,0.06962227123724989,0.07390026520996483
73,74,0.015347524481488427,0.012656079609105475,0.11925606823755225,0.09627485093219412,1136,1136,0.10390854375606381,0.08361877132308865
74,75,0.012243843700246136,0.010299985768007044,0.10815022313022471,0.11070200748763837,1200,1200,0.09590637942997857,0.10040202171963132
75,76,0.004752620389941959,0.0018152464670408873,0.10012054367227213,0.13085083255463595,1654,1654,0.09536792328233018,0.12903558608759505
76,77,0.009479150613007943,0.007809930539103587,0.08093126694853219,0.056539936042513866,1654,1654,0.07145211633552424,0.04873000550341028
77,78,0.0032580453681085985,0.0023459666192118304,0.11722174012981977,0.12746253075274497,1654,1654,0.11396369476171117,0.12511656413353314
78,79,0.00839190202528257,0.007242448256328458,0.09330824652623089,0.08767322922133015,1531,1531,0.08491634450094832,0.0804307809650017
79,80,0.004752117815543819,0.0018154022381477925,0.0848587536997823,0.13181151510863293,1654,1654,0.08010663588423848,0.12999611287048513
80,81,0.018667017378750206,0.014310648653261128,0.1376171311111708,0.08379354778444549,899,899,0.11895011373242059,0.06948289913118436
81,82,0.007556175643054443,0.0064192204684907035,0.1155513044395685,0.12031831982467511,961,961,0.10799512879651406,0.1138990993561844
82,83,0.010971520077736975,0.00954720523407645,0.08432387676096414,0.05740287133534389,1654,1654,0.07335235668322718,0.047855666101267444
83,84,0.005666411516401652,0.005758546197749815,0.1281564152911137,0.1413341025093682,1609,1609,0.12249000377471206,0.13557555631161838
84,85,0.010970247456428281,0.009547134495435585,0.07193306074036811,0.05497407743179087,1654,1654,0.06096281328393983,0.04542694293635528
85,86,0.008391119924164924,0.007242241784759465,0.07489516263494962,0.06972932126623846,1531,1531,0.0665040427107847,0.062487079481478996
86,87,0.009780159560956061,0.008330705418440195,0.08326711480066028,0.0716931882056085,1654,1654,0.07348695523970422,0.0633624827871683
87,88,0.010196054338475785,0.008588177778292932,0.07333271330809873,0.08388443856516108,1654,1654,0.06313665896962295,0.07529626078686814
88,89,0.00756015267648938,0.006419836114521885,0.1103628893810143,0.12371942354115992,961,961,0.10280273670452492,0.11729958742663803
89,90,0.015347393847005212,0.012655451887981796,0.1115802704971127,0.08988640669927314,1136,1136,0.09623287665010748,0.07723095481129134
90,91,0.018780283801257354,0.01437462883321963,0.1257076313579629,0.07640375145934358,899,899,0.10692734755670555,0.06202912262612395
91,92,0.012182374247817464,0.009768727619693112,0.10884573430427148,0.09052326952854957,1151,1151,0.09666336005645401,0.08075454190885646
92,93,0.007190239439138793,0.00562688407932913,0.0948692360572852,0.07513333485257219,1359,1359,0.0876789966181464,0.06950645077324306
93,94,0.006513796661757109,0.004788540980115995,0.11881519177796032,0.11278237723681757,1609,1609,0.11230139511620321,0.10799383625670157
94,95,0.016881521669518142,0.01587030230590702,0.08283836165543265,0.0857634801267687,1051,1051,0.0659568399859145,0.06989317782086167
95,96,0.00813896974133797,0.0054067253074376485,0.08884378427716083,0.06349573519695827,1534,1534,0.08070481453582286,0.05808900988952062
96,97,0.006122565856721784,0.0047337487166767755,0.11152755242368982,0.1057934831192051,1654,1654,0.10540498656696803,0.10105973440252833
97,98,0.005661621792896623,0.005755802468696165,0.10502786012770277,0.1351414361584569,1609,1609,0.09936623833480614,0.12938563368976072
98,99,0.010661178294672528,0.009924513344079752,0.07082911893454667,0.08521026114436574,1482,1482,0.06016794063987414,0.07528574780028599
99,100,0.010658440185382263,0.009916418737540884,0.060878976397666755,0.08033175348968165,1482,1482,0.05022053621228449,0.07041533475214076
