,AIBL,AIBR,ALA,AQR,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,BAGR,IL2DR,OLQDL,OLQVL,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SIBDL,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,URXL,URYDL,URYDR,URYVL,URYVR,VA1,VB2,train_test_label,time_in_seconds,tau
0,0.9877370334290473,0.9291438917841475,-0.4206477713984911,-0.7250190854357,-0.6833646708388796,0.9326538540791968,1.0,-0.7559440616689643,-0.7031800823837627,0.9759523624498826,0.8377559407846431,0.6547860902485784,-0.8120173917248918,-0.654281799877036,0.8194701533987361,0.8275954700581668,-0.5005226754744384,0.9290492177707981,0.9724161949651381,-0.7398792929761306,-0.21922617611360307,-0.7582480091204237,-0.4536789827131381,-0.7457563567721758,-0.6758312538858091,-0.7217892371417229,-0.3217200321441491,-0.7213628072707015,-0.40868085931472964,-0.7065427909677487,-0.6892302448251781,-0.21373675778681478,-0.636839907065298,0.325938487194928,0.8563781144525655,0.9134827032909254,0.9725516240778742,0.8734135132502039,-0.6461890631454377,train,0.0,1
1,0.8709845111344542,0.8978672944605388,-0.4555861161002255,-0.7487869544862319,-0.7464330658039791,0.96830722007407,0.8376686213928789,-0.6842045457806347,-0.6912287728179074,0.9741690191225357,0.8511890150812411,0.554178738426114,-0.8404349000369931,-0.7274474324183604,0.8700942351061907,0.8705461339983657,-0.3562886517208935,0.9357785974115813,0.9235022018049207,-0.7674842967810054,-0.1427619937251665,-0.7971332679787275,-0.4651477901723434,-0.7730870703389636,-0.6193908728042745,-0.7302487208327842,-0.17876821315028635,-0.5595806880518794,-0.3286795933338993,-0.741585430658126,-0.7433211079539465,-0.22838411885590482,-0.6796949232643593,0.2599931198327552,0.9177264078164353,0.9402391112705277,0.8606856423781923,0.9052498888737639,-0.6911079768151076,train,0.3003337041156841,1
2,0.9838311753833414,0.8749741945758227,-0.43533167717951327,-0.7027839010033048,-0.6694035724969865,0.8217133354314653,0.895605847343201,-0.7125231155036531,-0.7509074530647025,0.91888747324364,0.8814215782919617,0.5150481842687701,-0.8141665053832289,-0.6307631194849643,0.9125182215826864,0.7500487069818217,-0.3060514770951758,0.8664935602614721,0.9489470294166779,-0.8054685570391039,-0.018132135360847124,-0.8157073108077209,-0.4564961635324535,-0.6871848391395088,-0.6926250619419385,-0.7252217848870386,-0.3271563633569501,-0.5104876907000941,-0.46420890269713944,-0.7390206729976538,-0.6920461461848912,-0.2901709472881181,-0.6542932007826542,0.22471743664143573,0.986952759154414,0.9184422370515564,0.8477620895985012,0.8395715297024955,-0.6350796563259055,train,0.6006674082313682,1
3,0.8576651223034178,0.9641311032433697,-0.33450248289438655,-0.7461790692800296,-0.6826312178652756,0.8234256295306209,0.9236406017157471,-0.6649747817466745,-0.707584459787135,0.8686820287479756,0.8272396649313625,0.35662616761935173,-0.7687941353607733,-0.6709014541086643,0.6908370625727369,0.7042015535302714,-0.3747648233034656,0.7979815008513631,0.9297376929539055,-0.7689246522660048,-0.0746773767769856,-0.805158859459868,-0.5611361416957454,-0.638637085094493,-0.6984493454517613,-0.7295817177681907,-0.376845327092331,-0.6419074534021039,-0.34801438692606046,-0.6858190312530412,-0.7056265114815474,-0.38115286652616975,-0.6449095606904193,0.20920082830903186,0.8477662213162507,0.9353919015759553,0.7463973608514198,0.8459953997160146,-0.6739349131080956,train,0.9010011123470523,1
4,0.9239575932726644,0.8849797626448643,-0.4252049696684058,-0.7110929578974639,-0.6522264761575585,0.8905100843962467,0.8823228423298858,-0.6707256533092093,-0.6568412023213069,0.8390320140597477,0.7020155412896956,0.4077762235524921,-0.8300320595311942,-0.6994729040148062,0.6167731357712345,0.6858844542995607,-0.3760612118663066,0.8575584235937364,0.8808832502526599,-0.7909658774194303,-0.1982155938654142,-0.8084723036977676,-0.5003384249773971,-0.7667535815031316,-0.7581482040993347,-0.7831165119071268,-0.318806568419974,-0.5908654519330433,-0.4648365281245258,-0.6520983144831702,-0.7689188866444103,-0.1075643163379707,-0.7071021479468822,0.1905900794061981,0.8807700206354598,0.8817459318520282,0.716918933770047,0.8296252515461551,-0.6853512354820567,train,1.2013348164627364,1
5,0.8635219797814454,0.8704044430185836,-0.34086143135939895,-0.7707731329574463,-0.685616668029738,0.8020120492152024,0.6657505266956613,-0.7313313536898205,-0.6609019953492624,0.8710018748596321,0.7296846725284523,0.2721847305478894,-0.8354280071827356,-0.7634850663548978,0.876993479326752,0.8045400340176033,-0.4035169116876166,0.7615150891179001,0.8645996986889678,-0.7602741935247272,-0.09477255296831066,-0.7934585398384234,-0.39668742357022935,-0.7798720392294001,-0.6646991775981836,-0.7606097032774364,-0.2670877849031348,-0.6164764897724583,-0.41435213772239354,-0.701641637807701,-0.7825933775071006,-0.23431954314045822,-0.6682013394101225,0.2795573960131925,0.7601762845124316,0.8612762180654581,0.6722122397707149,0.7883607917689259,-0.6674008668460967,train,1.5016685205784206,1
6,0.8251737312158968,0.8038859615353768,-0.30487504239214946,-0.845755548805886,-0.6940077829000537,0.7260989380689092,0.803884588262478,-0.6053240341883838,-0.7386041366350231,0.8469551227419999,0.7628110725784856,0.2491289953764103,-0.7682247868815972,-0.7989616292041631,0.8352122077903108,0.6655999802672538,-0.5440772440769264,0.7244195351101308,0.8153368001636844,-0.7784510666726822,-0.13651540389717287,-0.8207392175492522,-0.4714516488792474,-0.736579436831898,-0.6402519098614283,-0.7381816248440352,-0.3064419564389148,-0.6255303949928358,-0.5011081835162021,-0.7074913880226816,-0.7045866399975251,-0.1913242221898349,-0.7135309844586196,0.3121893286435684,0.8698137201026821,0.8612441706622478,0.6554661841900242,0.7865415261871156,-0.6549267074086971,train,1.8020022246941045,1
7,0.6759638183219093,0.7870442253344485,-0.37555652816219276,-0.7368979853284,-0.7002189323621841,0.7328514006476706,0.6246789107208813,-0.745320522256724,-0.7289102637310458,0.8293438863630543,0.6684059213969369,0.31676647179300754,-0.795069921992032,-0.692652126753003,0.9048646294737797,0.6673867038875531,-0.35879590855036303,0.7039272676486112,0.8068939049122744,-0.785302624203596,-0.15501929724150576,-0.8099579335644878,-0.39592675564396673,-0.7417229335342808,-0.6580014051944794,-0.7322873436968009,-0.18782876517162206,-0.6766617434095155,-0.47195212572664647,-0.7128188338350997,-0.7488557794790849,-0.39050368812280367,-0.6483330252155057,0.22758862722514883,0.8080228688958109,0.84976331511214,0.5796256958590638,0.7888293672233231,-0.6559871392859473,train,2.1023359288097887,1
8,0.8499097197421227,0.7524327992463982,-0.4202692675253361,-0.7829355226702099,-0.7300799437264003,0.7100345165925158,0.6773361637448486,-0.701778096914766,-0.7361995167259243,0.8133483603544508,0.7382163383161422,0.1657811067579399,-0.7936767965520171,-0.7916968579553005,0.7494870759712835,0.6059002015664227,-0.19005690742664283,0.6895261841862022,0.7250310119984545,-0.762875991268646,-0.03442665928552646,-0.8300614506475682,-0.447672278391698,-0.7378343070564062,-0.7001218738993182,-0.7211684142126711,-0.3556442756841034,-0.6801709251602798,-0.48705440873336825,-0.7016426935788511,-0.8195145092273886,-0.11530900714485615,-0.7044795647700145,0.3053228253744955,0.7174687529176176,0.8372323115929374,0.5094571101025271,0.7620374513385613,-0.6967033152001607,train,2.402669632925473,1
9,0.6354723382433988,0.7588758975109848,-0.46035817395888046,-0.683590304035669,-0.6988518657463099,0.6056019355255599,0.6624522933448692,-0.7415163748281859,-0.6635508669630125,0.7676206504597275,0.5562257431142572,0.21147066048555108,-0.8155309885502793,-0.8217044948057894,0.8245070952866056,0.6180749017568318,-0.4158382725004891,0.6776904021231616,0.7720030513988777,-0.737455114227874,-0.18992774283601066,-0.8089954791217002,-0.5107355626781191,-0.7484941622985284,-0.6183559331698599,-0.7808630776041416,-0.34331808300490163,-0.5671771110398489,-0.5086493282919677,-0.7263649348965194,-0.7837123041252234,-0.29820154715060343,-0.7267287720961302,0.35150747602660104,0.7533422374469352,0.8272693483735181,0.6068883010331105,0.7124453855774815,-0.6754065457123714,train,2.703003337041157,1
