,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,BAGL,BAGR,DB1,DB2,RIBR,RID,RIMR,RIVR,RMEL,RMER,RMEV,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.3421740037918797,-0.3622267298356845,-0.04487799248224341,-0.39847805162065175,-0.4390709147531293,-0.4371479101236089,-0.029246653699680502,-0.07171724252021561,-0.2801525503960126,-0.14852403398410413,-0.09018405692409126,-0.1373168277488957,-0.46176724029622795,-0.37782844121063813,-0.16338638145392442,-0.20917900190148594,-0.178443916649783,-0.36494564223383674,-0.38284280199178955,-0.2834475406901836,-0.24314540004484234,-0.3194447659436733,-0.274022563980301,-0.27512312395310323,-0.1688240140298587,train,0.0,1
1,-0.5161451116003134,-0.5527585123254075,-0.019804464061494872,-0.5964516676901244,-0.5878425149981823,-0.5668982691615188,-0.021374277866723284,-0.11960725304764797,-0.36977023681635846,-0.17629591846643416,-0.03751475894568193,-0.169865546256807,-0.6143050846228204,-0.4827487653746863,-0.12079347348138132,-0.17637399765285622,-0.13837438783402,-0.45402069590767724,-0.4673887433217634,-0.4060894097833604,-0.3891850479822239,-0.40708748755361174,-0.3826969496765903,-0.34328287734156376,-0.19136815791944523,train,0.47311827956989244,1
2,-0.623413477634641,-0.662644954303736,-0.012305297310803792,-0.7203008032435151,-0.6807846736940286,-0.6462382154083399,-0.007869415795289523,-0.14802599483754142,-0.4254789410072415,-0.19700680443151247,-0.001983183240740455,-0.19118722478237826,-0.7067220372383188,-0.54332471068962,-0.09625122731771484,-0.14762890390758227,-0.11400541939385321,-0.5025767988785709,-0.5211755997524903,-0.4817541975593579,-0.48591427688716116,-0.4580404683422571,-0.4488007909320127,-0.39508138404988846,-0.20227220893997336,train,0.9462365591397849,1
3,-0.6798933273464627,-0.7266500513959648,-0.007145698856916419,-0.7962753763624689,-0.7337815140411116,-0.6951740268277231,-0.0010527729665586391,-0.16538449242840816,-0.45963301464710515,-0.2144373975916859,0.015226652945694724,-0.2099029289163642,-0.7636822562042797,-0.5757193322713141,-0.07934122497741106,-0.13116237372030276,-0.096948733297408,-0.5362206300788811,-0.55523552202249,-0.5307377276337445,-0.5429333979346436,-0.49222928101521135,-0.4942356185273859,-0.4274229547112068,-0.20441521704397475,train,1.4193548387096773,1
4,-0.7062187504613061,-0.7637706515146693,-0.0008431075860420578,-0.8496623082512419,-0.7672749398196337,-0.7194819944185971,0.0048658963896075075,-0.17459627664689314,-0.477888955847779,-0.23233447542275454,0.027150136399032715,-0.2233889537161158,-0.8007377088886417,-0.5971622820175029,-0.06880466662903686,-0.1252538871568143,-0.09184374127701114,-0.5626712388057669,-0.5775789353584124,-0.562154421218764,-0.5736992614151687,-0.5182616552701825,-0.5258423999835081,-0.4459463706538814,-0.21155133104676516,train,1.8924731182795698,1
5,-0.7337262783035216,-0.7883430331253832,0.0039036960464280263,-0.8793178494159147,-0.7873955246391202,-0.7375137990914149,0.004161101613334266,-0.18385204111178385,-0.4861582797374039,-0.22878944327254452,0.03761958518261438,-0.2258463613324481,-0.8208612920201672,-0.6092162003226145,-0.05753921352695607,-0.11293625699729751,-0.08247294886132625,-0.567248140377855,-0.5889922391187778,-0.5774311768485398,-0.5942423086985905,-0.523612466189714,-0.5414947861542332,-0.45032292376821087,-0.21212303115672507,train,2.365591397849462,1
6,-0.7403364457101457,-0.7973017223253607,0.0019308547882942312,-0.8977757461613501,-0.7965003378142305,-0.7504495733688441,0.012241315282991286,-0.17990629301913597,-0.4952208239525402,-0.23333699568852,0.04323154659885689,-0.2283964860205787,-0.8339911190045897,-0.6246165752007654,-0.04895484730419136,-0.1083511579524021,-0.07958745387923924,-0.5725210859045147,-0.5962029056642101,-0.5863271759318965,-0.6124494085458352,-0.532128920457418,-0.5524962345314803,-0.4676308523824864,-0.22088948623855004,train,2.8387096774193545,1
7,-0.7485174392385152,-0.8067869958775141,0.008739616071464146,-0.9066151198640613,-0.8065026882280568,-0.7534509709877053,0.006619629335353226,-0.1869864450904065,-0.4937553704114397,-0.23483555845214538,0.04314365563741332,-0.2306095019680469,-0.8343789224913553,-0.6192568272806396,-0.04861561944061682,-0.10356964690096152,-0.07405286913795275,-0.5759053482540998,-0.6006659379009581,-0.5876792648521996,-0.6139400542445032,-0.5321413565659336,-0.5551705433807704,-0.4610492920874021,-0.2170738813781961,train,3.311827956989247,1
8,-0.7526957559398385,-0.8134311336993081,0.011664924462478146,-0.9202746736197637,-0.8085391574490634,-0.7602427110843468,0.013874046860155642,-0.18700501952782722,-0.49347379952233306,-0.2378277019900163,0.05022903281043478,-0.22955121932694458,-0.8400703797505821,-0.6271066569937775,-0.03821839354685869,-0.10221694778578408,-0.07517620715921122,-0.5826145238526211,-0.6026583775621412,-0.5883568376340289,-0.6223387536776295,-0.536450037505165,-0.5597649283486413,-0.4672286422727899,-0.22755047308684512,train,3.7849462365591395,1
9,-0.7429473302779339,-0.812903778173149,-0.000315230683397727,-0.9131256484624167,-0.8014408445777609,-0.7566599360783399,0.00997357689109684,-0.1865611689064433,-0.4976651632917134,-0.2483431064984712,0.037859067049826806,-0.24150032803602908,-0.8491615934262785,-0.6369490997101317,-0.04449748458051164,-0.10632189293510166,-0.09010295964298587,-0.5854531706612873,-0.6099530081698066,-0.5946044411127351,-0.6258372996372639,-0.5397606988301165,-0.569787334174033,-0.4792677484231164,-0.22722370685110893,train,4.258064516129032,1
