,AIBL,AIBR,ALA,ALNL,ALNR,AS10,ASKL,AVAL,AVAR,AVBL,AVBR,AVER,AVFL,AVFR,DA1,DA7,DB1,DB2,DB7,DVA,DVB,DVC,PDA,PHAL,PHAR,RID,RIML,RIMR,RIVR,RMED,RMEL,RMEV,SABVL,SABVR,SIADL,SIADR,SIAVR,SMDDL,SMDVR,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB1,VB11,VD13
0,0.038647352372859274,-0.01845062552412101,0.014359671410460618,-0.03536270519700183,0.023843582509180887,-0.08442016524033388,0.0012512021336770706,0.029894604623425015,-0.06514756879789405,0.044381830738220426,0.0844084178878941,-0.013584046901623438,0.014384671195843794,0.01873149586386843,-0.011372491663400812,-0.04395054590432836,0.04582643700874429,0.007072127226040437,0.01589449760071346,0.007612659682816713,-0.009444278818711061,0.036821144517069776,-0.030648944289553597,-0.032900507476759516,0.0417207266725345,-0.02122070004291473,-0.08549963073611117,-0.024306048466602698,-0.019036975758072935,-0.001903263975030674,-0.02140133964625115,-0.009779961099553668,0.005060828101503803,-0.02623087495205058,0.06418574478014788,0.051116326836242613,-0.027389656179005545,0.017023856449442105,0.001889486539095408,-0.09664425436213522,-0.019432711542763492,0.03130837354688929,-0.05579478845328033,0.02339847574912772,-0.011453460019488063,-0.039066115137710994,-0.03268640755193619,0.05169320070774257,-0.031542028222522445
1,0.04632955455080278,-0.029609830239706376,0.006799445654504848,-0.05436289398148759,0.02145840490618655,-0.11346774486984901,-0.008023554360362714,0.06302097933476426,-0.10146539131054487,0.06677697944951728,0.11547771072171953,-0.03040120133215939,0.0018318984264073508,0.015071381275318887,-0.006383615538961285,-0.04650343939249989,0.04692627627881075,0.018151643121115085,0.04933849227083407,2.402436133692662e-05,-0.013326240236413274,0.04906051170100649,-0.03930438005041,-0.05786782790480503,0.04193547569885219,-0.049789609778703656,-0.10818280359660322,-0.025622790945582674,-0.016147829167203778,0.014569300588425786,0.002179118328067088,-0.020928442253860827,-0.010352292964846445,-0.03178068929853743,0.08488267958165151,0.08090029242473583,-0.05528787443004156,0.045612155158792946,0.03740217931901932,-0.13585552082487837,-0.036986279350921025,0.024798604339089703,-0.08535107968004814,0.05591542446802246,-0.002663546605418246,-0.05145734943763886,-0.03250549228817934,0.043835151552774565,-0.036502336875291086
2,0.03569942316415305,-0.03994374327315797,-0.0015092109799651056,-0.049707690615188635,0.019585606642686215,-0.12690479857206963,0.0004146800893153027,0.04856003451628754,-0.09988058114526714,0.06304893807870562,0.1077449081349326,-0.046919691475570714,0.012792742193950669,0.007053383814951472,-0.007200222214452536,-0.05641269535660951,0.05627439241757382,0.007688671174396479,0.05960637002385704,0.002285673223701516,-0.023874083000003717,0.052627163086632484,-0.03293839102169934,-0.05621401579578817,0.04460691343861334,-0.04744698031705387,-0.11514021503414883,-0.03476282493749836,-0.027806601925985684,0.02002315508313244,-0.004001223220965269,0.0009564087508615862,-0.007351354205800174,-0.04180814998762359,0.09948631051921382,0.06456606416498333,-0.05239008752629708,0.020901321011659674,0.031929837638500554,-0.1522173008186735,-0.043726072950566436,0.045942301984417164,-0.09465714882967123,0.04790963288602758,-0.017854467209012178,-0.03427435970321081,-0.03271545115215052,0.05241068484779196,-0.044976385173780775
3,0.03975512966664042,-0.017926925314862202,-0.010912998951415672,-0.03588381168869639,0.03742937703203292,-0.11403703159920534,-0.0032598450276142355,0.051373012819305966,-0.085643859056614,0.056903114265317946,0.09721743498801755,-0.04356358883236758,0.01317822467691329,-0.009460942674316214,-0.00807375255944236,-0.0540913666110557,0.060304919404045206,0.005125091319205459,0.04620695500221234,-0.005872583719783656,-0.03278181375150561,0.05177186628836597,-0.026394407813799627,-0.05716486657901472,0.05080902246057744,-0.03533570751141224,-0.10556049743845998,-0.02492290105040832,-0.023762068598343466,0.010101566899331492,-0.015373269814312356,-5.520948942896748e-05,-0.006363633938398466,-0.04276048404264865,0.08308970917261728,0.06328793955772262,-0.047688830494984846,0.023182835481675025,0.011914469665255197,-0.14533311458763457,-0.03687653838640635,0.04422605965054648,-0.08026686143067614,0.04551431117300567,-0.024665221113041685,-0.02761847493059401,-0.03819707337561756,0.05696831282333176,-0.040492310977903595
4,0.043809009515613645,-0.01843352077826845,-0.004734198511027104,-0.04353832696736317,0.035254430280810045,-0.10966381932732003,-0.013519339558035741,0.05879318742728182,-0.07882298321397062,0.057966865950361456,0.10318425146072467,-0.035861173173162994,0.010806707487340705,-0.006172850442751962,-0.01631650126213019,-0.05214088643553179,0.05629371150872333,0.009933863059269852,0.04260630579242437,-0.00022981802057039577,-0.027371981551281552,0.045374425432230525,-0.02667977539917379,-0.0516360663198603,0.05110195045986366,-0.039508534664438835,-0.10090117110595143,-0.01705930620207865,-0.017654869740818667,0.004260833658314537,-0.021394551847311667,-0.0012547814304925556,-0.005664151395640765,-0.03864016350540682,0.07953416315884983,0.06381640779606232,-0.044681305431569646,0.02780159227101963,0.008613740708695214,-0.1446990602745547,-0.03584669070265234,0.03064732638110012,-0.08078133680807587,0.04294429286027078,-0.023262222685631103,-0.036035510496924064,-0.040009801713944304,0.05196920412028562,-0.0319244503285844
5,0.04697510346954275,-0.013358607591469113,0.000844697119333832,-0.043421178640670514,0.03485750776092995,-0.10324522325086033,-0.007890205450953567,0.06670906469231444,-0.07861493167474237,0.06438927624030075,0.1003618942638775,-0.03619711053646698,0.010937846334231416,-0.016048003921207477,-0.008644881036086596,-0.05647917592329146,0.05704158192016802,0.010590018299717808,0.03913578604707935,-0.012298941560126477,-0.027740736701670918,0.056910555220704845,-0.025316463164196425,-0.05460180949838341,0.05128903647604893,-0.04195632213021887,-0.10227641773472212,-0.012471871487072574,-0.019217350190281937,0.005426523036355622,-0.012670226656136218,-0.0014518151226902915,-0.0002724656201000524,-0.04259519253622426,0.0740396224660984,0.05427722378766869,-0.045675163891055956,0.02547769290723794,0.0186216930033913,-0.14513767954875312,-0.032466363349429025,0.02737502758439438,-0.08364735306915169,0.04256281661051451,-0.01967080079982071,-0.034043982441646956,-0.03490235316716439,0.046845027154836544,-0.03467938890715512
6,0.06663370173508652,-0.006852106880278744,0.001142135743648581,-0.07044168506922634,0.027484115274533885,-0.13470056686232873,-0.017893191444706143,0.12776588199367958,-0.11376872285666574,0.09612583794731742,0.13098208679597864,-0.038719714233089474,-0.01030380920821927,-0.01814306661557344,0.008825033324115621,-0.0741447390481366,0.058044737523462765,0.0341445760087997,0.07354858163998171,-0.02940395071981776,-0.026494308770293504,0.07319727686949859,-0.03695865328606838,-0.08303533219861081,0.06128555677030722,-0.06624794079872882,-0.1187434599614278,0.006153600864649385,0.0039582913850496546,0.027523299516755497,0.027208775747215638,-0.017469736446635076,-0.028206338848152684,-0.03574236547681325,0.10237925818134648,0.10171579441813836,-0.07144004580181346,0.04692951369037356,0.06129320224776428,-0.18759641479317238,-0.056070098183815045,0.0179868453853772,-0.11942169071951957,0.08885847014289301,0.00161010568595135,-0.047812136661881936,-0.02234769833750012,0.02388677302471891,-0.014762920793858221
7,0.042395362806249726,-0.010981469481378557,-0.01267254560786777,-0.07203653898942247,0.02945285501203035,-0.14031293130903538,-0.028022415962579792,0.1182352509115902,-0.1105632329294402,0.0995655028213879,0.11055063418755703,-0.04764083877718102,0.0023708414835660004,-0.010992572654328604,0.012004206323591622,-0.07315869268182104,0.06584822533921175,0.016957418047099868,0.07594125367675582,-0.020826199078854322,-0.03364242605959794,0.0712508437845782,-0.04231897983952451,-0.07160195877015302,0.05494369665317574,-0.060964291029574166,-0.10774097580645671,0.00748654634978279,-0.0031349478063727714,0.03477062065193072,0.015620750760550065,-0.02311141642437234,-0.027582470099162475,-0.026538313546333417,0.10181729342532629,0.09510704491077149,-0.06874973774075527,0.03465346988134639,0.06638857029376898,-0.19192642281382544,-0.04448372960642321,0.02959556118974253,-0.12318534692922656,0.07241117977358648,-0.003674761502514331,-0.04258832989636211,-0.016039692727948536,-0.00013553409245577012,-0.016794117173178677
8,0.05556215307878196,-0.0016855787515532,-0.023626214669107134,-0.06464389203420848,0.03727654975214243,-0.12795537400618878,-0.023774271074620795,0.10760897790844282,-0.1007253409929085,0.09254645213240419,0.131931756375271,-0.049119614101352196,0.007742088672776402,-0.005492917648229745,0.0054649149054694585,-0.06727850494411064,0.07529589366624355,0.008692262663586015,0.07517054601440087,-0.028925776863156557,-0.041133322066246474,0.08151829292077972,-0.03661153683042576,-0.07162057812722666,0.05607763314165852,-0.06113374722563589,-0.11728842817884155,-0.002508860918571167,-0.011753465707484367,0.015001638965208175,-0.008413889515239133,-0.026262654940353965,-0.024595611555861926,-0.035874040634029346,0.0935586721242835,0.07525264366543666,-0.06769944124663697,0.039485007323556455,0.04366921747173772,-0.18085735566290634,-0.04200354065216559,0.041253264061155745,-0.10755183030162832,0.07288315543837516,-0.011258874081904065,-0.03845475676950148,-0.02965393908043801,0.010098199599123586,-0.020085747274294245
9,0.05372085490864343,-0.0002444922338918822,-0.02472857712603874,-0.06727639912422605,0.0422672792249476,-0.12860228832396242,-0.013446311661014905,0.11482834217625516,-0.10201341642128142,0.08570947065231771,0.1326408518982561,-0.04720989525311015,0.017812625587632233,-0.006610950820666172,0.01374282903858427,-0.06739521976477802,0.07940166691393576,0.021097506477091257,0.07167782222400942,-0.041204519740822274,-0.0432080324619874,0.08882498355998464,-0.03216771542926617,-0.07632284759056618,0.07019932792414826,-0.058666539657688366,-0.10906229425175483,0.0032848665236859162,-0.016113319645641933,0.029447810537577637,0.0032912448655209262,-0.030612715052657793,-0.024224360607390843,-0.03320912543619824,0.08466611350524401,0.08160593658282914,-0.05682640199847583,0.037042684889355054,0.04283154158025295,-0.17713630285181473,-0.05414185187001608,0.05322242292803831,-0.09540088717024663,0.07021249788356329,-0.007460336242653638,-0.02175197648584041,-0.027492990738499246,0.02274035160773145,-0.027416379616527483
