,AIBL,AIBR,ALA,ALNL,AS10,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DA1,DA7,DA9,DB7,DVA,DVB,DVC,PDA,PHAL,PHAR,PLML,PVNL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SABD,SABVL,SABVR,SIADL,SIADR,SIAVL,SIAVR,SMDVL,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB11,VD13,train_test_label,time_in_seconds,tau
976,-0.33604565,-0.45698544,-0.52805525,-0.13328157,-0.6749933,0.5266991,-0.21767966,-0.91949517,-0.9185968,-0.58760136,-0.66672915,-0.66588706,-0.77429867,-0.29024953,-0.5928284,-0.82547426,-0.49475628,-0.82472813,-0.49776253,0.11005016,-0.64564013,-0.035788853,0.32479128,-0.69433856,-0.4443445,-0.18121946,-0.32241243,-0.8776171,-0.70779604,-0.74457127,-0.7843473,-0.7698958,-0.39932436,-0.7178705,-0.8750508,0.22550672,-0.7205001,-0.5852235,-0.11171779,-0.62948155,-0.47346282,-0.13984342,-0.44183153,-0.2840639,-0.77573466,-0.2206988,-0.43296054,-0.521323,-0.6309266,-0.65199035,-0.7460674,-0.4334843,-0.3110395,-0.84432906,train,281.16296,1
977,-0.2799469,-0.40126526,-0.5613456,-0.30685788,-0.6547986,0.5185964,-0.14665641,-0.9242359,-0.9066186,-0.5696658,-0.5909092,-0.6678251,-0.76009244,-0.3988494,-0.64166445,-0.818098,-0.61806816,-0.7781974,-0.59795034,0.114543766,-0.647703,-0.00848716,0.27869883,-0.7330137,-0.45033142,-0.36604497,-0.25020126,-0.89890045,-0.7311058,-0.74540967,-0.7915324,-0.7566764,-0.4063275,-0.75390023,-0.7974877,0.1594077,-0.73000216,-0.5705224,-0.17492756,-0.5261333,-0.5389428,-0.25409412,-0.48856702,-0.2490168,-0.755151,-0.22101142,-0.5811441,-0.54945016,-0.74031353,-0.6688629,-0.6530855,-0.36227065,-0.23598315,-0.8223707,train,281.45105,1
978,-0.23184308,-0.34479007,-0.543997,-0.26240033,-0.7264542,0.5088003,-0.20538089,-0.9220043,-0.9082968,-0.6328252,-0.6422296,-0.6781679,-0.77901906,-0.43241888,-0.70417583,-0.81444323,-0.5559867,-0.9073737,-0.6077498,0.047003347,-0.6690799,-0.0066102035,0.37927175,-0.71346897,-0.60728276,-0.4447604,-0.3775816,-0.94096035,-0.7606003,-0.74509823,-0.80321306,-0.7287317,-0.4071548,-0.7258495,-0.78920627,0.117102176,-0.73284376,-0.5650914,-0.07385608,-0.56358856,-0.50868887,-0.21600336,-0.5455251,-0.23074704,-0.75762707,-0.30914688,-0.6080558,-0.53797793,-0.5972944,-0.7474018,-0.6436689,-0.4095994,-0.29925805,-0.7723952,train,281.73914,1
979,-0.1988526,-0.300991,-0.57961065,-0.3447401,-0.68271077,0.50865275,-0.13370197,-0.90465045,-0.88341665,-0.6484689,-0.6459909,-0.6465578,-0.7777157,-0.4579029,-0.5913761,-0.8243321,-0.733697,-0.9338884,-0.6909612,0.092867434,-0.63240486,0.060471524,0.28196755,-0.70913166,-0.362335,-0.3667168,-0.34979185,-0.95438695,-0.78702366,-0.755667,-0.8123905,-0.7058611,-0.43904135,-0.71834326,-0.7942053,0.05912555,-0.8006821,-0.50625354,-0.19001465,-0.6285449,-0.51994956,-0.22829677,-0.5434063,-0.329342,-0.76374894,-0.28468165,-0.65241766,-0.6533999,-0.54113513,-0.7038401,-0.6347941,-0.3788395,-0.38433352,-0.7874871,train,282.02722,1
980,-0.14251572,-0.25955263,-0.594916,-0.38860723,-0.6544804,0.49706495,-0.15871908,-0.855543,-0.8393899,-0.6726213,-0.7307903,-0.65509784,-0.78100985,-0.44172618,-0.58499724,-0.80763584,-0.60695136,-0.7221532,-0.6763914,-0.023469029,-0.6506134,0.13466118,0.43015307,-0.7305096,-0.5433751,-0.4175339,-0.39764392,-0.94347036,-0.81076205,-0.7442945,-0.7686124,-0.70142984,-0.47318813,-0.72869354,-0.83414626,-0.05098217,-0.7956668,-0.50773656,-0.25022694,-0.6203569,-0.5507122,-0.30204844,-0.5936748,-0.2869089,-0.7676074,-0.29079533,-0.61348087,-0.63052964,-0.5554164,-0.7330723,-0.7210276,-0.26136094,-0.3243657,-0.9074128,train,282.31528,1
981,-0.114435166,-0.22139348,-0.5763679,-0.29639867,-0.6432623,0.486165,-0.19556403,-0.8259071,-0.7737991,-0.69644636,-0.70868945,-0.655974,-0.7836437,-0.51205623,-0.49584442,-0.81752676,-0.5358889,-0.91293806,-0.5724375,0.0765459,-0.6529563,0.21942891,0.29902586,-0.7051049,-0.5925368,-0.39572015,-0.2657516,-0.9772256,-0.8504985,-0.796715,-0.7454639,-0.6402075,-0.4804891,-0.726938,-0.86425734,-0.115239546,-0.82084525,-0.4900826,-0.26494327,-0.73321116,-0.5394151,-0.3565717,-0.6010575,-0.2941459,-0.78532046,-0.26207516,-0.5930037,-0.6733126,-0.5324544,-0.71465874,-0.6163084,-0.355968,-0.34532854,-0.8773521,train,282.60336,1
982,-0.10398514,-0.16687566,-0.5151186,-0.121812694,-0.64763135,0.45188996,-0.12946156,-0.76573855,-0.7037749,-0.6892163,-0.7193493,-0.6187709,-0.7647936,-0.52447623,-0.49183258,-0.8168048,-0.5973123,-0.801465,-0.626337,0.025176654,-0.66742444,0.23271996,0.16721728,-0.71580875,-0.54601634,-0.44705173,-0.344453,-0.9697364,-0.8559348,-0.75600064,-0.69377416,-0.6763421,-0.5022183,-0.7350242,-0.82006025,-0.14095484,-0.8417124,-0.41367856,-0.20739716,-0.59136915,-0.5729363,-0.36995247,-0.6015066,-0.28629646,-0.75799185,-0.47547448,-0.65338266,-0.63705146,-0.53164065,-0.7043066,-0.596601,-0.43073577,-0.5994043,-0.8278045,train,282.89145,1
983,-0.0599859,-0.13254452,-0.57579166,0.10879162,-0.5944026,0.44548312,-0.18791866,-0.70333743,-0.58622426,-0.7088664,-0.74113476,-0.6845183,-0.7729394,-0.5416394,-0.5469374,-0.80840427,-0.55554885,-0.8185897,-0.734993,0.019566083,-0.6696986,0.29233673,0.71454436,-0.7990289,-0.52371067,-0.43919224,-0.3808292,-0.96997947,-0.82276934,-0.83642703,-0.6712965,-0.6224587,-0.47443062,-0.738636,-0.8120012,-0.2024402,-0.86938846,-0.3838288,-0.2805736,-0.63294786,-0.61460096,-0.36998987,-0.61740226,-0.30941907,-0.7604828,-0.21635216,-0.4886453,-0.72707266,-0.4723112,-0.7083044,-0.63108987,-0.45458916,-0.5290721,-0.7653718,train,283.1795,1
984,0.009555412,-0.063170575,-0.6092262,-0.12519267,-0.6572618,0.4433262,-0.1443183,-0.61552685,-0.48048234,-0.7295809,-0.73202,-0.68302023,-0.7583026,-0.5600755,-0.59567803,-0.8175317,-0.56597996,-0.84918034,-0.68697405,-0.01811366,-0.66049606,0.3401538,0.202596,-0.69182104,-0.47214547,-0.52342147,-0.35648888,-0.9614053,-0.8330039,-0.79449004,-0.6106891,-0.53899676,-0.50563186,-0.769586,-0.7792641,-0.24260925,-0.87884045,-0.35355845,-0.1923364,-0.65049815,-0.6328911,-0.36711773,-0.6695166,-0.29477176,-0.77409863,-0.29982305,-0.6160003,-0.7426701,-0.6443615,-0.69580543,-0.64120555,-0.42152187,-0.44818902,-0.808927,train,283.4676,1
985,0.09642746,-0.016962409,-0.642239,-0.27325273,-0.6041519,0.39011958,-0.13900898,-0.5007355,-0.3577252,-0.7265885,-0.7934924,-0.66403,-0.791314,-0.6658124,-0.6971207,-0.8192642,-0.565249,-0.7498032,-0.73829544,0.006847719,-0.63952684,0.37261224,0.29017508,-0.8158122,-0.46602514,-0.41649374,-0.39963856,-0.97014874,-0.8655834,-0.8065568,-0.5488156,-0.5515257,-0.54328495,-0.76255447,-0.8387043,-0.30553496,-0.8777842,-0.2919733,-0.19444494,-0.5878833,-0.64116657,-0.40066904,-0.65335757,-0.28823024,-0.7853552,-0.27767283,-0.6609701,-0.7856557,-0.5314299,-0.71588176,-0.59945,-0.3440387,-0.6139925,-0.86725575,train,283.75568,1
986,0.11982558,0.05216035,-0.61386395,-0.06916653,-0.5878364,0.46919954,-0.18072946,-0.3991445,-0.20601052,-0.7470501,-0.73596954,-0.63144916,-0.7925371,-0.58835524,-0.64721,-0.80699736,-0.5023732,-0.8867962,-0.7471273,-0.006217769,-0.6584338,0.4530388,0.3978695,-0.73782825,-0.5112353,-0.4306135,-0.4657334,-0.9590265,-0.88240916,-0.8111168,-0.4837949,-0.46131724,-0.49734432,-0.7679738,-0.8595609,-0.32339293,-0.9128545,-0.27350786,-0.25661197,-0.5762531,-0.6741827,-0.39438862,-0.63379735,-0.3736159,-0.75078255,-0.26484022,-0.5967946,-0.6796619,-0.5322718,-0.71301275,-0.58756167,-0.42034158,-0.48344418,-0.7693202,train,284.04373,1
987,0.14763094,0.08084725,-0.53757375,-0.16403154,-0.6491554,0.4693268,-0.22475666,-0.28720656,-0.07578638,-0.7739465,-0.7906696,-0.66827565,-0.77231824,-0.7109843,-0.6956993,-0.82485306,-0.45886123,-0.864236,-0.7227163,-0.01298277,-0.65469146,0.47526962,0.29586333,-0.72314054,-0.6286275,-0.5125963,-0.4352533,-0.95020515,-0.86017656,-0.8587276,-0.36651817,-0.42931932,-0.54745144,-0.74488103,-0.79072344,-0.34974712,-0.8808196,-0.24712771,-0.17816028,-0.5170655,-0.6417949,-0.46473402,-0.64783543,-0.36916256,-0.7691072,-0.3787138,-0.62701374,-0.62661076,-0.5042965,-0.73420954,-0.6698174,-0.3632504,-0.5614349,-0.8163804,train,284.33182,1
988,0.19869125,0.15952724,-0.63497263,-0.11089925,-0.60382694,0.51703477,-0.28567433,-0.18401983,0.06075548,-0.78994775,-0.8227259,-0.626524,-0.78333837,-0.5844268,-0.77977824,-0.7975044,-0.55279726,-0.892512,-0.81942093,-0.03461094,-0.6644016,0.5134358,0.2708762,-0.73660696,-0.48381844,-0.6138466,-0.5608938,-0.9575618,-0.890654,-0.8431031,-0.3111282,-0.40077057,-0.54262453,-0.72523963,-0.8266587,-0.4263685,-0.8962426,-0.24800994,-0.03548289,-0.49827832,-0.66280544,-0.4438107,-0.6690297,-0.33330977,-0.7797139,-0.46591097,-0.5137162,-0.6949768,-0.52870655,-0.6821331,-0.6502709,-0.31959885,-0.64892596,-0.80488914,train,284.6199,1
989,0.25135025,0.22129884,-0.6019141,-0.14402069,-0.6117839,0.45387766,-0.29931065,-0.052656844,0.15586717,-0.75944436,-0.8065687,-0.67236453,-0.78729576,-0.61876404,-0.8205217,-0.7942763,-0.5820929,-0.8094293,-0.6626517,0.044842727,-0.66762465,0.54359114,0.3562614,-0.7324055,-0.54319596,-0.52259845,-0.5394995,-0.96396613,-0.89511377,-0.841527,-0.24796657,-0.32596588,-0.5709747,-0.7672932,-0.8367066,-0.53060627,-0.93477434,-0.22853638,-0.044577997,-0.46610758,-0.6902756,-0.35204545,-0.6858727,-0.41195297,-0.77982485,-0.38712373,-0.5722569,-0.58011824,-0.5105853,-0.6460864,-0.6084805,-0.1169516,-0.50263697,-0.8493506,train,284.908,1
990,0.31607443,0.25102562,-0.6101036,-0.15625377,-0.54806083,0.41156155,-0.31104413,0.040388968,0.31108665,-0.7730924,-0.81064117,-0.6247898,-0.77905816,-0.62322164,-0.7775011,-0.8160568,-0.556299,-0.8558424,-0.70359796,-0.021448122,-0.6411939,0.5721028,0.21916358,-0.7419784,-0.56234163,-0.5789108,-0.5151338,-0.96061265,-0.87494284,-0.8202034,-0.17960535,-0.2512564,-0.59227437,-0.73516643,-0.83733803,-0.4664025,-0.89113456,-0.21399556,-0.060671337,-0.3767711,-0.64622194,-0.41659057,-0.6453872,-0.4007235,-0.7760146,-0.41817927,-0.62694234,-0.64773434,-0.5938267,-0.67348015,-0.5423011,-0.25809374,-0.61466604,-0.8693348,train,285.19604,1
991,0.3728151,0.3450915,-0.6438523,0.030781182,-0.55124253,0.4232476,-0.32054803,0.1839811,0.3867818,-0.78682417,-0.8025717,-0.65765923,-0.7819254,-0.68095404,-0.7224489,-0.8121074,-0.4634177,-0.7408554,-0.8303574,-0.04727928,-0.64420485,0.544437,0.15155852,-0.6970927,-0.5150646,-0.5481812,-0.40640742,-0.95751303,-0.88266456,-0.7894728,-0.07258131,-0.18163294,-0.6120189,-0.73730433,-0.7823413,-0.47938672,-0.90827996,-0.16560954,-0.06835491,-0.48790815,-0.60409176,-0.40527746,-0.6864413,-0.35753524,-0.7564222,-0.4267103,-0.54754245,-0.62179816,-0.5474892,-0.65134513,-0.52986604,-0.32899714,-0.6643872,-0.82797784,train,285.48413,1
992,0.42978787,0.38166413,-0.66664416,0.041138835,-0.5827116,0.43788916,-0.285397,0.27904052,0.46841916,-0.78396416,-0.81793654,-0.6196624,-0.77778286,-0.729154,-0.7008349,-0.79385793,-0.46469945,-0.7175914,-0.74788225,-0.08728395,-0.636557,0.5792752,0.43989822,-0.65847576,-0.5991195,-0.5068234,-0.5728231,-0.9403091,-0.8729736,-0.84557,0.029205326,-0.104816474,-0.6264513,-0.7424175,-0.75604504,-0.5370703,-0.95719886,-0.12094999,-0.08773936,-0.35821676,-0.61270267,-0.5072097,-0.64833575,-0.36583063,-0.7680876,-0.33273864,-0.5317538,-0.54648477,-0.5223961,-0.66960067,-0.6059393,-0.4726621,-0.684905,-0.8539358,train,285.77222,1
993,0.43888924,0.40339342,-0.60507613,-0.018255007,-0.5528145,0.49975058,-0.3053376,0.36190537,0.5300647,-0.77015257,-0.8221561,-0.5943638,-0.7770382,-0.6791121,-0.4950071,-0.78722763,-0.42906642,-0.82091475,-0.77512455,-0.03110601,-0.64122105,0.5417635,0.31220847,-0.72217655,-0.5814385,-0.505636,-0.55333036,-0.94577456,-0.8923158,-0.8180142,0.07760542,-0.026598321,-0.6101474,-0.7384361,-0.804232,-0.56818515,-0.9374281,-0.10864598,-0.013313782,-0.4058179,-0.608724,-0.45564562,-0.69657636,-0.48492604,-0.7540899,-0.28994408,-0.42651254,-0.6532416,-0.46836597,-0.60820025,-0.5839288,-0.28728434,-0.76276857,-0.8862794,train,286.06027,1
994,0.46950752,0.47328624,-0.59222627,-0.12713854,-0.52938545,0.55245715,-0.3205138,0.42435074,0.5883321,-0.81204206,-0.83088595,-0.6133746,-0.78779906,-0.66195714,-0.50148064,-0.7967154,-0.39623043,-0.7283479,-0.7089774,-0.05229009,-0.63998353,0.507144,0.2902429,-0.6640164,-0.5857442,-0.5124343,-0.41212857,-0.92158985,-0.9219145,-0.7791077,0.20000169,0.021711025,-0.62192523,-0.71956575,-0.74145275,-0.6387866,-0.9088522,-0.10508872,-0.04652675,-0.38799164,-0.61856586,-0.45080343,-0.6914109,-0.3978388,-0.7669971,-0.28926712,-0.44185898,-0.52766657,-0.508509,-0.63869435,-0.49623644,-0.395209,-0.6989592,-0.8291557,train,286.34836,1
995,0.49561426,0.4960973,-0.6447468,-0.28764808,-0.37818888,0.5189945,-0.23502393,0.46375647,0.59480506,-0.7847488,-0.88833356,-0.620461,-0.7625498,-0.5422417,-0.44543374,-0.8077805,-0.3105402,-0.8056972,-0.7981052,-0.089966856,-0.63932323,0.4204638,0.423385,-0.77452487,-0.6486112,-0.5184514,-0.47508344,-0.9373606,-0.911046,-0.8603629,0.24541214,0.09327483,-0.6200661,-0.6972158,-0.7747503,-0.62433743,-0.91442573,-0.07296082,0.08031166,-0.37797314,-0.60240686,-0.5389808,-0.7138891,-0.51762134,-0.7730653,-0.38930142,-0.37994793,-0.64583045,-0.49213728,-0.6220554,-0.52013826,-0.3211474,-0.7772817,-0.85291976,train,286.63644,1
996,0.55902934,0.50452757,-0.6747994,-0.07065235,-0.5199306,0.5101641,-0.23571593,0.50666726,0.62439513,-0.8005794,-0.8561858,-0.5657762,-0.7253475,-0.42425033,-0.43324548,-0.822851,-0.31433585,-0.7144375,-0.78708684,-0.054938644,-0.63818276,0.4947937,0.18714778,-0.7052944,-0.58561146,-0.49802092,-0.4451421,-0.933176,-0.9163155,-0.7941511,0.29795012,0.12826954,-0.652019,-0.7525356,-0.80932844,-0.6148792,-0.9095221,-0.03538291,0.030253274,-0.37337163,-0.5969065,-0.5516283,-0.7371411,-0.44171673,-0.77530485,-0.30107048,-0.48910287,-0.49614915,-0.5328451,-0.57528937,-0.50160575,-0.25586915,-0.7370654,-0.7876015,train,286.9245,1
997,0.6358015,0.5959472,-0.52869105,0.14875524,-0.36640424,0.64003956,-0.05583547,0.61311597,0.6402386,-0.78108436,-0.8087934,-0.56525695,-0.7061,-0.4482275,-0.535753,-0.7891386,-0.23523532,-0.7166948,-0.8623198,-0.05166381,-0.6423808,0.4878025,0.10435274,-0.72176135,-0.36635038,-0.53905636,-0.48009095,-0.9127521,-0.90183085,-0.7744344,0.37585977,0.28308693,-0.63668096,-0.70172995,-0.70905846,-0.61379504,-0.88130385,0.010960061,0.18328542,-0.3980112,-0.57201356,-0.48809484,-0.6777583,-0.38698927,-0.75570107,-0.23686613,-0.5312476,-0.6407447,-0.44524416,-0.5745498,-0.4684212,-0.1843715,-0.5533378,-0.7855052,train,287.2126,1
998,0.59121454,0.533087,-0.5330806,0.054118246,-0.41185817,0.48892015,-0.117122285,0.6445504,0.6269762,-0.78998184,-0.8932736,-0.538684,-0.7410426,-0.45306876,-0.44839457,-0.78201073,-0.20583235,-0.70980716,-0.6965803,0.06998286,-0.6355397,0.57913876,0.46946836,-0.56989723,-0.39772972,-0.5752824,-0.5183449,-0.90645736,-0.93221426,-0.7890433,0.51789725,0.33361635,-0.62135905,-0.6691628,-0.74128383,-0.62288845,-0.8808351,0.09682982,0.053399764,-0.44800317,-0.36939713,-0.47602457,-0.69373095,-0.19413634,-0.81909597,-0.05866143,-0.61214876,-0.3240593,-0.61230713,-0.5621345,-0.43713096,-0.12707606,-0.7440485,-0.79344934,train,287.50067,1
999,0.6009792,0.5840632,-0.56960344,0.18944749,-0.41556293,0.4468077,-0.0680677,0.63445437,0.71717066,-0.7964545,-0.83311224,-0.5218231,-0.72595054,-0.48966113,-0.46813232,-0.75541836,-0.15642008,-0.776249,-0.7850506,0.033192173,-0.6442255,0.6355439,0.033056032,-0.69309515,-0.43797946,-0.5204837,-0.51500124,-0.8197258,-0.9218323,-0.85095197,0.36371005,0.36811405,-0.66335446,-0.70663434,-0.78942204,-0.63862777,-0.91942954,0.09096812,0.026897393,-0.26824275,-0.59531903,-0.52258974,-0.62132174,-0.34134722,-0.7401752,-0.19787154,-0.42661008,-0.630947,-0.41347563,-0.5217216,-0.52561104,-0.063204326,-0.71129495,-0.82600117,train,287.78876,1
1000,0.5800836,0.6491773,-0.5114645,0.053979654,-0.37163165,0.4276877,-0.007297207,0.6721792,0.6895734,-0.7946776,-0.81542814,-0.5097765,-0.71005535,-0.56700176,-0.5661711,-0.75145364,-0.07097166,-0.8663393,-0.66290724,-0.003090345,-0.65564513,0.50595665,0.11416737,-0.65775585,-0.5391867,-0.5270579,-0.48390365,-0.8527097,-0.93140984,-0.80871016,0.33655682,0.40382895,-0.6734268,-0.7032654,-0.75731725,-0.68599945,-0.9041906,0.09148014,0.05285787,-0.3182953,-0.57118654,-0.5011055,-0.72750807,-0.3714652,-0.7845754,-0.18406144,-0.50905466,-0.63431877,-0.48283207,-0.54047775,-0.38703895,-0.15178312,-0.73455626,-0.8160145,train,288.0768,1
1001,0.6754028,0.6948566,-0.5133573,0.017467022,-0.24393514,0.37732193,-0.028363498,0.7074911,0.77444583,-0.80588,-0.8414502,-0.5197303,-0.6755095,-0.6616146,-0.60170805,-0.7682041,-0.013504789,-0.7434275,-0.83849025,-0.055692293,-0.6626462,0.4216605,0.33256477,-0.57892257,-0.28490672,-0.44556487,-0.38307333,-0.80178297,-0.8830398,-0.7436938,0.43825227,0.5155241,-0.64019847,-0.6918088,-0.7362308,-0.71596783,-0.9207508,0.13829876,0.13261858,-0.18970113,-0.5936871,-0.48157418,-0.65509444,-0.28461093,-0.74161655,-0.33694836,-0.49321952,-0.38477394,-0.4913084,-0.5137323,-0.41341528,-0.052902963,-0.71365714,-0.7940117,train,288.3649,1
1002,0.6357978,0.6481124,-0.63678503,0.10796486,-0.28423873,0.18166713,0.026722573,0.68849856,0.7316839,-0.7903752,-0.8400219,-0.4957669,-0.7192368,-0.7079761,-0.6624655,-0.7680196,-0.19877969,-0.8442518,-0.7242717,-0.16646242,-0.647886,0.26451278,0.13253161,-0.6260156,-0.32061625,-0.5020397,-0.43885046,-0.8229353,-0.93850857,-0.81841034,0.44491097,0.5103725,-0.65117574,-0.7461232,-0.72946054,-0.7858093,-0.89832515,0.19661097,0.1618505,-0.12104174,-0.5999275,-0.5751699,-0.705771,-0.3216273,-0.7799132,-0.21834551,-0.56794506,-0.40115812,-0.40236804,-0.54257977,-0.36792925,-0.01776674,-0.73468924,-0.75587386,train,288.65298,1
1003,0.7662361,0.71871614,-0.52956784,0.15873839,-0.16819909,0.19300303,0.08511254,0.73334295,0.7436611,-0.8038633,-0.83433884,-0.4508271,-0.6710591,-0.70019656,-0.61376965,-0.7338577,0.05644494,-0.74989265,-0.70628166,-0.16652095,-0.63655216,0.18750407,0.27355397,-0.50320435,-0.27081716,-0.40027407,-0.43178204,-0.797674,-0.9280312,-0.7549093,0.50472075,0.6297665,-0.64381385,-0.7152864,-0.7106881,-0.73367596,-0.9052035,0.15849665,0.24049105,-0.17765373,-0.5787702,-0.4632857,-0.6420753,-0.2977623,-0.76518303,-0.13288398,-0.5525087,-0.35921985,-0.41946512,-0.4811409,-0.3687996,0.124327764,-0.65373415,-0.75771946,train,288.94104,1
1004,0.7080626,0.708741,-0.51721054,0.3233781,-0.17982768,0.20563227,0.101857685,0.7697995,0.71776897,-0.7950802,-0.86420584,-0.46860924,-0.68951696,-0.6667104,-0.5729091,-0.75511736,-0.08811436,-0.7722238,-0.7712561,-0.20806949,-0.64406496,0.08471826,0.22539842,-0.42946047,-0.17330307,-0.492374,-0.5147512,-0.8136521,-0.9041704,-0.79038155,0.53089184,0.63986397,-0.6737639,-0.6797301,-0.7204209,-0.7168562,-0.92946696,0.22619316,0.24441777,-0.14061107,-0.47659773,-0.48501223,-0.69703,-0.28152326,-0.7754837,-0.19256587,-0.5307082,-0.3516302,-0.40535852,-0.5294332,-0.37978762,-0.023348255,-0.73193324,-0.7583388,train,289.22913,1
1005,0.72580445,0.74091315,-0.5491816,0.5289552,-0.16451398,0.1669897,0.07619066,0.7774916,0.7370696,-0.79677695,-0.86831534,-0.4722293,-0.6796274,-0.69629014,-0.48984575,-0.74839336,-0.19623508,-0.7721012,-0.7255959,-0.2533881,-0.6329128,0.058773402,0.47031975,-0.43847057,-0.16613223,-0.5177222,-0.43203732,-0.7938902,-0.914454,-0.78942823,0.53992707,0.6933545,-0.6627232,-0.6794417,-0.7667914,-0.7030911,-0.8902429,0.2929988,0.10888225,-0.15055086,-0.5636913,-0.47094104,-0.7157339,-0.36267915,-0.7772328,0.041297343,-0.53270584,-0.27759188,-0.24245101,-0.4442118,-0.38736418,-0.0179686,-0.83004194,-0.69166803,train,289.5172,1
1006,0.68517256,0.75576633,-0.51461196,-0.08843245,-0.116339445,0.095828146,0.087621614,0.7987332,0.7339457,-0.8037009,-0.8717783,-0.46066067,-0.6331822,-0.5487743,-0.45324787,-0.7369293,-0.040852215,-0.8278537,-0.7590608,-0.42813003,-0.91766256,-0.03157099,0.32696468,-0.49038082,-0.06306896,-0.49771452,-0.4243662,-0.83658713,-0.89125675,-0.7908297,0.497115,0.7369171,-0.6779055,-0.6796349,-0.6809433,-0.75639355,-0.93286854,0.3022646,0.27230027,-0.0887233,-0.5848112,-0.49682334,-0.6815042,-0.3618062,-0.79056853,-0.08839203,-0.4887913,-0.30093578,-0.38273543,-0.48766178,-0.39883375,-0.08029855,-0.67276007,-0.63902724,train,289.80527,1
1007,0.7349365,0.7572284,-0.5242906,0.4806767,-0.15731587,0.04851642,0.11411459,0.73189205,0.77109736,-0.76567847,-0.84983927,-0.41073725,-0.6529346,-0.44649428,-0.4825437,-0.7408021,-0.10737189,-0.7829259,-0.70415884,-0.32386646,-0.77592444,-0.1949683,0.10158656,-0.5208542,-0.10508456,-0.547365,-0.36674416,-0.78106517,-0.9137948,-0.715767,0.6218121,0.7138678,-0.6757821,-0.7364494,-0.6416229,-0.7821787,-0.8992567,0.32383916,0.17710994,-0.103429474,-0.65462446,-0.58644545,-0.6348291,-0.34459662,-0.77410454,-0.11426072,-0.3143563,-0.341275,-0.39785188,-0.452263,-0.38072684,-0.03358257,-0.73345757,-0.7432012,train,290.09335,1
1008,0.7264151,0.8031848,-0.58906084,0.35634702,-0.1432523,0.034219917,0.1426316,0.791836,0.71125174,-0.7726193,-0.7957185,-0.44346544,-0.6522348,-0.23412855,-0.4840574,-0.7410345,-0.050049864,-0.65296656,-0.829103,-0.29147217,-0.6921775,-0.18462761,0.25812176,-0.4431408,-0.20969722,-0.5907357,-0.47127664,-0.7980287,-0.83770335,-0.75266963,0.5292694,0.64582145,-0.64038795,-0.73513746,-0.7480783,-0.8021077,-0.94525653,0.3493927,0.24192125,-0.064003736,-0.5565686,-0.5352772,-0.6637967,-0.31446257,-0.7800592,-0.14763442,-0.47364485,-0.5225668,-0.47205377,-0.46442187,-0.39125466,0.09517268,-0.76849574,-0.697214,train,290.38144,1
1009,0.7288165,0.8231228,-0.5479881,0.2802514,-0.089482054,-0.011319287,0.23647332,0.7439645,0.7391256,-0.830736,-0.8476745,-0.37148848,-0.6352972,-0.32922736,-0.5198584,-0.7528344,-0.048751026,-0.74679476,-0.7156016,-0.29542148,-0.6657581,-0.24735188,0.18974282,-0.38010877,-0.101799466,-0.55660415,-0.4598665,-0.77509654,-0.852563,-0.76272583,0.55333483,0.7370952,-0.68022394,-0.70303136,-0.69689834,-0.76501656,-0.9249363,0.38841352,0.26440227,-0.08311314,-0.63792855,-0.557732,-0.7408111,-0.3376659,-0.7679257,-0.21777026,-0.29555064,-0.2786595,-0.41053495,-0.42815372,-0.30883858,0.010253918,-0.83144987,-0.78689975,train,290.66953,1
