,AIBL,AIBR,ALA,ALNL,AS10,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DA1,DA7,DA9,DB7,DVA,DVB,DVC,PDA,PHAL,PHAR,PLML,PVNL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SABD,SABVL,SABVR,SIADL,SIADR,SIAVL,SIAVR,SMDVL,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB11,VD13,train_test_label,time_in_seconds,tau
13,-0.7138846,-0.74873656,0.3723995,-0.1005489,-0.8210369,0.43592817,0.5027849,-0.9438621,-0.91362613,0.5209783,0.5607154,-0.8131464,-0.8141487,-0.078788355,0.11093928,-0.9475599,-0.6787701,0.05756442,-0.39898086,-0.73689175,-0.75111645,-0.58252877,0.6499786,-0.14728338,-0.35997817,0.21790487,0.44160217,-0.51938313,0.39799398,0.18469366,-0.5751319,-0.69280684,0.7378168,-0.25556082,-0.48632556,-0.6232318,-0.36610466,-0.6602113,-0.15047243,-0.15477404,0.03652392,0.32113245,0.123244435,-0.106261574,-0.9254482,0.51121515,0.27483356,-0.122140355,0.024905037,-0.41523275,-0.8674391,0.2835859,-0.18669651,0.48633304,train,3.7449987,1
14,-0.7395255,-0.7490003,0.31892437,-0.22401492,-0.8204771,0.50016385,0.5007362,-0.9411001,-0.9342986,0.47104743,0.49500456,-0.8268891,-0.827487,-0.19107582,0.00020955909,-0.9890167,-0.6766844,0.085129544,-0.2818514,-0.778105,-0.74953145,-0.6482162,0.24552602,-0.26525345,-0.30800992,0.12653048,0.34943473,-0.54291147,0.39899245,0.20432964,-0.6079049,-0.6558331,0.7630832,-0.2951182,-0.4841263,-0.60637146,-0.38425687,-0.67121524,-0.17596824,-0.20668621,-0.12679945,0.25412822,0.09340273,-0.06011613,-0.91073674,0.2771648,0.016482092,-0.17017363,-0.015053928,-0.42217886,-0.87612796,0.0032639904,-0.10884887,0.48946145,train,4.0330753,1
15,-0.7225616,-0.7104613,0.6068381,0.08066421,-0.7171036,0.5276677,0.58394337,-0.9366731,-0.9156547,0.46388707,0.74680007,-0.82639635,-0.8160351,0.07348265,0.14803483,-0.9544013,-0.6134485,0.24989462,-0.32206532,-0.76180005,-0.7344125,-0.6627777,0.47274917,-0.21932426,-0.08607541,0.23443067,0.31453404,-0.566128,0.53764653,0.26946637,-0.5661287,-0.6382837,0.7368758,-0.26543596,-0.3830003,-0.525122,-0.30591387,-0.689016,-0.2716255,-0.07112261,0.014206371,0.5233896,0.0976015,0.07186924,-0.9224371,0.43821734,0.25091782,-0.052361183,0.14714894,-0.41374454,-0.7614466,0.011612784,-0.04815796,0.6490307,train,4.321152,1
16,-0.7228712,-0.74386376,0.3409336,-0.13746157,-0.821169,0.60781,0.5179572,-0.93894863,-0.91047037,0.44203207,0.53472084,-0.84995466,-0.8379382,0.21998689,0.18844558,-0.9735931,-0.6795437,0.0665204,-0.42475492,-0.814829,-0.73697436,-0.61012346,0.30672705,-0.12499139,-0.32926762,0.0912134,0.30429816,-0.5352748,0.43139362,0.2234626,-0.556925,-0.6713145,0.73225826,-0.24280477,-0.49782982,-0.585382,-0.31718194,-0.6527023,-0.18265547,-0.09588943,-0.005461564,0.3717533,0.16339903,-0.05148024,-0.9077939,0.42142427,0.1935496,-0.17343786,-0.038695775,-0.42827737,-0.83354306,0.35542077,-0.07007629,0.46183282,train,4.609229,1
17,-0.74518156,-0.73894686,0.22322042,0.1520789,-0.7994298,0.6198348,0.54413235,-0.9429234,-0.9199083,0.37724927,0.48933607,-0.88474464,-0.8444906,0.5358847,0.278364,-0.95973885,-0.6801402,0.00061226275,-0.35566533,-0.8130379,-0.7567523,-0.61824894,0.452135,-0.08373081,-0.36654964,0.26521838,0.25803837,-0.5505334,0.4361802,0.14019136,-0.5882077,-0.70114607,0.69431937,-0.28814286,-0.47940567,-0.6037793,-0.3148619,-0.6973322,-0.128745,-0.17074817,-0.015217294,0.29856873,0.06854765,-0.023051422,-0.9181481,0.3367603,0.08565301,-0.27563423,-0.014261565,-0.43880454,-0.82668287,-0.014454176,-0.08715033,0.5231829,train,4.897306,1
18,-0.74528325,-0.7659585,0.4103847,0.1562714,-0.8819399,0.78887504,0.44073233,-0.93328,-0.9312582,0.4033717,0.45146644,-0.84688073,-0.8183264,0.956609,0.49165338,-0.9687996,-0.6895685,0.013212146,-0.26397443,-0.7386218,-0.74666643,-0.6111949,0.38364246,-0.061923627,-0.09177136,0.217964,0.3878533,-0.5254201,0.41715345,0.09117364,-0.58484334,-0.6861174,0.7440759,-0.2584332,-0.43231726,-0.54938394,-0.2937687,-0.6384433,-0.16920589,-0.25221172,0.053136062,0.36179078,0.09925371,-0.016472505,-0.9035117,0.46752435,0.22985034,-0.075427406,-0.02141683,-0.42803693,-0.8202747,0.041700706,0.10066192,0.5913986,train,5.185383,1
19,-0.7444699,-0.7710148,0.27316654,-0.02859653,-0.86348176,0.7081768,0.2943623,-0.949133,-0.9195417,0.34132105,0.4758448,-0.84034747,-0.83625174,1.0,0.3835295,-0.9558028,-0.66702056,0.103622496,-0.27258033,-0.7567503,-0.75498617,-0.6200418,0.27466744,-0.03339119,-0.30721748,0.32471392,0.25654125,-0.5278253,0.46462676,0.07532971,-0.60630655,-0.6932629,0.773653,-0.31663528,-0.44063333,-0.5185051,-0.2895242,-0.7232901,-0.24603264,-0.11620941,0.1303845,0.37682068,0.03716479,0.038091443,-0.90131253,0.17688304,0.1792846,-0.110990934,-0.17406988,-0.42606047,-0.9002926,0.0699854,-0.22390842,0.54366696,train,5.4734597,1
20,-0.77436703,-0.79271096,0.12152145,0.021165539,-0.76654094,0.5702796,0.28381792,-0.95212597,-0.9284193,0.35435075,0.46725774,-0.8571725,-0.8450232,0.6949395,0.08914733,-0.9780916,-0.6974916,0.06526686,-0.3923583,-0.7731842,-0.7668027,-0.62774247,0.19900872,-0.06498083,-0.3166273,0.18801999,0.18583138,-0.499079,0.44787127,0.11645227,-0.60782427,-0.71835965,0.73728323,-0.32112244,-0.49012896,-0.500677,-0.31348523,-0.7230576,-0.33594218,-0.23078768,-0.026365407,0.27566612,0.025140062,-0.13888387,-0.919359,0.28288338,0.12827118,-0.19717403,-0.20606796,-0.46864498,-0.90653753,-0.014610933,0.005378935,0.55718213,train,5.7615366,1
21,-0.74431264,-0.76811725,0.39827132,0.23332357,-0.70631546,0.62769103,0.39474526,-0.9422285,-0.92005527,0.44163248,0.64575666,-0.84257084,-0.82347757,0.6513258,0.24644627,-0.9434191,-0.6776141,0.10379269,-0.22637688,-0.70069116,-0.72604406,-0.6207867,0.4788716,-0.013412001,-0.15056364,0.36037543,0.43177515,-0.46080208,0.6730978,0.280972,-0.52861136,-0.6770083,0.85459363,-0.27745458,-0.3038578,-0.4942993,-0.24333897,-0.69429994,-0.28147683,-0.09327231,0.21903771,0.55921966,0.22780813,0.07656535,-0.8877859,0.4761215,0.24837248,-0.10232957,0.14191623,-0.41513342,-0.7304553,0.22277011,0.1456789,0.6624755,train,6.049613,1
22,-0.7561249,-0.81355006,0.21256231,0.27856869,-0.7793761,0.6004896,0.40549394,-0.9373998,-0.9156803,0.41142055,0.52909356,-0.8329428,-0.8268252,0.490223,0.11861443,-0.93070453,-0.6971634,0.09130366,-0.34757894,-0.7231103,-0.74037075,-0.636741,0.323517,0.16190368,-0.49830863,0.38355905,0.5595896,-0.43415433,0.5906336,0.18491763,-0.57248336,-0.68269557,0.8995965,-0.24985786,-0.4441283,-0.4843889,-0.24947385,-0.71027386,-0.2083887,-0.057809476,0.18886606,0.510598,0.14570726,-0.040073838,-0.89868015,0.55518836,0.16203682,0.03770999,0.021941846,-0.3743732,-0.828618,0.21064655,0.041412793,0.69603366,train,6.33769,1
23,-0.7568713,-0.7881422,0.23573,0.33913875,-0.78312093,0.4559443,0.38911366,-0.9362784,-0.9108179,0.33107337,0.4980378,-0.8406754,-0.84114504,0.3190883,-0.022526888,-0.94262254,-0.68693936,0.11809627,-0.26106244,-0.74814314,-0.7565802,-0.6787267,0.38677505,0.09553922,-0.35582927,0.48630357,0.5425339,-0.4565165,0.6063409,0.08225997,-0.6003767,-0.67362195,0.83865243,-0.30494198,-0.41257066,-0.46399587,-0.25681964,-0.7049719,-0.18599209,-0.104267076,0.1782838,0.53869665,0.14723714,0.021592872,-0.919594,0.49130657,0.17841806,0.00032666227,0.043876123,-0.42385742,-0.81352544,0.2814611,-0.002116478,0.66126305,train,6.6257668,1
24,-0.76444614,-0.79447836,0.21398415,0.5531669,-0.76892656,0.4008612,0.3680929,-0.9325773,-0.92494,0.34433126,0.59633964,-0.8160584,-0.79823506,0.40403187,-0.039330713,-0.916939,-0.65772396,0.12218192,-0.2572295,-0.7521365,-0.76949465,-0.6597359,0.4593115,0.051173743,-0.54462236,0.33949202,0.58353114,-0.47086105,0.6196554,0.14536867,-0.54689986,-0.67637193,0.8893497,-0.33321333,-0.5148411,-0.4883043,-0.22243641,-0.54252434,-0.10825355,-0.03662776,0.38918304,0.47831362,0.11482957,-0.19417307,-0.9509576,0.6631469,0.1373799,-0.008012934,-0.019843794,-0.42894542,-0.77385414,0.1917891,0.13519321,0.6074583,train,6.9138436,1
25,-0.7957316,-0.83780164,0.058428425,0.5039799,-0.82094526,0.24746,0.36838853,-0.9433799,-0.9385561,0.30206138,0.45320198,-0.8633318,-0.83238983,0.17227125,-0.27972913,-0.97650313,-0.77316123,0.10918098,-0.32583582,-0.9166677,-0.81381285,-0.6872968,0.48113823,-0.04448967,-0.36317232,0.13216637,0.31040087,-0.5146865,0.49857858,0.054148722,-0.5949187,-0.7225686,0.86503303,-0.41096014,-0.5955072,-0.52394795,-0.23528692,-0.6443077,-0.31017426,-0.23773403,0.30859014,0.47223026,0.08292603,-0.3180718,-0.9435703,0.40389785,0.07211611,-0.15501975,-0.2243286,-0.49210206,-0.8791035,0.039348524,-0.109150685,0.6277319,train,7.2019205,1
