,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,BAGL,BAGR,DB1,DB2,RIBR,RID,RIMR,RIVR,RMEL,RMER,RMEV,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.3014017875077117,-0.41464470145862886,0.01972400470653077,-0.3797702968687994,-0.4368689678811115,-0.37235382190654637,-0.03661028454320343,0.024734540985833144,-0.3392932553738799,-0.32787604842761436,-0.08756979229420149,-0.13299412698104884,-0.4223534401099043,-0.40601274255826425,-0.14745425168077342,-0.1237876953511354,-0.14151220892082006,-0.4133642134609665,-0.34219262766052605,-0.3489826098951435,-0.3302420321005689,-0.32551657662539996,-0.3951126904641904,-0.3580649124898307,-0.20364225232371322,train,0.0,1
1,-0.4633966278096934,-0.5568647798949585,0.022377972723079148,-0.5584252790605552,-0.58534392259518,-0.5257712617115262,-0.04659245664810576,-0.015888914516805915,-0.39243853156146213,-0.34695830133876127,-0.03510716219336049,-0.11279693764171977,-0.5964767952291665,-0.5061396914620753,-0.12503470230617586,-0.1062624892745362,-0.07411937041599412,-0.4853227370089135,-0.43107585667024834,-0.49545512784233725,-0.4406300774909301,-0.40991221990129323,-0.5064805156799758,-0.4011430998886294,-0.19023252567033572,train,0.47311827956989244,1
2,-0.5532971515957932,-0.6268451388074808,0.025490965281651096,-0.6615069762999313,-0.6572470712185821,-0.606681745974829,-0.051249962683738284,-0.035496078391822956,-0.42991518881671953,-0.36277649704157133,-0.0036518533550494447,-0.10911052809641131,-0.693614094959961,-0.5605516733667137,-0.11464065587182352,-0.08579162769265185,-0.039732946124478474,-0.5238201209379528,-0.4796578884439571,-0.5744922853525506,-0.5110690350967917,-0.4614566357169567,-0.564339554454502,-0.4312848101045132,-0.1885297120419483,train,0.9462365591397849,1
3,-0.6120216667819487,-0.6602814989471283,0.024816965791273488,-0.7250993847011897,-0.7105744191453656,-0.6544781599950031,-0.06206681167683556,-0.04804161123743577,-0.45647604103670425,-0.36909732002205464,0.006158848033241904,-0.10642020860642298,-0.7468885705691487,-0.6000231431107879,-0.11233285933731209,-0.07758637949365538,-0.01416773918499567,-0.5482113232840697,-0.5125030492698983,-0.6257222449381571,-0.5526125765992672,-0.49159323644242603,-0.6052811784232095,-0.4550773884665241,-0.18302603943424223,train,1.4193548387096773,1
4,-0.6460022008027696,-0.6781013645780475,0.026156489028673853,-0.761670248107819,-0.7448927269017803,-0.68138641014951,-0.06652979771405973,-0.055490028210981764,-0.47291705632189274,-0.3734557407440951,0.005304430255937187,-0.10236906787995412,-0.7827289257193366,-0.6342938948422745,-0.11540171662852375,-0.07781299270150434,-0.003837476826840547,-0.572044859232444,-0.5352805133379464,-0.6557336240603665,-0.5823678371188835,-0.5084883515150763,-0.6366112002877666,-0.47606505131677357,-0.18537821894454865,train,1.8924731182795698,1
5,-0.668044698973703,-0.6946688450703786,0.021821810644488092,-0.7868861397629014,-0.7630240701762272,-0.7079885998881736,-0.06754479870933822,-0.05667251919903262,-0.4760957522706775,-0.3747968039913757,0.017553987183952235,-0.1083585048268998,-0.8001498831642065,-0.6407928377578406,-0.10164374344631222,-0.06987954725105494,0.01049182068282431,-0.570204915429992,-0.5462261159600841,-0.671628125344962,-0.5959956845847871,-0.5198245116718604,-0.6460656346192858,-0.4761081610840809,-0.18388020391340393,train,2.365591397849462,1
6,-0.6756421233257035,-0.6958002977309368,0.02698992387301722,-0.7996428220927715,-0.7756215533288167,-0.711337781940172,-0.0648385926023412,-0.06295847478800684,-0.48503936900323885,-0.378975152884995,0.016869847394651638,-0.10543725649442269,-0.8107952235224968,-0.655006459082744,-0.10447713728084891,-0.06745537966324276,0.005541187512600215,-0.5807279172877574,-0.5538343285822848,-0.684615540256693,-0.6068130651882604,-0.528488262082953,-0.6540053094657113,-0.48883712589065986,-0.18587715092085572,train,2.8387096774193545,1
7,-0.6895218660764978,-0.7027414309650003,0.02249196224778044,-0.8079960241462022,-0.7849308080168245,-0.7225828558784015,-0.07433862651226836,-0.057877736772376086,-0.4880923764600747,-0.3767340058748214,0.01255965809031323,-0.11306450111426312,-0.8198319619850373,-0.6588895921588692,-0.09803641830070095,-0.06302672081591537,0.012168151056284077,-0.5779525709066432,-0.5601845987363091,-0.6929880762209083,-0.608890920270726,-0.5341361592315296,-0.6637653511955149,-0.4898035015927994,-0.1817690627958304,train,3.311827956989247,1
8,-0.7027648285562946,-0.7144233170852508,0.02441509425834829,-0.817130940745029,-0.7913490341380076,-0.7262776201626411,-0.07194003295505755,-0.06022799523736901,-0.48903035020337926,-0.3782216242721985,0.012393036975848482,-0.11612232976015802,-0.831022296907853,-0.6639499949354827,-0.09227703691602572,-0.06086727764385094,0.015765582140762763,-0.5824859240539207,-0.5657529771846963,-0.7062517032230228,-0.6114242601898897,-0.542601399432066,-0.6667908412828206,-0.4916709250630372,-0.18458874307217435,train,3.7849462365591395,1
9,-0.6922547280576216,-0.6965314722622741,0.03015193633281281,-0.8171549759506552,-0.7898108148400272,-0.7195603581432577,-0.06719409682113506,-0.06373212829374655,-0.49659127046405,-0.386241292543946,0.007954112774196692,-0.11324347117260976,-0.8239073195671182,-0.6752103993712466,-0.10118952445637466,-0.07186505771094834,0.0063189222336746675,-0.5886178608801899,-0.5648407621463309,-0.6963485968568738,-0.6237184303322384,-0.5430397116240567,-0.67051690719534,-0.507160240065265,-0.19324816207642637,train,4.258064516129032,1
