,ADAL,ADEL,AIAL,AIBL,AIBR,AIML,AINL,AIYL,AIZL,ASEL,ASGL,ASGR,ASHL,AUAL,AVAL,AVAR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,AVKL,AVL,AWAL,AWAR,AWBL,AWCL,BAGL,CEPDL,CEPDR,CEPVL,CEPVR,I1L,I3,IL1DR,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2VL,IL2VR,M3L,M3R,M4,MCR,MI,NSML,NSMR,OLLL,OLQDL,OLQDR,OLQVL,OLQVR,RICL,RID,RIH,RIML,RIS,RIVL,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMEL,RMER,RMGL,SMDDL,SMDDR,SMDVL,SMDVR,URBL,URBR,URXL,URXR,URYDL,URYVR,train_test_label,time_in_seconds,tau
0,-0.647287093325948,0.08916143543358857,-0.6810746981478794,-0.15522551112781802,-0.20517359220948905,-0.32841494843709973,0.804463283236448,-0.8203350773916145,-0.1014054893285612,0.054857327523078814,0.5329080430905446,0.44682639397629376,-0.6128029539604213,-0.19540025915609216,-0.7965744433246496,0.0428446751806284,-0.42735564006096594,-0.5661295376737936,-0.48341735168921285,-0.522631822611188,-0.566902380206939,-0.6056925464507108,-0.0496128666242206,-0.5734546855124141,-0.1010272717706906,0.15345227451385202,-0.5734627017805505,-0.7301398187050924,0.5067454957036925,0.7222687890706432,-0.6837095081511076,-0.2516398208178632,-0.32629292662780496,-0.9111424044012356,0.5662703765244499,-0.3303812034833369,-0.0863531161053106,-0.2784395895075681,-0.6424821433032197,0.46031146030818815,-0.7434800873504097,-0.6051284558431013,-0.014265770533826716,-0.6834644250091663,-0.615695092740085,-0.4445296961102583,-0.4528937441038753,-0.9402040924197989,-0.890891800383608,-0.6441458323964515,0.692063105962327,0.2064310478575344,0.3966691124361079,0.3148666727576268,0.4029911742203718,-0.8087345607073688,-0.5267383625926796,-0.6613895978581448,-0.5881158855428124,-0.6411368612574799,0.25932386230537197,-0.45409996920304807,-0.41874028328396884,-0.25870306552827826,0.0812534856405136,-0.5998349655824832,-0.4515013289234675,0.3821836973924204,-0.24180271971729694,-0.07786245115565316,-0.17124099163089945,-0.06482233702154461,-0.568017463769384,-0.3045209560959248,-0.658085678268379,0.13518097654001715,-0.6504212290719713,-0.8047035755808711,0.44583901225164,0.47691184540588694,train,0.0,1
1,-0.6988900026459376,-0.10267290250830907,-0.8043185311446103,-0.29404853729655134,-0.3450359632255149,-0.46670742187102987,0.7494322985529778,-0.8791228296563935,-0.22447100413468157,0.0701978461788555,0.47933973922228645,0.10313598719382688,-0.48252345826655385,-0.24775161740380192,-0.8341856501147559,-0.06871272675614204,-0.5574602691937154,-0.31157665352769337,-0.5567922158475264,-0.5836924726393908,-0.27313510305205946,-0.5090368448871234,-0.11379754154770882,-0.6031393514384435,-0.1851352726216131,0.12659245256405338,-0.5568737402691941,-0.7739639420933853,0.34040500308737953,0.5466834469448574,-0.7656778233080679,-0.4449959444121756,-0.3380189672226608,-0.9068366830389575,0.3240594728487882,-0.45470564128691293,-0.34022682185456365,-0.4109476596307513,-0.374881146086838,-0.036865744618066465,-0.7875996223626858,-0.6415794516813207,-0.35165224397655737,-0.34899723495880663,-0.5159856093583061,-0.605219112683117,-0.32114351364578975,-0.9294367029618978,-0.9317910029581146,-0.7161494814609326,0.5773886718038761,-0.0491585118365685,0.19495758576131283,0.6372325121420754,0.1606912582639839,-0.7018449095837072,-0.4942980951103315,-0.5909383809232603,-0.5710550959799601,-0.6108510146710509,0.12721585186514606,-0.34853202972187014,-0.3578590904280088,-0.2644897268066042,0.03427233921177408,-0.6163059922106167,-0.563524256515554,0.23236016591003494,-0.330026949323035,-0.22952859782082102,-0.25078178103915993,-0.10705447554169756,-0.7209974678163176,-0.3231786493419686,-0.6505737241884157,0.4819238357866211,-0.5788632733977506,-0.6972773467014624,0.40471656059023475,0.2549090383336119,train,0.5954732834361494,1
2,-0.8615015756207006,-0.3659309262565871,-0.8514555282129186,-0.36009991801863284,-0.44486441000232513,-0.7018185463607461,0.587860028380536,-0.8159738617249648,-0.35350394964492127,-0.2764242244787878,0.12127085128482507,0.1866543096160016,-0.673025481383213,-0.31380218275087035,-0.9368410483196642,-0.08431837008805942,-0.7053023466292703,-0.6681253391895194,-0.5034315556262281,-0.6487074872495634,-0.4057981530948236,-0.36637660334339217,-0.1677363423057998,-0.6521891988249764,-0.27409287084531386,0.056061001851936076,-0.5809957568941906,-0.8218095823066999,0.3544410287086499,0.5026268920472212,-0.7221081576440049,-0.10298221639752425,-0.5595556925413501,-0.902193231136728,0.19088533277108488,-0.5113740998270583,-0.32819963262975815,-0.5743032523514074,-0.2182583915055365,0.20185350081225195,-0.7873567192112083,-0.6076138289596952,-0.14766050596928315,-0.5554672438678294,-0.5135797068917701,-0.51364608881563,-0.3385888224824146,-0.9579551888646287,-0.8248108245827857,-0.9341180113167653,0.4284696435125328,-0.1851355256063738,0.022754840516600705,0.5117328613731431,0.14342620254437533,-0.7920889364853276,-0.4326177423710379,-0.6734894190657141,-0.6812921776973018,-0.6042317266517272,0.09738229349715088,-0.4141937970183487,-0.39360847943324706,-0.1578577144694202,-0.09701197433666087,-0.6942722152720281,-0.4104505553796127,0.15793177944331172,-0.35488646878790475,-0.11871869495256582,-0.2250140831970906,-0.14208180338803755,-0.763795676170552,-0.5106434257012886,-0.6747542212562643,0.13979061030645146,-0.7388473598058569,-0.5555672263091527,0.27240481901940106,0.13039982224463564,train,1.2000376607757062,1
3,-0.6925618208738559,-0.47960168404505854,-0.6873835343068465,-0.4269645260621404,-0.5439563140788912,-0.33290204251617483,0.7143589691923438,-0.7785683736897805,-0.4315293541276555,-0.30592399842704965,0.052939222628116234,-0.23931129572894427,-0.7076325708349236,-0.5218896846319974,-0.8840932653432061,-0.15307215007600972,-0.5817594379112314,-0.3246712455551348,-0.6302529897184265,-0.6787058786778353,-0.46646783088504584,-0.5027577619268033,-0.12771446857427904,-0.7607968170208438,-0.551076627994487,-0.28528792550370907,-0.7559699740396318,-0.8725340513140003,0.0331424991619087,0.20139483420632853,-0.750595233540334,-0.6986854677818677,-0.6815960205345548,-0.8723323674286059,0.11172729186563668,-0.5489154081269151,-0.41095945584150717,-0.614362672857379,-0.4180685473720378,0.008915324656821877,-0.8341928893105939,-0.58291985756023,0.14907433941874015,-0.6893519097329481,-0.3955468194854366,-0.38353616779697375,-0.3573551732560012,-0.9320115945780556,-0.9737425089652603,-0.4497885258940364,0.20244148560768505,-0.23760090513303678,-0.14793940222592306,0.24228640838718185,-0.032155316069209405,-0.8785335769395546,-0.41175668975254476,-0.7716955530055475,-0.6780027640751739,-0.632965147707238,-0.09114026002525755,-0.46377632996227436,-0.48466943229075343,-0.10940230819227592,-0.11710236658031281,-0.7867286826281014,-0.44785035025416353,0.1246011702949652,-0.3735357014309586,-0.02593069218391353,-0.5063523596515935,-0.29851853983824594,-0.8080509059134425,-0.5736249783543736,-0.4567842610943351,-0.20734527988160645,-0.6437638682094062,-0.10421534727905879,0.04112362030822303,-0.2193948823367451,train,1.8000564287649468,1
4,-0.7122959885708202,-0.44060710319263485,-0.7360941592354412,-0.6369832237933223,-0.558770818161656,-0.411660610367359,0.47936639340139364,-0.8454967086182743,-0.490441857817868,-0.39654783825322215,-0.2927354139158407,-0.33316846651026477,-0.791984955625962,-0.5411088419325756,-0.7759235252733185,-0.21835384244198464,-0.6177007028111345,-0.42848064399002483,-0.7052308329909606,-0.7488083344599398,-0.42623291681280717,-0.21490259932185274,-0.17840156457447987,-0.6924088433335605,-0.414206262129204,-0.26530047765994214,-0.913531963845955,-0.8889592001674115,-0.20474857222208653,0.31264227205177386,-0.677114065141221,-0.7462789102517744,-0.8053118016726424,-0.876353035261187,0.5529700640927333,-0.49503017172639374,-0.5236133557330932,-0.6077289999065304,-0.43610688008040976,0.1426956553851524,-0.7874074797323072,-0.7424803756172904,0.03720080983496521,-0.7449792059201195,-0.6857569536434486,-0.14236839650688404,-0.5228460026345653,-0.9589019256817423,-0.7717309133970875,-0.6203380403209265,0.06812327110792271,-0.15230387310687754,-0.25030689947507234,0.0020271507551365975,-0.2039915417370013,-0.8133366718555983,-0.33468963162927534,-0.7811181854659884,-0.6739333539304867,-0.6901403695179289,-0.17368674522223926,-0.3749580306355629,-0.49417085779457115,0.1542622232344506,-0.12897002804491975,-0.7365628213062291,-0.3688595494539073,0.1248805327096787,-0.3337407833390511,0.28343451031702793,-0.47844435044929656,-0.2278529115001373,-0.7980097119591196,-0.536235323951648,-0.3194079348452976,-0.04590838189067581,-0.3885093984346293,0.3100522583690606,-0.04616116169356155,0.038397535268537064,train,2.4000754011794925,1
5,-0.7712272597370962,-0.26622469509740965,-0.697695408138942,-0.6985204949002373,-0.6574829920484568,-0.6018741782144084,0.5738522100265546,-0.8739974064081442,-0.4270967481476535,-0.4891585177360591,-0.4722566040175584,-0.5006393443817717,-0.7026836571079381,-0.5568525795662025,-0.79873631743613,-0.1943605994697326,-0.7265637157055265,-0.6719081429444107,-0.755521296992553,-0.7254482081452582,-0.2105314145979562,-0.21222467089734653,-0.09857142141037345,-0.7003250561380078,-0.39275756805331175,-0.21593921110273273,-0.8491547559462854,-0.9343332016030318,-0.3412941192047958,0.693583618673959,-0.49601809667527563,-0.75250731888744,-0.8306449366079338,-0.8800814943040998,0.478469711681087,-0.5292395068140493,-0.5950286571196193,-0.6048159621649085,-0.4053889600940448,0.004374145932597884,-0.7602252479105013,-0.5384012467593317,-0.05260567331808863,-0.8216336041009076,-0.825582548939705,-0.4486208851574609,-0.6223621481838808,-0.9173822307359183,-0.789952912473504,-0.7218678056770489,0.053040425237977695,-0.20495719262270806,-0.28609746200742414,-0.20063103461663911,-0.3345244114156606,-0.689252047434948,-0.14485261274096373,-0.7811132948169727,-0.7203866721201961,-0.7474403742736881,-0.03469561212459893,-0.37613456850005966,-0.5634068516411235,0.16566138182246415,-0.21982577830413952,-0.6814153036779609,-0.4987964220377292,0.23946961914151088,-0.31514909654557965,-0.08234959644795681,-0.35945171139723353,0.08929638765346315,-0.7467385203459492,-0.559083273720032,-0.09142440166984134,-0.32707596556877694,-0.14770781386601128,0.2635487402711658,-0.13820430940152084,-0.3143155629541421,train,3.0000941400649026,1
6,-0.7680750953758435,-0.10932645488125825,-0.6335365792973892,-0.6570702557878908,-0.7509163791419122,-0.7034774009655989,0.4961744871048672,-0.8912949767008266,-0.48136515528016655,-0.4224568053378537,-0.5888657745406075,-0.5756000489462711,-0.8801682995193703,-0.4763414580338974,-0.8403089384807535,-0.27150497447333866,-0.7211195043608083,-0.6627838457783808,-0.7747940318323661,-0.6580327840827281,-0.36466614437093225,-0.4996042218520469,-0.0521928819116142,-0.7030689772384374,-0.500202879152102,-0.18350338436653368,-0.822075476915664,-0.891720044366736,-0.4632190782113833,0.4407423341749017,-0.4177340114095556,-0.8300285681148551,-0.7075979924777689,-0.9596498441435294,0.4875219564345725,-0.5565315526555171,-0.5832211022482876,-0.6450466834479298,-0.5260703631431827,-0.19531136293928864,-0.7560576232740338,-0.626239546252682,-0.30538424933745467,-0.7520915731932852,-0.6671107456516755,-0.37157530779060144,-0.5899675493564598,-0.8962639956994785,-0.8765158679888262,-0.8798737052373032,0.11070798277391436,0.18044322766878018,-0.01245960721221162,-0.2745748102103558,-0.17723886464565108,-0.7173773884589336,-0.11768804169513469,-0.7470624368723239,-0.7403928468457811,-0.719351350102215,0.019910297301753532,-0.2436935482194933,-0.41060383876352247,0.07371864808289996,-0.200372489731524,-0.6585466702818008,-0.567635404067445,0.33733596455512194,-0.3774540085573568,0.04999743701744053,-0.24879493650021045,-0.06553739032102435,-0.7555643716997159,-0.43363964483943307,-0.045306704280895005,-0.31712100618947847,-0.25767218023623983,0.043158284744651665,0.13216537589031296,-0.15887176712518514,train,3.600113016436808,1
7,-0.8037099554105984,-0.6167122185683289,-0.68113998291693,-0.7286326801067099,-0.7040580271786431,-0.282994676086441,0.23104166178921592,-0.9028998402362506,-0.6091007649274294,-0.6444885423500926,-0.6521067590199329,-0.5972080653320181,-0.768889384711083,-0.545902851370041,-0.7525582023058109,-0.25500044004049993,-0.8190219337781157,-0.24876221724769287,-0.8672769143119397,-0.6143813034785731,0.4935964696975028,-0.6693557479470506,0.008377241819315095,-0.7103288899162817,-0.4288456137846308,-0.30243325263317566,-0.7299092543837242,-0.9584775620195484,-0.45988035434302355,0.3916606226385375,-0.3915267081827132,-0.7683239625150164,-0.5804164986116256,-0.9482768413480794,0.30344133017526054,-0.5681275389608097,-0.5267457197004759,-0.6498629190913237,-0.614122999924035,-0.07317784161472574,-0.8499616679454779,-0.624140082422599,-0.16691847756339584,-0.5464210927173383,-0.5122359619301843,-0.48262654598628707,-0.632080958727127,-0.912928913862443,-0.7067195222689281,-0.6836256834920761,0.019607625595154277,0.29270790114712497,0.04823548463966998,0.25287811126245097,-0.050602813129552615,-0.8457655317146286,-0.14802566927154026,-0.5431583314472986,-0.7425962899406909,-0.8407209570646696,-0.027202828116967392,0.09116916179044776,-0.3538358508917103,0.16503652885585418,0.0063114267401511714,-0.6084215445139765,-0.5303872739907056,0.7624435589804741,-0.35602704521797857,-0.017030889415904804,-0.6289784078142122,0.2623654551236996,-0.7892060651568402,-0.7291108712033233,0.6801626583536744,-0.39491656431588695,-0.049326017430803226,-0.49727582149553173,-0.2604424228636857,0.022615596530264126,train,4.200131878256798,1
8,-0.8115528745648005,-0.4237024131706626,-0.7444192119692398,-0.6857191059833893,-0.711939208549104,-0.5400692872893256,0.377528871582715,-0.8090155209118047,-0.48558677694869234,-0.45532361932364473,-0.6353248353063585,-0.7456437268710213,-0.7802935563453858,-0.5843951261904081,-0.8141980647841751,-0.25841059679660794,-0.8958235984934548,-0.2118635784613465,-0.8302750473790652,-0.6724672388141905,0.14212541916627197,-0.699090701534809,0.0036147761428990677,-0.6959113390628291,-0.5341404152800033,-0.4049852375888727,-0.646878121906308,-0.9051083671160752,-0.5502760897139352,0.07202130941338458,0.041174382273253096,-0.6859106136314974,-0.5941971238373887,-0.959792287296635,0.3400399749381071,-0.5825047384007224,-0.5326513095763349,-0.6329360033632413,-0.7480363962404828,-0.5495587488052486,-0.8709398771485253,-0.6882763870151456,-0.17583980083207218,-0.4872979713825132,-0.4844247394963116,-0.6223875402217434,-0.6320297138527211,-0.9103869682995014,-0.8327213649182673,-0.6560578269919721,0.21403994174964414,0.4131536316552782,0.06452927367973293,0.5997880356822307,-0.08439661986883884,-0.7444300337832572,-0.19144294389149707,-0.48054349019211107,-0.7731991532174853,-0.5913270414182289,-0.16447769925030098,0.1263332865982807,-0.28166404537891787,0.08470022831426127,0.07783085322398642,-0.5090966710968148,-0.35807140800510795,0.788743823075472,-0.3647660198796927,-0.1672849365470357,-0.492434287873321,0.4018120804346528,-0.8533943918017047,-0.6202944405856605,0.14931187840108917,-0.45245861236402285,-0.18971360751710087,-0.40242840584669315,0.09884271207643835,0.15668907008447497,train,4.800150649272837,1
9,-0.8181062721218846,-0.49657930072522594,-0.7946314984070242,-0.6363895741790238,-0.722723163788359,-0.45221595716641216,0.434680390778017,-0.9616058313630815,-0.45405659155722167,-0.523234487395418,-0.6987491079345913,-0.7326714045302893,-0.8197646427561649,-0.6676175541811127,-0.8138078047370841,-0.2862528265916753,-0.9067187339212246,-0.349069757175795,-0.9227552090897145,-0.5466528588767322,0.34754356554729493,-0.754916744066736,-0.041345168452378456,-0.7824219581660169,-0.6635772271099247,-0.40483377253355424,-0.48738438301118725,-0.8852055792359194,-0.5288227433661017,-0.21634355823944773,-0.14654486764736507,-0.7030265864490619,-0.44764278556921067,-0.8723821132904938,0.2077573356501221,-0.4865963842354569,-0.5051619231066584,-0.6303297959268424,-0.6371261624570019,-0.017273791233100244,-0.8900937325456326,-0.6556253662596452,-0.1213834879506257,0.6124940671387602,-0.1603805519596051,-0.5762990933633692,-0.07858149858908081,-0.9069008121538804,-0.8123059284979094,-0.7125881910166915,0.28814364645895774,0.4310704030635035,0.19930040648006964,0.8115988457144971,0.26971340152505685,-0.792715643415604,-0.3369820566973679,-0.3955163788812889,-0.7956802746838294,-0.8868842526565065,-0.25119939916541734,0.03737309224522778,-0.07720793923597924,-0.023660190145519566,0.03890555192496992,-0.5045524623936722,-0.24825052740202258,0.737797377858076,-0.4876029244689989,-0.11756934182864875,-0.5455117462984511,0.13998822068534267,-0.8763866873686953,-0.7630707676601193,0.47084035632554677,-0.1840618152672231,-0.3246772613182185,-0.6382970241374326,-0.04467621898976604,0.07259081741819728,train,5.413806302240118,1
