,AIBL,AIBR,ALA,ALNL,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,AWCL,DA1,DA9,DB1,DB2,DB7,DVA,DVC,PDA,PHAL,PHAR,RIBL,RIBR,RID,RIML,RIMR,RIS,RMED,RMEV,SABVL,SABVR,SIADL,SIAVL,SIAVR,SMDDL,SMDDR,SMDVL,SMDVR,URYVL,URYVR,VA1,VA12,VB1,VD13
0,-0.0713925529166228,-0.13540814507669793,-0.08365690658380419,-0.28719864105229076,-0.039912956039147345,-0.044346404171222126,0.08065625539046643,0.050238194422226545,0.023923685556995276,-0.14727532207723484,0.0645963190058905,-0.03515140717935726,0.1090896150090744,-0.03730146571384766,-0.04129081465828899,-0.1227256658211347,-0.39231835132643034,-0.16289905797958704,-0.06315945974821405,0.25517085886322544,-0.053131219102310265,0.14056975029830857,0.4570814659309597,0.0549438263370252,-0.27443432569380527,0.015849793533714834,0.05292476630992638,-0.003009973832962854,0.023824742132856812,-0.010226654000186798,-0.2032158474458618,-0.036143152839365034,0.16142817682235938,0.18846183429564534,0.008001990846552162,-0.050908010580929204,0.18816283163627082,0.07043168542113702,0.16643677094502266,0.08434274830250951,0.033028080196905577,-0.018429610298001928,0.2584967315285262,0.39839768671603404,-0.0003886149078775082,0.32494675099178166,0.1386254282702723,-0.24110229776940964
1,-0.07514159646684487,-0.14197157700515636,-0.09417949389157072,-0.23197467847742342,-0.05542566158764683,-0.04505416304869406,0.07635638492762403,0.05653653574653494,0.024370497024237388,-0.11173806059260621,0.04122667380519826,-0.03900207868524356,0.12082990284487785,-0.032656002579064716,-0.10644188658228645,-0.12899838985581039,-0.3023987630934574,-0.15873342530108558,-0.03118645362653659,0.26365541203158305,-0.05495424911632478,0.11469545624107973,0.43425352915058235,-0.012077995714668083,-0.13852994165262356,-0.007143255839956574,0.05842477154984681,0.021143440479735987,-0.004078445745182346,-0.0038846956311077976,-0.18606981596475278,-0.03564162176028893,0.15459763837065915,0.19728150854939158,-0.04526728966140746,-0.12430823536390251,0.16198801033346594,0.07099492490316289,0.170155722993927,0.08886965650844461,0.023667627222220267,-0.036240052222579235,0.2901074343745192,0.44458652108591745,-0.016299205645072777,0.3168537212093459,0.12230167423238959,-0.22299472916991298
2,-0.09406843649646131,-0.13587627509963196,-0.09984963050778813,-0.2567413530781857,-0.0173934182667483,-0.03149188200935135,0.08906132467129069,0.07363944512626606,0.022435661036736252,-0.15137340664025958,0.05572299371354175,-0.019522699652697983,0.11838642355106324,-0.06973355941329437,-0.06418428447982039,-0.13660931887687397,-0.42073347698183333,-0.15437412623799596,-0.08455964531540698,0.27324970749451843,-0.053101392265263864,0.10351560887513805,0.38872337466849777,0.059774175280896846,-0.31545981173762666,0.01639972097270316,0.06018301613825244,-0.01961560468025013,0.013780356914728203,-0.018963493735941493,-0.17706400438273645,-0.03790634562526467,0.1303312372115528,0.17390910259619732,-0.04402948548188555,-0.08345495149565231,0.15889960375488382,0.07530818552335364,0.1751975670257198,0.09888169674977434,0.045581659003307934,-0.004278597411473642,0.2566532931648228,0.37802233141222874,-0.01750402792853093,0.3039594800443163,0.1604431397196196,-0.27651405632785186
3,-0.07765990883356097,-0.14687827411715249,-0.08532400262968089,-0.2728239521921206,-0.015152909102270785,-0.005314952091532838,0.08415875290706071,0.04712899964109879,0.01898540175115568,-0.12224793035401457,0.032791460212298715,-0.031199013660298525,0.09845576517662348,-0.02631937503022594,-0.08806973867375208,-0.12199007780217434,-0.2981623202930498,-0.12962116054480022,-0.02070614834600508,0.25025621040762297,-0.06090279971485099,0.10805511916361807,0.47686732957331224,-0.05045182289696103,-0.20138018370547395,-0.019122545833094303,0.061045807438047314,0.024093748040634938,-0.0011498176988787578,-0.016285370725945707,-0.1595404447208313,-0.04286562339721256,0.1228497529830917,0.1833957806012345,-0.0401220232237437,-0.09199713822706165,0.18260857982834514,0.03724779831034716,0.17944196290499453,0.08990916399912079,0.035292172251371906,-0.013140146383825047,0.24748600259329293,0.38821879325054987,-0.036472595611313066,0.32117140745684297,0.14277824306667602,-0.21931715394070192
4,-0.06720651178772459,-0.15047883551880376,-0.0805283510983054,-0.28611435110092887,-0.05939297033492209,-0.028684776346091526,0.07464321109147141,0.06995650556708442,0.0203755807683078,-0.11402368043757029,0.02410125875635051,-0.03125081684112607,0.07232699873456576,-0.05227917166043042,-0.15217843338869286,-0.14135510161884854,-0.2598844399871321,-0.10494291680960978,-0.020084134271343673,0.27388558615636316,-0.07496984768272584,0.10683883268334923,0.4521673099356545,-0.028883218410161185,-0.30121136672049464,-0.027772122025203714,0.05689284980751474,0.02045702526883862,0.010621144606384914,-0.00016880721787032723,-0.16398522949018093,-0.023095550179019476,0.12842013851419767,0.1441850984993544,-0.006784264736092838,-0.13850123101387035,0.1612795768684457,0.07116495334301615,0.18463733462869328,0.07881082127650234,0.03078075473874685,-0.003421689447826226,0.24782203708007713,0.3919085880557772,-0.0429754668027536,0.32586599724231763,0.12557900313376208,-0.20556995726161936
5,-0.059760590126481446,-0.1399077317327027,-0.08539699206036884,-0.18057773027975543,-0.009086523596440622,0.010131584993644681,0.08862992517933041,0.05768300204424464,0.01685059589221149,-0.12438665475770583,0.05008919412683313,-0.023990559347923268,0.061526334606782064,0.009214596755823312,-0.09643850090972358,-0.12851381230268877,-0.28443079013100675,-0.11917641631153023,-0.033741352547076754,0.28180283068947143,-0.0696900893931071,0.11559353238053359,0.3228619769507307,-0.004473351022015723,-0.21526847954856856,0.005505027957663028,0.07312385639215441,0.05199516039493678,0.02020992370322805,-0.043541272028687794,-0.13710654841813127,-0.05265175822896921,0.12455739996772944,0.1664396398076774,0.016776313168374482,-0.07076714133692917,0.20404124472478516,0.051137759980447436,0.1716953708953983,0.09171569655695559,0.035388455492393764,0.004385242537435413,0.2410785186171317,0.3866533293853308,-0.02608574297763695,0.35308404798800913,0.14700659881316103,-0.24491804049052618
6,-0.05464869265840704,-0.1560925620659798,-0.0704444685603287,-0.20596963151489972,-0.004435194319138757,-0.037096478749488015,0.0796132976049545,0.05638179437581026,0.01598945955273219,-0.13270606335267993,0.03840094496442527,0.002635269889488076,0.07211850449706259,-0.018731296180038548,-0.10214153690014102,-0.13354813646501468,-0.34475285451953736,-0.11170741761849812,-0.00860000792321397,0.2599424121789656,-0.07912037252963072,0.12027367025680688,0.39395526015646287,0.035270722504162105,-0.2871752666250027,-0.021618806713908797,0.06647643198955643,0.006593268272186285,0.01250134463634113,-0.022004102370154936,-0.11804086492203025,-0.07491557634462329,0.1334669502611955,0.1811281132740107,-0.00639200078083009,-0.10035814681117047,0.17885142870729093,0.026090181752270295,0.16304617288437848,0.1112449625480725,0.05252831529490366,0.0006854779152724172,0.21286930350954925,0.3307762645698599,-0.031480633829635424,0.34057185490335895,0.13666105607458626,-0.19274510351243482
7,-0.04934640622247934,-0.13515569909958317,-0.07210176700378741,-0.1900389463256117,-0.023860544754659315,-0.020813816972797775,0.09997939071599383,0.059508463401549416,0.03208360129515431,-0.11702293203462787,0.02941921683568187,0.013740260752227625,0.11282332129703039,-0.07649452071077623,-0.12174939147632854,-0.1440369461207159,-0.2843735170421242,-0.08635677919912599,-0.014803520889255753,0.23765842776117452,-0.049586218590679895,0.10580768235910326,0.4003053746888741,0.0002975775806843828,-0.2269138955016147,-0.013033442047909266,0.0523693229762162,0.03615963440397066,0.02555654820866149,-0.018734696897610363,-0.1199388046078822,-0.04065195766140858,0.11432695958221693,0.17089172949007592,0.011818233596059116,-0.09971029040653676,0.19528483256800003,0.021451705545950016,0.1817373439836385,0.09250028762349108,0.04305246813114308,0.005562197773398579,0.21196230634642227,0.4103796439946538,-0.02645534577838843,0.33732454987727895,0.1202622604636166,-0.2305074697752941
8,-0.034483222147253474,-0.13370984735004132,-0.07385121348841828,-0.23742450131913295,-0.021717988270953593,0.005992593126616681,0.08044098336716787,0.0461233350544587,0.0064954556411915415,-0.1111252879913209,0.02752982929207519,0.01653258940133552,0.09658817092857297,-0.11168611727969675,-0.11562785291118577,-0.13705000451261606,-0.29643115977666934,-0.09925791350880785,-0.0002973708592001606,0.23334919754181765,-0.047343151096603336,0.12408578785570122,0.4772232890728415,0.044666717441096376,-0.3267144946417862,-0.035427475457492016,0.0325026290922585,0.046439410027364625,0.02125407322502801,-0.021486136114872233,-0.1255123006103666,-0.03773715782833544,0.10844680706335916,0.16633157553618844,0.026829751112166025,-0.0758587729460624,0.20759396873278188,0.04560362051961674,0.20585307298668912,0.09168608657540372,0.046243369942317106,-0.011223155427896654,0.1838274266385172,0.3830745461969521,-0.059088683403963234,0.32619293879003847,0.13017845932653824,-0.20309843571841163
9,-0.040564757502801245,-0.1360135451191336,-0.059423184187125166,-0.266795029059347,-0.02538177404392413,-0.014257157431750083,0.05785894146125768,0.04409312443510371,-0.010344937291130611,-0.0959822009436754,0.0019924671732146487,0.005178595868951301,0.1488028438607841,-0.09212460859166835,-0.0911819816386458,-0.13361211963850503,-0.2528584164794286,-0.04820570682523967,0.017468179418351812,0.24702175396735299,-0.04854219569449259,0.11279146962207451,0.41329589894417346,0.08563199647178826,-0.31801674006319836,-0.04369362058063793,0.04104691442937791,0.03954173888710326,0.006775005166060305,-0.016628307563342118,-0.13911239873466757,0.003453353390328262,0.09390327866285639,0.2089235911748758,-0.0027202631935106386,-0.09624184421982972,0.18857148189391137,0.05008247653293097,0.18747209504524504,0.10603775862247437,0.05470142522860666,0.009166626388480176,0.21084659812465623,0.3544967090007726,-0.03520754921096556,0.33626262738284235,0.12656481286478533,-0.18738684495991434
