,AIBL,AIBR,ALA,AQR,ASKL,AVAL,AVAR,AVEL,AVER,AVFL,AWCL,BAGL,BAGR,DB2,IL2DR,OLQDR,RIBL,RIBR,RIGL,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABD,SABVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.003642677634592431,-0.021827523723211232,-0.09435522837472968,-0.05407456858572821,-0.2461022422455499,-0.041572233350275115,-0.14916414455832275,-0.06640502201605183,-0.1170739204312759,-0.15824896335576338,-0.16140075633303713,-0.5547478145895444,-0.5488003401350905,-0.3778875789019276,-0.3479150634074784,-0.0954626326410774,-0.34542784938911686,-0.315098982403965,-0.06154253921990362,-0.13829285943624872,-0.19115210703886248,-0.45671444710047093,-0.30880164388211057,-0.4460403583519128,-0.23103279614964667,-0.4577098934720316,-0.43356775340938153,-0.3750027880893556,-0.15734692587737245,-0.17427522441650084,-0.27652440657811894,-0.3661646284147245,-0.3867482959619951,-0.44356585980511115,-0.359808785491431,-0.3070692730821438,-0.29068181696559653,-0.3050783929395833,-0.36827125068528105,-0.40305613952222075,-0.45202542827795,-0.0812387695564596,-0.17434487442368912,-0.20285708181885354,-0.11574104622089368,-0.3884805222709164,-0.421287527032449,train,0.0,1
1,0.06393092419449233,0.004851147411582674,-0.12054644482530733,-0.058865826222221876,-0.2943142752036158,0.01783766057672835,-0.1660430971676155,-0.016057656415430277,-0.12049237480915972,-0.15978795720373845,-0.20185908067699013,-0.7084997553736424,-0.6779851926762535,-0.5182061584914467,-0.4513076061974502,-0.1550497969056285,-0.44376458578615585,-0.42753336727110836,-0.12107335324959634,-0.16349614433018422,-0.17950115285657925,-0.5835438041637384,-0.3782098358121344,-0.5422611956319034,-0.36461140454813595,-0.5971339901652041,-0.5635650582068744,-0.5100411409502104,-0.1602916756001979,-0.20531553771983085,-0.30991962388331973,-0.4740088739111222,-0.5299447928949713,-0.5389047637359214,-0.4457065559680172,-0.412530319984559,-0.33587656755601053,-0.3704896743569458,-0.4286892458835596,-0.48038865250717666,-0.5568693545614081,-0.1061687274432272,-0.22187997472825105,-0.32305236658168324,-0.1478879808372855,-0.5494699183735439,-0.5131083770852551,train,0.5702217529039071,1
2,0.09926773509672356,0.03926024028633528,-0.14243770380521642,-0.057526110362196646,-0.3131041899556021,0.05053275647265705,-0.16013018351263394,0.016892759546551436,-0.10494049229438644,-0.1633303018793974,-0.22629654513334005,-0.7860023816033628,-0.7567876997462953,-0.592869832236226,-0.5222051234821812,-0.1739816351393748,-0.5123191951801762,-0.47933273381223085,-0.13781445304315892,-0.17750611304865674,-0.1649212730908213,-0.65206840899279,-0.4109940864997611,-0.5923457134870244,-0.4509114605706007,-0.6838180300052817,-0.6304456130198468,-0.5914406487503727,-0.16035035265201353,-0.21091780081318617,-0.32348399039565057,-0.5410217088784789,-0.6099641132353297,-0.5891701323295424,-0.4799623011286167,-0.46403501116616097,-0.3514960272857839,-0.38913271025264373,-0.46319080316584993,-0.5347076089556253,-0.6152066331433523,-0.1216353171500651,-0.2540600044655977,-0.3854187721329927,-0.17119657577435482,-0.6273510666432768,-0.5724508690131458,train,1.1404435058078142,1
3,0.13917923302970248,0.07004647703547594,-0.17725140183708343,-0.05999789674820943,-0.32619803114976986,0.08616848750699023,-0.14641834878356658,0.06480011955338923,-0.06626048038633832,-0.1475237979524861,-0.2318896972257355,-0.8225582030503386,-0.8083309849426727,-0.641697533624024,-0.5659300109097709,-0.18154205919818298,-0.5709114018591501,-0.5168440146266416,-0.13993841820731862,-0.15992949769777684,-0.13954175634079272,-0.7060865304462454,-0.43324327855500677,-0.6263930936990056,-0.5166748753048601,-0.7421992000003114,-0.6735567126427975,-0.6437052210421809,-0.14448636465668868,-0.21798928878001372,-0.3212763089133306,-0.5652896389806745,-0.6629716424449263,-0.6144258801574011,-0.5050174293016033,-0.4776010027234653,-0.3555596010679105,-0.37823465683841395,-0.46834962700749383,-0.5437609554147411,-0.6456190308243144,-0.12164058201491425,-0.268127330591754,-0.41503896674663154,-0.18389223795924967,-0.6721663747040665,-0.6173521839983354,train,1.7106652587117213,1
4,0.15773119090516619,0.0885865659350352,-0.1905126624705396,-0.06477736417177532,-0.3055175836348649,0.10957929803990667,-0.11772918741526077,0.09048629673483934,-0.02885538753890427,-0.13803175712003518,-0.23460501835243325,-0.8321928438712345,-0.8187870171001324,-0.669166266944121,-0.5840416470434162,-0.1953360923082036,-0.59570836861334,-0.5394674573884047,-0.13725772451331275,-0.13967754916338726,-0.11018201704400307,-0.7164454317338789,-0.4388519013979152,-0.6268321237503239,-0.5552997402761959,-0.7795005166314446,-0.6976885686560509,-0.6738602790250292,-0.13560912942811335,-0.20851858357458214,-0.3154989660471409,-0.5825942261846011,-0.6815306404753013,-0.6208474658091678,-0.5060959173808842,-0.48432863812941673,-0.344777354680827,-0.3637225604836552,-0.4629550568639244,-0.5480681677705915,-0.6577557415492062,-0.1285476130352621,-0.26486727687113476,-0.42344913753769575,-0.1842261848402747,-0.7029768531769734,-0.6413171211331126,train,2.2808870116156283,1
5,0.1826000220278154,0.11873795695238591,-0.20356552362756905,-0.06248409567522114,-0.2805999435972739,0.1650219574654655,-0.08122178875307036,0.1328710701995106,0.008339079156039195,-0.12308441841354496,-0.23166024969555465,-0.8243331055662781,-0.8189646763628474,-0.6820341382385922,-0.6009324563469534,-0.19778705374738884,-0.6109022953322442,-0.5522752286890465,-0.1339294792881779,-0.09994249732844832,-0.07199096265307732,-0.7478420612553714,-0.4330458900392472,-0.6159355062744929,-0.5871461613320442,-0.8072316822706586,-0.7123737367754361,-0.6889094444970834,-0.1158594316454066,-0.20458637101573424,-0.30995181141674866,-0.5770062014970208,-0.6911055160239543,-0.6098165037806993,-0.5085263199426866,-0.47572906601424203,-0.33137465160688206,-0.34545864504412177,-0.4443863553967172,-0.5377722463852681,-0.6544413802178769,-0.12380871998888515,-0.2674495753836147,-0.4251175216904581,-0.1701844174195404,-0.7097512604631766,-0.6569824160620877,train,2.851108764519535,1
6,0.19576657681913645,0.1391151749170771,-0.21992763531202236,-0.0809017374783848,-0.2711218929526783,0.17730209768402755,-0.05575494052544341,0.16960392103060612,0.050606272232284394,-0.1205057112863132,-0.22499028205776467,-0.809434504132283,-0.8249477734480897,-0.682966745797436,-0.6072322979359518,-0.1953698757512584,-0.6339848634447411,-0.5538932500906959,-0.11779571781769557,-0.07358224678455053,-0.052781501154872415,-0.7497609125223677,-0.42159516000436503,-0.6129792015267971,-0.5978207978837521,-0.8217246765956242,-0.7107140072412056,-0.6953242614509141,-0.10547714869530117,-0.18525905397127368,-0.3087833563257819,-0.5713282380455929,-0.6923494504786901,-0.6035338998249712,-0.4953043211454049,-0.4549702546807347,-0.31643117701340545,-0.30684508068591554,-0.41766925411101974,-0.5342948050500158,-0.6503242004053149,-0.11984013860695258,-0.25731040429737634,-0.4146398831071248,-0.178073185025693,-0.7149753151555457,-0.6645986181152415,train,3.4213305174234425,1
7,0.21810585600706234,0.15978053139798074,-0.23657020881259916,-0.07069218560261484,-0.2725894861107857,0.220779950065509,-0.02969160979357413,0.21089033159414822,0.09789383857426917,-0.10513608734072609,-0.2195746620878684,-0.7935032480065879,-0.8107223121094745,-0.6917774601828472,-0.6101158533470388,-0.1952358600135422,-0.65044782448846,-0.551897310346791,-0.10863829958046842,-0.0362085483830995,-0.009805207171533409,-0.7583823967161999,-0.4186591583760959,-0.607341198851904,-0.6219895606916324,-0.8421939498238785,-0.7165000703290166,-0.7024247988749,-0.08786183577363156,-0.18628296214201537,-0.30592733460376254,-0.5633626116235679,-0.6754474395535238,-0.5885369671248449,-0.4879126196935094,-0.44139191409250145,-0.2859993488457425,-0.2709291852286515,-0.39567333580534136,-0.5208016841782745,-0.6375594893777977,-0.10367718770667697,-0.25374216232463975,-0.4015881796299642,-0.17379160086524026,-0.7097418733116626,-0.6759114240940833,train,3.9915522703273494,1
8,0.22824465098996255,0.17327812989371663,-0.23504428513117867,-0.06608721933338654,-0.2457385918670322,0.24487124423754125,0.003000414948806221,0.2304239675483714,0.11933481872787532,-0.10593196231396897,-0.2102818618622137,-0.7733821806887234,-0.8095872949542562,-0.6853709556117253,-0.6141894521957075,-0.2006156772051103,-0.6596108493575947,-0.5582210383831299,-0.10379517070435149,-0.02147752838202223,0.007594897298664222,-0.7596973942142058,-0.416501109991096,-0.5963288284279442,-0.6263553749531505,-0.8505663904041274,-0.7214813486730819,-0.7018882396119099,-0.07818854290179805,-0.1779708880746516,-0.2972660149461116,-0.5653389788726935,-0.671961973833451,-0.5834753418403515,-0.4780863406237147,-0.43376454605725745,-0.280256787305052,-0.2570108229686689,-0.37751031344571273,-0.515651515501651,-0.6318344837227877,-0.09815420302842877,-0.24781286858538337,-0.39432978770833366,-0.17067245249124452,-0.7106331439607811,-0.6866521715920355,train,4.561774023231257,1
9,0.229317025569583,0.18723398280701237,-0.2499083249725094,-0.081765242065756,-0.2431506322347293,0.2693709696436385,0.015834516961846422,0.2479998172711963,0.13153531328708237,-0.10983254228299799,-0.2167556463178087,-0.761845660800557,-0.8178419627067954,-0.6825756547676425,-0.620439331224517,-0.20469476697630992,-0.6702603258288896,-0.5655920142355187,-0.10351916394084412,-0.005787209781132508,0.016362250643938564,-0.7565470573655094,-0.4267574372501315,-0.5932994294187572,-0.6363364636053906,-0.8571406930995531,-0.7268726465920323,-0.6948915401675728,-0.0741233801904194,-0.16556409998595722,-0.30088728702984047,-0.5553088617831679,-0.6708178585325715,-0.5813531919031818,-0.4866833257447143,-0.43258392000323764,-0.27808283002356343,-0.23039009986993564,-0.35632670685114204,-0.5289674194801247,-0.6299731399195987,-0.08498866582766174,-0.24529861896059435,-0.3906443289577216,-0.15524559354814807,-0.6925804979499659,-0.6881193060536266,train,5.131995776135163,1
