,AIBL,AIBR,ALA,AQR,ASKL,ASKR,AVAL,AVAR,AVBR,AVEL,AVER,AVFR,AWBR,AWCR,BAGL,BAGR,DB2,RIBL,RIBR,RID,RIFR,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMEV,SABD,SABVL,SABVR,SIBDR,SIBVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXR,URYDL,URYDR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.15377177515891008,-0.18719715421762384,-0.10409872205068592,-0.012538363042104574,-0.13186947283182737,-0.03488172069737221,-0.1451095828628161,-0.27013681601678574,-0.3349063609932167,-0.3004924459850492,-0.1775983414371499,-0.08154362935964724,-0.05934031636043674,0.07005509858538816,-0.4371117861874718,-0.4130607500329061,-0.2862202254176452,-0.2960122389282904,-0.1918311026522103,-0.08112340804661305,-0.15671376513803,-0.3283523999112221,-0.264070538555523,-0.1246059924525243,-0.3007728973617039,-0.23223118320914793,-0.22532954164725474,-0.26252846331926116,-0.19881934750087768,-0.2200600677352963,-0.14326692614333075,-0.12198426181271936,-0.28669025417432953,-0.08580904976251093,-0.22135190601648297,-0.2898624085401955,-0.36885240049827017,-0.33803363636836703,-0.40399837265827016,-0.4157848991792303,-0.2361392128565658,-0.30601529874304784,-0.33400553699908797,-0.14791240934698494,-0.11223992317671155,-0.08693550769273568,-0.25443162453070245,-0.21120696323798177,train,0.0,1
1,-0.1883565301628523,-0.23453102225825137,-0.15851782662293137,-0.0016419401985046014,-0.21549957950466414,-0.0941865802097879,-0.24428915169655227,-0.3832901773161731,-0.4711179697037324,-0.3846268197947501,-0.2940175201169939,-0.0845126927949657,-0.08892865695195996,0.0949101165330637,-0.544968491537942,-0.537871152630756,-0.3802580949873071,-0.3563544326096913,-0.26680697848358104,-0.1226222632636626,-0.22737886734283108,-0.4378992962223286,-0.38880149150282883,-0.17652731028349156,-0.4141475384856944,-0.2561019823515032,-0.29416071289218226,-0.3304194527420835,-0.3006285910094709,-0.2844577143528604,-0.17665583822833741,-0.17759530372590238,-0.3390956306095967,-0.11246273864476777,-0.3137057708788116,-0.3873670963620591,-0.4824869853002396,-0.4677257939801908,-0.5347738039309168,-0.5363572444619258,-0.32525824250697916,-0.39573719057685,-0.4503037848591944,-0.16033893249099293,-0.14961705059943464,-0.14510955452064236,-0.32006286921790345,-0.2036671407587356,train,0.488909008601177,1
2,-0.20498752663473047,-0.26355994726973075,-0.1809088034940851,0.012552455035383128,-0.2657039209873227,-0.13055626891290398,-0.30490584587655023,-0.438510411658486,-0.5538934971666484,-0.44073676139025336,-0.3612897580190503,-0.08800579078419005,-0.09934176195134041,0.09993500128355474,-0.6036032788801842,-0.6043494454210595,-0.43404932455347833,-0.38052670784117476,-0.3122275990936742,-0.14188899759890558,-0.2632236422545167,-0.49301490897795874,-0.4631601770816104,-0.20546912028417433,-0.4721317578514159,-0.26762876542300496,-0.32041111269170164,-0.3645924480174091,-0.35274152364739575,-0.3283982050091271,-0.19032600749354928,-0.20609823701751587,-0.37802868847460347,-0.13763117764710484,-0.3658431265883582,-0.4414503193777659,-0.5487745500783215,-0.5313058048748419,-0.5959703679849149,-0.5994360614958679,-0.3751874209629284,-0.4511039042198094,-0.5217297202003024,-0.16466445692107617,-0.1662835608503647,-0.17091793475468917,-0.3480499485478497,-0.2017842228523112,train,0.977818017202354,1
3,-0.222294068640556,-0.27694247852110887,-0.18562956895575125,0.02091759395850621,-0.29123463918110853,-0.1543216290934287,-0.3398408954779764,-0.4593895852488369,-0.5913222255437309,-0.4740668166109871,-0.3946648851305136,-0.09377741429209151,-0.10943631369559448,0.10738693631054541,-0.6348490963467314,-0.6386941596050973,-0.46676918360548203,-0.4054987893094173,-0.3395293174492563,-0.1512340244355382,-0.28645617667738976,-0.5293275791697961,-0.5068952694927771,-0.22448205896207213,-0.5021102587742351,-0.27083608709102847,-0.3409952510108498,-0.37906234746533485,-0.3834183972240085,-0.3464134321949575,-0.19298606344928132,-0.22094553054902552,-0.3944883294388406,-0.1599022310690373,-0.4029303182061903,-0.48089638983061855,-0.5902977747296803,-0.5746618571405766,-0.63313922384118,-0.6335681469871979,-0.4049354743840009,-0.49379786380823537,-0.5651517822319256,-0.1624109435860827,-0.17999489186900056,-0.1868489198196001,-0.362939920959352,-0.19350024712003797,train,1.466727025803531,1
4,-0.2400307413408478,-0.2881044371438525,-0.18993652690564095,0.03321808995629128,-0.3000369213325825,-0.16619103831884235,-0.36711634626662176,-0.47198060070097936,-0.6255807153027888,-0.4828195337933963,-0.4264829431962621,-0.09981565643848567,-0.12463099241654639,0.1129435865230276,-0.6602070402447326,-0.6611162715673028,-0.48934861933903195,-0.41851712404688135,-0.363753954948262,-0.17363322570398965,-0.3158748536214174,-0.5579442909512986,-0.5366191902874216,-0.2557150559433897,-0.5304940808805214,-0.28201581216621413,-0.3585769510695733,-0.3932322830878434,-0.4037529029772352,-0.35887413571605165,-0.20856740470818233,-0.23124594657643932,-0.3971419185469015,-0.17660316792928735,-0.43945916432060955,-0.523331121072538,-0.6302364149021198,-0.5950205097369987,-0.6539366045784405,-0.6574169064162502,-0.4324825142021735,-0.5389545484664626,-0.5922739659986093,-0.15594200310313533,-0.19814184602070795,-0.2120292997253668,-0.36678224881828103,-0.18850144784126438,train,1.955636034404708,1
5,-0.2489489793016063,-0.2898242061164466,-0.17891502952849336,0.0359417698321506,-0.3128604744765705,-0.1757517718351682,-0.3845773577225253,-0.46504511336796495,-0.6386043697408726,-0.4936622902531344,-0.44352474896479255,-0.10229073172669523,-0.1259737191897908,0.11530164301557966,-0.669373805484393,-0.6788264258703319,-0.49747948250791707,-0.4199441388244019,-0.3727832856095675,-0.18400912123964738,-0.3124811022029971,-0.5782211119100062,-0.5501258882937906,-0.2619570797643444,-0.5455086098874354,-0.2795235631454255,-0.36055533491056696,-0.3935505937822944,-0.4131929934367611,-0.36877066796197955,-0.211785611614626,-0.23250325133742633,-0.41296352132630587,-0.17844629102074488,-0.4507833307352201,-0.5437427486014816,-0.6491339530257553,-0.6026558671727122,-0.6692929969944262,-0.6699812559449736,-0.4415305736013364,-0.5681466939825179,-0.6034933893363237,-0.15648361347150616,-0.20588181906991,-0.2167346794200986,-0.36292398916391044,-0.18296821996136087,train,2.444545043005885,1
6,-0.2571232986267345,-0.28991494209750635,-0.17733509766923494,0.047570381937171655,-0.32143769624346075,-0.1823585283064389,-0.4007832815804938,-0.4667123144001387,-0.6486378362783409,-0.5093222816117322,-0.45381914986985405,-0.10731477715992527,-0.13214275134351972,0.11374856172957264,-0.681366138628539,-0.6957513193355642,-0.501523268856882,-0.42928660162462917,-0.38495188522711055,-0.1991916511029598,-0.325284513216759,-0.5967602640044688,-0.5645526609916879,-0.2787616400103029,-0.5459197797513624,-0.28327617682299483,-0.3724112476899344,-0.39850254170640054,-0.4223154825422918,-0.3724285294766334,-0.2213907576564843,-0.2312189346850011,-0.41750688271871833,-0.19554122042537858,-0.47514632494586223,-0.56698290963871,-0.6687336590733985,-0.6059841049529927,-0.6784859193262013,-0.6759830213935367,-0.4485166231920536,-0.5963985099378115,-0.6197180362730792,-0.15232704044225956,-0.21913958345020182,-0.22023078089025389,-0.3686676693447169,-0.19034047703813917,train,2.933454051607062,1
7,-0.257381825577224,-0.2938537097602111,-0.17244056986515122,0.04419382367416363,-0.32806646414232216,-0.1904947209314964,-0.4156677907354459,-0.46689858422703906,-0.6563342717089937,-0.5106168915416598,-0.4536897661713243,-0.10442614973812214,-0.1330962611841511,0.10526135554529746,-0.6859041316688423,-0.7066504216388813,-0.5026408650604693,-0.4360092299690217,-0.394121290496935,-0.19712881533732107,-0.3332009759462706,-0.5992014684305442,-0.575152819555122,-0.28871046321868643,-0.5476511508080533,-0.28060570908314114,-0.3829515282549999,-0.4023043502031244,-0.4255529216447994,-0.3746491880370246,-0.22150776898278396,-0.22352107590010148,-0.4247341213333652,-0.21090804631688997,-0.48533706525082776,-0.5671956330533696,-0.6721493119445741,-0.6145999678075135,-0.6791610561595252,-0.6855632897228051,-0.46136231786008736,-0.5968192060719693,-0.6323863731759276,-0.1533887205711797,-0.22173779688501757,-0.21875732856759258,-0.3799748763659669,-0.20019042573836507,train,3.4223630602082387,1
8,-0.2502382954151664,-0.301808801519999,-0.16891687748607961,0.0450671554052508,-0.3188889075912697,-0.19487600387706788,-0.4215076972027131,-0.4703502437476202,-0.6582966983243402,-0.5063043474976545,-0.449002409990625,-0.09825869959717827,-0.12911207508341163,0.11090458585432635,-0.6868392963407268,-0.7116554185024299,-0.5005090295567868,-0.44173976085505884,-0.3879161772695743,-0.19428088574623825,-0.32516321870266346,-0.5964472441443608,-0.5724063446007831,-0.27387425405580634,-0.5497671431413949,-0.27931872924605244,-0.3853504126054649,-0.39496185106786996,-0.4211839885150741,-0.3694819713027693,-0.2249982151797123,-0.22198589951595377,-0.41913906530744893,-0.20382972718801745,-0.4786541999676141,-0.5577724882419399,-0.6727158113894096,-0.6103541552078701,-0.6745047812258115,-0.6796008228902445,-0.45702083195209686,-0.5864836228359075,-0.6300136256852666,-0.1504775210259839,-0.22988563310940233,-0.21104132182040625,-0.3845944417419269,-0.19652941186619402,train,3.911272068809416,1
9,-0.2573263620359468,-0.29636710032479985,-0.16912081918904429,0.049662946043557636,-0.3227220279677292,-0.18401454044715718,-0.42036476799670325,-0.4667207934218334,-0.6585552289544334,-0.5085643031684359,-0.4507241296098039,-0.10644039160358036,-0.12184920276048485,0.11114232358479163,-0.6888305392862016,-0.7123371699115026,-0.5071263026740508,-0.4451582917784027,-0.392773843174796,-0.20233940851923998,-0.3230555168784182,-0.6019220817580593,-0.5784595350240805,-0.2898506599809948,-0.5557682558389654,-0.2784003794221501,-0.3970958180069232,-0.3985534562298808,-0.4232869878304165,-0.37078570380634523,-0.22711164671164086,-0.23304651252448816,-0.42804411585241453,-0.20950215085470386,-0.47244275864446095,-0.569174201287642,-0.6754306087392663,-0.611277522930057,-0.6809153426802895,-0.6770307600635949,-0.4624766634900813,-0.5902634433002227,-0.630351688624121,-0.14526510589164232,-0.23104463728512625,-0.21175686983810849,-0.38145238548329397,-0.19263374425706936,train,4.4001810774105925,1
