,AIBL,AIBR,ALA,AQR,ASKL,ASKR,AVAL,AVAR,AVBR,AVEL,AVER,AVFR,AWBR,AWCR,BAGL,BAGR,DB2,RIBL,RIBR,RID,RIFR,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMEV,SABD,SABVL,SABVR,SIBDR,SIBVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXR,URYDL,URYDR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.2114715401760745,-0.5678738205629357,0.15613356579917226,-0.4165055194137822,-0.47286415866702414,0.22712359898002643,-0.8195010771555431,-0.9706328622156768,-0.6275242442733725,-0.6468473663251098,-0.9725216370504346,0.24377457548674974,0.7608203135797051,-0.875560140442762,-0.7738926656120348,-0.9150292443259856,-0.1634874113609479,-0.21286582984172286,0.005268173517613661,-0.17790791963239894,-0.23863113133590774,-0.8393354680631328,-0.9553520592942725,-0.7995935961227898,0.37151756353422183,-0.4518827320365042,-0.30653820842267676,-0.4812010635435846,-0.7402857371349494,-0.42219546915819395,-0.4135869532765313,0.026964272426418967,-0.3974004013290561,-0.20615424173554042,-0.5823183335983464,-0.07136591419388594,-0.764085885506068,-0.9426600319419697,-0.3935186816399613,-0.5393315268393003,-0.6212438150372912,-0.7600225920940344,-0.2399922420480992,0.43031568280880617,0.43440637635228874,-0.4643772361090508,0.04172242361334222,0.012540755628641875,train,0.0,1
1,-0.14732925706326883,-0.6011184478777828,0.31060365082542796,-0.44115999156430097,-0.46992894741265046,0.3774025368458658,-0.8508686067201259,-0.9966700329726199,-0.6034431507904197,-0.6634805804777906,-0.9583701239228919,0.41989754439135507,0.7074143856417039,-0.9647598334005919,-0.7244492760235797,-0.9317345129319962,-0.1909942140622175,-0.16219323371557492,0.0016908262956552012,-0.3059194522029004,-0.17119454656140043,-0.8491261350266675,-0.9719548022181642,-0.7708781805239817,0.33083287224775204,-0.46106496418846254,-0.21343835477989004,-0.533120438274991,-0.7194887450644283,-0.7111368804665141,-0.28030516387955706,-0.28223667530935415,-0.596749707966635,-0.36082908698283755,-0.4401653681030371,0.010494458094354231,-0.687427349655193,-0.9071932635018024,-0.5128674525961818,-0.5398855196017648,-0.75019942018151,-0.7348386486882349,-0.30603180760279247,0.3017739018209129,0.5721056621329876,-0.5134501444994102,0.266793619734633,-0.011580892055951253,train,0.488909008601177,1
2,-0.20411216945812327,-0.6156734062227616,0.25893970123658216,-0.5480939366270164,-0.47938126210305354,0.5197007588519242,-0.8946101583039903,-0.9890448049045658,-0.5686415711635882,-0.600257301018746,-0.9241252503761944,0.4688340522914851,0.5221329902945233,-0.8990420450541405,-0.7014136423085305,-0.8982741801093289,-0.2355826433519982,-0.2854925831716054,-0.005177952735052838,-0.145274349040454,-0.10940003598564407,-0.8196142772087915,-0.9770442339831448,-0.7898885060779612,0.20391175346480317,-0.4348496289870629,-0.20117898158201597,-0.4710652555963566,-0.6745236350243651,-0.5139534979966759,-0.09314757980522137,-0.2678124181897399,-0.4423806115891181,-0.20048863314036502,-0.535844025588023,-0.02924545426953651,-0.791309061342488,-0.8829961275831305,-0.5994146065081503,-0.4576172626550751,-0.7103429591048636,-0.7198447133835256,-0.2031710628394101,0.30351566869335755,0.48572164688742436,-0.5311890982548886,0.16676220158258404,0.02300505511906925,train,0.977818017202354,1
3,-0.18800118532357413,-0.5638088364100708,0.2585814620116398,-0.524605803504937,-0.48965022774237055,0.40748421870680596,-0.8379099369715638,-0.9836058587598449,-0.5351983512537671,-0.6603383931180615,-0.9425155542568936,0.639408957394686,0.2666364467415405,-0.9485085026352827,-0.7624541579991237,-0.8776529002655763,-0.24165175996224264,-0.3626032798678609,-0.04683246931077267,-0.5370754121992971,-0.031777717924316384,-0.8488827726057344,-0.9557877888894518,-0.8108481224933687,0.3447213752612295,-0.3991109003122457,-0.14741192023747063,-0.4537355046765871,-0.7496958895675304,-0.3582369168989388,-0.0008339896411557746,-0.12734045016031093,-0.4567129201616712,-0.23001779037013736,-0.560634563401299,-0.15818905517164206,-0.727683922064625,-0.9244963791808367,-0.5635691265732041,-0.5778247279137294,-0.7934059633130485,-0.640798484126133,-0.26339216446858016,0.35678831384261733,0.4937150126207772,-0.5788641175168825,0.15113666604453257,0.09268855188095104,train,1.466727025803531,1
4,-0.19708636622814213,-0.5725814444964925,0.22172448615836027,-0.5988577834987818,-0.3779611598721794,0.4520487948803791,-0.8021359586912673,-0.9733087285769644,-0.4637435969184782,-0.7366944037126862,-0.9571875260830568,0.8037476126941661,0.05145861992882339,-0.9163952902849363,-0.7252018914805645,-0.9076660252809035,-0.2578966688613996,-0.2482214454845414,0.019751690422239232,-0.17574556266330277,0.03801559828363699,-0.827659515808435,-0.9736095676305974,-0.8254238544253729,0.27602830759319663,-0.428296835312693,-0.1212552232016243,-0.5384975525220728,-0.7345613630756476,-0.4913131502825042,-0.06206517847877424,-0.1504155981594213,-0.48013660298799676,-0.36585170561406233,-0.5758406008048239,-0.193258566503982,-0.7364652031198242,-0.8861465684260679,-0.6253759388709473,-0.6137888615523549,-0.657477366062706,-0.7337695618339557,-0.21509891388673363,0.29468841352689346,0.5104070930181341,-0.43333433641623287,0.23308102823439492,0.06988894979393767,train,1.955636034404708,1
5,-0.14421559615660506,-0.5446612056654102,0.30517253388732146,-0.39017000422921577,-0.5388068322540753,0.37721096835356205,-0.8195619335030871,-0.9965649804413991,-0.5601859132171816,-0.6161950818051166,-0.9244927515533353,0.6590002438886096,0.022968189282024154,-0.7922731010342646,-0.7382949894573023,-0.9022462581208247,-0.2057964258869731,-0.23173191817354444,-0.17114926294080923,-0.37304261645193226,-0.013454678165996103,-0.8430891031370857,-0.9690219053260245,-0.7784392229723324,0.2631076935519281,-0.3801972494908582,-0.13723289722893628,-0.4179824117003771,-0.6563817194419135,-0.45205702194246355,0.0029891092823335352,-0.23493881365960534,-0.5304654852909398,-0.25702742107382026,-0.5958511197817925,-0.2107722389003489,-0.7666034269882858,-0.9134114947334644,-0.6681792356175096,-0.4739302372441012,-0.6413888381490496,-0.7327467470797161,-0.28537626066718413,0.37702562610501467,0.5332072140924122,-0.3967248669260086,0.1637892556860865,0.018321050815112594,train,2.444545043005885,1
6,-0.14189513137267873,-0.5152933431667494,0.3285894274060088,-0.29880922864367754,-0.3635663651893566,0.32418827012984863,-0.8332840322238162,-0.9985510679184435,-0.5882193486325555,-0.672128568629742,-0.9219440884596259,0.5370929947036174,0.09423737857643188,-0.7488115428031361,-0.738357122508891,-0.9622382496519802,-0.32546337029419126,-0.32843293743827917,-0.23882485032060474,-0.29779259392738056,0.07782627968536615,-0.7580665950393443,-0.9360964406850932,-0.827274905163811,0.23176559485615011,-0.2708342434435661,-0.18460553292237414,-0.49214396271308425,-0.7438569220233162,-0.5367058607930216,0.046671670761148754,-0.25447015237821335,-0.6149702809694149,-0.3539066292138896,-0.5967122081289674,-0.09421190654551914,-0.6331255458186528,-0.8813577038731463,-0.6208624705035023,-0.5293889203889051,-0.7215743483608734,-0.7808073413129281,-0.3435027152831652,0.3993625106010903,0.5600014670411204,-0.5955165116893536,0.2083844466707463,0.011384371764419532,train,2.933454051607062,1
7,-0.16077134902705703,-0.47622430944751537,0.3800241485430109,-0.4684672621731585,-0.3108243613810665,0.4258647289340711,-0.7735388816304418,-0.9925888412408488,-0.6136010967790962,-0.7281362342443156,-0.946031124943364,0.5774233292700566,0.15446218623688623,-0.7159190128115728,-0.7423562891272808,-0.9689544011042776,-0.267051618955501,-0.32182090146946307,-0.13644335269597985,-0.17489863951707385,0.23934826689441713,-0.7850175548860695,-0.9736003275368209,-0.8052829057015465,0.23069216468276377,-0.3096850290507184,-0.12347819210654054,-0.4744613277524081,-0.7476656071085315,-0.2690494232474173,-0.027480825729001568,-0.39581920270373017,-0.2540373662250529,-0.34571084477491987,-0.5659038369803198,-0.04764823443917421,-0.6571325322974073,-0.8738170653740783,-0.6727548338161615,-0.4802456815905797,-0.6510716155790943,-0.7211543524589237,-0.3955488750969738,0.49292408945056243,0.5678083996512251,-0.5532688003829347,0.14974216580875277,0.08381103193454753,train,3.4223630602082387,1
8,-0.11809364521422772,-0.5322445266864937,0.3332067787105266,-0.6503506615763959,-0.3646522747994626,0.47804941521296285,-0.8248408239796308,-0.9990882233139317,-0.5399222691275134,-0.6555369145039287,-0.9222985884950758,0.4683965717301384,0.13825731545555686,-0.792269432114549,-0.7013038065421221,-0.912394327998697,-0.25317002965802937,-0.43617199954017205,-0.16710753330618988,-0.4653932786737538,0.08724214231815597,-0.8412922672853911,-0.9692039506936128,-0.826993972882279,0.19801643187074158,-0.2597756240235817,-0.14133589600495566,-0.4715788591014384,-0.6536137259409094,-0.6593899453574128,-0.08019804068264591,-0.3215614282747137,-0.2176249758778982,-0.2883427523860075,-0.5572097802023069,-0.10185823953792572,-0.7035805703616708,-0.8629169290008288,-0.6443541732140412,-0.46236047874385466,-0.6497710268724037,-0.7256793890680001,-0.5513188518231183,0.380609613263875,0.7132622219197775,-0.3655125718497687,0.12546841772963768,0.11243965324725425,train,3.911272068809416,1
9,-0.13256663381197897,-0.566002959333728,0.24553928177141549,-0.404404552333659,-0.2909727117205252,0.35705981899496764,-0.847746346121779,-0.9579353808005597,-0.5187258409830057,-0.6190303255186735,-0.9552696067090923,0.8820769631459817,-0.16009189681788072,-0.6742426263961236,-0.714890941147977,-0.8894293141565337,-0.28854291091520345,-0.17191228408347659,-0.16232842077819465,-0.43178664744571615,0.14419966829192288,-0.8276047908685213,-0.9436403490133806,-0.7621227450013874,0.34504618037097745,-0.18599740800605757,0.054439542267350705,-0.47730885738942674,-0.6894089951484196,-0.4417620871612795,-0.06323793626609187,-0.4187683473020145,-0.7181739224433399,-0.2688587130412109,-0.6113604951257996,-0.18817939504497705,-0.600337278284699,-0.8960354521830659,-0.6967640594813392,-0.43736402026534427,-0.7074236277201967,-0.6658490566026497,-0.23402831652443712,0.3963426828216532,0.5529882443499297,-0.3772296886315901,0.20662924420746398,0.06762003370079395,train,4.4001810774105925,1
