,epochs,base_train_losses,base_test_losses,train_losses,test_losses,centered_train_losses,centered_test_losses
0,2,0.0028973730801707303,0.002392556696528792,0.004399084453397259,0.0029041370476229813,0.0015017113732265289,0.0005115803510941895
1,4,0.0028973730801707303,0.002392556696528792,0.0031465307217796697,0.0025822148447265047,0.00024915764160893944,0.00018965814819771288
2,6,0.0028973730801707303,0.002392556696528792,0.0030310858743325324,0.002520758998559347,0.0001337127941618021,0.00012820230203055508
3,8,0.0028973730801707303,0.002392556696528792,0.0029998844535069156,0.002499663869574663,0.00010251137333618533,0.00010710717304587142
4,10,0.0028973730801707303,0.002392556696528792,0.0029780690148275214,0.0024899056448044045,8.069593465679118e-05,9.734894827561269e-05
5,12,0.0028973730801707303,0.002392556696528792,0.002956837992724585,0.002461457897623473,5.946491255385492e-05,6.890120109468139e-05
6,14,0.0028973730801707303,0.002392556696528792,0.0029359082619363555,0.0024433629063343038,3.853518176562525e-05,5.080620980551197e-05
7,16,0.0028973730801707303,0.002392556696528792,0.002916552404641646,0.002434386957651892,1.9179324470915658e-05,4.183026112310022e-05
8,18,0.0028973730801707303,0.002392556696528792,0.002910914719306037,0.0024319655741683334,1.3541639135306906e-05,3.940887763954166e-05
9,20,0.0028973730801707303,0.002392556696528792,0.0029093822716547246,0.0024365139559560647,1.200919148399435e-05,4.395725942727292e-05
10,22,0.002324009599739293,0.0017565105320913234,0.002505431717690317,0.0018942809156209212,0.00018142211795102404,0.0001377703835295978
11,24,0.002324009599739293,0.0017565105320913234,0.0024160583620661267,0.0018115906729039423,9.204876232683356e-05,5.508014081261883e-05
12,26,0.002324009599739293,0.0017565105320913234,0.0023720166944037353,0.0017880665581854038,4.800709466444217e-05,3.1556026094080314e-05
13,28,0.002324009599739293,0.0017565105320913234,0.00236693841694779,0.0017978567100410828,4.2928817208496856e-05,4.134617794975936e-05
14,30,0.002324009599739293,0.0017565105320913234,0.002379839013878146,0.001817444488771647,5.582941413885285e-05,6.0933956680323496e-05
15,32,0.002324009599739293,0.0017565105320913234,0.0023765400974315593,0.0018089972698531265,5.2530497692266157e-05,5.2486737761803064e-05
16,34,0.002324009599739293,0.0017565105320913234,0.002360343736129332,0.0017848740054296998,3.6334136390038865e-05,2.8363473338376306e-05
17,36,0.002324009599739293,0.0017565105320913234,0.0023450275583392906,0.001774269413784003,2.1017958599997468e-05,1.7758881692679467e-05
18,38,0.002324009599739293,0.0017565105320913234,0.002334813527878979,0.0017715184060042727,1.0803928139685968e-05,1.5007873912949209e-05
19,40,0.002324009599739293,0.0017565105320913234,0.00233291769513591,0.0017792028384603622,8.908095396617001e-06,2.26923063690388e-05
20,42,0.001526937484826056,0.0012221108783987474,0.0015852161299521198,0.0012929392029855196,5.827864512606383e-05,7.082832458677217e-05
21,44,0.001526937484826056,0.0012221108783987474,0.0015495173962396368,0.001277201154558294,2.2579911413580893e-05,5.509027615954666e-05
22,46,0.001526937484826056,0.0012221108783987474,0.0015372962433313315,0.0012773565598733117,1.0358758505275541e-05,5.524568147456427e-05
23,48,0.001526937484826056,0.0012221108783987474,0.001537711528541998,0.0012775376400785995,1.077404371594196e-05,5.542676167985213e-05
24,50,0.001526937484826056,0.0012221108783987474,0.001539904322363663,0.0012817052023182285,1.2966837537607082e-05,5.9594323919481135e-05
25,52,0.001526937484826056,0.0012221108783987474,0.0015371407096423351,0.0012749334069189666,1.020322481627917e-05,5.282252852021924e-05
26,54,0.001526937484826056,0.0012221108783987474,0.0015334185937747743,0.001268306382052203,6.481108948718341e-06,4.619550365345571e-05
27,56,0.001526937484826056,0.0012221108783987474,0.0015284646477781451,0.0012578769042980574,1.5271629520891873e-06,3.576602589931005e-05
28,58,0.001526937484826056,0.0012221108783987474,0.0015242612746478813,0.0012529984687716681,-2.676210178174628e-06,3.088759037292075e-05
29,60,0.001526937484826056,0.0012221108783987474,0.0015221276227270005,0.0012515200053322744,-4.809862099055488e-06,2.9409126933527046e-05
30,62,0.0028007179994277674,0.0028831986264537196,0.0028483945433741176,0.002916103061442122,4.767654394635017e-05,3.2904434988402335e-05
31,64,0.0028007179994277674,0.0028831986264537196,0.002820903163465982,0.0028990425453052932,2.018516403821469e-05,1.584391885157358e-05
32,66,0.0028007179994277674,0.0028831986264537196,0.002803799028678283,0.0028986598925403425,3.0810292505154685e-06,1.546126608662282e-05
33,68,0.0028007179994277674,0.0028831986264537196,0.002810587844454773,0.0029045121482639334,9.869845027005424e-06,2.1313521810213763e-05
34,70,0.0028007179994277674,0.0028831986264537196,0.0028148754782627225,0.0029049235763810854,1.4157478834955078e-05,2.172494992736581e-05
35,72,0.0028007179994277674,0.0028831986264537196,0.00281270684226241,0.0028973401978840603,1.1988842834642459e-05,1.4141571430340612e-05
36,74,0.0028007179994277674,0.0028831986264537196,0.0028021172351960963,0.0028934881373528574,1.3992357683289235e-06,1.0289510899137797e-05
37,76,0.0028007179994277674,0.0028831986264537196,0.002797466689687644,0.00289307824559094,-3.2513097401234287e-06,9.87961913722019e-06
38,78,0.0028007179994277674,0.0028831986264537196,0.0027960479336841186,0.0028915924715941384,-4.6700657436488276e-06,8.393845140418788e-06
39,80,0.0028007179994277674,0.0028831986264537196,0.002795850161154963,0.0028937150265373997,-4.8678382728044485e-06,1.0516400083680072e-05
40,82,0.003044666111736271,0.0023939264460864063,0.003079912295955116,0.0024204439125837867,3.52461842188451e-05,2.651746649738043e-05
41,84,0.003044666111736271,0.0023939264460864063,0.003063571178835703,0.00240909371034721,1.8905067099431964e-05,1.5167264260803736e-05
42,86,0.003044666111736271,0.0023939264460864063,0.003051299598078666,0.002407182650590807,6.633486342394988e-06,1.3256204504400512e-05
