,epochs,base_train_losses,base_test_losses,train_losses,test_losses,centered_train_losses,centered_test_losses
43,88,0.003044666111736271,0.0023939264460864063,0.003050261931138917,0.0024042320467264305,5.595819402646161e-06,1.0305600640024212e-05
44,90,0.003044666111736271,0.0023939264460864063,0.00304396698696203,0.002404293071881504,-6.99124774241125e-07,1.0366625795097534e-05
45,92,0.003044666111736271,0.0023939264460864063,0.0030437655561218586,0.0024077475165157286,-9.005556144124106e-07,1.3821070429322329e-05
46,94,0.003044666111736271,0.0023939264460864063,0.0030428390009385824,0.002405045230269285,-1.8271107976885505e-06,1.1118784182878854e-05
47,96,0.003044666111736271,0.0023939264460864063,0.003038562812763453,0.0024038069849589786,-6.103298972817781e-06,9.880538872572304e-06
48,98,0.003044666111736271,0.0023939264460864063,0.0030307480952309097,0.0024074893192242252,-1.391801650536123e-05,1.356287313781894e-05
49,100,0.003044666111736271,0.0023939264460864063,0.003026047223189749,0.0024126230647598685,-1.8618888546522144e-05,1.869661867346219e-05
50,102,0.0032623909294324897,0.0027627152480157236,0.0033714476795836056,0.0028472471882346755,0.00010905675015111587,8.453194021895184e-05
51,104,0.0032623909294324897,0.0027627152480157236,0.003318590946417791,0.002789321436202341,5.620001698530136e-05,2.660618818661753e-05
52,106,0.0032623909294324897,0.0027627152480157236,0.0032720160261180886,0.00277150885254487,9.625096685598848e-06,8.793604529146355e-06
53,108,0.0032623909294324897,0.0027627152480157236,0.0032585149526780043,0.002773250862398073,-3.875976754485425e-06,1.0535614382349567e-05
54,110,0.0032623909294324897,0.0027627152480157236,0.0032709000382701646,0.0027850916374876997,8.509108837674844e-06,2.2376389471976104e-05
55,112,0.0032623909294324897,0.0027627152480157236,0.0032768164455609858,0.0027934573145291922,1.4425516128496046e-05,3.074206651346861e-05
56,114,0.0032623909294324897,0.0027627152480157236,0.003270919018114167,0.0027879703623624598,8.528088681677287e-06,2.5255114346736142e-05
57,116,0.0032623909294324897,0.0027627152480157236,0.0032565332810298446,0.0027775902291173973,-5.857648402645115e-06,1.4874981101673651e-05
58,118,0.0032623909294324897,0.0027627152480157236,0.003242098473263253,0.002776608248916597,-2.0292456169236812e-05,1.3893000900873191e-05
59,120,0.0032623909294324897,0.0027627152480157236,0.0032325790073575124,0.00278266765674751,-2.9811922074977383e-05,1.9952408731786428e-05
