,AFDL,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVBR,AVEL,AVER,AVFL,BAGL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMEV,SIBDL,SIBDR,SIBVL,SIBVR,SMDVL,URXL,URYDL,URYDR,URYVL,URYVR,VA1,VB2,train_test_label,time_in_seconds,tau
0,0.34962164298072285,-0.7541682410131065,-1.0,0.6464522777461903,-0.913193873545201,-0.9897054307210297,-0.87552034547115,-0.15268522629703174,-0.7176210311684499,-0.790763026973465,0.3329520090847702,-0.6695150329594428,-0.47736050219326776,-0.6945901856174895,0.8112251629588183,-0.8376787264833574,-0.8328168607805799,0.9602683763324615,-0.9289668539082594,-0.8534698571273832,0.6176963362307608,-0.626689933067499,0.42934189287364477,0.03731662218254861,0.2948256610555755,-0.044661120965271084,0.2962686232353211,-0.7633841730758624,-0.5095847101016324,-0.7285351228737351,-0.7786711053366011,-0.8389474138661944,-0.8485362282872405,-0.8625237157758805,0.3931869105446192,train,0.0,1
1,0.3075319633253859,-0.7981578463700856,-0.9684528049185158,0.7911184597074894,-0.8965254995800018,-0.9710231056850632,-0.8899888386440826,-0.2148331567085794,-0.6150879752012706,-0.7641961904799746,0.6142380515125434,-0.5993987538575634,-0.512360041974913,-0.6621562113660044,0.39787406147842086,-0.8471895803183791,-0.8311658799774057,0.8977366398697821,-0.8774884606100828,-0.9071138625761325,0.6007195473619003,-0.614101791080998,0.3117852811285544,-0.007337224176824919,0.296151060603302,-0.004315981730448115,0.3137036431020952,-0.7719299490562327,-0.5445315069070485,-0.7608983322483793,-0.8129062310269377,-0.8458310792701736,-0.8106334330309425,-0.9047418211418355,0.4196226187939406,train,0.2848101265822785,1
2,0.41477168930121366,-0.7624801182517285,-0.972009920078919,0.7660060188086923,-0.9028151441397929,-0.9811314259490228,-0.8640005608477236,-0.05424446688897866,-0.5809478588649224,-0.7504599453311283,0.5039108528109253,-0.5651203693152356,-0.5420612642919794,-0.7213376605794526,0.5151191962841442,-0.8660955137481912,-0.8090891130801272,0.9309065350346417,-0.8946109623449633,-0.9201972475141199,0.5111921002969311,-0.3977337900201079,0.36198482946911237,-0.002419594181634066,0.06681270464543854,-0.017799147235955437,0.2207998491145171,-0.8165106877890045,-0.4854380705157192,-0.797294852074075,-0.8366060475832322,-0.8594020232459674,-0.7932777756347587,-0.9165007843894192,0.37395798352256937,train,0.569620253164557,1
3,0.4337599421154372,-0.7867139877573637,-0.9548219972289544,0.5455034926538269,-0.9055516203686931,-0.9947016979100507,-0.8891198152522601,0.04692629490040978,-0.5770569936285561,-0.7742743960104382,0.4096767905322263,-0.6858394669094494,-0.47086142606629694,-0.6990114017577762,0.12503710679370306,-0.8124669561022673,-0.8561123854168309,0.9293629861415704,-0.9135421658202219,-0.8202120270122882,0.7027681194294433,-0.5212717178727573,0.35467792661846254,-0.10328416457420397,0.2035741285672812,-0.02173338565558136,0.4910141203727789,-0.8751949244405411,-0.4532597936070397,-0.783593629555047,-0.8309214521835776,-0.8612997008750589,-0.8146126007482759,-0.8758552242180173,0.3258940091726955,train,0.8544303797468354,1
4,0.4444225991279229,-0.8041958886800673,-0.9530518403930588,0.7001311500636838,-0.9036231295785426,-0.9602142035861031,-0.865880580303046,-0.11008312194784353,-0.5212263332745508,-0.7893186802349632,0.3139107509627519,-0.6128935506380615,-0.5310875990662348,-0.7041459703001318,0.5452572548499368,-0.8284785335262905,-0.7828329532058245,0.9272281109119991,-0.9264221652603867,-0.8705907049388175,0.5667045401758528,-0.4073756186344619,0.38815464886000717,-0.23295634877649607,0.271493293623694,-0.06251151577296854,0.38819999128796967,-0.8931026596076478,-0.5476784153030838,-0.7944886011875412,-0.785677369243611,-0.8230646711638417,-0.8421003274136324,-0.8928886486158321,0.3516436221831528,train,1.139240506329114,1
5,0.5657016165265631,-0.8312952442842879,-0.9445322855605006,0.7999984781481928,-0.9360048114266031,-0.9587248820489965,-0.881755404753127,-0.2600920327848557,-0.5193580521090484,-0.7939235196220851,0.21513000062577192,-0.6371546682826095,-0.5178117523287505,-0.695931089277429,0.59272496047106,-0.829236854799807,-0.8316352037338136,0.948830141353662,-0.8990139365941403,-0.8589852109442704,0.6713286968470955,-0.5251588398083176,0.36805601075567673,-0.04158937489214232,0.2676691719942903,-0.10341173608098031,0.3843993786802491,-0.7498992689061061,-0.46934217990246363,-0.7611289700508739,-0.8458909349586795,-0.8395436012506914,-0.8334339453063041,-0.8498524224353509,0.35027602034688676,train,1.4240506329113924,1
6,0.5067499384936487,-0.7924185438011325,-0.9572354110574197,0.5472511286174391,-0.9178345734994597,-0.986506516279795,-0.8726783113440091,-0.40282351712436526,-0.6113757071376734,-0.771789339643175,0.22907376861889706,-0.600381687980352,-0.3911583268107459,-0.7277712553082558,0.7955946714802311,-0.85757838880849,-0.8404169375790129,0.9456206831701626,-0.9485247124154554,-0.8695443854574154,0.6169935607989716,-0.4875797934236423,0.39199865856320626,-0.12123654942584428,0.19673927772469502,-0.12158065337121837,0.3345701403990564,-0.7925202998973824,-0.5385805044882888,-0.7457261201869307,-0.7874142380299389,-0.775515565550341,-0.8549109703526523,-0.8875577985459537,0.34253229157488974,train,1.7088607594936709,1
7,0.5716231319432912,-0.7365577267421859,-0.9430981584968429,0.6873337164763806,-0.8877545185751679,-0.9612683297476469,-0.8641644276980032,-0.22383513842953362,-0.650606213394885,-0.7662657031234754,0.09190781361480549,-0.7438022696420641,-0.5360168041976323,-0.7346436203522095,0.5054829664031679,-0.80638494934877,-0.8417544175330451,0.9555501249582494,-0.9048440097852567,-0.8687413201624402,0.6808099940527566,-0.4870904628235494,0.38211414603259364,0.0494177579533589,0.12780469447270937,-0.07433449613730148,0.34508854951486323,-0.7513818968589997,-0.5701170135598973,-0.7410006615552012,-0.8015677189345489,-0.7927037729538438,-0.8419913752733891,-0.8521047255106232,0.31139780972851694,train,1.9936708860759493,1
8,0.5288031206595951,-0.7594992525232531,-0.9436130041121644,0.8450139583038001,-0.8592371981298794,-0.998109064152476,-0.8463669462463607,-0.19728771270705114,-0.6339454461940396,-0.7503491626146931,0.07608794953403364,-0.643167555079684,-0.4799751711662231,-0.7125012640073349,0.7347944280316117,-0.8624119633381573,-0.828056841970529,0.9195901406088764,-0.8937373694676795,-0.9004041360560163,0.5894041866226079,-0.3477216003629875,0.4285797795924755,-0.28592419368432787,0.099300954487473,-0.05411015971858224,0.2140727019304025,-0.8576238218851042,-0.4980260710682639,-0.7431126888459967,-0.8027822243796023,-0.8345898859582674,-0.8040736186142023,-0.8679783641137999,0.35150712627932734,train,2.278481012658228,1
9,0.4731856804191419,-0.7768131454129896,-0.9364939733660402,0.6613073099391447,-0.8918308960836494,-0.9687918641169412,-0.8553580453061473,-0.2568080562137186,-0.7132144832919893,-0.7804666206030209,-0.008413405797898399,-0.6164763459755462,-0.45513838170474674,-0.6847898826357477,0.9387182038999011,-0.8534066570188132,-0.8356995845649989,0.8923213342856371,-0.9105930991406107,-0.8805837983262659,0.7737965953460906,-0.5976987374101597,0.3980092198607432,-0.20821380186459304,0.12038906746324929,-0.1322061571156573,0.41869875062750506,-0.8168727613456688,-0.551007859235455,-0.7416954524944931,-0.7946590434575577,-0.8417400761453085,-0.8069266834679573,-0.8907128181239,0.15411553195359906,train,2.5632911392405062,1
10,0.34337715205061414,-0.8083770499246319,-0.9542723485300798,0.6560929846666879,-0.8787099651632835,-0.9698843865620674,-0.8385696466947764,0.030149862067930244,-0.6309029755520135,-0.7589542848063777,-0.24551455822213364,-0.6591824261328245,-0.49944794491570893,-0.6944915903066884,0.8171186217184796,-0.8309310178485287,-0.8524171564730969,0.8705116208804291,-0.8360410181682836,-0.8932371772994545,0.5109471151484164,-0.20024716966476708,0.36854392863032315,-0.19238783843042984,0.015823941748777215,-0.13864664957455752,0.0465640445571438,-0.8006391560037038,-0.5109589199298136,-0.7216062679155073,-0.8016748671211056,-0.8728619872341408,-0.7567528999181843,-0.9105720971326906,0.2591018944335318,train,2.848101265822785,1
11,0.47786567209932884,-0.8301584274903878,-0.9537419015324757,0.6422769047474977,-0.900228205534382,-0.9112680359890378,-0.8680670779804112,-0.15242440220838627,-0.664410663617498,-0.7680161852935589,-0.31030952372577936,-0.7588632197729284,-0.41554950438825133,-0.6475411800792139,0.4168567432543804,-0.8375629522431259,-0.8146134061496251,0.8534679715631572,-0.8978316310762304,-0.8846928753392396,0.6258297360826055,-0.6246055260453713,0.4105002520487424,-0.24186933676935463,0.1435215747687022,-0.20018314898249223,0.30115331922532995,-0.8498052449075086,-0.6299175531507137,-0.7991624775936559,-0.7509808382555567,-0.8175272620802919,-0.8155867338239502,-0.9024707046260584,0.22514452186652212,train,3.132911392405063,1
