,AIBL,AIBR,ALA,ASJL,ASKL,ASKR,AVAL,AVAR,AVEL,AVFL,AVFR,AWBL,AWCL,AWCR,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RID,RIML,RIMR,RMED,RMEL,RMER,RMEV,SABD,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URYDL,URYDR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.11606930662750713,-0.1667378045202697,-0.11460498954015616,-0.20135743519228785,-0.15207945485552574,-0.01912325491803489,-0.15732700048617082,-0.21795374698076675,-0.2975674686281077,-0.010463981859208094,-0.09042918290086789,-0.09449764547612682,-0.10492979611729622,0.05629585085320972,-0.4503552814594186,-0.4542226971027661,-0.2566517316583241,-0.3535049054430399,-0.3352975043111113,-0.2668253730923592,-0.12769375541743766,-0.30384655285675805,-0.24747584188782162,-0.31991977008389516,-0.31951537038827205,-0.21469263459215668,-0.3357269196639041,-0.18832012330543504,-0.357960315302059,-0.4313984163053207,-0.37668099865865623,-0.3873823316773058,-0.41181071362590027,-0.2886978789145917,-0.4024052588179562,-0.11673037768594424,-0.2030558623044577,-0.09246053403811492,-0.3046573057756842,-0.2764102605473086,train,0.0,1
1,-0.13169078267571532,-0.22514548000243753,-0.1661393947379861,-0.29144106191977137,-0.24992492978945025,-0.09606202949382922,-0.2570609182112026,-0.3141892224232072,-0.3879957255576302,-0.0377747930196214,-0.09401351599399906,-0.14752681825001704,-0.08369807274020505,0.06947132259464664,-0.5650819315507255,-0.6046772785910047,-0.3803384819636567,-0.47553682757482274,-0.412667823571437,-0.36654347867879633,-0.18794809744843977,-0.39416989501125643,-0.35380064792475024,-0.3632485984058518,-0.4323204746871221,-0.3049222968968166,-0.43588391402651916,-0.2860748790147375,-0.4727528026516042,-0.5686238641870601,-0.5343714859531763,-0.5101933790981587,-0.5347817521848717,-0.41897560967248143,-0.5155826429452666,-0.12963258416066578,-0.2631043154667212,-0.1555548217990581,-0.3920374504875246,-0.3040077318522667,train,0.4158644589911436,1
2,-0.15638688111202537,-0.2716549850874798,-0.1925097327419598,-0.33546226625238007,-0.2987066069661272,-0.14384858131869002,-0.32529840407195004,-0.3767205188145333,-0.44947565759605723,-0.059386598758796025,-0.09588294475601078,-0.1665071414681272,-0.06469879658999847,0.08815588838277029,-0.6373731138051093,-0.6864741804814235,-0.44759750695842937,-0.5530183996394376,-0.4652061713934079,-0.4233974520784701,-0.22420978475973874,-0.46133288109064696,-0.4281630955517367,-0.3785798035035181,-0.4952309673654042,-0.35645530479812026,-0.48446105391688865,-0.3515186889889732,-0.5488625790592572,-0.6529412700911668,-0.6245132991771954,-0.5890122247845457,-0.6106315784174974,-0.48981454483258213,-0.5915200844306632,-0.12689862545664865,-0.30037158547451404,-0.2008391276854766,-0.4343145068044798,-0.3142950018293236,train,0.8317289179822872,1
3,-0.15117901130059797,-0.2827424758695139,-0.19838818330712502,-0.35435912265076663,-0.3427378337781442,-0.18866242343194384,-0.3582162702200933,-0.4167631181848343,-0.47753019803034,-0.07264909345160683,-0.08480920663634163,-0.17603678154794808,-0.06040727005152185,0.07658257034246337,-0.6834667751875332,-0.7297814392104648,-0.4883681230881347,-0.5864301545468412,-0.48635855674872863,-0.465795845229488,-0.22712007043898966,-0.49743750785267904,-0.47967517565991297,-0.3993817030670357,-0.5452826685565337,-0.4081578087919875,-0.4985577066474045,-0.3812196936104659,-0.590478919081648,-0.7014665539939768,-0.6888616294448705,-0.6273720072691674,-0.6607975381646295,-0.5312806142846678,-0.6280125414556952,-0.12670194228735565,-0.3272536621743264,-0.22505409655622693,-0.47472956606120814,-0.3359146266038082,train,1.2475933769734309,1
4,-0.16432441804760212,-0.30135390522953587,-0.19381421988454137,-0.3748256017341752,-0.3616480989336322,-0.21091755044759847,-0.39267071090063,-0.43817069601476827,-0.5100146656749451,-0.08012512497959196,-0.08527483166361352,-0.18203879596478043,-0.04739399063961521,0.08538107046855169,-0.7050495718734686,-0.7533478073170184,-0.5065372614445642,-0.6230339268352948,-0.5113168395191917,-0.4942465330386936,-0.241410115433318,-0.5272910130009967,-0.5177027632083592,-0.4014232018316661,-0.5608929848530949,-0.4162258780486744,-0.5093680984278424,-0.4151779501128511,-0.622801466260855,-0.7341682861271384,-0.7157725803110582,-0.6566114550068178,-0.6857244850377706,-0.5597977164729192,-0.6677872932351279,-0.12849191525780995,-0.34238968299409417,-0.24912475785353103,-0.4780291080830727,-0.3367496542920674,train,1.6634578359645744,1
5,-0.16920161228059405,-0.31189450532039964,-0.20557428797608884,-0.3814482503540789,-0.3774341507094318,-0.22711665166041523,-0.4007133623112344,-0.4488003699030617,-0.5141134333289026,-0.0864354049544395,-0.08227448202834699,-0.18156977737627636,-0.047152168994155204,0.0802966566581482,-0.7236633800323331,-0.7714940174961411,-0.5177438677831178,-0.6369088959722472,-0.5166086957022945,-0.515824540684825,-0.24569622638772418,-0.5441013933165636,-0.5358729840943103,-0.4045563467397166,-0.5780879593237491,-0.4377348590202609,-0.5188308902716026,-0.4297932319837404,-0.6487898660935771,-0.7505709721596829,-0.7402390012389697,-0.6677037341278509,-0.7081132825942431,-0.5668099800631508,-0.6934535324185765,-0.12036251169879761,-0.34821405594766386,-0.25224746661346575,-0.4924511600510455,-0.34726455826359653,train,2.079322294955718,1
6,-0.1709557881365839,-0.3171776076100953,-0.19981081290141053,-0.38707066542562285,-0.37755269087121845,-0.2445374068050572,-0.4091207528163537,-0.44939964117454323,-0.5264740604758317,-0.08430088904335756,-0.07356423329096222,-0.1802063715214204,-0.04393680963826433,0.07700172271050258,-0.7271635376998069,-0.7819785744178418,-0.5230404733141293,-0.6390552076878846,-0.5118963808538771,-0.5334572653242717,-0.23753092077881252,-0.559228965894192,-0.5439230562541364,-0.4059726689548354,-0.5825229333236381,-0.44429681501100726,-0.5117444324917729,-0.441748869360437,-0.6574010273992735,-0.7543248225605755,-0.7453480029932293,-0.6743886951286524,-0.7069382165758803,-0.5821268215457549,-0.7110216185591085,-0.12107179165679119,-0.360207360681866,-0.2557070312248745,-0.48437790894717536,-0.3430404297224698,train,2.4951867539468617,1
7,-0.16357383076784948,-0.3185561531870317,-0.20650401000303778,-0.3833220730384364,-0.3815905029263206,-0.26572432400727136,-0.4079410188617947,-0.45284675513892864,-0.5184064853264647,-0.08671801675335838,-0.06060949812335748,-0.18527189599766938,-0.043069706327638624,0.06940561659772553,-0.7367749401365367,-0.7896243576021812,-0.5296043458286004,-0.6303919873038285,-0.49565862633990654,-0.5416641574422096,-0.23038172993811343,-0.5579579031937008,-0.5456548757023373,-0.409831797387191,-0.5908433002779166,-0.4611197407526414,-0.5038418319274672,-0.43670152740871626,-0.660390451049654,-0.7560342753293575,-0.7473843456614299,-0.6686992170448992,-0.703011056735158,-0.5881009781037346,-0.7099806412532021,-0.115365066755286,-0.3624844928931423,-0.2542487953677647,-0.4901474128258512,-0.3493597849729596,train,2.9110512129380055,1
8,-0.16484726485264722,-0.3279027668854008,-0.20265853077698437,-0.3927439996594821,-0.3878992633094589,-0.2696514544537006,-0.4244335075873834,-0.46194231400253905,-0.5327883026466493,-0.08900768468040562,-0.0663038327591676,-0.18448561480859302,-0.03045755607945326,0.06541193078670107,-0.7345089129013138,-0.7902810121480727,-0.5339940669513713,-0.6380791675284814,-0.5046422366222161,-0.5567747619245247,-0.23817280644165165,-0.5666031919294915,-0.5567842735123631,-0.3982820291131046,-0.5980642742797768,-0.4651790522915954,-0.5103729907660751,-0.445868385374523,-0.668021801337666,-0.7654244786294097,-0.7552688043180551,-0.6746921669284526,-0.7136977852300096,-0.6020650799893716,-0.7207764388651441,-0.12786533474384196,-0.3617077787368754,-0.26924800260947235,-0.48506530284369115,-0.35290626800966574,train,3.326915671929149,1
9,-0.1701595580071554,-0.3266574289021589,-0.19514119477276495,-0.39603503440501375,-0.3829674523084029,-0.27528591808865216,-0.4226273494836082,-0.462709586525041,-0.5396698599091314,-0.08488990564613993,-0.06322390778252734,-0.1899805341527132,-0.03186377840894487,0.07020726805412189,-0.7261432071172964,-0.7895315006944984,-0.534155094221074,-0.6396284963216745,-0.5075593844471616,-0.5498283023209835,-0.22771390896867388,-0.5717862647761321,-0.5578162521306065,-0.39853053910723774,-0.5898793323528935,-0.46240236472028073,-0.5046966765046904,-0.4517048984398029,-0.6597975050995833,-0.7636388382154171,-0.7495750931750506,-0.6805678008474514,-0.7076545243158854,-0.601534512724292,-0.7185533310272589,-0.12976206585130914,-0.3638441396791728,-0.27088387739679126,-0.47773632138479566,-0.34547108102770574,train,3.7427801309202926,1
