,AIBL,AIBR,ALA,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGR,RIBL,RID,RIML,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDVL,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.11443796336211251,0.01145452312047665,-0.05840812872751325,0.14761896242211306,0.05820769535072495,-0.3789509640023384,-0.4490763948767658,0.004169011355353164,-0.03021947049883264,-0.26466271380600115,-0.324752985891371,-0.3602403497565881,0.061179648895348826,-0.3295502236203863,-0.15778787256146928,-0.4580195457682992,-0.3858560288054523,-0.3366733938400546,-0.4298020850605301,-0.34193824053451566,-0.2997031720433159,-0.15229405752196562,-0.08317476809364405,-0.1394591132714808,-0.05157362174041199,-0.3602587160722924,train,0.0,1
1,0.1990391650619741,0.11023204646533397,-0.09825421937038425,0.2986823592633421,0.16864703446119744,-0.508114760563663,-0.5923259430527095,0.09883107719390019,0.04649089593838737,-0.3731289883195775,-0.4372883905306687,-0.4637124741791408,0.16953668592025464,-0.3688301179596934,-0.17398465402402402,-0.6058127722382487,-0.4932018414970394,-0.49324931107115577,-0.6120455123003967,-0.39947277220078764,-0.3864859460005613,-0.1441915760252458,-0.08379797882750636,-0.1284400791649486,-0.0199549918991965,-0.4733759591784483,train,0.6441119063109955,1
2,0.2677017011371289,0.18662320738268087,-0.11217162223329094,0.4025017049013898,0.249842473688753,-0.5896218133227406,-0.6600946341936589,0.15938701939562133,0.11990124214417264,-0.3907964102679188,-0.5111803697857581,-0.4969344044231244,0.24511480347206013,-0.38577701646926726,-0.1805560013393952,-0.6965527033795778,-0.5672317078242682,-0.5752424243303154,-0.7015062874731378,-0.4184244893079242,-0.4241614256735493,-0.117578065726868,-0.07706896010897682,-0.11201496836683546,0.016459802728576743,-0.518721513261031,train,1.288223812621991,1
3,0.2910442400402111,0.21680159812472657,-0.120216451942946,0.4468848032727605,0.27990908441911466,-0.6212448711231612,-0.7006323942507031,0.18329338679223867,0.1399134535694146,-0.4204360850424773,-0.5530716495808845,-0.5244634167284468,0.2788210863323478,-0.3932026347774817,-0.18240252720798683,-0.7479527302297313,-0.609202183086433,-0.6239591680334791,-0.7521762272806056,-0.4341340985293808,-0.45034552330583777,-0.10457223928815698,-0.0810689583118783,-0.10195158457104939,0.04443464074978277,-0.5493293057627722,train,1.9323357189329864,1
4,0.30390515856192357,0.23424680370686282,-0.13615051094649583,0.46976586506808826,0.29876258088951985,-0.6378011185056621,-0.7104061637167305,0.20231679763768107,0.16298952711275644,-0.4205522051173346,-0.575095350501342,-0.5302225907011529,0.294479285945502,-0.4018264009786844,-0.18151857559161239,-0.7711790293781133,-0.6248367908100712,-0.6389329261062711,-0.7687513538156088,-0.43215776433926706,-0.46460509791371685,-0.08916508238716891,-0.07649736623921932,-0.0906971749854087,0.06326475977304202,-0.5556885719550225,train,2.576447625243982,1
5,0.3128865172494463,0.2490926699686621,-0.14139953600660968,0.4819910485477431,0.3093057203395993,-0.6495547915937664,-0.7191657747303701,0.2134897731843705,0.17975855186885747,-0.41460243261201213,-0.5905837653914274,-0.5346821807278029,0.2998002262592818,-0.40065798962597243,-0.17218451062006937,-0.7964371508593591,-0.6480367650488614,-0.6540768076654296,-0.774900732859959,-0.44054030033077995,-0.46346112205727197,-0.06556365343312298,-0.06343481560196962,-0.08018087221085263,0.08452327882028801,-0.567618728344135,train,3.2205595315549775,1
6,0.3240295661788788,0.25908975491691333,-0.14356668304404224,0.48872002406870174,0.316324538080111,-0.6571781158663678,-0.7240279357375348,0.21780300733635816,0.1943672883176883,-0.4041900081108325,-0.5944442915321357,-0.5347865069194182,0.30415588466250965,-0.3981155846299811,-0.16779777639369098,-0.8130118859312971,-0.6617967670454952,-0.6599428459362815,-0.7795180805940795,-0.4478658181570918,-0.4563112780872981,-0.04388559284568812,-0.050105221188329566,-0.06847693209030821,0.10383983508599934,-0.5719473595271768,train,3.864671437865973,1
7,0.3307434441778786,0.27068194955230207,-0.14627509974062566,0.4871586147287046,0.3261721054704126,-0.6511171740671801,-0.7278086676286604,0.2327909645446461,0.2001255734441379,-0.4262590180802619,-0.6046200173522854,-0.54029462593594,0.31834101201982246,-0.3912252606938939,-0.1630540860718827,-0.8297520324974521,-0.674269430979192,-0.67228388619304,-0.7997041345236442,-0.4540597638096543,-0.45726925889173475,-0.030826180115171964,-0.04358074682708934,-0.06064049602225864,0.1164276150717535,-0.5792322207457365,train,4.508783344176968,1
8,0.3389379836495528,0.2768379166146059,-0.1473980949696545,0.48817530446377233,0.33692390577764875,-0.6528771401160033,-0.7306166828256886,0.23808188986468892,0.21190598039649888,-0.41578242065475157,-0.6055749558970401,-0.5335343392155835,0.3191866053145178,-0.3813188391378429,-0.15211327635689142,-0.8431998371925262,-0.6790820741124299,-0.6737004716879598,-0.8033849146134665,-0.45736949160685497,-0.4382669876487756,-0.004482249433051588,-0.026288188915549744,-0.044275916502353255,0.13988566545848327,-0.5795742040372782,train,5.152895250487964,1
9,0.3398258633829906,0.2757451545589298,-0.15142685071397397,0.4746653068914167,0.33701747565025525,-0.6557337680827093,-0.7242057671609714,0.23908411994439732,0.213337603419947,-0.4119834132842126,-0.6058498503745142,-0.5257906636481953,0.3197383114476271,-0.37772856302765356,-0.1436914781650316,-0.8508809359788663,-0.6835150753792291,-0.6718792548583228,-0.8140695426458635,-0.46232490469486354,-0.4330027266271059,0.005913330045242471,-0.01966232051340762,-0.04080183548274978,0.14230915751767864,-0.5741661605851611,train,5.797007156798959,1
