,epochs,base_train_losses,base_test_losses,train_losses,test_losses,num_train_samples,num_test_samples,centered_train_losses,centered_test_losses
0,1,0.008391803153278619,0.007242503137145682,0.3133623762286208,0.3276574951176297,1531,1531,0.30497057307534214,0.320414991980484
1,2,0.010019233876818875,0.007955236514756478,0.29328564685158093,0.2855352541496146,1357,1357,0.28326641297476207,0.2775800176348581
2,3,0.009366211243780965,0.008305031090411936,0.33530831234174246,0.3269706938549298,1423,1423,0.3259421010979615,0.31866566276451785
3,4,0.004752635897076135,0.0018150713224288277,0.3301548984036885,0.4228018120693866,1654,1654,0.32540226250661236,0.4209867407469578
4,5,0.008391633536389838,0.007242432912881402,0.20458259888679428,0.1942188680605278,1531,1531,0.19619096535040445,0.1869764351476464
5,6,0.009780882350905159,0.008330167419090265,0.22698275556131225,0.20595362539351897,1654,1654,0.2172018732104071,0.1976234579744287
6,7,0.006708170424960875,0.005766215787811788,0.28268846774761197,0.24652798084144784,1654,1654,0.2759802973226511,0.24076176505363606
7,8,0.008531770637119894,0.006266561285594388,0.1870044287768949,0.17187377215171126,1411,1411,0.178472658139775,0.16560721086611688
8,9,0.010196843826385497,0.00858825165886535,0.16577167994835232,0.18511569495224642,1654,1654,0.15557483612196682,0.17652744329338108
9,10,0.008685953337212147,0.006333433954775094,0.13723954622160722,0.11655756144726555,1411,1411,0.12855359288439508,0.11022412749249046
10,11,0.0035800652362854343,0.001406325893058802,0.2796028142429181,0.23897479986425968,1654,1654,0.27602274900663265,0.23756847397120087
11,12,0.006708275561964368,0.0057663349253036745,0.17306833187663778,0.1785984779694488,1654,1654,0.1663600563146734,0.17283214304414513
12,13,0.004753161192589493,0.0018154043575059138,0.16492168160612958,0.22933806939234677,1654,1654,0.16016852041354007,0.22752266503484087
13,14,0.010968911788451604,0.00954707847566267,0.14497613633579104,0.10296572653527146,1654,1654,0.13400722454733943,0.09341864805960878
14,15,0.004751613791467109,0.0018147651247362303,0.1378467284736175,0.20219426054030218,1654,1654,0.1330951146821504,0.20037949541556596
15,16,0.0026480423917436924,0.0017879287093763708,0.15243375014656496,0.14396656828564594,1654,1654,0.14978570775482128,0.14217863957626958
16,17,0.0026482619363412912,0.001787862588333475,0.12616373151404933,0.1402152118604494,1654,1654,0.12351546957770804,0.13842734927211595
17,18,0.0026482098701018915,0.0017877317921553759,0.1074234268573613,0.13961331666301988,1654,1654,0.1047752169872594,0.1378255848708645
18,19,0.009739085481735675,0.010195081308908054,0.10722360713058833,0.10647125093062638,1350,1350,0.09748452164885266,0.09627616962171834
19,20,0.01133411266439336,0.009152586194490959,0.12229657743030103,0.1180101653827885,1654,1654,0.11096246476590768,0.10885757918829754
20,21,0.009478176307782483,0.007810696748042124,0.12704212891611769,0.109423301546866,1654,1654,0.1175639526083352,0.10161260479882388
21,22,0.011332673301534204,0.009154272049545394,0.09927388015986777,0.10921651610043316,1654,1654,0.08794120685833356,0.10006224405088776
22,23,0.01000809383343095,0.007956579126413042,0.15334420343843042,0.08901534320591607,1357,1357,0.14333610960499946,0.08105876407950303
23,24,0.011333775542871589,0.009152968003756267,0.08742842694873086,0.09857864120667482,1654,1654,0.07609465140585928,0.08942567320291855
24,25,0.010197019834115873,0.008587880218148646,0.09836665782635408,0.11692046930726083,1654,1654,0.0881696379922382,0.10833258908911218
25,26,0.009779995849911675,0.00833012352834307,0.09787320757382599,0.08746870158305278,1654,1654,0.08809321172391432,0.07913857805470971
26,27,0.00813876130278192,0.00540680741586267,0.09664736421153923,0.09189189401376613,1534,1534,0.08850860290875731,0.08648508659790347
27,28,0.008882927493864209,0.007625065637212698,0.1294606823060325,0.13773658536699115,1654,1654,0.12057775481216829,0.13011151972977847
28,29,0.011333736653260353,0.009151886317994238,0.08014575425351311,0.08849484836733318,1654,1654,0.06881201760025277,0.07934296204933894
29,30,0.007198822737698496,0.005628450639535379,0.14538553618327246,0.11012835377187788,1359,1359,0.13818671344557396,0.1044999031323425
