,AFDR,ALA,AQR,ASKL,AUAL,AUAR,AVAL,AVFL,AVFR,BAGL,BAGR,DB2,IL2DL,RID,RIS,RMED,RMEV,URXL,URYDL,URYDR,VB1,VB2,train_test_label,time_in_seconds,tau
10,-0.772094680436384,-0.4786938453883255,-0.8051014358921644,-0.9212435368037448,-0.7383008757764397,-0.5463945060419009,-0.2117950428318217,0.13297169057160874,0.04660587149028794,-0.7255664174124583,-0.6995547004972908,-0.9791774867540023,-0.9245768088793612,0.1676453682171286,0.4909884525763093,-0.70189333620379,-0.6412704459863479,-0.8536710977940458,-0.45377194225874495,0.6448084212135725,-0.7903934187676565,-0.6029857631462413,train,2.556818181818182,1
11,-0.7154590726369534,-0.4316722695471771,-0.7686626396031875,-0.8644402569502166,-0.7539537636802613,-0.5638255631953488,-0.28577848214997315,-0.03119951040545499,-0.029394105549875205,-0.6235872706006632,-0.6731476042067785,-0.8015603810059428,-0.9075278017065476,-0.011704735722146142,0.4083039306607701,-0.7207158292052365,-0.7141119918927029,-0.8315164910275579,-0.2588948093023825,0.5575166539237351,-0.7697848174760233,-0.624758442966151,train,2.8125,1
12,-0.7959209224129502,-0.31336445185009065,-0.6886578178136029,-0.8080073694413009,-0.7760073601289,-0.6085373215124047,-0.2657914972677382,-0.07600027558350586,-0.45247433212071386,-0.5641632121338187,-0.6015091786030571,-0.9275880580636346,-0.9435377405014262,0.8888459439083276,0.3066941439111994,-0.7006995916182106,-0.7847419710098303,-0.8862366329866163,-0.4665146579438699,0.2144196229004549,-0.987377705874695,-0.8937322560780573,train,3.0681818181818183,1
13,-0.7401957878133544,-0.33162367703767626,-0.6377740584028442,-0.8838881429070227,-0.5164483281928746,-0.6759571156475658,0.20610478324634918,-0.049598123251816006,-0.023638188407119287,-0.5960107234731742,-0.6127830274218203,-0.8744556408690816,-0.9207645875416264,0.46246417705281484,0.2366746310059631,-0.7738688163964353,-0.7157914210733054,-0.8951982756336472,-0.039319482187000765,-0.1594031128789246,-0.7806958245780438,-0.5795297639189574,train,3.3238636363636367,1
14,-0.7405010839570034,-0.44634367501093863,-0.7321174951013383,-0.8433806749043133,-0.5735947809222659,-0.5612057843152828,0.3850605122539137,-0.013125804313289025,-0.14571423845618037,-0.6299833379617024,-0.7361785545091692,-0.9349729939666659,-0.9384568132844131,0.31914768472642874,0.24760774027337717,-0.7790752799179117,-0.7408208845792246,-0.9074899551494207,0.02104316424972974,0.188067663099438,-0.8728657571997799,-0.6676868289943321,train,3.5795454545454546,1
15,-0.7684278036170584,-0.3261676946696721,-0.6591795016415265,-0.869139393842895,-0.6849543636526993,-0.5920397364850594,0.004882358488641048,0.006744815489358125,-0.052728246847152604,-0.7387655341941062,-0.6477769183836741,-0.9271211361765445,-0.9098202334154031,0.4003787361630593,0.39968525347460915,-0.882368141491971,-0.7126563818765219,-0.8901698566517103,-0.004074191733205557,-0.18592026901852876,-0.8818026539383501,-0.6479579590019304,train,3.835227272727273,1
16,-0.7504455757508464,-0.42737837595306893,-0.7821400083376008,-0.9198724107508508,-0.7012205700676327,-0.5997408686346162,-0.28049061468300696,-0.07291532880637552,-0.2778755086599135,-0.652948225305024,-0.5809967858853924,-0.9409582577474922,-0.8994032060566203,0.7438617594991721,0.387242963977096,-0.8143065719638048,-0.7072280506370134,-0.9359961522096915,0.04342818986366348,0.3769604936710733,-0.8362495436221189,-0.758861806994735,train,4.090909090909091,1
17,-0.7570866081680647,-0.41177973387261113,-0.7433737826326596,-0.9282472817128827,-0.7610943907351924,-0.5515056744663374,0.27712602016993504,0.31154965244709176,-0.31099842463066807,-0.7189545073125795,-0.6328375233274661,-0.9076875730398206,-0.932354664185694,0.40891554874146574,0.3143548099321247,-0.8416576485685532,-0.6234217913375226,-0.9226198770576441,-0.246364960224975,0.16292473060885304,-0.8774800680069912,-0.6260456852213374,train,4.346590909090909,1
18,-0.6990422348943444,-0.37021394135616825,-0.6962107835393014,-0.8035319079993486,-0.5276170991689499,-0.8027184150659832,0.12196259284511557,0.24272544334649848,-0.48051192715870295,-0.7141133440574249,-0.4801098922949266,-0.9171656314976149,-0.915539814480697,0.46577424798720757,0.30014920199873507,-0.7974745881087976,-0.618165476117627,-0.9061627513941577,-0.36599377317404025,0.09589267485192199,-0.9719307382223679,-0.7503120254079589,train,4.6022727272727275,1
19,-0.6962949114824558,-0.5135940128249564,-0.7687520718440907,-0.8636014546771962,-0.5323376115684268,-0.5763366134627521,-0.2264425266379041,0.4901458167806274,-0.2689551017521371,-0.6829583262717908,-0.5918048827774207,-0.7666164250598689,-0.9070845291099962,0.2837549872147518,0.3394115225655969,-0.7799694938517043,-0.6559783764354323,-0.913342628537148,-0.27855287527201356,0.48578860274182056,-0.8216165606272587,-0.8128052908539978,train,4.857954545454546,1
20,-0.7125868649797705,-0.470030044312582,-0.7313334707955654,-0.9038146209580036,-0.7791862760001798,-0.6544048130932152,0.09815716247415085,0.35291033996189936,-0.23175066169379377,-0.6331240333712406,-0.6626372135987872,-0.8563162229233586,-0.9314005564079861,0.43273894129147394,0.26802946292192087,-0.7315012930179403,-0.7916626694068535,-0.90319104866183,-0.16858041876250507,-0.23294128982288453,-0.8050198537583373,-0.668287500341429,train,5.113636363636364,1
21,-0.753153490661385,-0.4620634960284057,-0.6932008698784524,-0.8437482770534923,-0.7681971218167614,-0.5815156956593582,0.2518684120800616,0.05282701980460991,-0.2897404498363598,-0.6759885044695995,-0.553659605814727,-0.7776516770888318,-0.9099198465102165,0.30449263995743925,0.2126277761668658,-0.7817244441581718,-0.691786867547946,-0.8380330859494699,-0.15754444450591298,0.04415478290783259,-0.9279464393902084,-0.6646001493947373,train,5.369318181818182,1
22,-0.7506439014892071,-0.41527397137949495,-0.7674957972741476,-0.9967463691491816,-0.7206668494662559,-0.7096320174131079,-0.002792070135560598,0.19289886327363193,-0.4416609746841912,-0.6583286686843068,-0.7289139758299086,-0.8236862407572925,-0.9235886003016823,0.3922196264065356,0.3368008951819479,-0.8446920888884922,-0.6678549016837616,-0.9168657080202736,-0.07332332188075841,0.5620835953635097,-0.9023543553315975,-0.7325951925501075,train,5.625,1
23,-0.7519592713224768,-0.48641066476268,-0.667873058213376,-0.7971063157673008,-0.7871166939343139,-0.5756766247880714,0.35588818740566674,0.19667294301018945,-0.5790682628242473,-0.6871851590180323,-0.48466685548897903,-0.908432871462585,-0.9108822221782449,0.6893723191129666,0.2568176899241872,-0.8428199508231181,-0.732400058769529,-0.8652646916930585,-0.222661073117144,0.15720044225755858,-0.8399645199242844,-0.6707742199689903,train,5.880681818181818,1
24,-0.7275465365752606,-0.430468514118426,-0.731513657368964,-0.7361881255629865,-0.5150543836199568,-0.6681252919994713,-0.09623487964404798,0.09323909117775653,-0.4592308170791177,-0.7189938765019894,-0.6154014891614897,-0.8684867589441054,-0.9140113263696692,0.5276519196147185,0.256595552782271,-0.9100563199939204,-0.6022164878786662,-0.8718487651286917,-0.29307688992203385,-0.149334301049744,-0.8733191500408871,-0.6092103132201747,train,6.136363636363637,1
25,-0.7190040907114457,-0.4679379549832091,-0.6504066286038324,-0.7979755541713686,-0.7155507510052694,-0.612608745812506,-0.09668571238843338,0.1380987076230502,-0.550993846924282,-0.6429776076382951,-0.6320847229237031,-0.8220791498624648,-0.938418958171861,0.382589748879264,0.4779224407140892,-0.8778225346314708,-0.6112277900351178,-0.8412102443928459,-0.6432404714161353,0.23144187973711117,-0.8330936314009207,-0.7412768107814095,train,6.392045454545455,1
26,-0.7696886889649355,-0.48777884318892906,-0.6854337601050523,-0.7211763567037981,-0.7044974703395874,-0.49721360532713477,-0.3402253905444875,0.0013011943824186023,-0.5121757938645685,-0.6530874725378598,-0.6091415471445818,-0.9105548612244322,-0.9136023509221175,0.5454891886569844,0.2471325451231443,-0.8581274038547223,-0.6203884347884694,-0.8499856649372923,-0.1609097199446584,-0.02588204135540184,-0.8376934914402885,-0.654888667924745,train,6.647727272727273,1
27,-0.7777003213770517,-0.4699278774546993,-0.739459593549379,-0.7196972174694589,-0.7775641732257155,-0.682426696247826,0.07906366968893641,-0.09781250525295426,-0.17459342493787522,-0.6497789485596444,-0.5999017665595463,-0.8778328565203717,-0.9056026827826309,0.40257491280763547,0.1866177927666144,-0.8697782885421118,-0.7106977880561292,-0.8709437814435342,-0.43505101610722285,-0.21872400077305676,-0.843515118742223,-0.7731253299393374,train,6.903409090909091,1
28,-0.8036289979450689,-0.5027314592976286,-0.7897088180625267,-0.6792969396991639,-0.7406220332362052,-0.6633179580820918,-0.4905563610572541,-0.0595838434545789,-0.21990299018513837,-0.6196114203246976,-0.7301560084940113,-0.8876475052191289,-0.9391812252197778,0.5742110715492006,0.23380781681181095,-0.8025222238925895,-0.6969733100047302,-0.8421171391104866,-0.3747940929025767,0.20947357124335242,-0.8412156403090345,-0.5724570808526452,train,7.159090909090909,1
29,-0.8013514683841843,-0.45725764744364183,-0.7418075736426084,-0.6104399913524408,-0.7440988446893777,-0.6568263288192906,-0.2163816541230077,-0.16932394940540396,-0.31347272506336354,-0.7583636136262788,-0.4375555514838494,-0.840841881522592,-0.9059292870626716,0.7689610929830846,0.2680798234626818,-0.8219456976800635,-0.6299432663492464,-0.8860426110772057,-0.4695231158605334,0.10496874805986489,-0.9068232552873778,-0.646027986427042,train,7.4147727272727275,1
30,-0.7517876420242028,-0.43288189075559236,-0.7619172761413846,-0.5581550730423175,-0.7342954240746604,-0.6814023532108253,-0.10097505012838037,-0.1924891065722215,-0.17619964791806408,-0.6740298129469771,-0.5353653961241549,-0.8278516530347536,-0.9464704205043325,0.44811579390733236,0.13671649262481833,-0.8175517516481516,-0.6313038621979847,-0.9062978350589154,-0.35582963795305766,0.19290173678935307,-0.9113000580068231,-0.8396327251598427,train,7.670454545454546,1
31,-0.7919828011868479,-0.4421178120070206,-0.7718241409051382,-0.5393055819573369,-0.8205490322510423,-0.6526321623252811,-0.17733893819618707,-0.323913749718863,-0.12040412368949016,-0.7436718170414021,-0.5146730875818071,-0.8260967682706764,-0.9184757725164442,0.7007482388964814,0.36298242844553874,-0.8809057168226229,-0.5162196165654205,-0.8501791370968296,-0.4681571830631589,0.18691300763976582,-0.9311095769953281,-0.6849871048952478,train,7.926136363636364,1
32,-0.742376393852594,-0.3070208308694782,-0.7921719029105779,-0.5779298603471154,-0.7093274928747406,-0.6275941311877116,-0.25369099311835264,-0.01656319744619461,-0.30155424056586133,-0.7101340126110325,-0.6442719156908212,-0.873967707839997,-0.9337193951453011,0.7150038634258011,0.117290605517129,-0.8491937649655574,-0.5569905221192845,-0.8381303813519831,-0.6468631155972902,0.12202323446695762,-0.8880587074485974,-0.7687626793647997,train,8.181818181818182,1
33,-0.7600169964813626,-0.34942135128089524,-0.7419956795564754,-0.6578465827503834,-0.7507646665198193,-0.551466524796774,-0.2695885140397619,0.1150328091556232,-0.22171262513239653,-0.7877676746715359,-0.5296383371748796,-0.8250336857283903,-0.9429758152834564,0.6074796867327212,0.09189294360497757,-0.8004967440628854,-0.5305312975292116,-0.8609166045536112,-0.9344457476987045,0.5285679632867877,-0.8493288432804931,-0.6528745602457577,train,8.4375,1
34,-0.7648651101229027,-0.4442025651938475,-0.6725617960775289,-0.6170184196555357,-0.6800905822556884,-0.49146432595628897,-0.33418088667086976,0.23000781682177696,-0.412541902519895,-0.7042412005239389,-0.6648425420256182,-0.8558657758626851,-0.9297526178423408,0.8372630460663364,0.2701972998855491,-0.8454290179628148,-0.5107683294140994,-0.9255329437973031,-0.35528146254283877,0.48990390046784804,-0.8689385352449042,-0.6256644586703721,train,8.693181818181818,1
35,-0.8058481861735647,-0.3589578208566264,-0.6729029223059544,-0.6646652712361842,-0.7299141013193409,-0.6529463461485664,-0.20590985091137937,0.17859445017497477,-0.46910304720055995,-0.7444570850504111,-0.5460872825204623,-0.9016314188685224,-0.9048848922282637,0.777433020833064,0.20407674048124202,-0.8797806190410109,-0.48406006928668577,-0.8629962499931952,-0.4748050170340731,0.19826224941367765,-0.8562482773520823,-0.6473299916532297,train,8.948863636363637,1
36,-0.7588805370906844,-0.2911667380684986,-0.745819157930404,-0.5735399267734345,-0.6755396189822841,-0.7773628495983795,0.013567366503181466,0.24909838125049233,-0.4994680388084991,-0.7441742556277815,-0.7068444242274987,-0.8722538878515962,-0.9293518814747888,0.7122342410871223,0.2606460635835719,-0.7797685762252583,-0.45301932116872445,-0.886082623645149,-0.71640018630476,0.3434417177976561,-0.8674647827180562,-0.6414152343442326,train,9.204545454545455,1
37,-0.742755306207353,-0.22078307017614662,-0.7677596041570671,-0.34149915806426323,-0.7757277032511112,-0.6000108735462801,0.03505743956072904,0.14380468243705358,-0.1552628241763485,-0.7204362060837382,-0.5444291693469955,-0.8765482379705896,-0.9253453914479026,0.7484807845014823,0.22314590038852944,-0.8097076891078491,-0.5382148055953198,-0.890595449574996,-0.452791397689596,-0.15539877534417434,-0.9252299208287699,-0.6138461443911478,train,9.460227272727273,1
38,-0.7724591540656229,-0.17648650029327229,-0.8098712940347206,-0.5007568248922392,-0.7449295147972363,-0.6767319222270831,0.0809130295226943,0.08612874942794368,-0.2776442576256114,-0.6700840237712674,-0.6604171737490371,-0.8382487305903114,-0.9391206599356859,0.9104629294262527,0.1718179054723008,-0.7751597367377052,-0.4190402864159164,-0.891354879192536,-0.8253332526605726,0.07200395892211109,-0.8417467060273043,-0.7074924715640605,train,9.715909090909092,1
39,-0.7354941937606875,-0.2785192704925771,-0.7677910119098311,-0.4001197981659199,-0.6613899324248615,-0.7015822509855933,-0.48379970405769357,-0.09765791123869372,-0.4683989854093218,-0.7190610476097461,-0.6744240811138873,-0.8270243634191613,-0.9192674425434333,0.6504058937945432,0.2603772175614034,-0.7469551215418667,-0.39336860450690847,-0.8828315749362741,-0.36309204550034024,0.23081260020145322,-0.8567655696822507,-0.705697410085373,train,9.97159090909091,1
40,-0.784547494998715,-0.17529964890637484,-0.7482795587903739,-0.4452397564023741,-0.6733525748534248,-0.6101562568079346,-0.10259095585679012,-0.18452355504783646,-0.41688021464519465,-0.7391603556235401,-0.6490517527029742,-0.8576840494557432,-0.9166402139019463,0.9604406151739935,0.03860696464111424,-0.8162157115901738,-0.6094553507844754,-0.8884208705867779,-0.360043526625177,-0.22796165156079817,-0.8204735952080913,-0.8206730280711196,train,10.227272727272728,1
41,-0.7759626770846804,-0.21530737209822048,-0.7783543965772609,-0.4498288091026885,-0.7507412272822795,-0.5179308698537878,-0.12166954596535418,-0.1098985351265348,-0.38980393807983293,-0.670965656021132,-0.5924129821539434,-0.8750051860325512,-0.9121026135422622,0.7623575987834872,0.20954267141932936,-0.7057069049336586,-0.48269912805623827,-0.8989615830805071,-0.6066487299523904,0.003578794118747064,-0.9084729007540784,-0.6124833427555878,train,10.482954545454545,1
42,-0.7926802254220418,-0.230696730701609,-0.6744829909467764,-0.4009277259034262,-0.7641931258286102,-0.7627762663852655,-0.006909934307100296,-0.2497718281070933,-0.2851641654397,-0.6426436073413232,-0.4546705609445333,-0.899132963490257,-0.9159921697740538,0.8286789563440959,0.14015319134711013,-0.7272012557825168,-0.4748102609426156,-0.8486566025541382,-0.44477715323665845,0.2553879982281657,-0.8931562158055957,-0.6804606192450466,train,10.738636363636363,1
43,-0.8064770839675337,-0.3485818666067153,-0.7793485424667803,-0.695143962338056,-0.8199911895379908,-0.5722272028675364,0.1846448503418665,-0.15927154701179846,-0.5052722187195792,-0.6696339127612039,-0.7748175455403818,-0.858299572131586,-0.9077626170285789,0.6173978207207635,0.29137041936099806,-0.7552852098690124,-0.6305173724253481,-0.8323702192579286,-0.6820514066531544,0.09703572766623592,-0.8308675357731906,-0.6104743691472332,train,10.994318181818182,1
44,-0.7984002806157691,-0.3664967070497247,-0.8578791818554063,-0.6619447756801665,-0.7240708324417657,-0.5872014265600674,-0.11987233479787474,-0.2229184807982657,-0.5138620165225645,-0.7697926806941817,-0.47677282076691574,-0.8824000360045949,-0.9230064814084334,0.639273930143788,0.21276529434585045,-0.6538498887743641,-0.4410501324993795,-0.8533416408457667,-0.47777075445067974,0.0831128924953839,-0.8929764843805348,-0.661140630671288,train,11.25,1
45,-0.7906475147071949,-0.31036259081341455,-0.7615646216881795,-0.6214878746625037,-0.8061199290933798,-0.6190684980651808,0.04590827689603061,-0.14097568080359624,-0.41165800448025525,-0.7251858850483165,-0.5527699916990919,-0.7795864416148298,-0.9110488260798936,0.6659824501611149,0.17873019701808857,-0.7490504606983973,-0.5300737151345534,-0.8712729797604497,-0.41692809949412124,-0.03719486936902783,-0.8442396892736551,-0.7060883584721992,train,11.505681818181818,1
46,-0.8057014044694821,-0.2230666185342881,-0.7355745907547528,-0.5424737995087505,-0.8443512155350588,-0.7130206033857218,-0.022617487265935488,-0.20001168436665429,-0.5160989754109021,-0.7692285691793203,-0.788150618581036,-0.8610537392062526,-0.9154153247662764,0.5748323480274817,0.29150369551586786,-0.5974955546711644,-0.49369261380086443,-0.8544407204131752,-0.40287377795760015,0.03583582188966927,-0.8343892330554414,-0.6874961191554363,train,11.761363636363637,1
47,-0.7903490526947734,-0.14611483921217094,-0.7796080783347572,-0.7727831529860523,-0.760800134958407,-0.6354589538792479,-0.242245137990601,0.04456514516295873,-0.6508922549658225,-0.7362787673090434,-0.6717999942084865,-0.7929847777447083,-0.9129769831001735,0.91246141002073,0.17234642045122373,-0.6594111539707491,-0.6817815964813408,-0.8342786364506425,-0.5275662934789778,-0.06864348904437756,-0.9018971240052811,-0.7978807102490053,train,12.017045454545455,1
48,-0.7688466033112952,-0.23085313386129114,-0.769799174419021,-0.5754167784124992,-0.7746726528799608,-0.5693997974201932,-0.3495493174982687,0.14321722477911858,-0.6341983405956115,-0.6817859068085479,-0.5047559995428221,-0.8966206055639069,-0.9155479642354039,0.8135555737099742,0.2045245954965378,-0.620286396516369,-0.5896127467186749,-0.8644190977491634,-0.21628403470038204,-0.11271359299661654,-0.8969644447190046,-0.6903889240618664,train,12.272727272727273,1
49,-0.820671851749668,-0.2769197180654358,-0.8046413856745309,-0.5726007641459914,-0.7782725601545615,-0.678888074039281,-0.25773332217452094,0.13653714988617827,-0.7529223519916717,-0.6863684729684342,-0.7278037635302643,-0.8194114980669879,-0.9011299376832831,0.8357169400224016,0.20419213550980553,-0.6743122788388216,-0.5242692192001978,-0.8483456009821341,-0.6519120357662889,0.3153456519651965,-0.8488628060175218,-0.733012353485369,train,12.528409090909092,1
50,-0.7709490962162981,-0.3545858488725969,-0.8245590910232763,-0.4798835351771735,-0.6583731281393261,-0.5698111942242388,-0.36801065725767224,0.03092529889277995,-0.5195902165626631,-0.7072180464598329,-0.6495616048683787,-0.8747937276658455,-0.9110829527655362,0.7188629043667596,0.20571602389770605,-0.6444688445625348,-0.6317170211362182,-0.8548708010106394,-0.3468845539552138,0.18640642664419715,-0.8973776463620463,-0.7424931883716928,train,12.78409090909091,1
51,-0.8024871656553096,-0.20672413116870136,-0.8763419563171799,-0.7428425947071178,-0.7235855208625821,-0.5951277594256827,0.05236963749237322,0.06577674742000195,-0.02012185047291215,-0.6198415448179304,-0.6325570539948671,-0.8677293387827297,-0.9122623320640401,0.5803673900867918,0.07737424964704998,-0.6274650603549972,-0.6487369637644789,-0.826874855846538,-0.4685891907310047,-0.19552789265766413,-0.8083417240164942,-0.5917186256317901,train,13.039772727272728,1
52,-0.825439460627196,-0.15550906050359603,-0.7644520198025526,-0.46166773687678786,-0.7668276993879626,-0.6198093832770435,-0.09544729928928297,-0.018809986004836743,-0.2955256960655067,-0.726818778069527,-0.5427029799724726,-0.8968334809924712,-0.9052321113915742,0.9999999999999996,0.2424349956120755,-0.5651769462891343,-0.5861754682770268,-0.9295817897158042,-0.49640219864817026,0.017020877184866112,-0.8680732955202403,-0.7155970790827872,train,13.295454545454547,1
53,-0.7787785335592581,-0.23891768640595923,-0.7173249144839955,-0.5665157183834577,-0.6592274633361503,-0.6607123445925069,-0.10018746629072084,0.005495618578096106,-0.3072646110745092,-0.7401804140491122,-0.6762352223606125,-0.8219481350286709,-0.9146441474472282,0.6596910059807124,0.10944616748281422,-0.5986493472458565,-0.6278689178730097,-0.8478837109611533,-0.6189941540242639,0.1101963843850089,-0.881908099384963,-0.7349339003772424,train,13.551136363636363,1
54,-0.7917308589257646,-0.23524788993369516,-0.8026390499166761,-0.6158716824699884,-0.7699513692084456,-0.5886143085993821,-0.269534911909889,-0.11851399189208867,-0.3031281529713289,-0.7051253409645928,-0.5897663551257053,-0.774110088954493,-0.9179232262746221,0.6203477647333333,0.18251824857181753,-0.5430734657124323,-0.5574993133710834,-0.792029730143342,-0.6621740576090406,0.16583477810393155,-0.8617113449768858,-0.6373190418700977,train,13.806818181818182,1
55,-0.7950921935079324,-0.18757526739875274,-0.6230287786632469,-0.5298200624516418,-0.8135498583853116,-0.6747049361264575,0.19875168742038296,-0.23704034323516743,-0.3894597700736786,-0.672144922306841,-0.5551327407051031,-0.8770672279046985,-0.8962948390073822,0.8893603775311298,0.28535275388366754,-0.41879274807541267,-0.5666073218850624,-0.8984592317967734,-0.47560930887829866,0.0382779638737043,-1.0,-0.7605393288196255,train,14.0625,1
56,-0.7756703520634928,-0.2625483724450349,-0.6719871705847381,-0.7384596849776883,-0.8038229494202827,-0.6238897134669975,-0.1739327343028153,-0.08739948177503343,-0.313314209092185,-0.7078977625271525,-0.535720737085559,-0.8512829432154985,-0.9392388863007778,0.4600391201299763,0.3725202518289894,-0.5595331270196848,-0.6635665703552539,-0.8339356233094236,-0.9530544825097925,0.1608840446776485,-0.8761641449601901,-0.6413825181142777,train,14.318181818181818,1
57,-0.7934571468334519,-0.05910854181122438,-0.715019876960792,-0.6678009284409873,-0.6821775038512737,-0.6815394158411547,-0.23105297172737815,-0.4025807874675268,-0.4097902358575386,-0.7380554765557283,-0.5690229289377672,-0.9149476015150695,-0.9265750899053982,0.8901766885947904,0.2547384873505054,-0.40847801039198706,-0.7407390065508863,-0.8783079067205115,-0.8667365308437713,-0.06950724153213106,-0.923095271466303,-0.7563583291691599,train,14.573863636363637,1
58,-0.8545803017705961,-0.20952751387504054,-0.7951994313020406,-0.5151124574971442,-0.8930698958825052,-0.6998441208008155,0.08074041713555857,-0.30567768249179494,-0.2962570822772058,-0.6632353422365457,-0.5912362173119153,-0.7795076969595788,-0.9369154522913835,0.6839343799878612,0.25334859860782055,-0.48268913614523434,-0.5916022301487118,-0.8845796278461509,-0.5001311212084325,0.057322270033815625,-0.9097852111089186,-0.7448863727739581,train,14.829545454545455,1
59,-0.7453273318183633,-0.2234356909188323,-0.6882308480166874,-0.7926221033769586,-0.8168483400974178,-0.7181945308522144,-0.32411709676569167,-0.30593447110204386,-0.3151227709507157,-0.6408042386430267,-0.7172694234152719,-0.8250285888578599,-0.9061928820771987,0.5785251086071619,0.16430967267025176,-0.5070494639298619,-0.8160645523386816,-0.8429962757176457,-0.6503196804454949,0.2079965522275662,-0.9019607977010939,-0.6795374273167208,train,15.085227272727273,1
