,AFDR,ALA,AQR,ASKL,AUAL,AUAR,AVAL,AVFL,AVFR,BAGL,BAGR,DB2,IL2DL,RID,RIS,RMED,RMEV,URXL,URYDL,URYDR,VB1,VB2,train_test_label,time_in_seconds,tau
10,-0.4125572284477071,-0.4358911072552084,-0.5729311642072735,-0.3841143945003547,-0.35244264620599963,-0.5027620573918555,-0.10409090696443474,-0.2476896812609095,-0.15868821667991165,-0.5593224598595847,-0.5478402074283442,-0.33048929561997165,-0.6450937864812405,-0.3427865562280533,-0.21629137703437237,-0.6064356691707247,-0.4055649473283829,-0.8105169763757988,-0.3308882099224065,-0.18521899197794883,-0.4961893823246024,-0.5140858487090141,train,2.556818181818182,1
11,-0.4080314182875099,-0.42975057051498317,-0.5723101187341324,-0.3752428347063258,-0.3500598096545795,-0.5041272281810071,-0.10081063468079948,-0.24539667385699093,-0.1612745553547682,-0.5578690264951967,-0.5420232850925832,-0.32672164395733994,-0.6436958972088331,-0.3407868741101163,-0.21865828828698308,-0.601502696669235,-0.40988994090489433,-0.8076336958149889,-0.32602895978571794,-0.1826763692447196,-0.49806920468143645,-0.5132510072271371,train,2.8125,1
12,-0.41474893448065037,-0.44934517238034044,-0.5648118061022717,-0.3867020659006001,-0.3578401853745259,-0.5156380631943285,-0.08831166417123087,-0.24794367336013506,-0.17203902138570099,-0.555743646085277,-0.5650858047930141,-0.31200942978131696,-0.6476508226624926,-0.30686348688551157,-0.20962224795662066,-0.606778268708519,-0.41891222307311143,-0.7938975585345367,-0.3278615517883892,-0.15080423021262349,-0.519522864858875,-0.5206539069243353,train,3.0681818181818183,1
13,-0.400568418909199,-0.4428752056447011,-0.5483414090807345,-0.369534978678807,-0.3515675375413444,-0.502873379153795,-0.05888756187230493,-0.24839005093693636,-0.16377729895705528,-0.5476728557818087,-0.5558882963400186,-0.3064950459472783,-0.643211062093126,-0.3119017230968907,-0.2208417588816594,-0.5979465975537911,-0.4012063639143876,-0.7649904254767284,-0.3096677784498826,-0.1488070486194441,-0.5145607424737485,-0.5104712793912365,train,3.3238636363636367,1
14,-0.39632472328871765,-0.4388560519444635,-0.5442711696675394,-0.3595641467045413,-0.3536406703494469,-0.5015440939976326,-0.026676788346496005,-0.2464580794875088,-0.16246068409900488,-0.5399859329634166,-0.5545715500688387,-0.3013553152167847,-0.6367367278856468,-0.32558005403082513,-0.24162620662297732,-0.6113770449176409,-0.40462932242278055,-0.7620780365622516,-0.2828231755175596,-0.1365282705529848,-0.5114629451914494,-0.523511887924313,train,3.5795454545454546,1
15,-0.40258914207298147,-0.43865531064209234,-0.5501955973760391,-0.3595726765972842,-0.3579358958706802,-0.505181193642645,-0.030222168413716305,-0.24362692699162028,-0.15774751844430385,-0.5480217467074764,-0.5552886141734168,-0.3129077304823964,-0.6404055862713203,-0.3274829267557749,-0.23295861640304386,-0.6065181550561827,-0.40475980683107615,-0.7581855524030516,-0.29096739427704565,-0.14616364523384018,-0.5135158484741343,-0.523272888808947,train,3.835227272727273,1
16,-0.4114628321749847,-0.44354276779601787,-0.5523478831139417,-0.36851460932837704,-0.3607546350209281,-0.5177341806095542,-0.05102011985326263,-0.23982817193065314,-0.1583201555137463,-0.5417972900100118,-0.5667094883958287,-0.30707259718820135,-0.6351185337266256,-0.3122486524710058,-0.21512182067457516,-0.591618411193111,-0.40404110770952884,-0.7659141579534601,-0.28382214882592227,-0.1262621593009077,-0.5127270712865754,-0.5194244885368254,train,4.090909090909091,1
17,-0.3960379840285439,-0.44088169062203253,-0.5530222748807476,-0.36298666581234607,-0.3543488098187606,-0.5078721887763689,-0.03748359120971008,-0.24137171322691423,-0.1596275395690045,-0.5394122645634534,-0.5625061172024168,-0.3096251188525374,-0.6285755089891176,-0.32156394260153565,-0.24491737356823354,-0.5965573545244612,-0.41528970144205274,-0.7595376183321466,-0.2749808453043282,-0.1317458082001998,-0.5120083133204071,-0.5252180635204549,train,4.346590909090909,1
18,-0.3941760037315838,-0.44964302135383966,-0.5526012365866397,-0.36213322248977176,-0.3501227429381434,-0.5000133924658293,-0.03772469597023845,-0.23820249796988846,-0.16523126028876678,-0.538799228977524,-0.5650679305278907,-0.3060910075330201,-0.6284763954934153,-0.320302245852084,-0.25263716465321634,-0.5997813030037806,-0.42217822801750915,-0.7603940271853156,-0.2840876632721253,-0.1438080964519517,-0.5199201087340506,-0.5341074421751857,train,4.6022727272727275,1
19,-0.38558879115094413,-0.44822199676271907,-0.5596739122086818,-0.35793298793931483,-0.3503145246674706,-0.4964477484527099,-0.05383459843161291,-0.22963983460252468,-0.15901362397427277,-0.540202087463761,-0.5733453163909297,-0.31288281199145707,-0.6263645506995063,-0.32506831684848836,-0.26133874789173084,-0.5911542943454704,-0.4331089259485847,-0.7719476942809395,-0.28298520136282307,-0.15158848466874236,-0.5153135089736562,-0.5398613010803901,train,4.857954545454546,1
20,-0.37276290529986805,-0.4537671938675435,-0.5521081419591538,-0.35823029285600716,-0.35610214338692137,-0.4985042379799389,-0.04113204890932501,-0.22890671589442288,-0.15738303172911258,-0.5501839416625768,-0.5707195488816926,-0.3143809760111542,-0.6305245919684225,-0.31947096053178925,-0.26810091335820163,-0.582961158487389,-0.4219942618310151,-0.7555343080771911,-0.29062771272669125,-0.15130764264384017,-0.5160077821262379,-0.5227580219613127,train,5.113636363636364,1
21,-0.3780017466155837,-0.44334897211471674,-0.5487311618719326,-0.35341798737742197,-0.354379233081333,-0.4967955449462854,-0.026756280186603254,-0.23105839968090253,-0.15717150615701608,-0.5467866856070102,-0.5648850901990591,-0.31282626179221296,-0.626128349527049,-0.328311850938354,-0.27392317347745854,-0.5980465487521752,-0.4233609109264291,-0.7567049470551775,-0.28092222581692733,-0.14774695882133565,-0.5162837751658419,-0.5279907485046588,train,5.369318181818182,1
22,-0.3894080475616684,-0.4420270531982425,-0.5500483687277025,-0.3579013466333304,-0.35225455103894254,-0.5034067420367796,-0.03154957249137866,-0.23295275784406247,-0.15723161943541872,-0.5418313741093662,-0.56830377673828,-0.3067709428434856,-0.6239602733835434,-0.3291288251230248,-0.26826095454718546,-0.589435706490379,-0.4285598015338172,-0.7656925294351525,-0.2605759426171104,-0.1329835685424131,-0.5133187672080826,-0.5352557507453666,train,5.625,1
23,-0.37997250895821877,-0.44258932810689394,-0.5385539273491491,-0.3582991964409247,-0.35110117053908374,-0.5041475861166221,-0.021380141967037497,-0.23351663952788515,-0.16505808489029217,-0.5351756682595844,-0.5710772800839574,-0.29880346564089266,-0.6142831335694463,-0.3201870357484208,-0.27596685697524037,-0.5954936342530778,-0.43215966722912796,-0.7499928321972168,-0.2519412116133962,-0.12205941033390688,-0.5165150540938005,-0.534371652211095,train,5.880681818181818,1
24,-0.38385720836956455,-0.4535391604954063,-0.5594440860158467,-0.3608629989265574,-0.3557586245045248,-0.5101066288513694,-0.038522454145328205,-0.23165429216247047,-0.16561532368748755,-0.5442630968077216,-0.5756929889088112,-0.30689493935967327,-0.6300423666637427,-0.31740585612199984,-0.26771178630451764,-0.5885240637222648,-0.4313523819935584,-0.7546980514719437,-0.28204310359411905,-0.145369786713518,-0.5263671523595501,-0.5227129558799949,train,6.136363636363637,1
25,-0.39174237273278095,-0.45248509343094434,-0.5744841257632461,-0.3681882657292874,-0.3541788692913541,-0.5119700159258013,-0.05792498256012171,-0.2355126417215252,-0.1717972272881449,-0.5503001386874988,-0.5779377750978508,-0.32338344904260696,-0.6378728790098143,-0.3194563458478413,-0.26455471379976797,-0.5962990904801944,-0.4468419015633121,-0.7724372848861226,-0.3015627763294937,-0.16317896118441733,-0.5319145553890914,-0.5347655279063313,train,6.392045454545455,1
26,-0.39133776039850776,-0.459457423837817,-0.577505783746059,-0.3685081762939503,-0.36373410799304595,-0.5204754248660326,-0.065900356755547,-0.23664948606666147,-0.1743533177714414,-0.5513222938464355,-0.5830136775335832,-0.3191706514759415,-0.642598916612312,-0.3123558362972123,-0.2529144690468852,-0.582263998214029,-0.4296233556730541,-0.7632813113339398,-0.31335393497064407,-0.1605748850963369,-0.5324957739674703,-0.513852006272121,train,6.647727272727273,1
27,-0.3904519719061042,-0.4629046986194185,-0.5822520787014811,-0.3680849277969953,-0.36095502555061354,-0.5130668169657026,-0.050935516470400274,-0.24197551952286084,-0.17236632438703925,-0.5620567365607483,-0.5853516352453434,-0.33365970924861,-0.6504854056287772,-0.3194874511955079,-0.25739837095127605,-0.611152401690108,-0.4407895445357047,-0.7766912933667918,-0.32844477136341166,-0.1664915026272936,-0.5420217289263618,-0.5258412955429648,train,6.903409090909091,1
28,-0.39892268325075003,-0.46342644549619766,-0.5838325841424237,-0.3782172304969075,-0.36958045467585643,-0.526337180817911,-0.07571147296055825,-0.2352088571884582,-0.1661219402471421,-0.562269745235727,-0.5914193531418924,-0.33037900538441645,-0.6539981228380167,-0.3102160486647846,-0.23829346900538625,-0.5906264242064054,-0.42711692017988495,-0.7814558173218255,-0.32999742555374423,-0.1621326859379913,-0.5303422914266029,-0.5031717892263082,train,7.159090909090909,1
29,-0.4059734422038498,-0.4613084541846086,-0.5805444183487092,-0.3848227139175766,-0.36642605035491893,-0.526370958372736,-0.08310945501991084,-0.23780493622716745,-0.16830014176442648,-0.5592881161122032,-0.5887074446128846,-0.326600738157774,-0.6497726283521597,-0.30160295490032923,-0.22166843781699536,-0.5983075649513587,-0.4240701800995477,-0.7823376398422003,-0.33317177037636897,-0.15610847834092978,-0.5319453855967932,-0.5062233373543057,train,7.4147727272727275,1
30,-0.4036387772118182,-0.4551863247005218,-0.5807733865008826,-0.37291216221072676,-0.3612949076468225,-0.5170670673381059,-0.06838147486211796,-0.23970982712574135,-0.16644469415379326,-0.559851169160028,-0.5882506366977783,-0.3293601707710413,-0.6475966646182028,-0.3071869844437896,-0.23044166303714492,-0.6182753116947032,-0.4387701274079357,-0.7915705592429447,-0.3303248567908674,-0.15208826219954769,-0.5349833469562327,-0.5244904777487123,train,7.670454545454546,1
31,-0.41150530753489345,-0.4523885038476805,-0.5787105453965637,-0.3802863052700374,-0.36308009512857986,-0.5194987094190239,-0.0797922893033699,-0.24119447284575646,-0.16383756154743606,-0.5596997606981187,-0.5808164809811773,-0.32933749839793247,-0.6441564157459194,-0.3020203602775921,-0.2085975572321418,-0.6191337526226386,-0.43108600884688386,-0.7911888740742619,-0.3291083699817008,-0.14962570350604967,-0.5321066371669783,-0.5230473181609414,train,7.926136363636364,1
32,-0.40571036392523885,-0.45353478756459065,-0.5830528604922568,-0.37535175708314394,-0.3626003123785997,-0.5174383823233009,-0.07936105987868168,-0.24248217353518464,-0.1672855317521234,-0.5610363010760117,-0.5932510817680842,-0.32286396844190857,-0.6488443857621713,-0.2965557312545509,-0.2223372777325475,-0.6197903206668307,-0.4453270171984075,-0.7880536767171868,-0.335892789935845,-0.14903489270038625,-0.5370863503075147,-0.5233612501251313,train,8.181818181818182,1
33,-0.39800798218466454,-0.4413382589012257,-0.5817696271802217,-0.3746692505498509,-0.35411558107462937,-0.5140726505887984,-0.09195280309904129,-0.24104634746691095,-0.16469486313054232,-0.5566628560221434,-0.5998950647807195,-0.3264840160567948,-0.6441956369121944,-0.3020361910314893,-0.24066449235337614,-0.6184174875617947,-0.4588455211561712,-0.7932022400717114,-0.3336244710865443,-0.1563062823095255,-0.5316792606595535,-0.5226343596222534,train,8.4375,1
34,-0.39240478325118205,-0.445425827575146,-0.567428968101723,-0.37474046464494026,-0.35866600211091704,-0.5190741674383983,-0.09528157134778258,-0.23920389233420597,-0.16721450409283511,-0.5453573347974758,-0.5951991782938661,-0.3078943025628079,-0.633516048475208,-0.2901609412468345,-0.23447383671842192,-0.5884571296236649,-0.43727395491623683,-0.7710519086410602,-0.3158406130395269,-0.13967829427975093,-0.5202275570365883,-0.5093568943870603,train,8.693181818181818,1
35,-0.39066160423276236,-0.44542616247371475,-0.5620204866088803,-0.37325235793757017,-0.3541746396477268,-0.516640738315108,-0.08943154616663933,-0.23974507881703552,-0.17121538707447267,-0.5414159127327971,-0.5926390566222003,-0.30723409070671615,-0.6303608576326133,-0.28618822698903557,-0.23382623286649828,-0.5821577156238785,-0.43181604069783514,-0.758931115082883,-0.3162934049793082,-0.13939282625811703,-0.5202916764040266,-0.5075762078070519,train,8.948863636363637,1
36,-0.3857041760529897,-0.4466418357187746,-0.5608169570675656,-0.3724460212785471,-0.3464737766688172,-0.5110136780596487,-0.08190479333603777,-0.2385799360034352,-0.1701927751682831,-0.5400883248900867,-0.5866177765286834,-0.3012300617176108,-0.6274690460044642,-0.28316089528336086,-0.24106943572768885,-0.5843016362131848,-0.4334792591190084,-0.7576187323516939,-0.3092471309978963,-0.13842929932293432,-0.5177760919691831,-0.5118909797350794,train,9.204545454545455,1
37,-0.3784477360959394,-0.44171803039708213,-0.5555003161580647,-0.362045523328412,-0.3454514815301205,-0.5089081763868969,-0.06888118607150656,-0.23366942590938647,-0.16094638280727439,-0.5490397005715237,-0.5754017523540756,-0.30027986185561073,-0.6263954121949877,-0.27753801516900484,-0.23485934953605553,-0.5971536437273245,-0.42640848359094563,-0.7479839636765921,-0.31523984887625806,-0.1362217363644535,-0.5170093854699463,-0.5092601775602379,train,9.460227272727273,1
38,-0.3800067690119817,-0.44010685675561534,-0.5572427499552437,-0.36540961527907634,-0.3428786319618621,-0.507051983415537,-0.06574979447589213,-0.23411406432849863,-0.15884027039119625,-0.5511983298582293,-0.5809855619682827,-0.29725394224448354,-0.6274732253819547,-0.2719087590501287,-0.2394735786085223,-0.6074185371805305,-0.43777148585655806,-0.7521867020336562,-0.31629760615189867,-0.13174282913545912,-0.5194391340567699,-0.5143904484384887,train,9.715909090909092,1
39,-0.38576491700842863,-0.44177162539129466,-0.5721318046879234,-0.3656428221868379,-0.3498902753064741,-0.5174740683278062,-0.08612810602238835,-0.22871179160255176,-0.16064634084429047,-0.551132602668817,-0.5815125839421968,-0.29886243857270645,-0.6261513056292389,-0.26811553979632624,-0.2214733742741645,-0.5845906031783168,-0.4287432571610991,-0.7561496179819784,-0.3231782883684765,-0.13975554697134204,-0.5154025405109864,-0.5037308872237135,train,9.97159090909091,1
40,-0.38402117649130113,-0.4452437858758468,-0.572799181812965,-0.36454037749907253,-0.3550016935478566,-0.5202303874660958,-0.06664069085928462,-0.23603300296245444,-0.16502905943388432,-0.5564246951011178,-0.5935357408133293,-0.295842007326229,-0.6332584993427546,-0.2654201942580588,-0.2210136345327414,-0.5992734181226171,-0.4355462687133402,-0.7509369315402359,-0.327708789277204,-0.1282252961040698,-0.5284342806878043,-0.5093233983581482,train,10.227272727272728,1
41,-0.38603793758064403,-0.4404284300031805,-0.5776382972850238,-0.3652789760886992,-0.35425977753279014,-0.5223299918709272,-0.07183608476291077,-0.23506085466788548,-0.16185826693888317,-0.5535386997409538,-0.5845216388895759,-0.30251844591101806,-0.6335658359496721,-0.26794279592072984,-0.2227206088392456,-0.5999779895086251,-0.43115052693222505,-0.7533985605717447,-0.3287849271013164,-0.13469106530984892,-0.5250385623143952,-0.5062652673811882,train,10.482954545454545,1
42,-0.38609035683004195,-0.43315853946738164,-0.5562566344190902,-0.36422701169370764,-0.34618917450580067,-0.5152897223150729,-0.06615820911752428,-0.2355572004726831,-0.15972178534982864,-0.5421011706537207,-0.5774447377445694,-0.29758058010062893,-0.619724885862516,-0.2689145680408372,-0.21649923052954087,-0.6005705427882777,-0.42483223882673793,-0.747795980382434,-0.3087204308892838,-0.12211625925876088,-0.5147597733392807,-0.5064313210482936,train,10.738636363636363,1
43,-0.3886816226412045,-0.4388640817189644,-0.5733726699691675,-0.37216823399562227,-0.3514138336208267,-0.5204820502486659,-0.06177631054605644,-0.24660338835301254,-0.16958068137909887,-0.5490411203046024,-0.5778836325776326,-0.3069476299146374,-0.6348421689351373,-0.2822296128873879,-0.23419893948470322,-0.6106723005731531,-0.43930273005062964,-0.7605606245446779,-0.3173409001664472,-0.13736011017349356,-0.5272417689399823,-0.5163823871405671,train,10.994318181818182,1
44,-0.3933885044660557,-0.44744770106544635,-0.5837127004208732,-0.3740759036733744,-0.3580770396741355,-0.5207723017504862,-0.07225531229996279,-0.24633152890384752,-0.17115809744772192,-0.5502195541274573,-0.5790700538228302,-0.3070618326632705,-0.638731465193328,-0.28704298850929455,-0.23124022308806283,-0.606915244303502,-0.42744500903222665,-0.766808065349387,-0.3281544644016824,-0.1485887395117603,-0.5305128467255652,-0.5139394578887923,train,11.25,1
45,-0.38995484894593324,-0.44938937932331896,-0.5823956045393808,-0.37032293305226394,-0.35808150708333875,-0.5161597559334629,-0.06395599694569214,-0.24563327808619845,-0.17024200329747252,-0.554731241682355,-0.5802209843225542,-0.3065113988578063,-0.638191885074584,-0.2894219285361262,-0.23505486693271602,-0.6115285785216166,-0.4298753123583271,-0.7633780642553902,-0.3281631380063079,-0.1474108512247184,-0.5333975306725509,-0.5174433138861176,train,11.505681818181818,1
46,-0.39139515814374765,-0.44893276984089237,-0.5843793293815949,-0.3698117786467323,-0.3609292501298098,-0.5192699213542011,-0.060390704064513606,-0.24256670607796407,-0.16837924622850794,-0.5561722617309857,-0.5762769737656928,-0.3031527451292555,-0.634721067648151,-0.28572698432914123,-0.2303537191025637,-0.5999005903325582,-0.42122375277361424,-0.7569898205224517,-0.3221062497149856,-0.14262982083862494,-0.5264991760630625,-0.5109176015402156,train,11.761363636363637,1
47,-0.3939859926427616,-0.4539786016662434,-0.5871694378201305,-0.37438363933356766,-0.3648092525843526,-0.5254025995102829,-0.06949302886747204,-0.24431735574057845,-0.17127709442764738,-0.5607884128489304,-0.5944057430955673,-0.2999440482740364,-0.6446563781640675,-0.27539025381239346,-0.2291442379628323,-0.5941593010256135,-0.4324274931754391,-0.7589198203818167,-0.33312785234745745,-0.13914997032130275,-0.5362227718226817,-0.5126434847185316,train,12.017045454545455,1
48,-0.38655917253861155,-0.45373526435075534,-0.5823782026161315,-0.36885998855483126,-0.36738219148326534,-0.5284066772432856,-0.07711859679957071,-0.23619903148317511,-0.16665031198588232,-0.5541989041327459,-0.5914296054586267,-0.29769073539010105,-0.6361267385455873,-0.2651230145503585,-0.22232135931334193,-0.5717863355732749,-0.4154943166818177,-0.7433840672713362,-0.3312210438201663,-0.13622514661194693,-0.5258096686076686,-0.4968377251576107,train,12.272727272727273,1
49,-0.38389757364347776,-0.45479172099855264,-0.5862071893297107,-0.37483798385123834,-0.36353905701180644,-0.5302298333933564,-0.08663082830337286,-0.23323714766781725,-0.17059509194885603,-0.548127805796577,-0.5990616224782038,-0.29773815356138267,-0.6298289114744509,-0.26213978943712657,-0.22591696672603964,-0.569944086818683,-0.42862526742280066,-0.750892460694811,-0.325335605715402,-0.13313046336015855,-0.5245390824028398,-0.49904510809046676,train,12.528409090909092,1
50,-0.3789859796167094,-0.45571731102803914,-0.5872627377454573,-0.3696627222223794,-0.3659301539285783,-0.5313272666981658,-0.09158014623665905,-0.23071636673784762,-0.1685973863508042,-0.5478028839548208,-0.5971553662678383,-0.30032812211948956,-0.6293643008093746,-0.26359679793465884,-0.2193564250358605,-0.568728843279422,-0.4233673645262855,-0.7553222704603232,-0.3266446817027475,-0.13351220741907016,-0.5235574035843656,-0.4972138195792313,train,12.78409090909091,1
51,-0.36836635400373974,-0.4431791394096686,-0.5719448296767778,-0.36032289799279493,-0.3588633539013899,-0.5152421852889659,-0.07235035461705212,-0.2331098541423795,-0.1541154769531162,-0.5527554134531781,-0.5846084142540163,-0.30660245275028586,-0.6360639857106689,-0.2760502384463587,-0.2307496673841914,-0.5817986773641735,-0.41541593705427865,-0.7498847105627953,-0.323998368074716,-0.13654916613559123,-0.5174916641397369,-0.49520864031488343,train,13.039772727272728,1
52,-0.3780217834672961,-0.440872720623081,-0.5619193406629373,-0.36639806322642265,-0.35814236597744376,-0.5172334323787608,-0.0720571912836175,-0.22755368241461657,-0.14873060650697711,-0.5490297416168558,-0.5844361286784238,-0.29844777324957206,-0.6283803496894271,-0.26165250946969276,-0.2171639637399411,-0.586544122401363,-0.4114873048037802,-0.7439937718895832,-0.31777626303790574,-0.12068180392738681,-0.509847656449958,-0.4970232381386198,train,13.295454545454547,1
53,-0.37632103685094354,-0.43816993981586644,-0.565476582605914,-0.364800446477231,-0.3544153751555559,-0.5135643087543988,-0.07030517634379674,-0.2284207971991704,-0.1520511631029215,-0.548365498671544,-0.5887487312250518,-0.30400044710017604,-0.6284225487357391,-0.2711056819079842,-0.22955761952331075,-0.5896181707437981,-0.4257669012224449,-0.7529665823032092,-0.31800933603689174,-0.13024767074377522,-0.5119810762979917,-0.5027610084124405,train,13.551136363636363,1
54,-0.3792451934745429,-0.43260619931726946,-0.5714881540576502,-0.3683207077686187,-0.35445066527063396,-0.5166080035186195,-0.08554241821900004,-0.2289347265110735,-0.1525352060178614,-0.5510655422240688,-0.5832196374411264,-0.30793520422051535,-0.6303938486828841,-0.2730563960758902,-0.2255677086427507,-0.5852154958012945,-0.4237149662866307,-0.7591953141001334,-0.3234916772691979,-0.14049332228065986,-0.5102629160231695,-0.49849444439918555,train,13.806818181818182,1
55,-0.380824344503469,-0.4360890667499916,-0.5516576205739409,-0.36870940231916227,-0.35040950045039454,-0.5105275080457581,-0.06529204841367543,-0.23543754653290289,-0.1548420872953012,-0.5417312048750537,-0.5677734506523121,-0.29340333955071707,-0.6201673837937687,-0.2644436784109258,-0.21724733268410018,-0.5889504605722504,-0.40783869252691796,-0.7435233795466113,-0.30545020165279974,-0.12006199463776948,-0.5073694858752619,-0.5041649695998431,train,14.0625,1
56,-0.3902971296465945,-0.43446179689511416,-0.574741426244856,-0.37544307223962914,-0.3470812628416442,-0.5136515439329762,-0.08998677285820028,-0.23882328257100072,-0.15923106177744167,-0.5499262129103901,-0.5730730663095582,-0.3194537142338101,-0.6362623843452921,-0.2802784790758105,-0.2229008868644881,-0.597099510552586,-0.4288955530384052,-0.7696478601488416,-0.33314563078479087,-0.15588152016295104,-0.516241968545571,-0.5116720853611816,train,14.318181818181818,1
57,-0.39797497797408726,-0.4432763001591694,-0.5803948855457267,-0.3836147503284728,-0.34950307066298814,-0.5191110481924909,-0.09670727114286642,-0.24500918407662173,-0.16319137960067243,-0.5555720568066501,-0.5813220686018371,-0.31188677586008373,-0.6503142128809856,-0.2659395960141287,-0.20797598839206619,-0.6005847785602305,-0.425054187701947,-0.773391875992507,-0.35360614449847755,-0.15179683321244358,-0.5283024981079023,-0.5065554562047008,train,14.573863636363637,1
58,-0.394878048491905,-0.44094384947172943,-0.5780094882624641,-0.3794333556263425,-0.3518984874478185,-0.5187556697884022,-0.08023285494146663,-0.24382562862091445,-0.16030503965419968,-0.5568794159378596,-0.573994984625271,-0.3078459841722191,-0.6423712156407246,-0.267245997183116,-0.20895661748523423,-0.607194917295826,-0.41839235821459453,-0.7705849001653329,-0.34047358630440805,-0.14146013577764405,-0.5222866765529798,-0.5105652279942366,train,14.829545454545455,1
