,AFDL,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVER,AVFL,AVFR,AWCL,OLQDR,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDR,SMDVL,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
10,-0.33999561603483963,-0.844217026773882,-0.9288509961545699,-0.4253501851325985,-0.38577151947679045,-0.6053767477445362,-0.9065905008442025,-0.9027153796196846,-0.9414847257218782,0.6691580499396887,0.10306075420133598,-0.7556141268223676,-0.5440570371873794,-0.8477381490004888,-0.14313480500998366,-0.7638383722426133,-0.8614093822253887,0.4443049656011768,-0.612490303444299,-0.5329800087769606,-0.6974424567229767,-0.2844466687312749,-0.09865385909227509,-0.8053896351610663,-0.560080006301798,-0.7820920768051269,-0.7498621575937744,-0.5313052123497344,-0.7228513197411368,-0.7267662893847318,-0.7548711316125796,-0.7330815345429483,-0.9326418603500813,train,2.5641025641025643,1
11,-0.27392813968011587,-0.8688504553685964,-0.8760995917033694,-0.3358625214632748,-0.3349812140263059,-0.5586700663647263,-0.8924901683378335,-0.9220470798432666,-0.826192951440087,0.5846113269000419,0.21298844010418638,-0.7512980919220049,-0.6499206552819313,-0.8515141119367526,0.020102760597892955,-0.7272109730429389,-0.863017908518899,0.5444228698333407,-0.6045279264787944,-0.5175423943560677,-0.6744581233538731,-0.3874890200527481,-0.439839766151054,-0.7066580546133083,-0.6104525733457262,-0.8432572503835093,-0.6095549896188304,-0.5332874642954886,-0.6135498617717883,-0.6997395464074743,-0.777129513713503,-0.7512385116266644,-0.853794957392837,train,2.8205128205128207,1
12,-0.40611828123048044,-0.8710627186122786,-0.9086256900100891,-0.25331009484786005,-0.5940794557540675,-0.6851532018710835,-0.8849542787357335,-0.8794300075492697,-0.9399841075937817,0.1868587770379584,0.026394757546432057,-0.8288459313459595,-0.5510833702023002,-0.8430182153234196,0.420906730681208,-0.7329143550184664,-0.9067990888481512,0.34947748361887854,-0.7139582631628848,-0.5979655916972592,-0.6319972421472837,-0.34336425039409657,-0.24117176341797464,-0.7197130339705211,-0.5659771337751556,-0.8610529515303105,-0.6105932329660846,-0.36101916968188397,-0.6883870319995493,-0.6332348268514933,-0.7346557517048521,-0.7471640790507912,-0.8930068265149951,train,3.076923076923077,1
13,-0.3634641585739202,-0.8780705753664044,-0.900998861204138,-0.3747092086564988,-0.4929693237140571,-0.6255437463758913,-0.8796326637809236,-0.9176121863998736,-0.8092686926041097,0.5803261273237899,-0.06102580311475225,-0.8050548516691676,-0.6416095047263184,-0.8567239796664818,0.18377396013969327,-0.7414617413188043,-0.9334375170561596,0.33085882595358984,-0.5459728787774387,-0.5352189408475865,-0.6647991828456086,-0.14369985893542525,-0.7546596739453122,-0.7427169523911927,-0.49550009320780597,-0.7857349141659328,-0.7438114245998098,-0.25460010066863525,-0.7759198661276545,-0.6259505341339322,-0.7808034898511791,-0.8615817207408298,-0.843858793944237,train,3.3333333333333335,1
14,-0.3520383946439003,-0.8453402934883915,-0.874856672361614,-0.31171903606804074,-0.49459043022928173,-0.60543276301196,-0.908048077403011,-0.9180666012622478,-0.8818918006348052,0.30141692046195145,-0.10334844408043375,-0.8380647728874531,-0.5645912965735418,-0.8540486429974412,0.13650308551399948,-0.7722686248675816,-0.8700936909009629,0.4293765182395817,-0.573335239994971,-0.5672324612005493,-0.6317828557988243,-0.17071276043932726,-0.4669377237158283,-0.7254959845205389,-0.6071896190813584,-0.8452291361386708,-0.5694303971213986,-0.34762813400741555,-0.6771679496417676,-0.7026916668485438,-0.807032599460226,-0.7165319407079269,-0.8879131464301173,train,3.58974358974359,1
15,-0.43906253788356264,-0.8733637378289625,-0.8123895678204797,-0.4046138124648334,-0.4594679677692908,-0.6713214003144514,-0.8905179819585779,-0.8461208783425043,-0.8058408364431415,0.4412823596335227,0.012158605326789251,-0.8852665417093747,-0.6663065398928353,-0.8952422853764179,0.10639945613955204,-0.7415750668365664,-0.9034979930140739,0.4214408889603294,-0.6123007180915894,-0.5703129753266689,-0.7087445766530769,-0.2563339830887966,-0.36246668652385816,-0.7551827966124329,-0.5525478740287358,-0.8729518646182154,-0.596343423356374,-0.428716349719377,-0.6295493702176043,-0.7175323119633574,-0.8110632192006999,-0.7282857524709883,-0.8816530908566521,train,3.8461538461538463,1
16,-0.491723981848992,-0.8539613070714415,-0.8934557259540662,-0.27516999520315455,-0.5817013518187186,-0.8961998769949509,-0.8911820814223369,-0.9039421253897347,-0.8692766239941871,0.17037655365125404,-0.26912566358339185,-0.852021534541112,-0.7272507474972527,-0.8550413177619135,0.34219384567777866,-0.709981010847204,-0.9248358571943049,0.3311693339104669,-0.7316863365627065,-0.6699730409046649,-0.6672242169431885,-0.38597062512758185,-0.47970558306657757,-0.6985954998170243,-0.5511950093885558,-0.7999529650857996,-0.6268907914489739,-0.3173207615938697,-0.65329198001663,-0.6447552134127841,-0.7761611535013401,-0.7072556515859623,-0.8696214562872069,train,4.102564102564103,1
17,-0.3663276705342121,-0.889224350536346,-0.9092775471363154,-0.33253808468812307,-0.35656540096881684,-0.5587150009702908,-0.8634651623184836,-0.9559974973322254,-0.8597203160698565,0.24742914988200848,-0.08881408956583814,-0.8444088328923779,-0.6204534839124988,-0.7668059687892622,-0.011787559428050098,-0.7696848649686168,-0.8941873729136057,0.263780940748352,-0.6806997032515335,-0.5848649032111027,-0.6210101373537247,-0.35814880114068526,-0.4177835521098532,-0.7956286327779009,-0.5988370385358537,-0.8314120039810089,-0.8971538431510468,-0.39743009596280443,-0.6938187880861865,-0.6927754091629326,-0.7655652779898646,-0.915112383191242,-0.9387747639413052,train,4.3589743589743595,1
18,-0.5117533357659423,-0.8751812723223386,-0.9320866958911465,-0.4604356304241195,-0.3575320429100022,-0.6219223457217046,-0.9255743764381861,-0.8387441659324477,-0.8364535162650968,0.08523529288190868,-0.11402670582817787,-0.8527029820059153,-0.5679782477146201,-0.868361596314726,0.11123423220934692,-0.8040028088632848,-0.8631413476230883,0.3333170712831841,-0.7673746914708657,-0.6046909496985455,-0.6777827940851122,-0.34356999828785406,-0.1884202183854672,-0.742224395538964,-0.8202418364819332,-0.850285561148594,-0.6656660872717659,-0.4920912403076071,-0.6824568117927585,-0.728479498614448,-0.826568982433225,-0.6538705460722875,-0.9640575185278119,train,4.615384615384616,1
19,-0.40125742932820607,-0.8841491885458765,-0.846169985371758,-0.41572122195248284,-0.4344472673300498,-0.6784088505545482,-0.8917183776277919,-0.9108262589720035,-0.9239101385944455,0.03803514045039913,-0.12828637703613488,-0.8500040249652239,-0.6482033944447789,-0.8490193462889111,0.1827036787160754,-0.7739531155487076,-0.8822647002247654,0.37784848948216143,-0.6244577575892425,-0.5154603023581446,-0.6775587849968727,-0.3406601889303187,-0.2609236339533194,-0.722097098184509,-0.5877281756457965,-0.8647561317121853,-0.8237239839671849,-0.4984129593857196,-0.6672864442290722,-0.6552699097152892,-0.7562181565621373,-0.7843565438861864,-0.9652040853401868,train,4.871794871794872,1
20,-0.37318434136835454,-0.8785844545101942,-0.8714474989981886,-0.42158490961428385,-0.42422238530103407,-0.6717452114989437,-0.8898796340004477,-0.8614113591051,-0.7767317519545515,0.2631770782543874,-0.16259562104131786,-0.8482671168138708,-0.6134318331915839,-0.8353889516528846,0.4845751194778909,-0.7338369468567241,-0.9255693523550045,0.32849821845363447,-0.6565281596845749,-0.5622107946831639,-0.6783909870535225,-0.22198168837725563,-0.29537614167658066,-0.778135919654003,-0.705673882034893,-0.861230981814693,-0.6676061305619743,-0.4565012413323548,-0.6581902529383772,-0.6719686172092745,-0.7773483144518438,-0.663892136864246,-0.9330513591678364,train,5.128205128205129,1
21,-0.4710762139222541,-0.817916316085747,-0.8350598479767364,-0.5597679745196266,-0.5668801700293844,-0.8280445079470985,-0.9175120640507156,-0.8457110156090825,-0.8453697518478847,0.3126296510488442,-0.009243764822088663,-0.7855000097763919,-0.6421109430021109,-0.8390045982225458,0.0731095721134174,-0.7015502048200218,-0.8971226495724739,0.34912367754392504,-0.7209589468798314,-0.6149115214302191,-0.5935658290308878,-0.08458770435895135,-0.36503243025247,-0.7845961142703415,-0.6860927741468825,-0.8826302005307934,-0.8328641181868518,-0.5302890001658089,-0.582975876612829,-0.6710016255823152,-0.6665402282430798,-0.776975949168582,-0.8742931846791473,train,5.384615384615385,1
22,-0.5409561985210836,-0.8281654311812121,-0.8801822352383566,-0.6566975248179022,-0.2862132282073637,-0.6763007833877551,-0.8987237276486384,-0.8787584426044898,-0.9014828919266278,0.6242563516174722,0.1433785767064395,-0.8217100830260351,-0.6722580110041977,-0.8476012476376342,0.21274487786594842,-0.7546449169966795,-0.9030608417060743,0.43414060542072774,-0.5439364713090202,-0.5905895779349231,-0.6288540462979888,-0.20340487704938626,-0.047421305838656336,-0.8037952188889177,-0.6900756488313353,-0.8620321538722044,-0.7746894482282165,-0.5038260513296179,-0.6114214258055737,-0.7069654409390513,-0.7138444102106775,-0.75931376855806,-0.8798092168133138,train,5.641025641025641,1
23,-0.5599250346593077,-0.9011097682366216,-0.8616579773594273,-0.42490112279057723,-0.43995590692951214,-0.8016751110324549,-0.9000722900744539,-0.9543933365383477,-0.8551616105760761,0.5452662817812881,0.3401521430560954,-0.8605787425876026,-0.6491629499400506,-0.7586951906767141,-0.40895544201918166,-0.7516546691020807,-0.8974779429114543,0.41464715539555375,-0.6502983575585711,-0.5450349921701066,-0.6272437783426678,-0.07550349651276966,-0.4262697791470481,-0.7439694556814329,-0.6630491654594252,-0.867302379801222,-0.7890219233822293,-0.4568615656221253,-0.737615665555243,-0.7623623599735041,-0.8095775425012142,-0.7487907125454896,-0.9402281351794617,train,5.897435897435898,1
24,-0.5066512665076925,-0.8644082782638527,-0.9153130310450658,-0.5439914538907092,-0.35089703839219255,-0.8774097118507221,-0.8782414520387621,-0.8802291281918119,-0.8766877439578881,0.49055758468927513,0.33338383952963024,-0.8418938568980912,-0.6193436425184206,-0.8563683570889712,-0.0676835118205863,-0.7475579685184398,-0.8760952727047471,0.37007397081290727,-0.6182882383953365,-0.5400142912680684,-0.7131421027588348,-0.19807559462751978,-0.2694914841070222,-0.7982429804391603,-0.6232181906297378,-0.8191418462301486,-0.6627137032514236,-0.5297316531546439,-0.6492473890209889,-0.6861526626055607,-0.7921553899261148,-0.7874738852081588,-0.9055865847828775,train,6.153846153846154,1
25,-0.5938742708976624,-0.8131384010438778,-0.918602779635674,-0.6064999609913231,-0.4738082856863596,-0.7566454858664519,-0.8957963619440709,-0.9049771947050047,-0.8573539779160646,0.4773492065297118,0.6231105246610462,-0.819424363287157,-0.6621536008645958,-0.8713926613704881,-0.0332884405567655,-0.6823500838444216,-0.9324933580185499,0.37544224121150616,-0.7642347065835147,-0.5371167371097814,-0.6237665292232806,-0.4797927389943413,-0.2639731850247138,-0.7851457856763682,-0.6493809832101316,-0.89504730482185,-0.8827113325773629,-0.3752599068107745,-0.6457396590976207,-0.7340441646600057,-0.8349770345546021,-0.7503363868318988,-0.8467714521338081,train,6.410256410256411,1
26,-0.5392236700294893,-0.8485185757667684,-0.8609768543504909,-0.5926319425729784,-0.3591852563202089,-0.7258330215088494,-0.8989122975701919,-0.8796542358278223,-0.866982028473543,0.7253148922075563,0.42837304303225965,-0.8536305803745541,-0.6016979650642047,-0.7649138202632316,0.3761642746354936,-0.7471704415834038,-0.9410334226737198,0.44332673611774354,-0.6540688571589999,-0.5825816172088811,-0.6349192846283715,-0.16944885387122743,-0.3684058318200324,-0.7450335798108756,-0.6825522455191,-0.8436190353987174,-0.6754254325431048,-0.39487811793875016,-0.5765573381794987,-0.6854823066064634,-0.754528668579076,-0.6841928980489056,-0.7808262118777058,train,6.666666666666667,1
27,-0.6197185317732117,-0.8817110521311702,-0.8569166934144107,-0.5991431208716681,-0.5301753806502985,-0.991228248068313,-0.8890545729851833,-0.8670870872506367,-0.8885813179636636,0.35250060196418365,0.13136744250251264,-0.8399033895267272,-0.6085272285872623,-0.8680105522219557,0.2975967714871308,-0.7132439828565563,-0.8659595608535029,0.4135479270849862,-0.6580146421498523,-0.5185145437000374,-0.6781392030248994,-0.2507078793570422,-0.5747923283303455,-0.8123296584013869,-0.6371404509460119,-0.8303185917770157,-0.8238564071371606,-0.6852489757513875,-0.697689846385706,-0.6900819100295446,-0.8056968855660134,-0.7081043833772049,-0.8951573316955449,train,6.923076923076923,1
28,-0.45233149564380937,-0.8781839806699254,-0.8164139075752432,-0.475626237187429,-0.48171257124791933,-0.7287118614197456,-0.9027669827437472,-0.8588585288347386,-0.8365878613525396,0.3021227554333705,0.16215904164703066,-0.749407333905862,-0.5744423119786723,-0.8484462585347887,0.16604730500795672,-0.7406821336050919,-0.9393704390787727,0.355964403409762,-0.6156615625708741,-0.5953957834812617,-0.6608238603382126,-0.18409144790037435,-0.11077320900856125,-0.7102974221894749,-0.7774745022904372,-0.8674302496236461,-0.7130537955815204,-0.6141431509458115,-0.6579673902754403,-0.7880756502645148,-0.8564652707327896,-0.8046152888889551,-0.8931919584626341,train,7.17948717948718,1
29,-0.43987262005870587,-0.9155072525651239,-0.8342720226343179,-0.4584340933629423,-0.38059727135289967,-0.5307813842181563,-0.8575613910855856,-0.8820492953672823,-0.877554237976466,0.12124920381054416,0.22357639124241224,-0.7759520246657585,-0.5345560527694933,-0.7847163950126879,0.20910806458472653,-0.7238224303193806,-0.8914772869848242,0.48751222807331995,-0.7041873289516836,-0.5313172432901738,-0.6121940866463913,-0.3227774434506797,-0.3856955494858656,-0.7716818160583521,-0.6551522568258104,-0.8733671159632026,-0.7424129728234894,-0.5515120243096783,-0.7065079806833203,-0.729487090936313,-0.7312717053180515,-0.6658069462957689,-0.9126936390346077,train,7.435897435897436,1
30,-0.44869694544086536,-0.8147376914582948,-0.8614462871054279,-0.40107899281615766,-0.44738961100602004,-0.5770424949914155,-0.9136089832716652,-0.8907028641708011,-0.8422014370355463,0.3685022873620645,0.09747320428174056,-0.6130556349889746,-0.609661111003508,-0.7987585478133759,0.07410814522319265,-0.7066225488168636,-0.8872552190144682,0.4279194374540749,-0.5961353520529122,-0.530959442570216,-0.6334328022404077,-0.2410150990642499,-0.3372457994815967,-0.7859680734691311,-0.6684119447496462,-0.8206100236316599,-0.7039771035025292,-0.5811088121864584,-0.6509351440450402,-0.7600229894228077,-0.775743327044676,-0.7135061056638936,-0.8476566758804698,train,7.6923076923076925,1
31,-0.440478967145461,-0.8448149971846906,-0.8657999237164618,-0.5832297023022195,-0.29115373811261225,-0.5999651577638796,-0.8993576108641202,-0.8566608077545874,-0.8474735206009425,0.33594265232848874,-0.10954554985154308,-0.6406446272500504,-0.47571122447487035,-0.8286067283734618,0.13570044084223531,-0.7362122804744287,-0.8257538785987462,0.49978239542095637,-0.5964012592973567,-0.6463869687247725,-0.6141964176302241,-0.3578091329110845,-0.25758436446495525,-0.7878244796821631,-0.6925209557124221,-0.8106199558324609,-0.9960899270014644,-0.45953671023278997,-0.7171008285750067,-0.668129397178852,-0.8011795233871084,-0.7341462231169461,-0.932598597962214,train,7.948717948717949,1
32,-0.3688462341718156,-0.8540876225110525,-0.8820791569088697,-0.5997583132521025,-0.46429384914945193,-0.4791101781617645,-0.8758932144419219,-0.9046870242991746,-0.8180071178963806,0.2780362029634267,-0.1241832990483287,-0.5568255631766703,-0.5457925353629522,-0.8661497990664944,-0.059491618075758756,-0.7393619785543605,-0.9656410345351407,0.33085103622406087,-0.5767502566666558,-0.6494965237324473,-0.6479504535024784,-0.12203582822507386,-0.47231853889845254,-0.768214372899242,-0.6764019922025496,-0.8141373491050228,-0.8560693267698973,-0.6070131576621094,-0.5192878771726575,-0.7170483042632135,-0.710269354397244,-0.6579462570808461,-0.9366698276792464,train,8.205128205128206,1
33,-0.5736583219808431,-0.820169590453979,-0.9104751199245092,-0.542634957408773,-0.46678598823390327,-0.6185846984839566,-0.9099920456441252,-0.8484440380284851,-0.8981934123057507,0.00381713011265572,0.07901807040079034,-0.6169704613164027,-0.5752293701888631,-0.9102461200160569,0.04735656926561127,-0.7823638677804117,-0.8990684799600432,0.44441387437490887,-0.7235797267411617,-0.5935266016205096,-0.6328989051169396,-0.380216365836648,-0.011074587490836119,-0.7432063496560728,-0.7626509523317228,-0.8674189080641307,-0.667428176851377,-0.5749241845846332,-0.6708561594164986,-0.7379260167671495,-0.7759959586848169,-0.7040291456345922,-0.9375207283380748,train,8.461538461538462,1
34,-0.48149458961658764,-0.8527991473709333,-0.8718538092761683,-0.5169445423032352,-0.32107060797363407,-0.5631568561064051,-0.8836040489214598,-0.8932370243646619,-0.8398226799410634,-0.02116037992636144,0.030738296388130637,-0.6757867076928545,-0.6850367782881949,-0.7719806797532301,0.5605046756315704,-0.7406533144813275,-0.8951624141086115,0.3817110731488531,-0.6374232230071147,-0.630529681780577,-0.7250432924329508,-0.34946972326816583,-0.31985613816809055,-0.7765707347501462,-0.6041869240852795,-0.8137989985424414,-0.6649725469150185,-0.6678571167388743,-0.7112650516706731,-0.7366861787715198,-0.7556259743488393,-0.6887171852720534,-0.8905311244183517,train,8.717948717948719,1
35,-0.5561288141784415,-0.8719016759565216,-0.8365489447011258,-0.6282221224801696,-0.5379698235317834,-0.45793077366731916,-0.903059061660368,-0.8969966449458703,-0.8800265582354526,-0.028062807598636774,0.14497356028417463,-0.6669122175818468,-0.6405135724997311,-0.8610552859104532,0.731434699448845,-0.7427835894051222,-0.9594043388986108,0.38688911360151645,-0.629217199348922,-0.5785943098041816,-0.6778284196319047,-0.4392033081158748,-0.1691001870312583,-0.7713517186886503,-0.7090068383569257,-0.8387771769526002,-0.8835011648893139,-0.45024918008760595,-0.695176659606829,-0.6977220879092985,-0.7900886460583443,-0.7306950141822902,-0.8622131846722157,train,8.974358974358974,1
36,-0.5934271227988923,-0.8341294448090341,-0.8961431410678832,-0.7073653454533342,-0.3068813794523747,-0.5950393707125425,-0.9128221137201337,-0.9025602530926962,-0.8361132471347723,0.27202930564897065,-0.03722175585631682,-0.7208232167965867,-0.70361529461894,-0.8296535129735885,0.19082091733674544,-0.723384426536651,-0.9664944087669334,0.31582552440934286,-0.5062250042946651,-0.5888869647214925,-0.6680400009658554,-0.23249170701874822,-0.3524597336695835,-0.8543091803898367,-0.6950607036045289,-0.8711140239320788,-0.5611618627489914,-0.5988044551738796,-0.7242454633067157,-0.7201991714370755,-0.8039932932833214,-0.691853629328566,-0.9435214605539894,train,9.230769230769232,1
37,-0.5743494443316188,-0.8676266827209785,-0.8820186435115792,-0.5572409732707652,-0.40025286182698616,-0.5032067047772719,-0.8750408654432346,-0.8416996585828984,-0.7931975494752193,0.4194035401256013,0.17694280558379605,-0.7081719573979618,-0.5585320933530208,-0.8310266964621972,0.22047955672009634,-0.8091678336614018,-0.8591941232112503,0.35632465587497797,-0.6740072585472325,-0.652428244580421,-0.683573478025159,-0.23841108258532173,-0.20409845503424973,-0.8627290174517839,-0.5706641166742111,-0.8724603064021408,-0.9628000676767201,-0.7530594737803266,-0.6521761683733758,-0.7367478099259099,-0.7879276329032292,-0.6622264497095512,-0.8589832530370367,train,9.487179487179487,1
38,-0.6077782590237581,-0.8498881929393046,-0.8932876729067842,-0.4677959386866024,-0.367994240053372,-0.48667931507037043,-0.8881306571934611,-0.8845536822712186,-0.8577408684364929,0.28730995806931525,0.24134589296916986,-0.6329180170023789,-0.5221716408777684,-0.8672768987224155,0.26420839935311347,-0.7908057230924742,-0.9127533677098325,0.4501245242735996,-0.621523064456976,-0.7797606653160547,-0.6575346175000523,-0.07199206618090692,-0.19877583745798977,-0.7494650289716529,-0.6713336238662633,-0.8290726016086382,-0.8938183326098182,-0.47517322196381073,-0.6960641488841045,-0.7743824018020266,-0.7992912637279478,-0.7512846458369149,-0.9098454083403387,train,9.743589743589745,1
39,-0.6006627307615007,-0.9092640953443787,-0.9053311027051943,-0.6014674141274422,-0.4434425887448713,-0.5671361462731778,-0.8886510580882845,-0.9485703170613756,-0.8354980200741059,0.39069448740558954,0.1995967644159078,-0.6600351316857092,-0.42678194067925035,-0.8177778574408965,0.4189889332175978,-0.8013735152177563,-0.902710882179391,0.413539752374082,-0.700647062901024,-0.4553479547828402,-0.6339833907175982,-0.41371927238770223,0.04512176283263669,-0.7760539175215371,-0.574639374428588,-0.8494031949738445,-0.9534362194897806,-0.3782723171174608,-0.7069348875309974,-0.776232748163268,-0.7695413132513235,-0.704931381062956,-0.869850782795711,train,10.0,1
