,AIBL,AIBR,ALA,ALNL,ALNR,AS10,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DA1,DA7,DA9,DB1,DB2,DB7,DVA,DVC,PDA,PHAR,PVNL,PVNR,RIBL,RIBR,RID,RIMR,RIS,RIVR,RMED,RMEL,RMEV,SABD,SABVL,SABVR,SIADL,SIADR,SIAVL,SIAVR,SMDDL,SMDDR,SMDVR,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB1,VB11,VB2,VD13
0,0.09261413505761415,-0.08679329655782078,-0.2114264895459929,0.0272146596760695,-0.07498000302095646,-0.13888083935184745,0.002387030666300638,0.024269886427180205,-0.026574118739847927,-0.14246701637013645,-0.1321034118886785,-0.13473515693287805,-0.009771375775335517,-0.028772059146594718,-0.2625585890382319,-0.1249679318369658,0.11572363081252265,-0.015190257935458112,-0.2650799241990265,-0.04679528421556227,-0.02800533550462189,-0.1361182127850893,-0.3668633590330044,-0.13596489900272424,-0.0987993467841596,-0.12371018398850203,0.052536889616365004,-0.0846385372007284,-0.11139891122816298,-0.14235774839902984,-0.20069668246510552,-0.1762395889117701,-0.007700545869439206,-0.11165046178128117,-0.2698818432929896,-0.14312494142501547,-0.2644111401832811,-0.20692153530905585,0.02862030212250601,-0.01046391467741229,-0.24859314792487902,-0.05154816323337333,-0.15795807513524052,-0.04868879720339726,0.07130585515423928,0.03893495299297494,0.17218168218339083,0.03900613824733696,-0.21222230843344414,-0.07482444351746877,-0.13425732098555215,-0.05018307958112743,0.053347770106933846,-0.10236532367813109,-0.24936596444553233,0.06677931133050782,-0.10006129917447015,-0.03541783200320953
1,0.10125102679558695,-0.08970491093522073,-0.18502676595427547,0.00962700386622223,-0.08518471770726416,-0.14272552654889187,0.003191111840260049,0.024762080479978146,-0.03402195319934144,-0.14566529007240897,-0.12547500124339966,-0.12271037689932648,-0.0075122712471526985,-0.03800813070520928,-0.24147400197843605,-0.11899847981618265,0.11378729234849135,-0.00537712307825592,-0.2332557789635711,-0.037818231226246515,-0.025802442307067516,-0.1261306576614643,-0.3569795604074689,-0.11221103489452713,-0.09107665560213955,-0.10463539218293579,0.05547911222067023,-0.08817769816277342,-0.10335077120407006,-0.12732130995162144,-0.2009018253082348,-0.18369338433929963,-0.009697847549583038,-0.10445773298242084,-0.2508995721562787,-0.13455426156022965,-0.2510043341751885,-0.1975601537861203,0.04368326998538967,-0.017358038178985968,-0.2370610175461161,-0.049176435945631876,-0.15789756867798577,-0.048694292578967964,0.07011181190476579,0.026567998900502682,0.16255411832526334,0.03633737548769769,-0.20578415732886188,-0.07849650921935991,-0.13659019415523654,-0.05946734389240914,0.05818686024839745,-0.09025727972574875,-0.2369483625519321,0.07653859072467205,-0.08810784013114556,-0.011872026983509563
2,0.10194434321839338,-0.09092863955901041,-0.1824930171147921,0.0068980443372764055,-0.086456810093658,-0.14303580530124707,0.0032195000721040277,0.02519418958745192,-0.03472491869259314,-0.1459550042768714,-0.12465489752954198,-0.12165288844954708,-0.005847368710856352,-0.038185227508485596,-0.24014358396404148,-0.11828729807387692,0.11392778047536833,-0.003985560146754809,-0.22982471866416487,-0.03779369350419291,-0.027403198007703362,-0.12517785747052393,-0.3571306123931593,-0.11013532183619093,-0.08980154633924617,-0.10214986930171156,0.056028583847127666,-0.08872180704037183,-0.10227519383881312,-0.12623186571598805,-0.20123866161487783,-0.18601544676563195,-0.009563087226809503,-0.10351531221351919,-0.2498662997130706,-0.13275695139422525,-0.24975097132785168,-0.19775771861354488,0.04636774397124292,-0.01867595660864091,-0.23615890183842567,-0.04909906691531449,-0.15922693874303462,-0.04934379442079092,0.0698407113708439,0.024859624530609265,0.1613854113400161,0.03666667332387411,-0.20538792096279562,-0.07916162407267568,-0.13697064981984788,-0.060766644931025356,0.058226153469389086,-0.08861043117504995,-0.23583033908236922,0.07843509075112212,-0.08791889514494035,-0.009194436140271768
3,0.10646650466526406,-0.09102329343927551,-0.17403157043312809,0.004829067164778006,-0.09030311568899459,-0.1465355204900212,0.0042728427942317695,0.024721767335182436,-0.035107790913880665,-0.14886339226466933,-0.12192720049336306,-0.1197415917858457,-0.00602075675975082,-0.040455425919379395,-0.2287002340584653,-0.11442261666328742,0.11752520947201824,-0.001775545855655973,-0.21877206023231502,-0.032523851273684914,-0.019468321726514304,-0.11933808329395668,-0.349737915819759,-0.10047846456396514,-0.09249477223018088,-0.09784289305030258,0.056655159294112,-0.08730892862848436,-0.10128223591713408,-0.12257439333450763,-0.19996516230849934,-0.1833486953115166,-0.007878770586415944,-0.105274772486295,-0.23946279927047034,-0.13769406239444942,-0.24734022902957972,-0.19011322599267358,0.04692306752314536,-0.015187174262990665,-0.23429612388637056,-0.049808690615686026,-0.154650190158314,-0.04490952229251567,0.0696221327327276,0.023173040005158047,0.16006203645314027,0.03273181024266669,-0.20589999122823918,-0.07650129685195733,-0.1403876487682909,-0.06189568970292783,0.061194011973496415,-0.08814924628459923,-0.23191953821182268,0.07975456877863543,-0.07999024317962984,-0.002916764796173679
4,0.10709468222153563,-0.09115801061014536,-0.17319428994534747,0.004763984412173969,-0.09115593360198657,-0.14730783606959136,0.004175275956323724,0.024688110750520922,-0.034983555162883956,-0.1496148237861795,-0.12140198683876566,-0.11965913131728759,-0.005743382120042478,-0.04028621766757022,-0.22691956060482918,-0.11375491673922913,0.11849347836248228,-0.0013666208717899309,-0.2174893566865974,-0.03177886451681058,-0.0183561705327962,-0.11836664060701714,-0.3488684577622684,-0.09955896984764467,-0.09314136837104356,-0.09744794463549221,0.056789855304516385,-0.08707903057787414,-0.1010816944679547,-0.12276525950971823,-0.19986256715745607,-0.18284302741515712,-0.007492984031572123,-0.10596213040213909,-0.23799212072307427,-0.13899320325322798,-0.2473695294763784,-0.18924733224473955,0.04689615102945681,-0.014356814256742147,-0.23442975161907587,-0.049957377920288176,-0.1540947414170807,-0.044282665570664605,0.06987808200429974,0.023069547464518836,0.16046134645751267,0.03241691378929964,-0.20614834959483466,-0.0760661951169403,-0.14071504003818072,-0.06163715163595689,0.06177075559648808,-0.08797471502390798,-0.23133220507752142,0.0799053827082113,-0.0785164222179133,-0.002153565613278253
5,0.10657723231952249,-0.09134694252887565,-0.17411587526219574,0.004700222421222148,-0.09144709058468609,-0.14699578241090902,0.0037827103340264713,0.025002820774743875,-0.035003891626050124,-0.14938835453589913,-0.12176022327927845,-0.11985206850425219,-0.005719185497927392,-0.040066391467192077,-0.22759977950286975,-0.11414248752581767,0.11825957958035341,-0.0016912403973079332,-0.21817759826518934,-0.032535843611416676,-0.019355308072402613,-0.11888431768737974,-0.3497793546311176,-0.10014746145574047,-0.09258756748389455,-0.09766630433809473,0.056817743488376746,-0.08730023380255231,-0.10082458054260192,-0.12327528115059924,-0.20010593775217303,-0.18352003328805508,-0.007876444604281769,-0.1056607722266038,-0.23900822967722046,-0.13866820931771975,-0.24784961544067122,-0.19003123937805508,0.047208689643353174,-0.014633079601183627,-0.23498664908767217,-0.0499477724770014,-0.15465164928159028,-0.04472797552565495,0.06976369713348132,0.02282969733069457,0.16063401703687805,0.03288045401039108,-0.20622419304204528,-0.07616154403595089,-0.14062039298852366,-0.06174901611479085,0.06162716532219012,-0.08786371222158364,-0.23154821452994734,0.07977221106151075,-0.0790395087226812,-0.0021567219433875607
6,0.11083370818256565,-0.0901280144649092,-0.1666674935783214,0.0038346124192635,-0.09329664316272132,-0.14975746898938258,0.005441173738536375,0.022956677328668997,-0.03473400613477899,-0.1518977872127,-0.11966841464694512,-0.11872631997694306,-0.006128837695725961,-0.04127719182220283,-0.21965961088886535,-0.11133502715564153,0.12100021814060197,0.001320348321804568,-0.21061933887024645,-0.0277094076184332,-0.012233607255971847,-0.1139615705647545,-0.34308582883044497,-0.09348126221844937,-0.09557366178342933,-0.09524279748294812,0.05664101338300617,-0.08597923982872405,-0.10079817038318203,-0.12095840332558971,-0.19936447981718647,-0.1794051149967582,-0.005565913649973182,-0.10742873631630953,-0.23127897488614282,-0.14247769919421432,-0.245381248153345,-0.18329530229838964,0.046208543287331566,-0.012032872173844997,-0.23303353013008554,-0.050616410789083785,-0.15106870913496745,-0.041691624120208624,0.07046640180364143,0.022828572796853363,0.16007316236376956,0.031077118118234506,-0.20649806594881562,-0.0742635821250646,-0.14206045833364966,-0.061190913574303174,0.06428405644724815,-0.08823445376947917,-0.2287391989652651,0.08126541773506536,-0.07291925193944807,0.001412745345989863
7,0.1108851921796273,-0.09051995580159987,-0.1666665723936155,0.003975822153934565,-0.09389095480273209,-0.149762324792535,0.005113577859560646,0.023194694433324663,-0.03437676493603613,-0.15237922129258039,-0.11936735419067743,-0.11896567882715078,-0.005974624699998175,-0.04075673981644112,-0.21883653558713348,-0.11096355097712958,0.12143571977969139,0.0015811202209203151,-0.2102406228523102,-0.027326071887995382,-0.011984330182230002,-0.11308595730540916,-0.34284464293141986,-0.09315184025728857,-0.09582944417464563,-0.09503729270272514,0.05707606797892098,-0.08565145698085223,-0.10061654751633757,-0.12139707149837833,-0.1994200481730634,-0.17930550203908713,-0.005001644403844025,-0.10803692008790879,-0.2306998312041212,-0.14339068914233954,-0.24560121093503975,-0.18315170292734428,0.04635091666711183,-0.011511489106645952,-0.23356419771754966,-0.05082600816514458,-0.15100777860652279,-0.040875941262610745,0.07069531149273094,0.02246925418820159,0.1606474120567039,0.031185218595681824,-0.20697473127521865,-0.07396686032712008,-0.1420974585246162,-0.060691740507404515,0.06438307969120104,-0.08822076989966128,-0.22838587610200378,0.08137065025609196,-0.07229139751567162,0.001903124042115242
8,0.11045258513900298,-0.09057794622135927,-0.16747326324370015,0.003887679454688402,-0.09449430441938862,-0.1497302135463521,0.004570094421059611,0.02334531394189801,-0.034551270865589324,-0.15220341795121173,-0.11965298313865921,-0.1189076816018967,-0.006163547171578732,-0.040634107800624354,-0.21927682143083763,-0.1114308193603804,0.12125366082971067,0.0012016969662970098,-0.21083442029727548,-0.028113063593761697,-0.012877014035994398,-0.11378641563135387,-0.34361898022548754,-0.093739554685108,-0.09515382411070722,-0.09528286275663303,0.05700337842392435,-0.08586233759745011,-0.1002645307729243,-0.12194069239910574,-0.1997124918382828,-0.17998799930540393,-0.005750240835519247,-0.10753337628567868,-0.23172990507941402,-0.14321697886512946,-0.2461129466608619,-0.18387714062126456,0.04672105974314758,-0.011978148607655288,-0.23409515033326567,-0.05077126851378247,-0.15153233027146973,-0.041535024153260866,0.07061075178780908,0.02217252621642526,0.16101284481744726,0.03166197403233785,-0.206788648166914,-0.07405617564921047,-0.14193015695521777,-0.06106472528406945,0.06459172915433531,-0.0881556325371081,-0.22856337993527656,0.08118014384166038,-0.07245328717172037,0.0020880684499654497
9,0.11041653236071233,-0.0905643151542192,-0.16753923407948132,0.003941115135156747,-0.09424671628139616,-0.14962679606964033,0.004682229375661942,0.0233186430588024,-0.03452526455629805,-0.15213427023053297,-0.11966209744179204,-0.11896459336785807,-0.006058843135275896,-0.04062706099837672,-0.21942712741040282,-0.111356572546336,0.12114599756061226,0.0012190186838761871,-0.21097264134041332,-0.028115500874618355,-0.012868414883806427,-0.11383257247715445,-0.3436101024078069,-0.09376371839846777,-0.09515801830041536,-0.09529150983412435,0.056969867174467254,-0.08590533754422842,-0.10035472586276878,-0.12182481068924272,-0.19964101483684527,-0.17993742563680756,-0.005702469815361603,-0.10750863573516253,-0.23169860269303716,-0.14307895644072915,-0.24604062816889363,-0.18388406845811547,0.04670085425139659,-0.01192136739378509,-0.2339542648595954,-0.0507530311274726,-0.15150813808124053,-0.04151438590930208,0.07060293722684434,0.02226191556799834,0.1609009953479259,0.031623347184543224,-0.20679583703114193,-0.0741033600437689,-0.1419092357668718,-0.061008579228329675,0.06446290049581571,-0.0882304805774042,-0.22864318664415353,0.08115905214272394,-0.07265702389316052,0.0018821215666679405
