,AIBL,AIBR,ALA,ASKL,AVAL,AVAR,AVBR,AVFL,AWBL,BAGR,OLQDL,OLQDR,RID,RIFL,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SIBVL,SMDDL,SMDDR,SMDVL,URXL,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.10812414082295518,-0.6203487594274804,0.8862209790031039,-0.42085797139615944,-0.7714392225408435,-0.5972273913170743,-0.12059908846681677,0.8972838704000541,-0.7287572170040935,-0.5204766437281825,0.3429862295261932,-0.1406987693258367,0.7118062128257236,-0.4406828734747831,0.30906367284636604,-0.6866448368018538,0.9231411042961448,-0.6623596587568839,-0.6399016833496127,0.10036329851782955,0.2440871861379177,-0.09023941068139951,0.5706119572643464,0.16724911541539222,-0.5373116136141747,0.180538685610931,-0.2831896667637418,-0.7483207092496782,-0.33858129064525144,-0.5304962715687873,-0.5886283226496669,0.5027428105088099,0.0752931460353089,train,0.0,1
1,0.088686099529931,-0.6511059568262041,0.8131727193925382,-0.40163566556369956,-0.765909669163314,-0.6587805059118403,-0.21061169128409263,0.6256538767985167,-0.7188261264277397,-0.6318460862799957,0.20828096029119503,-0.2759189054309412,0.6577232227734549,-0.5287869030872445,0.3521993302175548,-0.6033497237505354,0.8324763785928644,-0.6875324570131982,-0.6200143726055941,-0.05230333286820488,0.039247106204561844,-0.06113349672523849,0.7185308417161465,0.09561062596578507,-0.5889447650554849,0.12231758614560895,-0.37316205546110237,-0.7680742615513282,-0.35571823787085877,-0.5517007497099029,-0.5801900825254147,0.4714395678368768,0.06500232363803238,train,0.3560830860534125,1
2,0.08620143317801165,-0.6829552665443228,0.6899999602651385,-0.38958747929444626,-0.7940377749397783,-0.6151313091721129,-0.11278988688050107,0.5567015074745914,-0.726146515196017,-0.5648592048767122,0.2605458832361527,-0.3261165874996754,0.6045087890790319,-0.5130436200853193,0.21039792123016143,-0.6127204987436631,0.8162650749438582,-0.6727548767761511,-0.6322721627289909,-0.05226459947040696,0.08782279936788662,-0.11092648748944145,0.7783921810288741,0.12177033647378355,-0.5287747031883833,0.11998310966398251,-0.44498368346938577,-0.7517520785790199,-0.39058717254506403,-0.5529688942034177,-0.6176037520893275,0.37538227994582307,0.2018527841149499,train,0.712166172106825,1
3,0.05409646588261818,-0.6193975717744289,0.6412437086224121,-0.46417304741486787,-0.7809510825382238,-0.6213228034076004,-0.013719950537382841,0.47257851362782355,-0.6974437582028918,-0.5599753725249221,0.34359451714065936,-0.3069615269911795,0.5646034239108262,-0.5541506826479876,0.24209626975491738,-0.6431085369492024,0.6864640301819787,-0.699468137668984,-0.6584358092837859,-0.06932183047562723,0.21123536095519801,0.06329359309876925,0.7771550595337857,0.0031384525206775704,-0.5408415444527324,0.16444984182238698,-0.469286127541096,-0.7556093655980312,-0.3829509980250321,-0.5763789526302638,-0.572416010798179,0.489056125466236,0.09868963399233033,train,1.0682492581602374,1
4,-0.03153292043674416,-0.6459305195089364,0.5736448481243555,-0.5017818853221717,-0.7597784723860517,-0.6238267552895991,-0.038752197701676705,0.4598271094012578,-0.7453212863366272,-0.6521614518528875,0.31875724420612817,-0.1249488467057499,0.40140443054434183,-0.646391041327741,0.0827231999015563,-0.6042222635553826,0.6411998909766992,-0.7070111439534779,-0.695964476520563,-0.13222719567209062,0.03741354152454979,-0.0055802489649543485,0.8020028078067838,-0.1793200620636447,-0.5367698610457741,0.22009988726103846,-0.6419325575638181,-0.7894164914030888,-0.4386090607610996,-0.6064117411871562,-0.5719061391511904,0.34278130015443864,0.022984013194268793,train,1.42433234421365,1
5,-0.09417466482644166,-0.7000108591022144,0.5158485862767477,-0.5233768377174016,-0.7539193544635323,-0.6000958580555253,-0.09442791928725425,0.4705960837262242,-0.7267706127495785,-0.5439601652241247,0.20945754251332138,-0.36831774772140946,0.4500650913330615,-0.6528449968365617,0.23678406934677,-0.6411412016421477,0.5032667414754719,-0.6913986606937285,-0.6880438764551532,-0.09527764217635393,-0.024824792546405128,0.12136695329483871,0.6244273401499354,-0.10780758619124009,-0.37990526096375676,0.44802928982842705,-0.6736237988854095,-0.7796793016905694,-0.41441535603624846,-0.6059617970640545,-0.5678004516922459,0.3754816382079078,0.13481977139561419,train,1.7804154302670625,1
6,-0.06463924088901585,-0.6492909909957683,0.46442110597537845,-0.44531342977176047,-0.7773164261257188,-0.6297409920074055,-0.05468356902494542,0.19750218986436474,-0.7555830086408927,-0.593375734867886,0.30720970918394097,-0.36637330713049643,0.3440896350378009,-0.6870574781853898,0.21825868792956693,-0.675062964559239,0.5567504734747131,-0.6983136061461043,-0.6652477745082357,-0.17203831068385844,0.022960340380835165,-0.04050180700369754,0.5300845895760591,0.048631749142694636,-0.32793588770284243,0.3346449886920635,-0.7274541834578687,-0.7838220541659879,-0.45028141407907873,-0.5898479793062368,-0.5917356428232724,0.23116740754306497,-0.02115783172008967,train,2.136498516320475,1
7,-0.06329052593420892,-0.6649870547573427,0.41577926328322956,-0.4391295365713288,-0.7901737034640568,-0.5996520257398454,-0.22880659462633757,0.25255567672916035,-0.7600076098186173,-0.557592109443834,0.18494011837861613,-0.32782180207439027,0.3067973355483824,-0.7041708455678666,0.17929801833642056,-0.619889562009018,0.5122067205087126,-0.6892968507131056,-0.6615934933419416,-0.0904128017030027,0.06328526208016005,0.005552555421703742,0.5196038866196548,-0.14847155779150145,-0.26210519277620503,0.499620245288112,-0.717897180075132,-0.7398281258574677,-0.43404490849576927,-0.5555588727435243,-0.6047605191453064,0.3943747595140401,0.01637639081726927,train,2.4925816023738876,1
8,-0.20501384133972433,-0.7061812823454816,0.3737882864737587,-0.5361064152237871,-0.7837992423591527,-0.6167332194796908,-0.13490769153326854,0.2848370315603834,-0.7612149419456078,-0.6116608669328953,0.16408935429529015,-0.35554315008877935,0.3626153211496903,-0.7467579855138711,0.18920760026459194,-0.6476874668270794,0.45839383573371917,-0.7012109931534083,-0.6807747813678351,-0.013355246195493775,-0.04307365902308946,0.3110123374735174,0.26616683152881127,-0.1564473015131428,-0.12638178722044524,0.6403027268879684,-0.7067012930264185,-0.7956722593618093,-0.4543057249385395,-0.6080008006985539,-0.6110690306421351,0.35166098744246366,-0.03715360909531684,train,2.8486646884273,1
9,-0.049289217661290796,-0.699680726196786,0.2972586909397097,-0.5410864359403965,-0.787483996575704,-0.5999623242274583,-0.16134103762620444,0.3512069038820995,-0.7625877080376527,-0.5306338583056454,0.34199201486042563,-0.3650503708957836,0.3764361995832304,-0.7367238049664082,0.14747975628298748,-0.725530873540561,0.4467023598479942,-0.712640067376796,-0.6332466352638088,0.005169890355025242,-0.08323102189752407,0.17955108766391126,0.10848913577529307,-0.1317729631474357,-0.0953881914540845,0.5600465021106595,-0.747452165293149,-0.7982969045780222,-0.4764912771786709,-0.5941872456853234,-0.590129853226872,0.3124843343175703,-0.11140256747260968,train,3.2047477744807122,1
