,epochs,base_train_losses,base_test_losses,train_losses,test_losses,centered_train_losses,centered_test_losses
0,1,0.002324009599739293,2921.9643531427255,2921.967810411474,2791.0980251557116,2921.9654864018744,-130.86632798701385
1,2,2791.0937415061785,2781.294581655167,2781.3012637494057,2650.8254693163162,-9.792477756772769,-130.46911233885066
2,3,2650.8191749725556,2649.0899773667775,2649.098336427355,2571.2731299321385,-1.7208385452004222,-77.81684743463893
3,4,2571.269525589656,2556.5841222155973,2556.5892213852662,2500.9150235890697,-14.680304204389813,-55.66909862652756
4,5,2500.9109744789557,2485.878882109043,2485.884434304742,2448.2751445634294,-15.026540174213551,-37.60373754561351
5,6,2448.270835460359,2429.8452218459147,2429.850991964518,2401.2936523238527,-18.419843495841178,-28.551569522061982
6,7,2401.2899875198254,2378.903053447328,2378.9080516406775,2356.220997262011,-22.38193587914793,-22.682056185316924
7,8,2356.2180776693945,2332.065783034995,2332.0699106670945,2316.704897808112,-24.148167002299942,-15.360885226883056
8,9,2316.7023537246196,2290.907790651232,2290.911425446413,2279.6905036468497,-25.790928278206593,-11.217287004382342
9,10,2279.6879497661757,2251.2528983732145,2251.2564404632517,2245.683649506469,-28.43150930292404,-5.569248866745511
10,11,2245.6814026927686,2351.247216896106,2351.2501760044947,2485.5086480785562,105.56877331172609,134.26143118245045
11,12,2485.5018075707503,2487.048220016576,2487.055830938761,2264.9510249835325,1.554023368010803,-222.0971950330436
12,13,2264.948061832482,2252.39630218624,2252.399038292688,2236.1156247354693,-12.54902353979378,-16.28067745077078
13,14,2236.1122594782587,2219.710012183986,2219.71319396259,2200.1900228822183,-16.399065515668553,-19.51998930176751
14,15,2200.1863257881896,2180.2210014881884,2180.2245356750573,2168.284618004748,-19.961790113132338,-11.936383483440295
15,16,2168.2806257758857,2142.7011346115437,2142.7050000873564,2138.1387912477026,-25.57562568852927,-4.562343363841137
16,17,2138.1344657270433,2105.8233010708764,2105.827574098651,2108.9172916319894,-32.30689162839235,3.09399056111306
17,18,2108.9125639810845,2066.9045909649262,2066.909363507883,2085.688070528667,-42.00320047320156,18.78347956374091
18,19,2085.6828901416397,2033.7110141308485,2033.716314158159,2070.0207946803002,-51.96657598348065,36.309780549451716
19,20,2070.0153040964,2008.5528111605672,2008.55836590645,2043.1994295507664,-61.45693818995005,34.64661839019914
20,21,2043.1940327485074,2098.5381144883577,2098.5440144767244,2097.3051788210523,55.34998172821702,-1.2329356673053553
21,22,2097.3001796403764,2053.321184500396,2053.3272077842284,2058.1155118009196,-43.97297185614798,4.794327300523491
22,23,2058.1103899444074,2010.3014959343525,2010.3076738715629,2025.228289122917,-47.80271607284453,14.926793188564488
23,24,2025.2229868444435,1973.1305021893456,1973.136879545268,1995.7945351053543,-52.08610729917564,22.664032916008637
24,25,1995.7889936795887,1939.6392909561134,1939.6459255959114,1965.4535455991165,-56.143068083677235,25.814254643003096
25,26,1965.4476964490289,1902.1640450329965,1902.1710220198502,1933.5323953082238,-63.276674429178684,31.368350275227385
26,27,1933.5261337410939,1860.1205900938496,1860.128052074466,1906.2317978467242,-73.39808166662783,46.111207752874634
27,28,1906.2249744965907,1819.836808516896,1819.8449627832879,1894.168021385641,-86.38001171330279,74.33121286874484
28,29,1894.1605817215175,1800.0384761568591,1800.0473845311005,1871.7654489517306,-94.11319719041694,71.72697279487147
29,30,1871.7579438445575,1769.9086514482808,1769.9175294241863,1836.8366450296276,-101.84041442037119,66.92799358134675
30,31,1836.829735257655,1876.8287035866376,1876.8367038070514,1845.7397265686106,40.00696854939633,-31.08897701802698
31,32,1845.7328136863134,1818.3225969957175,1818.3301975328197,1796.875076260261,-27.402616153493682,-21.447520735456465
32,33,1796.8686259365534,1769.3936781270233,1769.4008662305037,1760.4452277372493,-27.46775970604972,-8.948450389774052
33,34,1760.4391126938572,1732.93343273363,1732.9403638302563,1730.6968300877668,-27.498748863600895,-2.236602645863286
34,35,1730.690882932003,1697.1252460529674,1697.1320658628297,1701.6905588304578,-33.5588170691733,4.565312777490362
35,36,1701.684649571444,1660.0469897448459,1660.053819361581,1673.887972198518,-41.63083020986301,13.84098245367204
36,37,1673.882014503331,1621.7482039768986,1621.7551664253997,1648.2560341373921,-52.1268480779313,26.50783016049354
37,38,1648.2499628460594,1582.259684919471,1582.266955982371,1625.847257392357,-65.98300686368839,43.587572472885995
38,39,1625.841013121142,1557.9562692699715,1557.9641221759173,1604.61985620037,-67.87689094522466,46.663586930398424
39,40,1604.6135448717396,1529.5610311234996,1529.5687178850658,1578.7054786753697,-75.0448269866738,49.144447551870144
40,41,1578.6974408585602,1670.4017940898423,1670.4080012159918,1663.2622288662453,91.71056035743163,-7.1395652235969465
41,42,1663.256391677256,1619.2866189064491,1619.2927001225592,1624.543031492804,-43.96369155469688,5.256412586354827
42,43,1624.5372209292832,1569.2474359815865,1569.2534045974194,1591.2125077496187,-55.28381633186382,21.965071768032203
43,44,1591.2067163024133,1526.4451389400965,1526.4510482278088,1565.1100755796522,-64.7556680746045,38.66493663955566
44,45,1565.1042846788503,1487.639989993278,1487.645884339929,1544.077330414316,-77.45840033892136,56.437340421038016
45,46,1544.071522426686,1452.711828969626,1452.717736759661,1525.5785098890667,-91.35378566702502,72.8666809194408
46,47,1525.5726704126703,1417.106249635465,1417.112189112803,1510.871133357523,-108.4604812998673,93.7648837220579
47,48,1510.8652504888316,1384.8008651922648,1384.8068496374212,1496.923363514054,-126.0584008514104,112.12249832178918
