,AIBL,AIBR,ALA,ALNL,AS10,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DA1,DA7,DA9,DB7,DVA,DVB,DVC,PDA,PHAL,PHAR,PLML,PVNL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SABD,SABVL,SABVR,SIADL,SIADR,SIAVL,SIAVR,SMDVL,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB11,VD13
0,-0.2374117796273612,-0.09063648488649692,-0.03496011271753975,-0.19553152336347154,0.01128252667060857,-0.2029354040008366,-0.07731084430244367,-0.0064224212210860915,0.1293480894345677,-0.19912688722589467,-0.09355446137333503,0.05851470731567725,-0.11075875261733355,-0.18228127762524282,0.11468719727895274,-0.1373759223147648,0.1680848337554058,0.041660862163574994,0.223981673972352,-0.1942023760227694,-0.16911905127549892,0.023044750275234744,0.224043245699454,-0.004572692176150608,0.11708285556411832,0.04364404731817646,-0.0925281231722826,0.03145450769698608,-0.13100246573561958,-0.21234556796365162,-0.03076556998279775,-0.15683167634165157,-0.1536392717131529,-0.1613014139245161,-0.0842011719795151,-0.057731624337124074,-0.10459562358810426,0.09893442407327921,-0.05169442748015142,-0.06955428231775962,0.07204427181064207,-0.09743854881250476,-0.10511825729121921,-0.12798741549449405,-0.20754960081177423,0.06383999859106364,-0.01999065081686152,-0.1679689189570761,0.09880916040047491,0.00869081904076138,0.21359311244623136,-0.0472336563255575,0.11338870478142854,-0.12516536938122738
1,-0.22140699399613106,-0.08235617835044784,-0.01349665489356745,-0.17597438504457913,0.009722896477140213,-0.17476524824565856,-0.07996222488825507,0.011002443007910916,0.1383399504302395,-0.1699209028716937,-0.08849280757019681,0.06705326550648674,-0.10845358280733214,-0.16993879836261178,0.1148315233601811,-0.10428385370140583,0.16882824444528485,0.02655030159889993,0.20800456771024178,-0.17665682965385437,-0.16871593829473094,0.030257436988924004,0.2012469500905833,0.0017983673626716726,0.1276847957992997,0.03600552074774569,-0.09646422177008732,0.03544529273558249,-0.1256081120167785,-0.20706463361016064,-0.017609687868629882,-0.14807048777240253,-0.14269257580316447,-0.147857113166741,-0.07920013665816124,-0.04165325870585492,-0.09082781950041523,0.07626845192741183,-0.04672104068174608,-0.07977839187393998,0.08661808165181008,-0.08944758886812132,-0.09714043517366111,-0.11876480560242936,-0.18538163755237774,0.06361867953653615,-0.008448604923081277,-0.14810242278866653,0.09612321979922694,0.030536464275653947,0.2024095247840221,-0.04184846977750423,0.11329163398864214,-0.11055318622028666
2,-0.21846143105043975,-0.07962577980405143,-0.009355180280999732,-0.17096164957958318,0.013763014597476636,-0.16629451939201495,-0.08063350010827702,0.01733743792529454,0.13886398112045514,-0.16117638480215796,-0.08479339177251907,0.06840413931430127,-0.10300405814340469,-0.1714965254891768,0.11823386643842622,-0.09570635660979179,0.16829336864542216,0.02300701843477229,0.20457256585612832,-0.16932242881962872,-0.17072441059589244,0.03054248859599014,0.1946868448545764,0.005156487616619151,0.12574734241873017,0.03509941293986915,-0.0945935136291159,0.03794847004026627,-0.1242629840129498,-0.20505378379892863,-0.015273298698931553,-0.14787603795523538,-0.1375226558890326,-0.1444040589888077,-0.07664020216195133,-0.03627246275167499,-0.0909178238609621,0.07151783316600709,-0.04569774047893906,-0.08336612333182858,0.09046994697923336,-0.08631576597950097,-0.09523522141011137,-0.11715681730862873,-0.18067511575203052,0.06713805990139264,-0.0038137031511827927,-0.14273703118090889,0.09738382993678982,0.0358053859430176,0.1993516061611792,-0.04108750753747815,0.11244677704175844,-0.106240355866654
3,-0.21425770041371386,-0.07434592616815662,-0.004536377914325682,-0.16421952280928026,0.014927477657802229,-0.15734530477955747,-0.0821135526349287,0.02465831479000983,0.1392540134977983,-0.15314949379174714,-0.07881766438602539,0.06956244428360188,-0.09437909402187059,-0.17265269891252022,0.12226153088327792,-0.08476704285191762,0.16455993052134316,0.020651831171508393,0.19957393966784448,-0.15371366827929392,-0.17004088787225685,0.02924956898693829,0.1842322677785024,0.007691720275482733,0.1283421929759608,0.033957489445881714,-0.09011408889146247,0.038781955603520116,-0.12303476328178034,-0.20320411343913036,-0.011658583161441846,-0.1503736984282022,-0.1357875817922796,-0.1409556657242534,-0.0745444888786585,-0.030907913718304002,-0.09270343123188786,0.06204120402727016,-0.04242744399663093,-0.08803072440964423,0.09517545107065124,-0.08161996407420401,-0.09137155552891905,-0.11148047380800426,-0.1757821842826425,0.07071950111604114,-0.0013734741986865789,-0.13627521947161128,0.09663291704616347,0.03606249377075491,0.19419614696964552,-0.044495515953663564,0.11247753937973283,-0.0995400673631707
4,-0.2153621289689732,-0.07482369172146787,-0.00351845282851114,-0.16452180671381808,0.015057537765115474,-0.1565700295024059,-0.08281285897458471,0.024403825861267874,0.13934719254777336,-0.15375467195675235,-0.07786830155394095,0.0699590643060436,-0.0955369033455842,-0.17460042565787112,0.12264143481407304,-0.08423907153498386,0.16567155877507897,0.01916164480758618,0.2002783366386497,-0.1548155189846354,-0.17020722465342647,0.030460168357858603,0.18388589311178863,0.008068796769642821,0.1287565236648051,0.0328834795014455,-0.0917160417209969,0.037535569547215236,-0.1232811724329827,-0.20489322488197342,-0.012901321113281797,-0.152783414192757,-0.13645106382343644,-0.14193203366014787,-0.07665711414769248,-0.03154869546293849,-0.09338928279919421,0.061769892227488715,-0.0423582084942964,-0.08843699835544742,0.09518836259169337,-0.08243720027809884,-0.09154025315994238,-0.111385505851488,-0.17569198867771618,0.0723991459111253,-0.0005362184633703245,-0.13659232352572967,0.09809301959003235,0.036330289119842034,0.1948587858489365,-0.04401385411935427,0.11405241907864978,-0.1001471034930283
5,-0.21404947356690177,-0.07315146496225737,-0.001398355483897308,-0.16186018585694797,0.014124777184613522,-0.15327165127209175,-0.08219845158541894,0.026957304966337903,0.14042605745479497,-0.15183530264030431,-0.07618767101155666,0.0709940540370425,-0.09146493010619161,-0.1744267344671918,0.12363353181431708,-0.08082229930103754,0.16340686609241115,0.01831289043800243,0.19764256518432846,-0.1485601279651531,-0.16871554186533808,0.0296481459650905,0.18013909696861768,0.008928044049001063,0.13124484199770642,0.03336411548100383,-0.08916149370367377,0.037789652944278176,-0.12121655885275445,-0.20394216692603356,-0.010025397928353583,-0.15372684693044927,-0.13753254567265738,-0.139578567103074,-0.07543190681705732,-0.028829248473795345,-0.09416291153118463,0.05673228198900405,-0.04119184666980036,-0.08950599745983123,0.09630726335083499,-0.08015452306298897,-0.09011530861554666,-0.10898662649524839,-0.17505113492747365,0.07295813087492012,-0.00027805676724831484,-0.13308955663176275,0.09671244194298209,0.03448715575317711,0.19267967327106836,-0.0464808574793773,0.11412862319574615,-0.0961173363677093
6,-0.21164168169717812,-0.07008995808807883,-0.002162170732117495,-0.15964764836574602,0.017955387052870878,-0.15363811159857194,-0.08257814980829802,0.02812169148969225,0.1382096257106005,-0.1484523008713667,-0.07513230259292955,0.06913828642965301,-0.0873266268795358,-0.17585804748350978,0.12361029685026206,-0.07908464938880462,0.16216807106392725,0.01984963839276142,0.196072207130001,-0.14436393252398483,-0.17131847098645067,0.029051151768021817,0.17610797884592277,0.008187743126689595,0.1269776294842866,0.03469140552510703,-0.0870391296220129,0.03802567797203554,-0.12467838198482101,-0.20270319834776468,-0.013563579672024088,-0.15485000802487303,-0.13440450629126807,-0.1399927488847037,-0.07528793136470584,-0.027984054185343207,-0.09685292138223603,0.05776480283125554,-0.03996808132754456,-0.09110109921810827,0.09841266430587554,-0.0797845085337452,-0.08673665877948378,-0.10834332734715516,-0.17329670711944584,0.07539479399627251,0.0024991433681036315,-0.1336021755463419,0.09794996564073728,0.03591455471274814,0.18903180462037764,-0.047766726409658095,0.11452325655765318,-0.0966439724074436
7,-0.21068341287296827,-0.06820719511026065,-0.0011086812266760666,-0.1585418206673277,0.01804990116181079,-0.15071668398848678,-0.08352278787901551,0.030518940988024865,0.13874321341928766,-0.1463345477115095,-0.07374918613597291,0.07023583724123607,-0.08381979248648064,-0.1759626464991406,0.12512692899995645,-0.07555430859651881,0.16036795838392479,0.0184763302840178,0.19384469227026718,-0.1387632554787984,-0.1699826911927245,0.027570477113831746,0.17300779510951877,0.010251072366015948,0.1287106226332189,0.03460395992212931,-0.0848784867977685,0.03836066113943966,-0.12374010708490583,-0.20217071356928432,-0.010644385650988707,-0.15477667976450224,-0.13515887114245348,-0.13842379105466818,-0.074008182208966,-0.025419365595233327,-0.09670111295464807,0.054136410287784625,-0.03917464953187258,-0.09317935339079951,0.09989285654013555,-0.07738033293033425,-0.0862574969668892,-0.10630492769103839,-0.17214382847458015,0.0763106918220206,0.001276036517760185,-0.13090715177391354,0.09683734420750721,0.034705242881538256,0.18736294428941083,-0.0488581936579487,0.11373735733270343,-0.09426322464171344
8,-0.21207529740202014,-0.0704630606753866,-0.002213882350182137,-0.15982915452424737,0.01844657293562004,-0.15390786664316,-0.082589513604992,0.027818011541356564,0.13778349475989193,-0.14869363306633393,-0.07496482731446238,0.06888638991779356,-0.08812348853258187,-0.17650304147576296,0.12346668833296706,-0.07960148151742787,0.16282219061184042,0.019723148259235473,0.19671984163564446,-0.14552954902269086,-0.17194767170700243,0.02955199348622428,0.17647635772789283,0.008037364126985561,0.12609294883165365,0.034444915221710365,-0.08769905573028601,0.03791991986062865,-0.12510808217767835,-0.20299682790175252,-0.014569069813982403,-0.1552782187798016,-0.13393365501762802,-0.14059954232678534,-0.07578650957916065,-0.0285884246146731,-0.09721646410765669,0.058529142191125844,-0.04004456219947061,-0.09079548956122284,0.09825126650594793,-0.08041566640757392,-0.08669132034417462,-0.10894863021117926,-0.17329298020833278,0.07586010250679051,0.0030761829491869185,-0.13414910242617256,0.09868061578269967,0.03654785546085928,0.18955936107730084,-0.047354294459334936,0.11471517919782304,-0.09738108131315451
9,-0.21078665338040664,-0.06916569623292032,-0.0016482361946651414,-0.15898498134469324,0.017816928701696547,-0.15307690078071123,-0.08313883358453099,0.02880376024125829,0.13781655954061414,-0.14789305645541104,-0.07421020511257634,0.068651853688641,-0.08640734735111201,-0.17644678635046335,0.12376138705354021,-0.07781578596991051,0.1615441385124291,0.020038757251824007,0.1955695447317455,-0.14236423402174286,-0.17147940487849386,0.028830610130154057,0.17459221861230445,0.007989623769223774,0.12721882981867524,0.03471916287024595,-0.08667846403427448,0.03789123269708564,-0.12509536459334403,-0.20255339236094455,-0.013947300057464557,-0.15566829539316485,-0.13412753886213136,-0.14030503535451544,-0.07565282580665353,-0.02747793100564227,-0.09732157300696682,0.05670277517627906,-0.039385259820092514,-0.09177036031945247,0.0989626928667967,-0.07961562303063346,-0.08537090662623983,-0.10772335006932399,-0.17242428681561697,0.07589707324565567,0.0028703525649565968,-0.1333251699455219,0.09779715979205907,0.03607836569962044,0.18816961901134216,-0.04832191021224951,0.11486075839268854,-0.09599112933395063
