,AFDR,AIBL,AIBR,ALA,AQR,ASKL,AVAL,AVAR,AVBL,AVBR,AVEL,AVFL,OLQDR,OLQVL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVR,URXR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,-0.17259873218267752,0.2918408880768615,0.34976818434817003,0.8483417518989338,-0.784696131277704,0.17746919224414104,-0.6211521295305644,-0.2162353431684394,-0.8232840851983623,-0.808354740080967,-0.233733003301119,-0.47253773510327557,-0.4427087154865943,-0.29086643175646143,-0.7149774027043562,-0.554175150112211,-0.6666346050663954,0.30628883820432384,0.29836488033960773,-0.4647425083093121,-0.8096802945433865,-0.7803882480381679,-0.5746997713368607,-0.8512429785478066,-0.8025636010692614,-0.8749275715665291,-0.6532732751011963,-0.8231036865160228,-0.7626891529373924,-0.7630295790811934,-0.7173983119248715,-0.6294881422524085,-0.7996932798517074,-0.7119468089973231,-0.6868901097308985,train,0.0,1
1,-0.11746654066943163,0.2813203874962604,0.3711899851139372,0.7626928602032128,-0.8201427287775291,0.12993882288323266,-0.5875287636253423,-0.14373480436386787,-0.8676104683671519,-0.8156980098762749,-0.16624915091787396,-0.36905203833219413,-0.40336904268271856,-0.2601041604626324,-0.7195460010340711,-0.5670552792371235,-0.6606916039992681,0.39713603128586494,0.3839367566536007,-0.44285092573968454,-0.7818550974874501,-0.7920748739596073,-0.5050808854676447,-0.8942992288040907,-0.7854133435154182,-0.904505937754029,-0.6556106765681589,-0.7848265031491374,-0.7669043798987824,-0.7800611821918542,-0.7094784645988141,-0.6349808850988661,-0.6917786205978883,-0.7146085195651619,-0.6800649277019215,train,0.2902445579145391,1
2,-0.165195066192783,0.20547452072577221,0.3865351647988563,0.5030918284166257,-0.7968147815403295,0.2645065691317391,-0.5082166393815781,-0.05042763221557223,-0.8572573990353183,-0.7729879407171537,-0.13156773360593632,-0.6289598274339203,-0.43958457316902155,-0.2118711578931578,-0.7365540947447129,-0.549075545941008,-0.6674683516043032,0.47719856149775075,0.43563976195447984,-0.43510221783809677,-0.8286658899775825,-0.828236825696872,-0.5622238475973687,-0.7620297894240854,-0.7562979226213231,-0.9784354806771457,-0.5683598624341846,-0.8218650610858836,-0.7958313089060233,-0.7830892383700094,-0.7402886873262964,-0.65989651532163,-0.7328231959921088,-0.6863187680194898,-0.7381625917401937,train,0.5804891158290783,1
3,-0.18402608400328513,0.2181977829278503,0.29762042129626554,0.7450980664910114,-0.7883712712983966,0.09090423603386866,-0.5129266061609998,-0.03198595928843351,-0.8243880086926106,-0.8018547877624973,-0.03668355308205473,-0.3026354076613169,-0.365118633642469,-0.3574658400734363,-0.744895368744106,-0.5351236181775958,-0.5861036315128276,0.4589629348588251,0.3779515150791226,-0.48112272953590873,-0.804714231615185,-0.7998590248081263,-0.37281737669451964,-0.7664788307866718,-0.8095931543995006,-0.9085286669611474,-0.6110174392062574,-0.8220488962130463,-0.8010098033694326,-0.7456656011016962,-0.7289367301472645,-0.6531854117858052,-0.6864676805171062,-0.7234179668184852,-0.6600064004979674,train,0.8707336737436173,1
4,-0.20746546718812997,0.2253136696942819,0.37252912233474145,0.737441922331997,-0.7797099445606901,0.12083765912820843,-0.4915393747612359,-0.00018956688218241258,-0.8615591395620861,-0.8019056953173338,0.003811807518551369,-0.41671078697988395,-0.39379972555581577,-0.28873636879567477,-0.7144228488462485,-0.5510262048021615,-0.6732330371544551,0.5421582628335797,0.4037646821725589,-0.5671916172654,-0.8110860392979324,-0.8026697908261308,-0.4274523459455458,-0.8087609551937673,-0.8613164491240388,-0.8849502569633879,-0.550494567367684,-0.766961109187654,-0.7870382025690632,-0.7852462417808779,-0.750763731939442,-0.6753808146759166,-0.749837737939772,-0.742548501171816,-0.6730156958135871,train,1.1609782316581565,1
5,-0.22367675336136505,0.10496861191496998,0.3381722326903279,0.8115526807452225,-0.8022272472817651,0.11562032603815287,-0.4244173848788868,0.08679005708057286,-0.8846386069176665,-0.8290026107278989,0.027591410015651685,-0.3489110241477401,-0.4412524818328746,-0.30008742268341415,-0.719559851050381,-0.5858399974505238,-0.6252981321998881,0.5945778101048311,0.3998452384576485,-0.43775868763402603,-0.7959290751376075,-0.8098988623343106,-0.549767157342112,-0.8323551846302126,-0.8204545678449926,-0.888592514033734,-0.6093861277657728,-0.7933615673852715,-0.7628812805092172,-0.7598922211082598,-0.7164196127256912,-0.6559991034413062,-0.7103021397906966,-0.7507248893068041,-0.6884727201775561,train,1.4512227895726955,1
6,-0.27834895594097986,0.20430420300993846,0.315852795394879,0.644262969585712,-0.7959582079180367,-0.018675630872618476,-0.37306245214868294,0.09729413955597055,-0.851502142653904,-0.8049829845122705,0.044096384369101904,-0.4493258695014465,-0.45371830511346734,-0.1915908731326258,-0.738303623603125,-0.6127955466162601,-0.6441333811183059,0.5263747823449476,0.38491203952247366,-0.46264193110417395,-0.7926355940744533,-0.8129077208540159,-0.6418379179080096,-0.8219441863102335,-0.7905799504491685,-0.9393720731634941,-0.5964025930547523,-0.8221886479779232,-0.7861151261798129,-0.7446742331007254,-0.7209878418434013,-0.6438704112726582,-0.7219533672055711,-0.7271542692688254,-0.6610207896789582,train,1.7414673474872346,1
7,-0.26183622230973225,0.1606823023859012,0.2966390647265974,0.7418908877204569,-0.8065789237908415,0.015560969711438721,-0.31899358423079804,0.11423016621264748,-0.8963419676901588,-0.8249395515075028,0.12650163225961342,-0.3940838049940175,-0.3937891943873042,-0.19347012228750682,-0.7759145331239157,-0.5855858076127967,-0.6740119671612782,0.6102822209267118,0.4481694655829147,-0.5848386720929697,-0.7754014827595456,-0.7845001241506501,-0.5443099479355065,-0.8213517050767704,-0.8374827313770148,-0.9681737080698994,-0.6571750311957878,-0.8396057246524145,-0.7923906728897687,-0.7389163714928265,-0.7364269127216581,-0.7063974290821657,-0.6390908695184188,-0.780237922724785,-0.6553243442956835,train,2.0317119054017736,1
8,-0.25756809708093154,0.1480471809042816,0.2743086639352733,0.7573164549843583,-0.7444604794288534,0.01722938266550411,-0.2769066417620877,0.15590812944900478,-0.8499375157014305,-0.7973896474638134,0.1301905063541312,-0.4276547474298943,-0.4717460594891626,-0.39910355550856824,-0.7366798465640259,-0.594478980291179,-0.6145779827083442,0.600103882899996,0.4349266225929893,-0.5145418376322991,-0.795975155398091,-0.8102261603469196,-0.720545652950863,-0.7442757435461251,-0.827069995607639,-0.9376235213230376,-0.6772985969504215,-0.8234037139022727,-0.7656638326210078,-0.7181308439897065,-0.6936211019050365,-0.7139096496995765,-0.6947575976710565,-0.7187340513072914,-0.6333886290455568,train,2.321956463316313,1
9,-0.3278935868038302,0.14904018083477522,0.28566268341892764,0.5926994804420114,-0.8165308972886519,0.047806099091128096,-0.20360337312750565,0.21821156043353973,-0.8712437327924093,-0.8380119108051631,0.14496727215053584,-0.40950876548111537,-0.5302356498111032,-0.23873303956989866,-0.7471916789805645,-0.5811472937222217,-0.686545956294311,0.6541187505350847,0.4370193825761022,-0.4960932301760752,-0.8028508600828531,-0.7982682954346733,-0.6195962728029664,-0.8197826345403811,-0.825139348119371,-0.9443638904189202,-0.6654411540919742,-0.8052092084309028,-0.8377655050495036,-0.7902558441269663,-0.6803224706724018,-0.7235215807606159,-0.7365203682943913,-0.7510988980793132,-0.6837819241118962,train,2.612201021230852,1
