,epochs,base_train_losses,base_test_losses,train_losses,test_losses,centered_train_losses,centered_test_losses
0,2,0.0028973730801707303,0.002392556696528792,0.012555922156557655,0.004525510769293019,0.009658549076386923,0.002132954072764227
1,4,0.0028973730801707303,0.002392556696528792,0.004126287489246596,0.003841843197043526,0.0012289144090758654,0.0014492865005147344
2,6,0.0028973730801707303,0.002392556696528792,0.0036502549945184935,0.003323815124919931,0.0007528819143477633,0.0009312584283911393
3,8,0.0028973730801707303,0.002392556696528792,0.003289160507300431,0.0030249105480712425,0.00039178742712970074,0.0006323538515424507
4,10,0.0028973730801707303,0.002392556696528792,0.0031070070529493356,0.0028426948761153432,0.00020963397277860537,0.00045013817958655146
5,12,0.0028973730801707303,0.002392556696528792,0.0030222284906161203,0.002762213954952357,0.00012485541044539002,0.00036965725842356533
6,14,0.0028973730801707303,0.002392556696528792,0.0029837983162910022,0.0027555168668492724,8.642523612027199e-05,0.00036296017032048065
7,16,0.0028973730801707303,0.002392556696528792,0.002965784873542523,0.0027516942752496454,6.841179337179273e-05,0.0003591375787208536
8,18,0.0028973730801707303,0.002392556696528792,0.0029518620932245314,0.002716999046071886,5.448901305380111e-05,0.00032444234954309443
9,20,0.0028973730801707303,0.002392556696528792,0.00293715279100899,0.002679747270985015,3.977971083825955e-05,0.00028719057445622314
10,22,0.0032623909294324897,0.0027627152480157236,0.003802553102400406,0.0031789907306045083,0.0005401621729679163,0.0004162754825887847
11,24,0.0032623909294324897,0.0027627152480157236,0.003517133998798842,0.0029587178496715853,0.00025474306936635206,0.00019600260165586166
12,26,0.0032623909294324897,0.0027627152480157236,0.0033703557733163955,0.0028911754295272408,0.00010796484388390579,0.00012846018151151713
13,28,0.0032623909294324897,0.0027627152480157236,0.0033286850432073987,0.0028931046468465135,6.629411377490893e-05,0.00013038939883078986
14,30,0.0032623909294324897,0.0027627152480157236,0.0033057688415317433,0.002897207914150369,4.337791209925359e-05,0.00013449266613464522
15,32,0.0032623909294324897,0.0027627152480157236,0.0032856470421514183,0.002906160637298138,2.325611271892852e-05,0.00014344538928241432
16,34,0.0032623909294324897,0.0027627152480157236,0.003273358898336396,0.0029024085797966616,1.0967968903906073e-05,0.000139693331780938
17,36,0.0032623909294324897,0.0027627152480157236,0.003262571713433715,0.002897586807653477,1.8078400122528357e-07,0.0001348715596377532
18,38,0.0032623909294324897,0.0027627152480157236,0.0032565438994132984,0.0029041544405289644,-5.8470300191913564e-06,0.00014143919251324074
19,40,0.0032623909294324897,0.0027627152480157236,0.0032531692322118047,0.0029090278903205063,-9.221697220685061e-06,0.00014631264230478272
20,42,0.0028007179994277674,0.0028831986264537196,0.0030209547217949382,0.0031897541753184845,0.0002202367223671708,0.00030655554886476486
21,44,0.0028007179994277674,0.0028831986264537196,0.0029022799435759056,0.002998525557321432,0.00010156194414813816,0.00011532693086771257
22,46,0.0028007179994277674,0.0028831986264537196,0.0028581640532199352,0.0029732037325173773,5.744605379216783e-05,9.000510606365763e-05
23,48,0.0028007179994277674,0.0028831986264537196,0.002850692290480406,0.00294706445385233,4.9974291052638526e-05,6.386582739861032e-05
24,50,0.0028007179994277674,0.0028831986264537196,0.0028180708594414587,0.0029289247123045837,1.735286001369133e-05,4.572608585086402e-05
25,52,0.0028007179994277674,0.0028831986264537196,0.0028058752285838287,0.002919853989413423,5.1572291560613055e-06,3.6655362959703546e-05
26,54,0.0028007179994277674,0.0028831986264537196,0.0027976391759903818,0.0029112730929749947,-3.0788234373856603e-06,2.8074466521275064e-05
27,56,0.0028007179994277674,0.0028831986264537196,0.00278964409360844,0.002908627969853158,-1.107390581932743e-05,2.5429343399438215e-05
28,58,0.0028007179994277674,0.0028831986264537196,0.0027858379293959692,0.0029123162030191873,-1.488007003179817e-05,2.9117576565467623e-05
29,60,0.0028007179994277674,0.0028831986264537196,0.0027823330356672904,0.0029155918595426366,-1.8384963760477e-05,3.239323308891701e-05
30,62,0.001526937484826056,0.0012221108783987474,0.0017241008034198312,0.0012866048454393873,0.00019716331859377526,6.449396704063994e-05
31,64,0.001526937484826056,0.0012221108783987474,0.0016869048171222847,0.0012698723361562717,0.00015996733229622874,4.7761457757524274e-05
32,66,0.001526937484826056,0.0012221108783987474,0.0016125003019474458,0.001265102074619059,8.556281712138983e-05,4.299119622031152e-05
33,68,0.001526937484826056,0.0012221108783987474,0.0015681494062464024,0.0012697643107264008,4.121192142034647e-05,4.7653432327653426e-05
