,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVBL,AVBR,AVEL,BAGL,BAGR,OLQDL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URXR,URYDL,URYDR,URYVL,VB2,train_test_label,time_in_seconds,tau
12,-0.4127868012299929,0.17043802216810744,-0.6771947051489831,-0.9749408863429035,0.23722952439248302,-0.3832698123087218,-0.5519596549123487,-0.47858835509490605,-0.6561699187549359,0.09915224332769057,-0.05230308290505781,-0.6469977767175619,-0.8012692349943381,-0.7889299713294693,-0.4378758717720602,-0.566964325995865,-0.4999967044349457,-0.582878417382315,-0.7405230826761262,-0.8326298653966838,-0.48553185640438595,-0.4783509819577785,-0.441566055365201,-0.3347016185510755,-0.7985860865080474,-0.6527671605207918,-0.9141144056468049,-0.34207093454496007,-0.7428404111588571,-0.664915638925758,-0.8558809849750832,-0.7120235784409539,0.2008063660297703,train,3.4132209639188833,1
13,-0.3669528108491681,0.2440892323146857,-0.5648171755866509,-0.9574430868999837,0.4010574136959292,-0.3065128223492648,-0.5158282088330998,-0.5582201613897073,-0.5900040052165949,-0.2754951555666296,0.349605510493205,-0.6479729829246819,-0.792020019544138,-0.7770236916005482,-0.4480961923527008,-0.5138282722693792,-0.40174519794895347,-0.6546867781565805,-0.7475853181877484,-0.7782303761172937,-0.4990490366620996,-0.4688297456669208,-0.58637655938107,-0.45933995553345985,-0.8310444912584649,-0.6650771116207396,-0.8499662224429403,-0.5465887229288239,-0.684983424764713,-0.7055850732041451,-0.7992492149963814,-0.6983614396525614,0.22976119842092757,train,3.697656044245457,1
14,-0.3298953323346212,0.23980697638624138,-0.5634390873383824,-0.9154212921218579,0.5452973285908439,-0.23623809321876899,-0.645394159581737,-0.5969943873924433,-0.5309130581087907,0.09395745488306195,-0.16790510561836636,-0.6086176294526845,-0.8113837357234954,-0.7671769825001882,-0.6280081271301626,-0.3596614851021329,-0.2962863407872247,-0.41034480462639755,-0.7469590317256811,-0.7921071201534279,-0.6128896882856345,-0.4625819559079456,-0.422119163765148,-0.5553390581679329,-0.7980174036217167,-0.6737832623493866,-0.871693840013566,-0.5708003138229636,-0.7650006129083529,-0.7167758784917927,-0.8615848503462911,-0.69850450417248,0.17113100415418425,train,3.9820911245720305,1
15,-0.3182360245998579,0.31636299248478084,-0.37355038596424606,-0.9136914365108747,0.7811804075308088,-0.1739434826699805,-0.6494128595611959,-0.5478005084434672,-0.39465480811486997,-0.16606113912777376,0.08197463310417441,-0.6124708124329675,-0.7949692366939646,-0.7718518809110493,-0.6370245499252706,-0.3084400894126216,-0.039718189240302126,-0.7298519750461299,-0.7468059715882671,-0.8372046152855952,-0.5492752688771805,-0.5524274818967547,-0.47294589216839833,-0.4656850073300265,-0.7893803272572139,-0.6496062514409134,-0.9013921852835927,-0.4109652836127856,-0.6997903396504062,-0.5953923043166496,-0.7542636861852399,-0.7143036366699035,0.12266652300626069,train,4.266526204898604,1
16,-0.32239020736418833,0.29908745999567965,-0.3538474362682994,-0.9126337025881976,0.7641520468425619,-0.04686502497229883,-0.5719453790235642,-0.5591280383571413,-0.367176681968012,-0.010339327610103366,-0.2500285407635948,-0.5981044056349833,-0.8444946775373395,-0.8099114384629718,-0.7201083087864599,-0.17285606871593617,0.016372589362230405,-0.4945711212734252,-0.7809960660987976,-0.8071894523395235,-0.6773909533492073,-0.5704191087204875,-0.6352444010422812,-0.6457632470468448,-0.7798577224502682,-0.6411427808719499,-0.8388884282596141,-0.5753359546822852,-0.6841930575195492,-0.5636796967941151,-0.7757792173168578,-0.7040554356681379,0.1081180520569407,train,4.550961285225178,1
17,-0.19316210675707624,0.28311871629526464,-0.48885858148507977,-0.9566240311329829,0.7581412655584049,-0.0033288395479492694,-0.6215214988462334,-0.5904868781981949,-0.228207473956893,-0.10382108856774164,-0.12026177855344666,-0.6205311724793937,-0.8347700817088848,-0.7555780037856868,-0.6807628497291363,-0.10727115156291911,-0.007486857284385806,-0.6816427003972325,-0.7956412802257424,-0.8344463809243151,-0.6994206949482902,-0.5437186353302705,-0.46878600965964534,-0.658726356596415,-0.8024248887347749,-0.6518753109339547,-0.8828960926672931,-0.7766834168865684,-0.7260180175938884,-0.5842661415023978,-0.8477588032553877,-0.7482533940999225,0.08141413795043495,train,4.835396365551751,1
18,-0.2205314200110382,0.3933190618636082,-0.5905946949203982,-0.8402862313073511,0.6723940675916723,0.0818161191154152,-0.6539756354717288,-0.5902551800016176,-0.1436581022375979,-0.14464165546378194,0.01209884529844274,-0.6275377005977323,-0.8567443248549418,-0.8383596664149414,-0.6834843628748686,0.08425395871826169,0.1513887922811794,-0.48230628750647,-0.7522091177178605,-0.8340963477630969,-0.689841470396197,-0.5979755615139598,-0.727966845797644,-0.587608068332589,-0.7629189040019465,-0.6580211859779403,-0.8927578621051262,-0.37653517159257877,-0.6480552915582026,-0.6632036339596272,-0.7451089109840279,-0.6148481010371416,0.05998309954818892,train,5.119831445878325,1
19,-0.19505686746037987,0.2760102993688416,-0.42950295216876566,-0.9151240014638454,0.699459292658234,0.12282620628767771,-0.6915451263960906,-0.6711159390733242,-0.06674437212498041,0.07349885273184897,-0.021934607947321605,-0.675636814273221,-0.8402860906878296,-0.8210985030517606,-0.7419529864737746,0.09577581212532771,0.2670607297013565,-0.606604079112778,-0.7744095716332028,-0.8060861686985302,-0.6278971848895711,-0.666219170481581,-0.6489244594145989,-0.6065371882017792,-0.7472706695301368,-0.6974749129384927,-0.889841467676717,-0.5064762299638125,-0.6899598663960065,-0.5122771934474528,-0.7864542457234536,-0.7140469140785043,-0.05706345086835973,train,5.404266526204898,1
20,-0.28465268469605,0.4188879520640283,-0.5166681938679013,-0.8123583911043901,0.6365067957500893,0.25979619855029856,-0.6651093197073705,-0.5472623775531473,0.03375761454640047,-0.23480910406053812,-0.011943287171961914,-0.5379371390896339,-0.8742517702554439,-0.7450447711424732,-0.6399758818177318,0.20846773484037284,0.39912584015181674,-0.6139054358672282,-0.7726508563263796,-0.8267071810794564,-0.7033295954386434,-0.6796739856288561,-0.5114905195468764,-0.5839534704975575,-0.7976893305631644,-0.6311625593049639,-0.9072875275409462,-0.4954924079631665,-0.7175776383191841,-0.50478950745293,-0.8315471660138428,-0.5980489624596187,-0.02035239767482444,train,5.688701606531472,1
21,-0.15600853504691303,0.514131091156453,-0.40372006888949463,-0.8490226683501301,0.7242224442635424,0.46998999673307207,-0.6667317658446019,-0.5410577198987669,0.0783135251236522,-0.02267886332988156,-0.12980702783355447,-0.500779324771593,-0.8740247547594608,-0.8507105518668536,-0.6519694758021108,0.29169506942224854,0.5092369286617942,-0.6887834744850643,-0.7673155763887176,-0.8030440705528186,-0.7050020751670489,-0.7513911613616182,-0.6096442097639971,-0.56711236075797,-0.7920348891610816,-0.579544489340274,-0.8227706290993348,-0.4119087768555184,-0.6410189887989526,-0.4712335270502648,-0.8459596948950185,-0.6003458268042856,0.011993264826247074,train,5.973136686858045,1
22,-0.16406311598202306,0.48207382030919477,-0.4269511917915064,-0.9006901295807974,0.6432547169943731,0.4667067256306545,-0.6362329743092698,-0.6085238637065224,0.20928343589232612,0.20693717775996023,-0.4017826481416543,-0.5499005349142059,-0.8623097080787857,-0.8318867301537486,-0.6078456235758587,0.4139044148049379,0.5106058101103781,-0.7183773061349703,-0.8019517841972633,-0.8195088250904851,-0.7499320544630026,-0.6829972039033587,-0.6360450352944472,-0.6757345873292828,-0.8117439324268823,-0.6565287029958865,-0.8267547368710675,-0.4406269437401794,-0.6089998503251179,-0.46667427495068525,-0.7227000453066869,-0.6073417260692937,0.00905920281724315,train,6.257571767184619,1
23,-0.19191782307025118,0.5065521866702893,-0.3812243133202017,-0.8861390390061086,0.6308225383960432,0.5917438693133235,-0.7119698149401574,-0.6063757579796931,0.30396469074253996,-0.03609594522010817,-0.34771494342840836,-0.42956778844752375,-0.8609987143306179,-0.8183197172830667,-0.6523129090285256,0.45541653917945524,0.5160223685966183,-0.42290058223873495,-0.7629838152960683,-0.8413447870658597,-0.7530277151604,-0.7358406616328326,-0.595378032369682,-0.680931181447064,-0.7972871698773262,-0.7057988424156383,-0.8035451303042235,-0.4737445932440042,-0.6898421229707645,-0.4790186222754555,-0.7200198230036388,-0.5858687275065081,-0.15446469081832093,train,6.5420068475111925,1
24,-0.07157957502168233,0.6048718765847003,-0.3591975582720144,-0.9458218258753739,0.6999706966921738,0.6356130341490085,-0.6249593073328328,-0.6440174165345423,0.28684197069024053,-0.24796008121828916,0.04187353901008706,-0.41647148485972374,-0.8657414974633952,-0.8816629561703755,-0.6043500461018554,0.5241669214484869,0.6726043310224457,-0.4337959521241841,-0.7412089802114981,-0.8359681996438848,-0.7967844878803967,-0.735464396365346,-0.8357633111529649,-0.6937293840200571,-0.8135195716915967,-0.6873672842876731,-0.6988704315190928,-0.403929379305795,-0.6936051345404941,-0.3673207861248652,-0.8138091928047062,-0.46768932926484175,-0.11320602193515328,train,6.826441927837767,1
25,0.035842761964834935,0.543467730410232,-0.4430196993058436,-0.9447763910984085,0.6652160602144991,0.6306602377940063,-0.741478865873098,-0.6708579705886502,0.6322029675325234,0.200271054950508,-0.09470358480714858,-0.302831877799031,-0.9237843117302305,-0.8555292933057416,-0.5958534171736853,0.5545223795879929,0.6686948455441408,-0.5616358777618499,-0.7518702047342145,-0.7816044089238726,-0.74751752439099,-0.773337697788606,-0.7993608152984052,-0.6770455063982797,-0.7370423752105371,-0.7122844696831812,-0.6614509433154162,-0.49267253531792443,-0.6916432931720837,-0.2534570538944423,-0.7381951094692667,-0.41170249254967417,-0.18149523491574104,train,7.11087700816434,1
26,0.03294764645588599,0.6505615982323567,-0.5822622169731788,-0.9098523496319104,0.6657999907367146,0.7859499889877863,-0.6854887876818216,-0.6345154524655199,0.5844796450988223,-0.21957189640102726,-0.16443892781599379,-0.2832431198412627,-0.9078306206592868,-0.8049946222322477,-0.7164601463024443,0.550927992340209,0.8020599899744247,-0.5538327836500849,-0.744009907494456,-0.7893999304038646,-0.7822138564011256,-0.7483231239673833,-0.6419824632807201,-0.6361131625815872,-0.727315627742295,-0.7117627073398615,-0.7116589039718364,-0.5311159315284,-0.6615203816802735,-0.336328971442026,-0.7245093951309741,-0.45218493069846233,-0.21421202764642355,train,7.395312088490914,1
27,0.05056966017503761,0.6521971845143539,-0.39210494992897504,-0.8375400796917423,0.6812234760840675,0.7846691454126897,-0.6801774924162475,-0.7444716204758718,0.6844562243405805,-0.04015421689306198,0.021051634538141295,-0.10593271134677362,-0.8838341083049855,-0.7603836685856635,-0.6738259407087442,0.5605785373198321,0.8190249576996906,-0.5934701629842256,-0.7317277131054407,-0.7948738061509073,-0.8181250756851146,-0.7939055989760402,-0.7963680683250693,-0.645945553742031,-0.7645005307015074,-0.6285416135803819,-0.7621806343958903,-0.5088220049072432,-0.7288647413224831,-0.28063173035717837,-0.6581004613571371,-0.3652934746580693,-0.19879244624191628,train,7.679747168817487,1
28,0.08221142474178045,0.6180042076242851,-0.4055138335931615,-0.8952760532194683,0.6099404731318517,0.7777307276667516,-0.7468212947810483,-0.6898043585947172,0.6574929819211417,-0.15022504347492904,-0.0695914233938264,-0.09169928822117679,-0.917063841985019,-0.7344919235408923,-0.6349606075877542,0.5837701123798641,0.7031281987047378,-0.49830572062427425,-0.7469585789941489,-0.7868937413288818,-0.7803792611040615,-0.7707882532312712,-0.7930921346376032,-0.6742827083923235,-0.7026565606935513,-0.539350587892687,-0.7247230584589675,-0.42764315571336375,-0.7349582292376451,-0.1349028856112866,-0.720400285408427,-0.3679023723437721,-0.25278224898954926,train,7.964182249144061,1
29,0.07662077189939298,0.7192361552754878,-0.4396833007700831,-0.9549128841488377,0.6509970528579433,0.8133638250450155,-0.710094359571813,-0.6689752368166362,0.7493168089201399,-0.2894321555168433,0.05506090645958128,-0.02289482572704915,-0.8803027781586048,-0.8083749333908705,-0.5945788188961275,0.6068688202033324,0.8203191367694913,-0.5613221159698144,-0.7324462347749588,-0.7485016643428245,-0.8344388839231631,-0.8453936786349261,-0.8855875438274752,-0.6909843356815984,-0.6213640803513676,-0.5734289493162488,-0.7725168812115619,-0.6671255110764353,-0.6958246469893702,-0.12615522454209127,-0.7069243394665783,-0.34181861603589625,-0.23495266355604838,train,8.248617329470635,1
30,0.17053339115351296,0.6243593880017262,-0.5900398597820938,-0.9555299532319842,0.6815622168325658,0.8090965705666144,-0.8047173799422955,-0.6579701120363064,0.9009016312323859,-0.23428528797935766,-0.019955160649131942,-0.027857735456463306,-0.8771503991174461,-0.7560879927032357,-0.7615171498855777,0.5928558018013944,0.762641119940084,-0.5731659057220213,-0.7078938918479909,-0.8116574129890314,-0.8183786614333739,-0.7321266248473113,-0.8495077342800578,-0.6975065983004942,-0.5468387964421838,-0.5464307815514544,-0.7826915101024978,-0.5498427321999415,-0.5998912490036242,-0.1853643526639699,-0.7094981973778269,-0.33402628433529524,-0.31703051066238375,train,8.533052409797207,1
31,0.08798440826302945,0.7024498702310413,-0.5780306424955621,-0.8809462683202279,0.6560567246941601,0.8504538784947,-0.702428083559292,-0.7547031511857133,0.8060579769408585,-0.417056865300212,-0.4796068044184665,-0.044044194166252715,-0.8910226452020718,-0.8219092546642739,-0.6729093891009466,0.5433638690526291,0.7679746467410193,-0.7630989123643613,-0.7473325891606843,-0.7750118507710296,-0.8403564406972281,-0.8047998663693509,-0.7762374810823316,-0.7550969611525433,-0.5868277253076766,-0.5540934075934622,-0.8008754956808757,-0.22558987887538318,-0.7299846466216591,-0.08238667798243848,-0.6869907655953102,-0.2199544465198514,-0.3007590704770041,train,8.817487490123781,1
32,0.1083783410864938,0.5959090226118502,-0.6004184817773748,-0.9158338765879911,0.6277209744013194,0.7836259404132504,-0.727936607870247,-0.7765624088325849,0.9047800536253536,-0.1636570757135789,-0.6852499765279465,-0.07947579001578065,-0.9340384402859052,-0.8137559703029529,-0.64617233541386,0.46105654304453914,0.684241992788676,-0.6270150093978799,-0.7240458180540514,-0.8115107897678783,-0.8293897855494081,-0.7827989172737071,-0.7131205304114129,-0.7221311822510144,-0.4902832538411924,-0.5754067926176696,-0.7766180581023712,-0.5735446147781468,-0.6245773773674248,-0.02819669027210847,-0.5828039453843272,-0.2522514685654218,-0.38770157985107123,train,9.101922570450355,1
33,0.20082738705353664,0.6475611848287646,-0.4777059335835717,-0.9308998833018073,0.557869818480312,0.8435170516911055,-0.7947448192229694,-0.776160477109699,0.880674529196668,-0.6131801620419477,0.02075095172779151,-0.05920407190061816,-0.8820826511033951,-0.7319223639947825,-0.6536099891085292,0.5759629000659802,0.7472249414566716,-0.48989747454587507,-0.7143310052177536,-0.77660170655638,-0.7711174703056154,-0.7668452699322827,-0.81650646553652,-0.7497648262059404,-0.41732542913592086,-0.478498537852038,-0.7335956761516178,-0.5469404869691982,-0.6921243938397759,0.06883207047181505,-0.6088184382735737,-0.19133787528352908,-0.3641479745138664,train,9.38635765077693,1
34,0.07041167310573226,0.603548553166122,-0.48624463171410226,-0.8804510231139836,0.5748995625169321,0.7671045923486011,-0.7370641212540456,-0.7063328564177966,0.8980269878539122,-0.34178975278684776,-0.23166878085147968,0.03950651884056944,-0.8732035858954055,-0.815357858569612,-0.5778792293098801,0.531532501739716,0.7710712406937261,-0.634862401980037,-0.7178249565921166,-0.8001901879781882,-0.8383209047415499,-0.7776077350261704,-0.5948770323306163,-0.8052682119610192,-0.40587590547679464,-0.46089815927098887,-0.6843035512282427,-0.5717404984200072,-0.7767084615810724,0.027517056926786854,-0.5129623258818532,-0.21090553776783427,-0.38614603963448035,train,9.670792731103502,1
35,0.10074262792714683,0.7715501759261014,-0.48248709413950386,-0.925244827112783,0.5329062827456236,0.740405060477118,-0.724113596735434,-0.5800793476554835,0.933492985910926,-0.31922038430840094,-0.1408211353808857,0.024609137506710566,-0.9220442544425846,-0.7579448754286684,-0.5745091560098934,0.49055876047792213,0.730355586503131,-0.6787085205111634,-0.7421968121255387,-0.7683878715255757,-0.8305299597895583,-0.7463124646534376,-0.8193987743469129,-0.7467712130000164,-0.4871524805439563,-0.48902478977831176,-0.7014958499444333,-0.4646282691702728,-0.6469108565611819,0.05520714369183888,-0.5278715637435036,-0.11439203148651245,-0.3755974082450263,train,9.955227811430076,1
36,0.026423164866356652,0.5720327807726007,-0.5603729526147688,-0.9072780042395465,0.5482639352519546,0.7540157843464346,-0.7270139025383737,-0.7270654703404804,0.8372873634864935,-0.2361092359214989,-0.23839561431335,0.0058061781481748564,-0.9348522095779227,-0.7611617286008978,-0.6491945332727265,0.5093012673016352,0.7353954181225402,-0.5364396637350266,-0.7373756401241174,-0.783964192120927,-0.7934493943054863,-0.7976960096424784,-0.798962218677508,-0.7813865834609242,-0.3787449890517993,-0.4752648247242547,-0.7478110727567968,-0.21634179789591645,-0.6762656449537987,0.02984653384749336,-0.4695523597336675,-0.07715493300955556,-0.4058156785433903,train,10.23966289175665,1
37,0.07863380115114738,0.6142722716328779,-0.5492569964918252,-0.9248137383575961,0.5275978609291087,0.746747598000072,-0.7179987788937349,-0.7271298487171995,0.8759616787581075,0.07795477265546591,-0.36086305597603485,0.08952239363183745,-0.8835536728521992,-0.7440117166684648,-0.566556136622151,0.454976343061959,0.7578769831389438,-0.5608512568451006,-0.7561990111138885,-0.795425256783323,-0.7717248730527633,-0.8729396937230496,-0.7751174668082683,-0.7493805794008798,-0.36422284077613687,-0.46506619101355373,-0.7298519438211872,-0.3813721674127618,-0.5818738405231606,0.2717376557811262,-0.5190329918339649,-0.128793487770701,-0.38918818048365533,train,10.524097972083224,1
38,0.1476508909563985,0.6147279523563021,-0.5358854812598363,-0.9437872512035854,0.4772307410529263,0.8015880072953483,-0.7197739098478023,-0.6627474253951433,0.7608373651043154,0.02713463915246006,-0.090702413524262,0.09954450619892574,-0.9160917328157653,-0.7393302799381476,-0.6558243165374005,0.41483896966284195,0.6627932704936239,-0.7658230855540997,-0.7213771830428453,-0.784430552615121,-0.8095974276608797,-0.7870876232929865,-0.6866873323529006,-0.7708094540089088,-0.4085790612357362,-0.5165265188744492,-0.812971842854127,-0.5225707269925172,-0.6595388731307912,0.22634059826209407,-0.4332720075962465,-0.10006466362326538,-0.4413383147772103,train,10.808533052409796,1
39,0.06709276196483516,0.5739225405463022,-0.4536217834515782,-0.8964360656747187,0.4987262905605202,0.6599821536765844,-0.7534270550006218,-0.6742902146539889,0.7509048635426467,0.18252012719570332,0.06109256492591397,0.23463919888087026,-0.9064298777360851,-0.8697435998025428,-0.5659720558852144,0.5060621412319569,0.7068901613608409,-0.5616394831206459,-0.7587752013666087,-0.765144412184976,-0.8121716932461576,-0.7895924098828049,-0.9192443277620749,-0.8326085531215294,-0.41339282151823087,-0.3825488697171564,-0.8109883658897026,-0.4237766150738629,-0.6662258482362199,0.18478257568021306,-0.4783572034992126,-0.12758273911873175,-0.3923336765620845,train,11.09296813273637,1
