,AFDR,AIBL,AIBR,ALA,AS1,ASKL,ASKR,AVAL,AVAR,AVBR,AVEL,AVER,AVFR,AWCL,AWCR,BAGL,DB2,IL2DR,OLQDL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABD,SABVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URXR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.901427534056571,0.14732826207506577,0.02536585548446446,0.5256030326352932,-0.2912474437635798,0.17439531821052068,-0.04560792025493732,0.029670771085860137,0.07379189765250183,-0.8939448708223817,-0.5008757309176615,-0.3771668413884106,-0.22400458023991032,-0.7769081641197659,-0.23950294235442804,-0.8797123165345044,-0.8472753767232452,-0.905876500090079,0.08762031460369557,-0.6766059730604705,-0.8368140880397247,-0.30209419876230104,-0.1478092380182049,-0.6495542015573339,-0.7339498032599587,-0.8690188612203447,-0.9402111404540228,-0.8817837465468154,-0.9270089193986059,-0.9363223140495868,-0.029893700785442068,-0.46087751891777107,-0.8551887149563625,-0.7574675255400654,-0.5971713621467093,-0.49194532686257464,0.3347584654823781,0.7032434449932538,-0.7860425546205704,-0.016664984881329614,-0.7051566248582481,-0.050231170299491534,-0.056168513760759375,-0.8973813038356215,-0.56445832716412,train,0.0,1
1,-0.9083646638490525,0.13944065339732603,0.028127359663315588,0.3022356472937757,-0.4061336734928913,0.338527575453212,0.007223648514459002,0.14014234081091548,0.08761107676831736,-0.9080289211060638,-0.47137244350103025,-0.41364320955096956,-0.2347028481252802,-0.6885454202457646,-0.2902265054460249,-0.9134892605531788,-0.8820778531675244,-0.88449186407651,0.40516303989356195,-0.7343872581890647,-0.9174686218061203,-0.3359863380278125,-0.12955310085787153,-0.6225918493759519,-0.7327752358477977,-0.8441463395231794,-0.9283690267363187,-0.9375335786819563,-0.960144976213027,-0.884111570247934,-0.02929194900730281,-0.2793889223057858,-0.8982196127866825,-0.7780972339868839,-0.4755634068826493,-0.343146194382172,0.5422054390036861,0.7429050265607681,-0.6939324864130317,0.014492350196420922,-0.6760597892673363,0.06720240148711332,-0.14562583330174173,-0.8830014387195204,-0.5342188343291637,train,0.4589885252868678,1
2,-0.8403993181945256,0.1478180951463206,-0.01644964401558613,0.1987698977924992,-0.45686472551826485,0.4310812206514196,-0.10501227848395844,0.08049034288924517,0.0072546726942830375,-0.8969442372536814,-0.47130268399692055,-0.4041495756833934,-0.3047507072701646,-0.7235866778946547,-0.27404890824722716,-0.9129990892335755,-0.8679256116369914,-0.8823842380263309,0.08849199628791515,-0.9133822101090222,-0.8592669931708796,-0.34153432809342654,-0.10316437588310501,-0.5882061263144318,-0.7996935446842818,-0.7633557221384004,-0.8897841689637669,-0.9605392793432614,-0.8953757472315799,-0.915275482093664,0.0210734230208649,-0.2792818486243883,-0.8222720348627146,-0.803442960636277,-0.41839290345045366,-0.22094765738800926,0.4013288699247297,0.7503311552126016,-0.7991121242296577,0.046147957674682605,-0.5513639497843095,-0.1387975243140952,-0.059394297529354434,-0.8738462532808351,-0.5309742262214643,train,0.9179770505737356,1
3,-0.7315963646746735,0.13961667164472336,0.08933396941244842,0.401524394136924,-0.3150363572494934,0.5756060347517351,-0.14522506533026214,0.1328017666283723,0.0772486042864946,-0.9196846868580767,-0.5327209445436858,-0.34725455577041586,-0.013040489603165062,-0.7298873287278388,-0.3414569231367359,-0.8278417408296217,-0.8542089455312931,-0.8798044079178143,0.07619361597305208,-0.8425391644353826,-0.4868602905567391,-0.2956420650691186,-0.16295762519850188,-0.6284782912646474,-0.7138219889697444,-0.7498800126218768,-0.8869826705476416,-0.9081393281608652,-0.9656274483411204,-0.9227685950413224,-0.1249172954668174,-0.6762329922489738,-0.8979841853704007,-0.9013649777215886,-0.19928123981110224,-0.3296425538432345,0.47969327696728903,0.721514521454646,-0.7320447253435081,0.017672664261134008,-0.7336152219873145,0.035189077975071426,-0.07482867114435077,-0.8821550940238284,-0.6407336826302023,train,1.3769655758606034,1
4,-0.7576648505212772,0.194413761247338,0.11406370154370737,0.38024617832820873,-0.3297301847082289,0.6385054276709872,-0.08948588527414936,0.19738428771180683,0.07888174186398889,-0.8974045830508903,-0.4486457936264727,-0.4094406659602857,-0.01584092106284052,-0.7446596190003432,-0.3082881404207356,-0.994337562489679,-0.8072301560745943,-0.8853305492938455,0.3781948642555766,-0.5711200827340436,-0.7374795795367008,-0.35739002700483946,-0.16203503047388879,-0.6029500458690487,-1.0,-0.735030745937002,-0.9010736935443455,-0.8911143962242118,-0.9561296701838018,-0.8320316804407715,0.021211368741856917,-0.3804068190379273,-0.9062123204763842,-0.8408834114998518,-0.006686464034145634,-0.4255020271732136,0.45690338337276937,0.7457400368616905,-0.8188321441772779,-0.01733305960827125,-0.650883561370617,0.10680642261450957,-0.0856574564115139,-0.8682855927807909,-0.5565298932208707,train,1.8359541011474712,1
5,-0.8126193376166415,0.12607592000836254,0.11184863761342867,0.3861683789919903,-0.46815944529535714,0.9862292519927867,-0.11707921169839564,-0.04190361470717141,0.052594431687559506,-0.9199188146174819,-0.5826886807730352,-0.5550639332414249,0.4922757630387724,-0.8447490076606415,-0.22798534964464856,-0.9843923507080276,-0.8203330568089348,-0.8556227411144317,-0.09909781312528276,-0.5623970291204932,-0.9159039226463781,-0.4304535796073371,-0.19420664347380778,-0.5914379908425471,-0.7126047100153228,-0.7623427900181108,-0.9166875493956861,-0.7771853981566497,-0.9744772132352185,-0.9774449035812673,-0.06805574380463641,-0.41000061394180176,-0.917685389523029,-0.9149630597014446,0.08510234226205604,-0.40964267526584874,0.5213783923268476,0.8403223344867908,-0.7406976369173621,-0.029707752102521523,-0.655556378680556,0.024840665359552094,-0.16566527845207257,-0.8757377989693885,-0.5430260826372074,train,2.294942626434339,1
6,-0.8491413938908292,-0.03890866805259985,0.020051990721989155,0.512293104292421,-0.4520588396760188,0.8497029857060703,-0.05288761875610315,-0.0232101039947733,-0.02613993466806641,-0.916168024634037,-0.6716370313344744,-0.6376862399665058,0.26356352477894585,-0.9043740313187687,-0.23077339209781833,-0.9450352158930683,-0.8231365786342334,-0.8769204733076637,0.24996153669316223,-0.6043678968802748,-0.4714518471232749,-0.45751558511478296,-0.3768332885952106,-0.5088812319063107,-0.8063031558490787,-0.8148932841539764,-0.9456535009092019,-0.8564068244690302,-0.9420957050952941,-0.9193526170798899,-0.07505777485214316,-0.47487261033120287,-0.9250374471137652,-0.9146985712766847,-0.00528167398591306,-0.2592730247881976,0.4429688623666408,0.8102381370082258,-0.7914028316763213,-0.11277031799661064,-0.6309841978995115,-0.057603237630631576,-0.17358161178025533,-0.7664442690644472,-0.469670556057053,train,2.753931151721207,1
7,-0.9165836749092575,0.02812903068154693,-0.042226668881138574,0.6634867507142994,-0.44917010305534244,0.658502835067887,-0.015329637967545828,-0.030709966805441025,-0.1802940427691655,-0.9369405355039719,-0.7167614648499299,-0.6764881318385446,0.40867101192512334,-0.8510205612249021,-0.21922407218093387,-0.9489766198779771,-0.8117997382587676,-0.8865286100983124,0.09214892661383889,-0.5956153422940836,-0.7848010689303044,-0.5084764604794775,-0.44947174794872635,-0.45625021215053674,-0.9223824498272851,-0.7980923995619467,-1.0,-0.8789353758543696,-0.9107381279683262,-0.7437534435261708,-0.11348589404867904,-0.19527608411019892,-0.9473595096118781,-0.9163855398683277,-0.15617349289582227,-0.36398736161649736,0.4852264747438573,0.7556573466358597,-0.7155784592316715,-0.0764493220085386,-0.5318748824672475,-0.004750160065494002,-0.18437075534821612,-0.7937295979542237,-0.46059265839753283,train,3.212919677008075,1
8,-0.8525768532466949,-0.030012811274315987,-0.09868104514283682,0.5234663953890761,-0.4016183356970028,0.6100287998094047,-0.16338700804618733,-0.028335438391810408,-0.2043371681254088,-0.9244020448212285,-0.7327961851516898,-0.7390761356384339,0.5545636672932366,-0.8574545866752219,-0.20613308051259394,-0.8612667214941233,-0.7826478630075691,-0.8967248644064421,-0.13360646456806113,-0.5664612320242322,-0.9115629880231183,-0.5562329863213754,-0.501304414236236,-0.3897787584301714,-0.8083853435342733,-0.7841287855686342,-0.9014270935739025,-0.8279282634356219,-0.8822942800349205,-0.8633471074380165,-0.12970133763668146,-0.21847732198222358,-0.9287644123785156,-0.9169498993402824,-0.19371090610573272,-0.41712528380859026,0.3803805554067128,0.6971906029049638,-0.8132797071764261,-0.15350478264954237,-0.4740345218625165,-0.005358181413068652,-0.16610511196738775,-0.7677715422465993,-0.42792687372934113,train,3.6719082022949423,1
9,-0.8802345635459602,-0.1270760230093423,-0.07380573801302204,0.4667687865457797,-0.5174209491870051,0.7532442960440677,-0.13362218306506302,-0.23983235403451075,-0.24257301730355474,-0.9274852543015044,-0.7998400514227202,-0.7860696127331624,0.8798104992310509,-1.0,-0.30682823879566157,-0.9698934748101455,-0.7628014627414722,-0.8986558405936931,0.0030808422999322183,-0.6231944852457912,-0.5293494325024446,-0.5831545234505364,-0.5564559875456974,-0.3545010921519407,-0.9147691174193686,-0.7785178840855638,-0.9775944381260803,-0.8462912632715681,-0.8675738068933715,-0.7347520661157028,-0.1267494178120704,-0.3967043388027909,-0.9701195129082354,-0.961437734855292,-0.4472689601915798,-0.45047751178332407,0.30680763818188517,0.705891256416762,-0.9254391915899951,-0.23402448911420937,-0.5961774074981623,-0.041507768824103564,-0.25543125242799514,-0.6501810174735214,-0.4791783085689175,train,4.13089672758181,1
