,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVEL,AVER,BAGL,BAGR,RID,RIML,RIMR,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
10,-0.8745521433154495,-0.9931467276409903,0.6479902533557944,-0.00901653888587739,-0.40906380303677403,-0.8690082383311195,-0.8789242398316393,-0.8312433521015892,-0.7901682683590527,-0.7988005315376614,-0.7662432160401353,-0.6620703093084648,-0.8992822480072004,-0.9878496417117584,-0.9316661903629073,0.37878113320410867,-0.22920275311718508,-0.06790377832183014,0.6227614506499677,-0.8892903775619037,-0.9374855468108783,0.19551669378043557,-0.7240563339247752,-0.4989359935592459,-0.6525282581192943,-0.055242140787645444,-0.3175337651558605,-0.1905135356035056,train,6.401551891367605,1
11,-0.8782189107841921,-0.9633208122265471,0.602676659581322,0.010611211958745592,-0.3587288641782663,-0.8043621010303588,-0.8872534255888193,-0.8232186819032543,-0.7959606376277925,-0.8027212715761808,-0.7884139205895945,-0.5378894842633342,-0.8504953896341801,-0.9883203722724129,-0.8279666660193299,0.3621919784838705,-0.276906265510632,-0.26283543252003405,0.6239106553123661,-0.9213873688520482,-0.9430986429090481,0.39867811342224524,-0.7304814959924517,-0.41289551046920203,-0.6093569586929719,-0.1806872958522191,-0.318016210030696,-0.11502493500121491,train,7.041707080504366,1
12,-0.8699244104422156,-0.9549789079476828,0.46443493257350266,0.13121039457404837,-0.3466686695280976,-0.7942713552779461,-0.8858927157440794,-0.8217350918155011,-0.7224278122667844,-0.752148639263597,-0.7480010838874847,-0.6479346912493715,-0.8847868102331133,-0.9542337303001357,-0.7972642886762019,0.34202745680906443,-0.25807892462962956,-0.2868302733276926,0.5658900313182762,-0.9023722785428078,-0.9634890541816463,0.33813436243228856,-0.7686114324797644,-0.288345285991625,-0.6333799430573503,-0.18496627226757034,-0.18009217904822072,-0.05259572544095681,train,7.681862269641125,1
13,-0.8430920329783907,-0.9775838346715321,0.467281679336649,0.08178059154926554,-0.3398388749968735,-0.8094369530573297,-0.8795687839174334,-0.8283971702545492,-0.7891083338075523,-0.798317331882874,-0.7614715755989885,-0.6755558149796932,-0.8952618099524363,-0.9530646895184595,-0.9237209907034112,0.3288036219426156,-0.1998998569170013,-0.18963044532726714,0.6066823357181392,-0.8771981999802125,-0.9442161517644573,0.299479954551207,-0.779158105097699,-0.5610894735705312,-0.6629319218277495,-0.15999530144857277,-0.15614428612068565,-0.34492133626329935,train,8.322017458777886,1
14,-0.8561760292759699,-0.9560817682268758,0.4494240411170547,0.02132737185030753,-0.368169839459511,-0.7785567622487063,-0.893162502969994,-0.8255412303310682,-0.7652478701487817,-0.8146029733483012,-0.7745945353821991,-0.6213736401159163,-0.9044084849553508,-0.9666559863931319,-0.9020234636586502,0.4718593962972344,-0.4089342621187798,-0.1886033559609589,0.5688263445080148,-0.9082214765691885,-0.9673050980764758,0.2995104562114794,-0.7057117202879407,-0.5598647428018089,-0.5819406955464363,-0.22336735937812513,-0.2504488102709068,-0.3788858965546641,train,8.962172647914647,1
15,-0.8510460395649172,-0.976220642546458,0.6868684015733844,-0.05096353838296985,-0.43012789940785423,-0.8243832883868786,-0.8931961946700486,-0.8677081763345279,-0.7563687085982714,-0.7931247304634638,-0.7287163790542808,-0.6082398094197012,-0.8706971072200025,-0.9696145219779068,-0.8937765117074488,0.45730678520629064,-0.261963114070616,-0.1107360625487942,0.481115101795883,-0.9003366873944635,-0.9565135230464746,0.42297242867164164,-0.771821745246154,-0.5153848875731223,-0.5919763564629409,-0.2516210063280676,-0.19485875872820635,-0.14381570335784322,train,9.602327837051407,1
16,-0.8855117713885798,-0.9843566226095787,0.8556681085895836,-0.22413749050090026,-0.4168208419837741,-0.7783516764869252,-0.8944149072552428,-0.8517456258247853,-0.7680496490809765,-0.7802343458271884,-0.7561656487508566,-0.6386831382683023,-0.8754333237037797,-0.972884482361079,-0.8817479162881734,0.4769781528183976,-0.22924546583526906,-0.19248287963774657,0.42966167578580405,-0.9337727091709911,-0.965563475837351,0.19339358939542795,-0.7401566620630828,-0.51536006091946,-0.6127642018833745,-0.02000784531457067,-0.17184515792818233,-0.25397011348387155,train,10.242483026188168,1
17,-0.8243146712420497,-0.9852267784513533,0.8447612521832291,-0.21591616308429973,-0.4202985213373277,-0.8369639879977788,-0.8886406529845101,-0.8620152869515829,-0.8035887910134268,-0.7650721067104185,-0.8029536410666671,-0.6750778804551654,-0.8513939866696228,-0.9617067276739861,-0.8633723204298454,0.6049790295367317,-0.24133808255994815,-0.06983221894170488,0.5492040533354916,-0.8960712459628615,-0.9486458827728198,0.29953193085320584,-0.7179022858001018,-0.5820951668921803,-0.6276379559233988,-0.1993865596210065,-0.16123514528960614,-0.2907269610477353,train,10.882638215324928,1
18,-0.8686170393957021,-0.9704785409923006,0.5350689187677626,-0.3066810492821409,-0.53109425232132,-0.7736681551146263,-0.8887943349082589,-0.8444142136678547,-0.7760304386305431,-0.7950204228920522,-0.7938530672506507,-0.6452830126127984,-0.8754621128321373,-0.9502558773944524,-0.8319389258583303,0.53840779731368,-0.22090645270451137,-0.18623876032236386,0.5369531006603203,-0.9083736595031308,-0.9772392781434,0.31583765069032044,-0.7082323181469747,-0.4583383111046201,-0.6540831667856017,-0.3977646809771682,-0.2022784694991422,-0.19408405571288578,train,11.522793404461689,1
19,-0.8864494367249185,-0.946083753302695,0.8550250356197586,-0.19385445693957115,-0.5944118776321593,-0.8146310390273175,-0.890165130770011,-0.8196774638663071,-0.8141487617075145,-0.7563036929793961,-0.7663441372449467,-0.7002691244884769,-0.8578471511789753,-0.9763712423154434,-0.9255843970007278,0.6488012474971285,-0.28236972841006636,-0.10880621497690846,0.5458213258691011,-0.8717566312402079,-0.9704688204710815,0.14017072080710546,-0.716833342815438,-0.5854906264966488,-0.6465640709144109,-0.09157598890803453,-0.24498760457941016,-0.3564375295530724,train,12.162948593598449,1
20,-0.8864419422646584,-0.960923927601958,0.8490392604837651,-0.3047176268711267,-0.5511349401436647,-0.7941126332047519,-0.8770960207737013,-0.834687335692139,-0.7563781853776745,-0.7971588810548456,-0.8014053396965919,-0.6208857961231116,-0.8883282039683789,-0.9736618465693864,-0.820548426308868,0.6075269921940101,-0.3782232959789352,-0.12170196511498954,0.5514799878999594,-0.8944310459819167,-0.9733126851191315,0.2101088364926429,-0.7845690029819472,-0.5190831054636926,-0.6467807679620163,-0.301890579004801,-0.14291600124717485,-0.24273334164993365,train,12.80310378273521,1
21,-0.9089368151556307,-0.9431680147563336,0.8709824218103792,-0.31289514386489226,-0.4563393826700498,-0.8009750436875889,-0.8910502628287369,-0.8051236515105584,-0.7876450399175068,-0.8293225407104444,-0.7572431322899962,-0.7485233908219573,-0.8786513378634865,-0.9550781706188669,-0.8406812436000124,0.6355865451133222,-0.298227849099044,-0.177925962290305,0.47980486066734973,-0.9640311574912246,-0.9473459431971165,0.41917136787515075,-0.772529673487033,-0.5378462218559851,-0.659695704440562,-0.1755593147819332,-0.29901559094793595,-0.09699953077102119,train,13.44325897187197,1
22,-0.8869679457219273,-0.987336236114776,0.7230600492509223,-0.2538529807999972,-0.3811846201588912,-0.8168334096672147,-0.8883759812749612,-0.8609524101376674,-0.795618724645958,-0.7764498859467971,-0.7442569181476191,-0.7138347380536174,-0.8829529974838035,-0.9780457495006722,-0.9201228429596304,0.6642945043002575,-0.29549717746841075,-0.14565173639876072,0.5437338266762868,-0.8854279294168672,-0.9840821271169203,0.3041640807731243,-0.7846105948985942,-0.6078212853634397,-0.5816886400047953,-0.2512881071575217,-0.2830389111479531,-0.37764280737633416,train,14.083414161008731,1
23,-0.8778656826410417,-0.9593364198257501,0.5783273719251605,-0.2286634800209354,-0.3674238494819384,-0.7911984287476214,-0.8940466114052964,-0.8455959857295487,-0.7981224916826086,-0.7884401459019634,-0.726561670815848,-0.5662500430092328,-0.8684767555698716,-0.9600010780089175,-0.9038779904482248,0.6795137866241088,-0.4821746064708017,-0.017815538558819455,0.48570899979516313,-0.908269446085534,-0.9685249633998964,0.3255712451227539,-0.7576943627182475,-0.4370318063343881,-0.7220220360907906,-0.18898844816629246,-0.2470044980714191,-0.32334854548770675,train,14.72356935014549,1
24,-0.8471323821210496,-0.958332683286517,0.5973143182599947,-0.2668554524168034,-0.3582721842116604,-0.7769834812603515,-0.8742912057569432,-0.8314232038047993,-0.7461879178459431,-0.7768790448245635,-0.7770184381029965,-0.6209002145201606,-0.8649754952430254,-0.9529748554419986,-0.8731641956397251,0.5929561161377817,-0.4072976524375792,-0.14782108260918447,0.5471860531539128,-0.9046508340410393,-0.9640291440938885,0.4250160378111909,-0.7165641714698443,-0.37218285857461175,-0.6167753990496677,-0.08341333394828154,-0.3592673969933533,-0.2497216072655749,train,15.36372453928225,1
25,-0.8399897231095592,-0.9953831243616815,0.7526789175743707,-0.2817221432196475,-0.18597168907233308,-0.812036089116589,-0.8813819771569381,-0.8076229139058755,-0.8083991287816964,-0.8114434548185019,-0.7511575069179983,-0.693321120217864,-0.8748877771834619,-0.9746548125611995,-0.8703241270775668,0.5880519729587184,-0.4788148013510589,-0.23292663099819966,0.4667686715660697,-0.9148959857453821,-0.972661610958862,0.37855757314059324,-0.7260072702385645,-0.4151729235643722,-0.668844279261998,-0.07351361982195515,-0.14669159914796293,-0.16178530474684405,train,16.00387972841901,1
26,-0.8584182998333363,-0.95647325940256,0.7784604368032597,-0.3428028793964314,-0.20350303005541515,-0.7775453052914267,-0.8823757827230475,-0.8514154618350307,-0.7721197523122897,-0.7884444868326339,-0.7590881992106502,-0.6878842894295973,-0.8739324888569465,-0.9636710994792619,-0.7736148742616675,0.6615638919901277,-0.4974124592629857,-0.3792743385466235,0.6363320653318134,-0.8964698096811908,-0.9497210235096479,0.35230345953980624,-0.7426993590522205,-0.4641666808514814,-0.5973341294554523,-0.09787637551949968,-0.3394711152530637,-0.30144561535000725,train,16.64403491755577,1
27,-0.873729455837776,-0.9690389802298848,0.6768845540563277,-0.2053770468372319,-0.20516892639347195,-0.7883143716955028,-0.8732432603173507,-0.8307375573139317,-0.8103038488847897,-0.7888115104459654,-0.750310424158617,-0.5914504088822727,-0.8814244168560461,-0.9835328148908965,-0.8761888159290208,0.5817322949700565,-0.42233501596298795,-0.19771265850878894,0.570093123154314,-0.8802495529783748,-0.9584162593390332,0.44166152165396144,-0.7188635597748625,-0.36753276382998545,-0.6362004808790083,-0.16870097841720466,-0.23292441150842436,-0.09759740489043023,train,17.28419010669253,1
28,-0.8975784132707851,-0.9520145634942083,0.5818624800802237,-0.15753113519504403,-0.22825569574645088,-0.7747376216716491,-0.8833644449620192,-0.8679286847828237,-0.8313498513280662,-0.6959408740765889,-0.7875948504059413,-0.5978074171746077,-0.8629486283219401,-0.988204186866857,-0.7719414774706361,0.5400562104306645,-0.3714371628350732,-0.26104875268735406,0.4994963837184574,-0.915714108472696,-0.9739048400785031,0.3081968252524452,-0.7037850455811181,-0.5298984776779229,-0.6020050794054206,-0.10916027641410342,-0.26816687775982284,-0.20528349736078877,train,17.924345295829294,1
29,-0.8663966803638211,-0.9604196844084874,0.5925469018446605,-0.12840727725696466,-0.17447395351127104,-0.7990940143783247,-0.900642951507181,-0.8317976949637832,-0.7863193703767657,-0.8144670018266468,-0.7876026842199833,-0.709412842550187,-0.8476025167838201,-0.9653216509107677,-0.8426396448871325,0.4755215218369073,-0.48207943209153925,-0.2309016945381972,0.45175367954745904,-0.8899650614729544,-0.9720889327363187,0.366417427225495,-0.7375906003398751,-0.47168119207019454,-0.6243404865221274,-0.26635414759828957,-0.26164510797196816,-0.5452093994804206,train,18.564500484966054,1
30,-0.880460949590949,-0.9759112583556059,0.5127017888507754,-0.08975601482482642,-0.05974728922743877,-0.769249133092793,-0.8876060416033743,-0.8269656406307598,-0.8007973493338046,-0.7459144797548556,-0.7365367025801475,-0.489109318624088,-0.8415932764246629,-0.9593446903569108,-0.8635338440060389,0.4690237604367147,-0.48829528061495187,-0.0023315153525322874,0.41254929176188915,-0.8684289813999608,-0.9640849138650017,0.29136056521122233,-0.698885815164642,-0.5181539287335786,-0.608276914504333,-0.15273922692530184,-0.2561308361820076,-0.22254885411149528,train,19.204655674102813,1
31,-0.9079894042482596,-0.9701852918685363,0.7183390588282945,0.02192924905240856,-0.006040001762211311,-0.7733024525927064,-0.890111914934733,-0.8505234973602147,-0.8176029660675743,-0.7568144690806249,-0.7880875456583143,-0.5233686365097024,-0.8893620847464208,-0.9436488805176838,-0.8523263023312531,0.4020050365641772,-0.321766307467082,-0.05248633064051622,0.5038456149231558,-0.9246958451899658,-0.9318299624185173,0.4212748148763732,-0.7384302499471957,-0.45182758065078876,-0.6198075939368979,-0.33770210895176767,-0.21600092151972072,-0.4285958472751583,train,19.844810863239573,1
32,-0.9365948282317024,-0.9518451400854313,0.6057745922559672,-0.020996164019520647,0.07221270177062755,-0.7758460928057507,-0.8762765632865179,-0.8486797980338114,-0.7958807089993762,-0.8280210700204961,-0.7425980402025418,-0.703068847917961,-0.9047662307197106,-0.9803550841595573,-0.8370958183475921,0.3386895344032035,-0.44448534438516685,-0.30899242441051133,0.44470070083853663,-0.8827420125801324,-0.8942489025190318,0.4593220285613766,-0.7734854417711481,-0.4018481034349919,-0.5696481489366837,-0.2032020025437783,-0.30737903840901715,-0.47522682426826124,train,20.484966052376336,1
33,-0.8868510202642379,-0.9576666630855393,0.557564904749625,-0.10430504705957766,0.0852444215465833,-0.810533103696538,-0.8806215095025105,-0.7997971397322391,-0.819308822789641,-0.7799091036648311,-0.7688109260453372,-0.4641327304058872,-0.8711136139397994,-0.9593267235416186,-0.8182977584949089,0.4168179234104339,-0.31184966422493243,-0.14788851864304298,0.45786001137842636,-0.8658325508637291,-0.8199656725414196,0.4238662906914783,-0.8098193474539799,-0.45361761006033907,-0.5976535322351173,-0.1799920796652844,-0.35403993895962216,-0.22915791725600032,train,21.125121241513096,1
34,-0.9644936233094803,-0.9677576498557318,0.641150493768466,-0.022628846401345992,0.07138141566724654,-0.7533113937948612,-0.8965433945328972,-0.8505896488811759,-0.8234908369492365,-0.7376355022740237,-0.8006267110552363,-0.62537598008402,-0.8606996208724235,-0.9707931450610723,-0.8363704979398843,0.522151978209896,-0.49700138483815937,-0.22590137441909752,0.3564792881905037,-0.8627895041794765,-0.8164127013453253,0.40212341362275006,-0.7944788582719967,-0.41142383807779126,-0.5728449832591537,-0.15744399276533239,-0.23616945775513054,-0.19767036717540087,train,21.765276430649855,1
35,-0.8916289099786827,-0.943207946443632,0.5850660066475664,-0.043571533184164624,0.03346351546567572,-0.7450615250354495,-0.8903156315907206,-0.8069587591083413,-0.7552929995491628,-0.7877354593577126,-0.7757017438063875,-0.5194210955467902,-0.8576643922731337,-0.9801814049450664,-0.8130929228421324,0.47437082902394256,-0.3971167244491475,-0.2440852659818593,0.4181135491140655,-0.86228909418693,-0.7880959336535154,0.332960020344119,-0.7604537589952358,-0.413200527162047,-0.6035031761383162,-0.21498514404944058,-0.43857875305387584,-0.26184020517747364,train,22.405431619786615,1
36,-0.8898453743770791,-0.964786338534432,0.6010967434346906,-0.03717687305214468,0.03068577675489048,-0.8174949504428957,-0.8709291426285475,-0.8500209725784523,-0.8583222816839516,-0.7502569990955064,-0.8109479322492441,-0.6111599654252817,-0.8586358939134268,-0.9675627116715427,-0.8340307782121386,0.47288680059452415,-0.5050473304819173,-0.2230816758815738,0.4308521880603886,-0.9400423520647437,-0.7983009605379598,0.3144007204688706,-0.7510709370691566,-0.41413408939488316,-0.6046272035238256,-0.05355293153884788,-0.3607657183435501,-0.23293613710394467,train,23.045586808923378,1
37,-0.9398698750707493,-0.9574093952691916,0.6679400165360132,-0.07918228026019225,-0.08925743920074747,-0.7927318188911938,-0.8843820625081895,-0.8192287229197732,-0.7935239266978372,-0.7346048141938555,-0.7622532924091925,-0.5693758983225974,-0.8715973730717935,-0.9674141859984609,-0.7765929655718282,0.3981054664757975,-0.522799412003969,-0.2712238539477687,0.31264235721555034,-0.9218020204780943,-0.7521906314707832,0.24294662129961142,-0.7581950037081175,-0.3760581850314956,-0.6815711114571482,-0.23165337558627253,-0.23057134997926587,-0.41601492712968724,train,23.685741998060138,1
38,-0.9229299168469418,-0.9602868206152189,0.8804041299084537,-0.17434544993670031,-0.18533750517629488,-0.7936102373834606,-0.8895097893894625,-0.8132774122563021,-0.8115722615818347,-0.7582562548196796,-0.7157594880897702,-0.6012277845749965,-0.8487128533445348,-0.9556519109205297,-0.7602517199681265,0.44967659595841947,-0.3974708964563438,-0.21039526801262132,0.3405068126127502,-0.8759243750201133,-0.7799267810618025,0.15361760475922748,-0.7639483755442134,-0.4259610038007564,-0.5617239665345013,-0.2309230326874866,-0.33599042164548376,-0.19423025170961017,train,24.325897187196897,1
39,-0.8824738747407195,-0.9627889428929394,0.6535066680350925,-0.052111801844117345,-0.3238189094922571,-0.8221184945659004,-0.8873327189885547,-0.8207820138012348,-0.803538026660056,-0.755569133800788,-0.7204103741524678,-0.5690413725263358,-0.8604413164994247,-0.9673554944018398,-0.8735908110046737,0.4887544891859983,-0.3896919055862419,-0.13610276313878356,0.4217245859524055,-0.8401164574812474,-0.7403975460571369,0.30393792446992474,-0.7410786225291179,-0.5807633189393817,-0.5903944513853873,-0.2070722543308532,-0.3396986183784727,-0.2561061482115966,train,24.966052376333657,1
40,-0.9476841047287377,-0.9488062408386809,0.6108676110330418,-0.03837718952954594,-0.21881800057604872,-0.8248568381204026,-0.8728282780739989,-0.8470546590980902,-0.8030535766709918,-0.7998779348191489,-0.762325953611023,-0.6503490239362111,-0.8778093022853855,-0.9480064321198746,-0.8165720340770377,0.5485494192882598,-0.30156142757066684,-0.17110284971064493,0.4304175098115155,-0.8297612137506798,-0.6731991158522885,0.36364136366845834,-0.7508331210004292,-0.3992292458930793,-0.5130960338497014,-0.16694848700661358,-0.2873352402578917,-0.26096941541926877,train,25.60620756547042,1
41,-0.9226242898395606,-0.9581640633674652,0.6873593020995274,-0.01625991203926125,-0.1987350035288904,-0.8144514846170534,-0.8890166400639979,-0.848039013364262,-0.7464038355984008,-0.8146776156979867,-0.7419444852523314,-0.7201708013004025,-0.873169927549798,-0.9318806165013221,-0.8135111639649727,0.5188551519759261,-0.33352660990699157,-0.18408180893350123,0.35950460997938527,-0.7945366319236353,-0.49117684344952006,0.21986451134406515,-0.7493231976197804,-0.5477707478139692,-0.563047928647385,-0.16118677572132756,-0.24726895421961348,-0.3412991921304621,train,26.24636275460718,1
42,-0.9199810110239479,-0.9626219843123842,0.7295438590681917,0.05952071703211903,-0.20316528435496461,-0.7921008546082233,-0.8734292083198806,-0.8095637292142431,-0.8047596001173348,-0.7436899776694125,-0.7177252945110792,-0.6779367800977455,-0.8781363498082803,-0.9534455860026532,-0.8028210738429141,0.4468957549937551,-0.2870760657798296,-0.14202113416403506,0.3900110874297029,-0.7638564317027776,-0.407859507285634,0.25502292505934165,-0.7536697680893985,-0.6169278127522505,-0.5546074971795789,-0.10183210531133668,-0.4651813898097722,-0.4416495010459127,train,26.88651794374394,1
43,-0.9152146571460211,-0.9458449491120897,0.7555871515177239,-0.09565562761826685,-0.2504111747409744,-0.7594391579394342,-0.8754252355252874,-0.8197433639510687,-0.8082978455367985,-0.8075123623239626,-0.7493679521013663,-0.5970486714199132,-0.8687847741391661,-0.9659576761721101,-0.7647818733117226,0.5567777861492196,-0.3294961413141848,-0.057605284763584175,0.3951718052956308,-0.7565370155321771,-0.43510725905274994,0.34821648032563957,-0.7389426899933129,-0.48450454653033237,-0.5806830848169532,-0.186309768990354,-0.2600369037998336,-0.28071396064743326,train,27.5266731328807,1
44,-0.9054118275250219,-0.9677821464859097,0.5863791679547843,-0.17604067109181643,-0.32253038983317717,-0.8087214315766091,-0.8840915722826207,-0.8325243421461801,-0.8455754507735231,-0.7561294215423635,-0.7430785579467101,-0.6086799698419968,-0.8785929197536739,-0.9669099173825944,-0.7904063380251477,0.5743395502708921,-0.3134684722708462,-0.1448823327271771,0.5178676748799034,-0.7659925099853568,-0.4401779197422854,0.24421934593553574,-0.7604284268280888,-0.4613889230548225,-0.6291262496916599,-0.07077156051932931,-0.3281528338171139,-0.23483220148398387,train,28.166828322017462,1
45,-0.9214749744465964,-0.9586401640435844,0.7137867165531504,-0.13309470378711985,-0.33562523515150633,-0.8056272988296809,-0.88695074268062,-0.8350076606441046,-0.8369349616894037,-0.7746056174266197,-0.7546458484947842,-0.708146327335353,-0.862207248037143,-0.9528071651659384,-0.8197666865285217,0.5507503476051201,-0.27038377254016466,-0.19339444290375918,0.44389273142387164,-0.7926948496274286,-0.5151610773377129,0.11514142936945704,-0.7884432615269961,-0.37519192348154196,-0.6485065427901653,-0.172559005630615,-0.398147928686189,-0.01101736751716964,train,28.806983511154222,1
46,-0.9494476293032659,-0.9429733953280844,0.6152339670307871,-0.21192921913855656,-0.41137102240899304,-0.8617538375239776,-0.8852510062239256,-0.807832544331802,-0.8514844193675855,-0.8105654604699656,-0.7922422181183304,-0.6956392437896197,-0.8650379834718125,-0.9621235577887641,-0.7919341567540847,0.6103169656413168,-0.33812575289935987,-0.20684125425599176,0.44181100229630865,-0.8217701415797378,-0.4880409976524981,0.3431653399732435,-0.7370248924537798,-0.5306726039137778,-0.6145257188642532,-0.2721697010755476,-0.22727474520874902,-0.27943826921847637,train,29.44713870029098,1
