,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVEL,AVER,AVFL,AVFR,AWCR,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RIFL,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMER,RMEV,SABD,SABVR,SIBDR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URYDL,URYDR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.16037829078489999,-0.19314425030812393,-0.13202450482498862,-0.3449260365123469,-0.2279721642411999,-0.2338420500675527,-0.255243560559939,-0.2587784028715298,-0.2843130507906772,-0.24261902546198588,-0.1401991587274065,-0.09285681693090828,0.01976604350114295,-0.5649303623941191,-0.5635028028981253,-0.29306727633203045,-0.33054868086958944,-0.33990374822102115,-0.3017440422185474,-0.42857586056315794,-0.2904202105485927,-0.3295124942800674,-0.3133409849863035,-0.45719437736214386,-0.17448901263966027,-0.36415413251523876,-0.4258215128393482,-0.25082867021567246,-0.22262443928702014,-0.2563471780429169,-0.23936854711001446,-0.41456036298606747,-0.38779176199584825,-0.5124494085670015,-0.39408963222119875,-0.45000025193480775,-0.4106339252770729,-0.34511864739699993,-0.4292377632771639,-0.468064320303166,-0.09832375177312086,-0.15526913165519435,-0.19137838154550155,-0.3183241393584542,-0.42741750507916976,train,0.0,1
1,-0.23204780158220567,-0.2958162368987511,-0.16228157134866855,-0.44949028107419176,-0.33235742374839344,-0.3179144594153435,-0.39113576978565673,-0.38814110113213673,-0.3926561100447873,-0.3597252569876406,-0.14455006237683127,-0.10792519248004825,0.005724960975717695,-0.7176083255126326,-0.7130746396358726,-0.35103180607799256,-0.4352142132354885,-0.4376441967906178,-0.39071493108431177,-0.6402960196087969,-0.44407454340712266,-0.42163773169658414,-0.34970944618665306,-0.5793071885396287,-0.2499507063290405,-0.4448603644022551,-0.5287163980014227,-0.3112425697150619,-0.25961034061814703,-0.32643279995418145,-0.30355088473548364,-0.5575912234219698,-0.5468949009887764,-0.6303060166368737,-0.5157783076323904,-0.6318066999657195,-0.5508858223288595,-0.4777881407180624,-0.5376509836641316,-0.5904231104745369,-0.1356927390691407,-0.21003888388964043,-0.2796713826688461,-0.43629505897036325,-0.5200720149574911,train,0.4900181488203267,1
2,-0.27907572790186486,-0.3545561704338312,-0.17887336286505756,-0.5015773240015079,-0.3898341461834161,-0.36729355751798115,-0.47681920490427726,-0.46076868109274,-0.4632018216103521,-0.4269425258587539,-0.1385958617256811,-0.1245219784622296,-0.0036831378833252493,-0.7982809310176923,-0.787830979903243,-0.3903757789559385,-0.4896173458467241,-0.49437272467061005,-0.4378579774037017,-0.7442753868924948,-0.5311659760865397,-0.4749448843357539,-0.37231780159426214,-0.6418982868789839,-0.28706518914579127,-0.48268893359594056,-0.5751567398789722,-0.34586482205151226,-0.27389908389060963,-0.3688101642909936,-0.33084452383576823,-0.630953335442215,-0.6363553723957904,-0.6803852828945669,-0.5816132203927601,-0.7269757488106944,-0.6358703552647886,-0.5548359024673266,-0.5998028311123511,-0.6477178379711253,-0.1582747190662786,-0.24086903631091122,-0.3304152937020142,-0.4933001508832309,-0.5617052921756567,train,0.9800362976406534,1
3,-0.301170267552294,-0.37253246746343016,-0.1796750862508575,-0.5164960571313206,-0.40726874311693717,-0.3804371366439718,-0.507224601183368,-0.5022245713584882,-0.49127002771494344,-0.4487465188172501,-0.1375756661213718,-0.12762704860411406,-0.012299422686727436,-0.844130497806022,-0.8282968704940139,-0.41042658951257627,-0.5282382495358238,-0.5273544640865802,-0.46502692297722537,-0.8034907365548205,-0.5664736795294057,-0.49174745108474305,-0.38171856887038247,-0.6628433441133275,-0.31500037804132486,-0.5076299751880016,-0.60367593546129,-0.37149577716351373,-0.28189490310612375,-0.3878148031173123,-0.35152740221435363,-0.6680045710083746,-0.6840455712990607,-0.702185487961924,-0.615976881024591,-0.7778907994430148,-0.679249898471975,-0.5918762406189466,-0.629873627752517,-0.6811876025978143,-0.171929755845038,-0.26158299572757,-0.34903536717165135,-0.5289761998802895,-0.580749225412806,train,1.47005444646098,1
4,-0.3039908884198389,-0.3770033861648444,-0.1845364016347476,-0.5257008524285723,-0.41817756364336073,-0.3877721835143395,-0.5191883277914966,-0.5276304437572302,-0.4972282712178699,-0.46776351877444833,-0.14459907389649895,-0.13552907982979873,-0.016260888664765757,-0.8758474523394265,-0.862939687598766,-0.4227136767547029,-0.5563444300063034,-0.5512118642981321,-0.48439263319089343,-0.8457965271386425,-0.588655603815149,-0.505684409234613,-0.39476075053653514,-0.6909039978750531,-0.3389865621328997,-0.5310387943003716,-0.6273000224554836,-0.39410749663835754,-0.2880612695861714,-0.39306977366310525,-0.36340706713478366,-0.6890286647785786,-0.7099630279009224,-0.7176694190285162,-0.6343999888808683,-0.8052060395017465,-0.7049954190584383,-0.6143284769770383,-0.6385827905306356,-0.6947033835515021,-0.17710352814304242,-0.28284241103597013,-0.35541065929681653,-0.5512552810966538,-0.6040816757645884,train,1.9600725952813067,1
5,-0.30643740535063657,-0.3789407939502555,-0.18619192049709912,-0.5298162206611725,-0.4241807668513045,-0.3878874701178718,-0.5225212842514559,-0.5417522559864977,-0.4988002755613824,-0.47405932013898894,-0.1457304780733456,-0.1411653002544776,-0.017466388662826432,-0.8935936931225538,-0.8799496823202287,-0.4280711466774155,-0.5759757181868727,-0.5644690446663676,-0.4909623974210956,-0.8706527384557876,-0.5980584837678706,-0.5103648374554296,-0.39824566964915364,-0.7054410114365411,-0.35408308756118184,-0.5434161077803095,-0.6421939887490816,-0.4092253421588625,-0.2912346799013905,-0.40227313736137416,-0.3716611823871342,-0.6977702268321284,-0.7256969482910217,-0.7233588669195864,-0.6438251388427435,-0.820838856785909,-0.7133416921723331,-0.6249035252217376,-0.6400692803528496,-0.6969525489866834,-0.18044713632356696,-0.29262210885598766,-0.3532491817028611,-0.5630397729622173,-0.6178690811985216,train,2.4500907441016335,1
6,-0.29191391014197166,-0.36401652535357276,-0.18519929286823122,-0.5229888335473131,-0.4195174169257132,-0.36646295429966114,-0.5079876220210765,-0.5459419210054701,-0.47686562573725866,-0.458260776946574,-0.14201659225170743,-0.1459878794458029,-0.014462697323168912,-0.897346061781453,-0.889250273817275,-0.42797892992714237,-0.5888934930974946,-0.5756000954953707,-0.5056314912503502,-0.8830584668960447,-0.5902832307183274,-0.4942471457742349,-0.4149560694021586,-0.703735099309909,-0.3742870333975612,-0.559370073419628,-0.6499976042184957,-0.43193154068148015,-0.2890373127085277,-0.3959250842958429,-0.36836517840899985,-0.7021884301231696,-0.7345861544041068,-0.7189043429573285,-0.6448000829158052,-0.8185127386996732,-0.7109139274295388,-0.6245714869144374,-0.6380874614013394,-0.6977938739254586,-0.18122596633930946,-0.29446475678542566,-0.3383050544663899,-0.5794881932166714,-0.6299263629813849,train,2.94010889292196,1
7,-0.264223786987115,-0.3317511036633676,-0.18285543230686896,-0.5200155581723247,-0.41171353789606496,-0.3353632945026857,-0.4877544021544973,-0.5487132337109943,-0.4417238467603224,-0.43265048770007297,-0.13380614816396721,-0.15304960588675243,-0.006081841875135698,-0.9046498928383317,-0.9003389564988669,-0.423647810311675,-0.6084397193751367,-0.5909378975119766,-0.5214556363198228,-0.8904794680043812,-0.5698098768254632,-0.4714169086555108,-0.4418823651414927,-0.7143883755103185,-0.39860123303645245,-0.5948859265963766,-0.6645499472660144,-0.4614115272344887,-0.2774911119722051,-0.3872530250544319,-0.3613783315915746,-0.7042189102496812,-0.7431991242155443,-0.7114255956637323,-0.6386917495460477,-0.8118123056353905,-0.696567032716791,-0.619111624283395,-0.6318896729061079,-0.694278096866213,-0.18593382865535824,-0.29285378577729143,-0.31182531624994525,-0.6043853479031885,-0.6517875127521086,train,3.4301270417422867,1
8,-0.2169906995591495,-0.28709406445700836,-0.18241027346572827,-0.5036750498077278,-0.39389649868721577,-0.2871230769904574,-0.44420252866922183,-0.5524702262025801,-0.3831773905662719,-0.3948701427361178,-0.12210752764744008,-0.16159246884372885,0.006618487272412994,-0.9003392531203481,-0.9007848965463813,-0.42123193503234047,-0.6296654017201794,-0.6136936101850623,-0.5378392375163817,-0.8981057272500876,-0.5370295158322657,-0.43326454359979827,-0.47404976791130826,-0.7148377846423545,-0.43144399349275075,-0.6338792252531092,-0.6860627313263773,-0.504144175839834,-0.261076916318944,-0.36897415972723097,-0.353008824120699,-0.7058340819634348,-0.7466454005210059,-0.7034246718764174,-0.6229565660298211,-0.7872661121829988,-0.6756904696868693,-0.6008051675316695,-0.6171221764664556,-0.6825724700764727,-0.18697958845172433,-0.29343789567404943,-0.26902965556995617,-0.6297384489383415,-0.6755081328851261,train,3.9201451905626135,1
9,-0.16893242295437394,-0.23144927964894874,-0.18235685431115006,-0.486548468561833,-0.3747113372808158,-0.2260126451888634,-0.39192308972192424,-0.5522974442942321,-0.3263502288803745,-0.3390109931872329,-0.10449052945183776,-0.17010224882579494,0.022880894675792504,-0.8981053815065224,-0.8938904569908533,-0.41532656079742897,-0.6543087979518203,-0.6404570074304696,-0.5659323710533318,-0.8922628730582792,-0.4973889599891629,-0.3906361640252264,-0.5092993846940913,-0.706156286597117,-0.47057305513006714,-0.6812795657820443,-0.7032600649415792,-0.5576302992777595,-0.2427293495844211,-0.3495070044744127,-0.34593472749473936,-0.7037125814142393,-0.7528250522014506,-0.6852319334438679,-0.6101324834245823,-0.7720411478354104,-0.6373072408653744,-0.5767595040843585,-0.5954539015416678,-0.672564483716705,-0.18914868764925205,-0.2800797719421184,-0.22449302036555577,-0.6651583737151504,-0.6859232527261414,train,4.41016333938294,1
