,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVBL,AVBR,AVEL,AVFL,AVFR,AWBL,BAGL,IL2DR,OLQVR,RIBL,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMER,RMEV,SIBVR,SMDDL,SMDDR,SMDVR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.07816601224844259,0.06026868263947326,-0.33227552892802825,-0.3654429049664456,-0.07066710196246892,-0.02301648798289409,-0.5192445123557052,-0.39261540411824325,0.008438015442418602,-0.20720463388421057,-0.16671798015775785,-0.27495412777483397,-0.4006016728381334,-0.41685271131637514,-0.2692021517475726,-0.35703305456061807,-0.301680067623516,-0.09812691219945682,-0.007380702414387243,-0.3072866641043578,-0.29149271179032427,-0.22428991560074624,-0.5325931332900752,-0.5033627100380061,-0.383046315219264,-0.32594599998531115,-0.36498123392095516,-0.43960826380912,-0.27862192905281113,-0.20824352048453063,-0.2451246549119987,-0.26262658671291533,-0.3295190250694795,-0.3964588658809859,train,0.0,1
1,0.11634039990863712,0.1275839465743234,-0.4051680004517676,-0.4732801119307749,-0.021304364881026966,-0.009519853009556378,-0.6809810883042116,-0.5349905807524512,0.032425802338146875,-0.23538439172922015,-0.215742957477698,-0.39583550782587923,-0.5126067283991428,-0.5212720255164721,-0.35027886774465017,-0.5173520939181583,-0.376441334218517,-0.08288684452015592,-0.03164548449622817,-0.3926674636698649,-0.39424055263880736,-0.32581358261250515,-0.6864423837702525,-0.6699127884478211,-0.5691526707104111,-0.4301299369500174,-0.4442039189232069,-0.5892912404138667,-0.335091756901863,-0.29136858717211217,-0.29946302889121396,-0.3286966569706309,-0.3988755452833622,-0.5307617596997777,train,0.27293404094010615,1
2,0.13903775627691245,0.17529021670423214,-0.4266093984083708,-0.5264015463480745,0.018471903992255012,-0.0005030535859549198,-0.7747241459180808,-0.622606919111729,0.04754304083232724,-0.24315117777410222,-0.23210860382864812,-0.46051622710877443,-0.578986048153293,-0.5597551955329653,-0.3867538734958482,-0.6082078474193967,-0.42184422172192526,-0.0678101528983631,-0.036874457153862866,-0.4559476007837979,-0.4599565567342278,-0.3726646459802535,-0.7588770158371279,-0.7603201625896256,-0.6609908752625455,-0.4824901474331734,-0.48849943437061055,-0.6600553100606597,-0.35946987526716,-0.338009993035089,-0.33179227844778686,-0.3718689771411475,-0.43171550125371755,-0.6044813059382655,train,0.5458680818802123,1
3,0.17166534980003573,0.2216630874073226,-0.43244673556893026,-0.5589832818072129,0.059681499580843705,0.030303506758073438,-0.8253262203393715,-0.669803711707379,0.0692998164997774,-0.25075125712405183,-0.2411506057584124,-0.49117376088170944,-0.6171061701311726,-0.5853404348708248,-0.40189064021430254,-0.659719465447162,-0.4480719393580989,-0.03649140445808324,-0.019218743696830624,-0.5031732466674971,-0.49636494620661614,-0.40053505544165763,-0.8105870799680234,-0.8177822004813905,-0.7268160952739176,-0.5018994939241369,-0.5105511354780161,-0.6989429916496498,-0.36146346144883235,-0.3497197186930399,-0.33749315521858564,-0.38997269559687464,-0.44144572622852607,-0.6539889767333036,train,0.8188021228203185,1
4,0.18681284720756294,0.2531646038013393,-0.4354701396562476,-0.5804043341606824,0.08942194935574843,0.06010194673650234,-0.8629781786868408,-0.707486027082085,0.09047096977519689,-0.24925452013809407,-0.23715786404894945,-0.5033491392323134,-0.6393124559137813,-0.5921871790320627,-0.40599423290376657,-0.6927909016513292,-0.4745212431970578,-0.011974146848811956,0.001024956916941426,-0.534297819808915,-0.5293369916416392,-0.4197696327963778,-0.8404160988896222,-0.8566275136961857,-0.759869595910957,-0.5094349656245671,-0.5184675191451814,-0.7241721155204724,-0.3659422028046381,-0.35478608876375917,-0.3491649153526474,-0.40826357406886127,-0.4361628059139687,-0.6859176737764822,train,1.0917361637604246,1
5,0.20068571141823718,0.27117325487327437,-0.4416312482305447,-0.5862300337389957,0.10592278616243073,0.07846738097745012,-0.8652967821114642,-0.7012349679379133,0.10456875262759735,-0.2510986361745438,-0.2373746011016475,-0.5091775314353403,-0.6545018018731357,-0.604832642855276,-0.40979081948743934,-0.7069489885376181,-0.47929009841535447,0.007872400364155568,0.01464608197518823,-0.5496218710757571,-0.5440879889309955,-0.4278769547819511,-0.8518230500208809,-0.8791906708921953,-0.7721554436331716,-0.5090988595834668,-0.5221135684206377,-0.736951117411516,-0.3578268665167593,-0.34971083978783934,-0.3383690996932741,-0.4079009491190203,-0.4332834013571686,-0.6987121311587248,train,1.3646702047005308,1
6,0.20878916786651305,0.2848640847764213,-0.4385691380187374,-0.5937942797685468,0.12350353817725929,0.08800851170911506,-0.8747442810865306,-0.7178440596503102,0.11371997572230308,-0.2513345547029286,-0.23306704728884442,-0.5218536715854432,-0.6605434823354244,-0.5912702777245222,-0.40732458558781415,-0.7116665146515037,-0.4903031968997465,0.022856129223424698,0.028027172896929756,-0.5676297511242976,-0.5567797021326839,-0.43580509482053637,-0.8558255368908861,-0.8995057280930254,-0.7882080070226238,-0.5156388554684828,-0.5247952367853186,-0.7366680095272523,-0.3648095050769119,-0.36663255594540245,-0.3533615000464003,-0.4175372595853254,-0.43687042166772266,-0.7080114021424206,train,1.637604245640637,1
7,0.22955752827387818,0.3120559658846428,-0.4315509555412121,-0.5899764672131556,0.1457419918761767,0.11687744327427493,-0.8763868060803822,-0.7165680142491871,0.14115860666298466,-0.25189107322325177,-0.2312068238045908,-0.5167862556933134,-0.6637545363794263,-0.5779572917069279,-0.4009610550722912,-0.7067682558760059,-0.4968394668717269,0.04464312186328681,0.05538105248823185,-0.5872031550304346,-0.5576103892587645,-0.4362238921300299,-0.8538756287295343,-0.9017795422574666,-0.7848023831453795,-0.5036556821944431,-0.5203687232144321,-0.7321951476396982,-0.3550396782185551,-0.3521614925231249,-0.3508848751018666,-0.41394834073210396,-0.4218282436635499,-0.7210003937905128,train,1.910538286580743,1
8,0.24350899807321452,0.3217111134465837,-0.4285085828235272,-0.5907669012078391,0.15662685398716786,0.12252875888135689,-0.8808887234018659,-0.7276198278568814,0.1427594873662934,-0.24549102489228464,-0.2281815253375541,-0.5158133614556999,-0.668683491592308,-0.5714500267049019,-0.3967884268626435,-0.7100541762383986,-0.4993286969010819,0.055039459720550216,0.06598185350238364,-0.5961726638636329,-0.5518133041135731,-0.4381922584194309,-0.8610786416324513,-0.8992429414198959,-0.7871229790140039,-0.5006730693717043,-0.5212794051576641,-0.7360604878306923,-0.35163176289734216,-0.34897450147795844,-0.3489421544085873,-0.41046938651747034,-0.42435002842626335,-0.7304258847817154,train,2.183472327520849,1
9,0.24129250478454892,0.32838870172798834,-0.43155576692435393,-0.5903916080090987,0.16361219360628593,0.12274480702007395,-0.8814826920977699,-0.7276763014152874,0.14513804546244363,-0.24374426957928283,-0.22627672892501066,-0.518389669740206,-0.6695670879018668,-0.5698700245775645,-0.39610584266042526,-0.7130476849203503,-0.5023677210060795,0.05443831247750727,0.06373827704308903,-0.6009895540383807,-0.5499952910856274,-0.44567602667276435,-0.8634045282189858,-0.9080219295090131,-0.7922592988689523,-0.50717055011261,-0.5241078055230075,-0.7377349960401356,-0.3483666720040496,-0.3459198262486208,-0.34786980092974007,-0.4101301162454427,-0.4238667930137511,-0.7344436854647021,train,2.4564063684609554,1
