,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVBL,AVBR,AVEL,AVFL,AVFR,AWBL,BAGL,IL2DR,OLQVR,RIBL,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMER,RMEV,SIBVR,SMDDL,SMDDR,SMDVR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.1978535293514292,0.4948972959908182,-0.34131242990175426,-0.8885443670825985,0.3080829864470285,0.01357674840374079,-0.45376693368663634,-0.7592204316523873,0.25347698373823735,0.2633762666226256,-0.06495495145860364,-0.1623286507902617,-0.48637127346734754,-0.8564250088721128,-0.6477723895430935,-0.6447321457126498,-0.2040782142785702,0.08379651304933622,0.3353879888362341,-0.7915073973653888,-0.8185428326341533,-0.8541599718566619,-0.8036019838866116,-0.7383510487374645,-0.7866646866898844,-0.6806268856146552,-0.788884050388629,-0.6983935701468513,-0.7294311749600895,-0.7495306130626547,-0.6618702921285862,-0.784903071452428,-0.8125173185021878,-0.8576282026054581,train,0.0,1
1,0.25570442605410926,0.43228933759683685,-0.4536096655344576,-0.8923279226606056,0.2041429364044831,0.031464055528466206,-0.3900797214965419,-0.7259856258472857,0.2811206216540607,0.19251978104386303,-0.027068774839098864,-0.3590928788076464,-0.6893826423681394,-0.8359752396016236,-0.6348242123090524,-0.5047188226301353,0.12400183962612576,0.18053410370308198,0.3497052094894886,-0.7878804775471243,-0.8225926822745667,-0.8854275632244742,-0.8526032432933803,-0.6845233209154324,-0.7850955736240911,-0.7500676911896698,-0.768244887985238,-0.697069730090432,-0.752138034876904,-0.7743844175893556,-0.635773579177173,-0.7021009962216047,-0.7855145446592583,-0.8083385871336065,train,0.27293404094010615,1
2,0.18131765833995006,0.3656271482276878,-0.3999368894514507,-0.8976984562951985,0.1751456849502253,0.13833734454419866,-0.2772377284247155,-0.7079297664987414,0.08091012493340366,0.2789162395120872,-0.12270506651934843,-0.23469673259240287,-0.3964625894364999,-0.8878905562005761,-0.5766508865549713,-0.5835332665138009,-0.08344147264602908,0.07367167753158943,0.36554476306536476,-0.8236055287300759,-0.8565869317686614,-0.8679552041582421,-0.8167941441495904,-0.6346939627532491,-0.7880845138320357,-0.7081173590297026,-0.7682072938824996,-0.7864856848602872,-0.7276292963872345,-0.7575609669955472,-0.6388133785232653,-0.7635192520419374,-0.6988216558377693,-0.8040725628736991,train,0.5458680818802123,1
3,0.2518182330554033,0.4515610363289997,-0.385390535342344,-0.8957077041512566,0.30795515523343164,0.0796795866934279,-0.48435767130202956,-0.6521068379323809,0.253477681545055,0.21963099676519016,-0.19244875577140752,-0.2842613640730979,-0.6016877572939052,-0.8493738132056418,-0.5973798087498341,-0.573046396118692,-0.035018257397479546,0.06729577734003345,0.3622754307521845,-0.7851814920280128,-0.8255041105268272,-0.8270092920846959,-0.7819367265802561,-0.6472700979454755,-0.8148317994985016,-0.597892464923738,-0.7740970366448517,-0.7522885413499949,-0.7309999941380432,-0.7051596581283444,-0.6866434208041008,-0.6699383291051073,-0.815787845557504,-0.8467811597553493,train,0.8188021228203185,1
4,0.20505197948925025,0.4565529838292164,-0.478799477249654,-0.9568278872314533,0.22946757600937606,0.20046716807086606,-0.4401769937613921,-0.6996894332799128,0.11511692754643232,0.18282043134873827,-0.11020593395919087,-0.4267925381220967,-0.5354051881665194,-0.9032856300222266,-0.5299797187151294,-0.5074648508729472,-0.30275256773157566,0.13657416205636885,0.3431687544288764,-0.7707009545645206,-0.8340066240381002,-0.8591277469140914,-0.8636419985853507,-0.775533880735303,-0.7559579770755465,-0.5944450160711106,-0.7747110736562459,-0.6795450724887783,-0.6904175935929265,-0.7192628060841383,-0.5923817948801741,-0.7668706552891134,-0.7226732993506282,-0.8278552317257064,train,1.0917361637604246,1
5,0.16634207631225784,0.39317506804158464,-0.4734481570108453,-0.926938921822076,0.28239209363632045,0.13979369431073585,-0.42785679702271273,-0.6848191932135044,0.3965899410154352,0.15639622296970468,-0.05536495492534166,-0.6212751159611127,-0.5781379023417905,-0.832008182220616,-0.5311205092391853,-0.5548143779792338,0.04006103175816378,0.08788057670740479,0.3958773631916981,-0.7785154163847586,-0.7691701023274387,-0.8869790702340583,-0.7553289906794132,-0.7158032934978007,-0.7699814473583317,-0.6864431856343429,-0.8293415706189555,-0.6719539363123594,-0.7008818599629021,-0.7250833161565482,-0.5839881869478735,-0.7220401511380492,-0.8122253760606599,-0.8777653611946987,train,1.3646702047005308,1
6,0.22410803584629302,0.45824149041465945,-0.3886414848863643,-0.9159822315505035,0.16100769244630864,0.19184992167912296,-0.43418257501672763,-0.7648397315613087,0.29933437977283406,0.28083034960122766,-0.19500740931874183,-0.501463478298027,-0.3241606637602482,-0.8311590007291101,-0.5149438742165138,-0.6011317089576346,-0.4153144046197872,0.08610984652667797,0.2918284365165724,-0.8309770056533827,-0.8525656043245103,-0.8597181975813731,-0.7177303752166726,-0.5847114475091759,-0.809065622589501,-0.691752425929042,-0.7933389515631315,-0.6847080949296528,-0.6429269492658811,-0.7267574439269198,-0.6713354617479517,-0.8394132543955551,-0.7990678644388434,-0.8563062256049971,train,1.637604245640637,1
7,0.37815710482454046,0.5518253752178097,-0.36526043361713767,-0.89299286625034,0.20430420058894327,0.28359150189051663,-0.18817021705875747,-0.7376469853266353,0.3515890254260099,0.21838163194282667,-0.2139893286035578,-0.45693912603761055,-0.5053862430453702,-0.7629798494944499,-0.4338254698570162,-0.4652092720461758,-0.41180703670628593,0.0879659252739079,0.29934790226410546,-0.7782823658367976,-0.7939505680814409,-0.8631105519533298,-0.7245565060736816,-0.6642411686234432,-0.715174496089567,-0.6378792399194761,-0.7891284120564288,-0.723543245541389,-0.6662823425448843,-0.7369860618814166,-0.6414686741854392,-0.7671981789763453,-0.7768486718019215,-0.8461280323050329,train,1.910538286580743,1
8,0.2615290964802002,0.5000115028843772,-0.42133166230897345,-0.9090531322934743,0.30317218202673324,0.2384546363350062,-0.4831759700791276,-0.6349951108257565,0.30254088885220876,0.19077932805423492,-0.31263911574390013,-0.2728520320884753,-0.565286368133916,-0.846098558003865,-0.30935083033165545,-0.5081628815483291,-0.24796517816635744,0.11427076714842699,0.35204015760495033,-0.7966736721505661,-0.8328448574772042,-0.8234080951449443,-0.8128948136629097,-0.7043806275142256,-0.7476374263125966,-0.5928815871370134,-0.7331758558140846,-0.685249898625452,-0.5858748213682543,-0.7602311770944796,-0.6413998526027851,-0.758326889605476,-0.8043654195691615,-0.8090070931577615,train,2.183472327520849,1
9,0.2769202774978665,0.5604473530239693,-0.44350873074833896,-0.9052967083797739,0.11873834995851262,0.22386268784376107,-0.48973513709135896,-0.7297179163855277,0.307691829568278,0.2559038544746419,-0.24633586368856297,-0.33951940789563606,-0.39490275589980084,-0.7772040779234852,-0.40062181467897706,-0.5497478422104385,-0.22384320084113696,0.15330530326579972,0.340267892366934,-0.7592725319131444,-0.813472279571615,-0.864553222223043,-0.8075350279606683,-0.6934350435209802,-0.7494038052337524,-0.6589622297641459,-0.6484011541389543,-0.7547598527171162,-0.5005356026577491,-0.7387604834557411,-0.6802717204531512,-0.7971619478399441,-0.6720672704689368,-0.8515013280413282,train,2.4564063684609554,1
